# Binary systems ID's begin with a '2'
ID Vmag (Bmag-Vmag) (Umag-Bmag) e_Vmag e_(Bmag-Vmag) e_(Umag-Bmag) M_ini1 M_ini2
20 15.349892039170681 0.5481083598630482 0.30711128583119995 0.0245821145798679 0.03254229689144928 0.031130199502028274 1.8529187590728955 1.5410723021331254
11 16.388259043519756 0.6289875794090493 0.43063411881118285 0.025273377964556 0.03421722637501314 0.03615877401878022 1.5790713388216973 -99.0
12 15.98155963677367 0.570577506214796 0.3333740842992721 0.024926687015447802 0.033403238157312755 0.033751854492548014 1.7841107061280554 -99.0
13 15.579251448596944 0.5745598859749855 0.28741583141636956 0.024685907907244963 0.03280892686906717 0.031952659653527206 1.9529067928751294 -99.0
24 15.739229345852584 0.5919020736941032 0.37116073185893494 0.024771659216967726 0.033024022669782924 0.03260874845218614 1.601573560216367 1.4993757282966824
25 15.35886455983169 0.586924449780326 0.3503732648142882 0.02458579594656908 0.03255188764162785 0.031159979250294834 1.844189746593544 1.551620365291563
16 15.884653074329892 0.5761105149521972 0.3249057894586289 0.024860727639264543 0.03324327123157983 0.03327160242907476 1.8278258977309372 -99.0
27 15.644579351408995 0.6192948030211258 0.4049745346304642 0.0247194831307521 0.03289365489817475 0.03221183000505733 1.632326616740418 1.591301395195711
18 15.820511008303114 0.6156556743297867 0.35191941827297885 0.024820043582798292 0.03314361184428215 0.03297099560489253 1.8671144283012688 -99.0
29 16.330702002838358 0.6835770389750264 0.3810451975477919 0.02521651881665091 0.03408639986427473 0.03577561740785905 1.4443746778969313 1.1929393158139563
110 16.342475726374325 0.6383845922187813 0.43766764060112484 0.025227918205707484 0.034112703570340026 0.03585275755014669 1.6015707944250273 -99.0
111 15.670545023948211 0.5037232375605374 0.23335022890979498 0.024733369821967784 0.032928502307839974 0.03231814178785904 1.894557138192583 -99.0
212 16.18202785755491 0.7159737071446513 0.44662813691475156 0.025082226306018317 0.03377349493351681 0.03485374983370926 1.5119601606836546 1.1643719409690465
113 15.830479474296263 0.5244086820321207 0.2714597184284033 0.024826217648992233 0.03315878700769361 0.033016841889706765 1.8383300699554568 -99.0
214 15.378686138871096 0.5929467675769631 0.35108274518343147 0.02459403168737156 0.03257330532291467 0.03122642647341737 1.8522196745984776 1.542504721749865
115 14.394117995586159 0.5271494464990556 0.275178172452821 0.024317334411274004 0.0318156403153926 0.02881705087745027 2.289929225175931 -99.0
116 15.30898125143375 0.5361346609935961 0.23369106352007177 0.024565690313078262 0.03249937665211134 0.030996737375855333 2.0392347801025132 -99.0
217 15.939184607303051 0.6755899295997677 0.4308329808392007 0.02489715594836168 0.03333185475620951 0.033537881364488 1.5897691637729376 1.3559001474168277
218 15.162451484116563 0.5125824189197812 0.2583112398186231 0.02451145663281863 0.03235602503696207 0.030548575133687774 1.8987620629397182 1.714953167289866
219 14.982989364995339 0.5597299065014156 0.27773747475652993 0.024453834815121187 0.032200633175331915 0.03005816326830688 2.0236647367749536 1.6568475548564274
120 15.842159984692456 0.5258611972876971 0.2741426067391597 0.02483352087155655 0.03317671351269713 0.03307096627527038 1.8311339132012483 -99.0
121 15.98150299843065 0.5905800880946498 0.35145792355593464 0.02492664680976774 0.03340314122321439 0.03375156428617599 1.792438349882198 -99.0
122 14.986528652507387 0.47857946886569347 0.17780875361010112 0.024454886032548667 0.03220349980116817 0.030067257666534696 2.1404716316118155 -99.0
223 15.819652290147475 0.6406621488353178 0.390640000804141 0.024819514239897818 0.03314230990703115 0.03296706103114296 1.6570486012559942 1.4321740201506623
224 15.479386539291092 0.5782293413814955 0.3597618556817019 0.024638148792230256 0.03268717487752056 0.031578452982634536 1.7059558352698214 1.6576070008329165
125 16.787442967773895 0.7447895425070079 0.5231761932990704 0.025757244326385452 0.0352981626527536 0.039281089465558194 1.4426315954069717 -99.0
126 15.746399024382205 0.5568406121539201 0.2895336834992375 0.024775790206743392 0.03303428044706722 0.03263988798891903 1.878339465201134 -99.0
127 16.164663317009886 0.5590249757406855 0.345905517114915 0.02506764951404605 0.03373917418263925 0.034752138397115925 1.6835163915271245 -99.0
128 16.375220153477155 0.6527422837547926 0.45477480652970464 0.025260245411131258 0.0341870920460204 0.03607063164781942 1.5926429596397238 -99.0
129 16.079773433278632 0.5536911749583205 0.3305820861749972 0.024999487743701015 0.03357768098927195 0.034272602942491875 1.7135174401095048 -99.0
230 15.894503161724979 0.6280187684187115 0.3920925375477405 0.024867179879142127 0.033259005036389726 0.033318959646518286 1.5750331976338319 1.197150405673948
131 16.217257050785644 0.5355393396146092 0.325864675845266 0.025112488284154286 0.033844514426604064 0.03506369111719813 1.6245780810547843 -99.0
132 15.153712467848345 0.530107572429375 0.22499498871114387 0.024508436416961293 0.03234796354810288 0.03052325645724113 2.098184341455265 -99.0
