# 
# Subset of stars selected as members
# M1: primary mass
# M2: secondary mass (if binary system)
# P_binar: binary probability
# 
ID Mag Col M1 M1_std M2 M2_std P_binar
"Gaia EDR3 5599919892597367808" 13.61400 1.56700 2.68361 0.37144 2.38572 0.37351 0.56
"Gaia EDR3 5599919548999966080" 13.81300 0.46100 2.65244 0.35934 2.39089 0.36704 0.72
"Gaia EDR3 5599918312049410432" 13.81500 0.35800 2.64847 0.35808 2.38736 0.36311 0.70
"Gaia EDR3 5599873197711146624" 13.87100 0.75700 2.66416 0.36094 2.38142 0.35362 0.68
"Gaia EDR3 5599920064395996032" 14.17700 0.51900 2.63571 0.35017 2.31688 0.32679 0.72
"Gaia EDR3 5599918518207814528" 14.22700 0.35500 2.61614 0.34548 2.32610 0.33623 0.63
"Gaia EDR3 5599921748023119104" 14.30800 0.51700 2.62077 0.34328 2.29528 0.31444 0.74
"Gaia EDR3 5599918724366239872" 14.41000 0.43600 2.60028 0.33242 2.27229 0.31000 0.72
"Gaia EDR3 5599917899732613504" 14.66200 0.48600 2.56479 0.31699 2.20642 0.28784 0.70
"Gaia EDR3 5599871101767201408" 14.71300 0.52700 2.56107 0.31455 2.17507 0.28443 0.72
"Gaia EDR3 5599912986290078848" 14.78500 0.40900 2.54817 0.30602 2.15369 0.28108 0.68
"Gaia EDR3 5599918621287081088" 14.83300 0.47000 2.54031 0.30070 2.14248 0.28339 0.70
"Gaia EDR3 5599921748023119360" 14.89600 0.57500 2.53107 0.29531 2.11012 0.27778 0.71
"Gaia EDR3 5599919548999967616" 14.97600 0.49800 2.51544 0.29120 2.08953 0.27583 0.70
"Gaia EDR3 5599918724366249856" 15.01000 0.53900 2.50702 0.28724 2.06156 0.27017 0.71
"Gaia EDR3 5599871342285140224" 15.09900 0.32900 2.48306 0.28155 2.01606 0.25491 0.62
"Gaia EDR3 5599922984973859968" 15.18000 0.51700 2.46693 0.27625 1.99152 0.25574 0.69
"Gaia EDR3 5599872029480080640" 15.20400 0.50100 2.45838 0.27169 1.98977 0.25262 0.70
"Gaia EDR3 5599911886778442368" 15.23300 0.44600 2.44872 0.27118 1.97228 0.24743 0.64
"Gaia EDR3 5599923019333618304" 15.35500 0.48100 2.40813 0.25664 1.91854 0.24391 0.60
"Gaia EDR3 5599918410823219968" 15.42500 0.43300 2.38657 0.25174 1.89007 0.23903 0.62
"Gaia EDR3 5599920133115485056" 15.49200 0.52200 2.36678 0.24468 1.87367 0.23254 0.69
"Gaia EDR3 5599918415128611072" 15.62300 0.45800 2.32389 0.23405 1.81111 0.22404 0.61
"Gaia EDR3 5599920889029663360" 15.68400 0.56600 2.29898 0.22837 1.80649 0.22162 0.70
"Gaia EDR3 5599919789518162816" 15.68600 0.53100 2.30132 0.22971 1.77626 0.22563 0.62
"Gaia EDR3 5599919205402556544" 15.71600 0.51900 2.28433 0.22717 1.79107 0.21623 0.68
"Gaia EDR3 5599918724366238080" 15.74000 0.54400 2.27821 0.22346 1.76471 0.21637 0.70
"Gaia EDR3 5599918690006518272" 15.77800 0.54800 2.25874 0.22233 1.75337 0.22091 0.69
"Gaia EDR3 5599919411561048960" 15.77800 0.62400 2.25607 0.22261 1.75514 0.21813 0.72
"Gaia EDR3 5599922160339965440" 15.80600 0.61000 2.24610 0.22072 1.74694 0.21455 0.74
"Gaia EDR3 5599864573416999808" 15.82100 0.54600 2.24419 0.22121 1.71719 0.21645 0.65
"Gaia EDR3 5599922916254351360" 15.83200 0.68300 2.23666 0.21775 1.73173 0.21493 0.69
"Gaia EDR3 5599923878327068160" 15.88300 0.65300 2.22219 0.21595 1.69393 0.22517 0.63
"Gaia EDR3 5599920957749149952" 15.90800 0.52300 2.21006 0.21368 1.70979 0.21040 0.64
"Gaia EDR3 5599919583359725696" 15.99000 0.57800 2.18312 0.20983 1.65304 0.21703 0.63
"Gaia EDR3 5599918346409169792" 15.99300 0.47700 2.18095 0.20954 1.65471 0.21337 0.58
"Gaia EDR3 5599912677052345600" 16.02900 0.45300 2.16912 0.20983 1.63616 0.21022 0.56
"Gaia EDR3 5599919411561044736" 16.04800 0.63000 2.16304 0.20788 1.62369 0.21161 0.67
"Gaia EDR3 5599919995676561920" 16.08500 0.54800 2.14797 0.20509 1.61579 0.19872 0.65
"Gaia EDR3 5599871342285140480" 16.11300 0.45300 2.13998 0.20664 1.59507 0.19926 0.56
"Gaia EDR3 5599919823877883648" 16.15200 0.62900 2.12696 0.20692 1.57686 0.19220 0.69
"Gaia EDR3 5599913432966640256" 16.17000 0.59600 2.12264 0.20724 1.56853 0.19263 0.65
"Gaia EDR3 5599922710095948160" 16.18400 0.55000 2.11583 0.20723 1.56031 0.18845 0.62
"Gaia EDR3 5599873472588907264" 16.18700 0.60000 2.10935 0.20808 1.58508 0.18410 0.66
"Gaia EDR3 5599923122412788864" 16.19200 0.63200 2.11403 0.20896 1.55059 0.19207 0.63
"Gaia EDR3 5599871892040949632" 16.19300 0.57000 2.11340 0.20753 1.55050 0.18811 0.60
"Gaia EDR3 5599919171042835968" 16.19800 0.55000 2.10826 0.20714 1.56104 0.18902 0.63
"Gaia EDR3 5599919583359735168" 16.27400 0.62200 2.07936 0.20818 1.53137 0.18738 0.71
"Gaia EDR3 5599918586927321856" 16.27900 0.56800 2.07970 0.20680 1.52543 0.18805 0.63
"Gaia EDR3 5599924909119075072" 16.33100 0.73600 2.05149 0.20627 1.53028 0.18207 0.74
"Gaia EDR3 5599912260429778304" 16.33100 0.60100 2.05808 0.20837 1.50925 0.18870 0.68
"Gaia EDR3 5599923534729614848" 16.33200 0.70300 2.05526 0.20773 1.50559 0.18512 0.71
"Gaia EDR3 5599919823877881472" 16.33200 0.66400 2.05430 0.20774 1.50858 0.18910 0.75
"Gaia EDR3 5599918793085723648" 16.33500 0.73600 2.04996 0.20596 1.53194 0.18089 0.74
"Gaia EDR3 5599919926957083136" 16.36600 0.59200 2.04383 0.20522 1.50582 0.18785 0.65
"Gaia EDR3 5599919892597370624" 16.37000 0.64200 2.04354 0.20504 1.49255 0.18704 0.72
"Gaia EDR3 5599919342841941888" 16.42000 0.61400 2.02173 0.20754 1.50593 0.18693 0.62
"Gaia EDR3 5599918380768882944" 16.42500 0.73000 2.02557 0.20764 1.49888 0.18588 0.76
"Gaia EDR3 5599920030036282240" 16.44500 0.63900 2.01909 0.20794 1.48841 0.18402 0.69
"Gaia EDR3 5599918483848083200" 16.45600 0.64200 2.02043 0.20801 1.46329 0.17873 0.67
"Gaia EDR3 5599919480280905344" 16.46700 0.65100 2.01378 0.20740 1.47211 0.18140 0.72
"Gaia EDR3 5599871823321471872" 16.47500 0.62600 2.01191 0.20718 1.46596 0.17787 0.69
"Gaia EDR3 5599918793085728384" 16.48300 0.65500 2.00740 0.20981 1.46767 0.17925 0.72
"Gaia EDR3 5599919308482205824" 16.56000 0.74600 1.96484 0.21565 1.44241 0.17644 0.70
"Gaia EDR3 5599871479724092544" 16.58000 0.62600 1.96358 0.21289 1.41866 0.17271 0.67
"Gaia EDR3 5599871479724092288" 16.58000 0.61700 1.96789 0.21335 1.40971 0.17405 0.65
"Gaia EDR3 5599912367814718464" 16.59100 0.70200 1.96010 0.21399 1.41240 0.16995 0.71
"Gaia EDR3 5599923672168542208" 16.59800 0.66100 1.95538 0.21434 1.40883 0.17128 0.71
