# Binary systems ID's begin with a '2'
ID Vmag (Bmag-Vmag) (Umag-Bmag) e_Vmag e_(Bmag-Vmag) e_(Umag-Bmag) M_ini1 M_ini2
20 14.665357988507072 0.5137465054596596 0.20035431872922754 0.02437158561419226 0.03197204091727358 0.02932640627641245 2.615405101989871 2.065014110840094
21 16.08578684548639 0.6116300765638718 0.388147042034677 0.02500415149086432 0.03358878527835568 0.03430565238390547 1.9175354785381342 1.5493861784775962
22 15.908992490828025 0.5369233952168303 0.29378177998926225 0.024876772564344514 0.0332823616554791 0.03338921103140402 2.0016564275239506 1.8208854134340005
23 15.231188226863358 0.548515248254197 0.2567000882730541 0.02453603395404891 0.032421310450897516 0.030753152015201596 2.427703374950675 1.9604823304300947
24 16.374828061313572 0.5863554102927805 0.33342332851111206 0.025259852815923033 0.03418619043682761 0.0360679934255255 1.820850145350701 1.4016531558736867
25 15.935648030223687 0.61962265958216 0.3903525880179954 0.024894740415285766 0.033325999182811566 0.03352030561457115 1.9767068719127583 1.8760630530260582
16 16.342303565692834 0.5133435408243823 0.2744563404164355 0.02522775067210595 0.03411231726873718 0.035851625035780765 2.028043192024471 -99.0
27 16.254978701320713 0.6014837753276965 0.3884257505130059 0.025145941265056575 0.033922669477998935 0.03529423622035648 1.7911874970307828 1.4871503079128172
18 15.531196552740216 0.4659363864945812 0.15059869183916644 0.02466240566766396 0.032749200411124973 0.031769360846584535 2.442708960836721 -99.0
29 14.84887030760182 0.5257097391415417 0.2164461481484768 0.024416304138716764 0.03209742998733501 0.029729457745723727 2.585892816052427 2.2829797011744737
210 16.061443902803706 0.5942888789749508 0.37657978758490607 0.024985422446738882 0.03354414147795141 0.03417270949094257 1.9108475328673986 1.556856937314333
211 16.32137209072824 0.6682884818370368 0.4640044407987367 0.025207568490913473 0.034065720335766714 0.03571493389957518 1.7442423578576154 1.6286681755751642
212 16.22941137538973 0.6447748339787887 0.41580407803360403 0.025123146986352107 0.03386945561798826 0.035137318747053566 1.8684818614228325 1.6387998071836514
213 14.952048306313042 0.5353999962522041 0.2264807289817618 0.02444478207340757 0.03217589427974865 0.02997960042100955 2.4548779902037414 2.3953152226798884
214 15.711741634001596 0.567821803314442 0.31519443762626065 0.024756059226060678 0.03298520308958534 0.032490785327469164 2.159807656708586 1.7767728686386655
215 15.927533607385673 0.5756340073522429 0.331479868150721 0.0248892262888022 0.03331262258770704 0.03348014160574469 2.0033330926213297 1.8868015316880293
216 15.03631243316846 0.5269874317321412 0.22532978661336617 0.024470022344847894 0.032244639286560545 0.030197569769599954 2.3942529804620976 2.281409518270155
217 15.568609357957769 0.523305239596418 0.27384796256050764 0.024680617737230615 0.032795513703536464 0.03191153946632018 2.1476680649593325 2.0342834215042127
218 15.147207794855957 0.5586799199650323 0.25979341874390577 0.02450620332306116 0.032341997408775094 0.03050451032541769 2.3869590065579263 2.2330875324798436
219 14.922328821892863 0.5065979553463626 0.1989432580580886 0.02443631426433295 0.032152666959698484 0.029905707626997485 2.4524634400152037 2.390890328512556
220 15.700536957843752 0.6051787299023762 0.3619359357453681 0.024749807037868027 0.032969607600970376 0.032443341037978406 2.1147670632565116 1.9792751105922028
221 15.950716061822876 0.6012028665953137 0.35763057632271783 0.0249050841689029 0.033351055914632353 0.03359548918149265 2.0026779710336395 1.8610461962233291
222 16.31766951789549 0.6457471764785094 0.41986601880579516 0.02520403673930138 0.034057553724415435 0.03569096011440322 1.8091524452357448 1.5432772921438325
223 16.214493145916347 0.6470594267584714 0.4141691851632422 0.02511008024812712 0.03383887445872168 0.03504703442185714 1.890489173338423 1.4538181334679878
224 15.405575155031885 0.5482253842499648 0.26602056376949396 0.024605434452214924 0.03260287356094782 0.031318035762229496 2.323282627755765 1.6378239216665302
225 16.18959377361322 0.6053057573178774 0.37349381571477547 0.025088647102741113 0.03378858932874106 0.034898406582398955 1.8789657487642166 1.463479981371569
226 15.88739830579367 0.5505631313486823 0.32050694082458214 0.02486252030599602 0.03324764457688746 0.03328476849536385 1.9771077744055006 1.8779756773609115
127 16.288150813985133 0.5469697120538798 0.29988038980030834 0.0251762850221483 0.033993250929470344 0.0355020119156083 2.067444559236748 -99.0
228 15.005585496051038 0.5800938372525346 0.2710262315852396 0.024460602418726968 0.03221906635444317 0.030116610212738135 2.5423294448654135 1.968303896425821
229 15.075938624331046 0.5383339667616589 0.2383124849633189 0.02448255009657536 0.032278501569078875 0.030304552707873408 2.398652704434995 2.135729685897615
230 15.685092812726422 0.5422422776518302 0.2953713476540368 0.024741288993835334 0.032948325160062186 0.032378545854775787 2.1413298964551535 1.6689744375213114
231 16.170894840928693 0.6557796287453286 0.4117278980175748 0.025072855177698573 0.03375143926860054 0.03478846270792974 1.951181259347676 1.5123034968785731
232 16.392577775274603 0.6246837672863125 0.40940277690250143 0.025277760822450396 0.034227272638436584 0.036188144348282304 1.6873083364022998 1.5290252227185224
233 14.829907668266594 0.4986278044857015 0.18656165329179106 0.024411343996793608 0.03208365877335467 0.02968539760824591 2.5007128674975685 2.362254801029305
234 16.122093167333006 0.6195151421765668 0.3971289180031073 0.025032835960867996 0.033656903365236815 0.03450814047491503 1.8967954886614355 1.5237084608738931
235 16.7531639081696 0.7220892315213209 0.4467908495047734 0.025708753437007736 0.03519211098017143 0.038977821622834835 1.5894821069041158 1.3671438322223157
