# Binary systems ID's begin with a '2'
ID Gmag (Umag-Bmag) e_Gmag e_(Umag-Bmag) M_ini1 M_ini2
10 15.28251896882545 0.3003968137140543 0.0022414776557372292 0.02356700975933131 3.0469334601098046 -99.0
11 16.010891275243136 0.23942673200480344 0.0024301962903416777 0.024210805059743053 2.7574705230920986 -99.0
22 17.68998061167894 0.3517736160854887 0.002928006683474311 0.03298020180400027 1.722762807244492 1.4581128919282313
23 17.52083574048733 0.30104318766925553 0.002873554388393607 0.03099210720292145 1.7968667381863261 1.485017803307681
24 17.61064810874504 0.3132210610469219 0.0029023401049589528 0.03199155807871563 1.8317676813304373 1.4032331511823501
25 16.18772723796985 0.22977197998244808 0.002478361762732749 0.024487046858163698 2.473805707332629 1.9736615546692198
16 18.79733200913009 0.23706879327831384 0.0033108955527125727 0.06641012916676829 1.4960142428995715 -99.0
17 15.31067947593694 0.31193771480587923 0.0022484939687366307 0.023581978803305113 3.036909176437873 -99.0
18 18.50659052538892 0.2899321426045298 0.0032057672117423376 0.05245959952184007 1.6184090806006464 -99.0
29 17.981973355565533 0.3099598981606087 0.003024446253642204 0.03767458539984198 1.6310296281486867 1.43836330701149
110 18.15175265239599 0.1843716641222949 0.0030819748626414534 0.041378282667496304 1.7386756479159764 -99.0
111 18.569021616214247 0.2693960513296137 0.003228056365197009 0.05501482769455817 1.5851790107948593 -99.0
112 18.358240935923245 0.2894203135493673 0.003153418824125129 0.04718041922909666 1.6763411009786415 -99.0
113 16.50547193820454 0.21631183908258697 0.002567318382055885 0.025182038788250188 2.4997935693885704 -99.0
114 14.57987193818358 1.5639922335984282 0.002073325127900234 0.02332958371064729 3.1723115968142293 -99.0
115 16.621334608360613 0.2800046513922452 0.002600544051029204 0.02551869319841751 2.4218766868880355 -99.0
216 17.53171812177848 0.34542005402617576 0.0028770270373499594 0.03110690206856422 1.835099298298233 1.5634021930947926
217 17.618460409176347 0.34707448925399503 0.002904857612396958 0.03208431637878491 1.8180386630743572 1.472080821412556
218 14.94766223340667 0.6596852918283218 0.002159705815256915 0.02342627962961392 3.22676511016861 2.3691154924858426
119 16.265650658359043 0.19548591939633567 0.0024998879551994336 0.024631159816453196 2.600849425919493 -99.0
220 17.34879410447849 0.33070120256613517 0.0028192082504588027 0.029383096181097818 1.8767934161745004 1.4309514839599677
121 18.57076853016512 0.24074155024519597 0.0032286822724142124 0.05508944669723992 1.5831765943606753 -99.0
122 18.609410567422906 0.29571414796627166 0.003242558523517714 0.0567855000166183 1.5627886441963006 -99.0
223 15.12469089670134 0.23559189712184742 0.0022025573840772504 0.02349281062725962 2.883755511832844 2.6778425147720686
224 17.088885693496252 0.38241006514209713 0.0027390489165360576 0.027558022178743237 1.942622539229975 1.680497154814811
125 15.289021848807604 0.31594951430896884 0.002243095929955088 0.023570416449152806 3.0450939123039618 -99.0
126 18.32014219558095 0.22896306670715894 0.003140113371020102 0.04598569753688253 1.6917335042070278 -99.0
227 18.146025866652714 0.2685570762329459 0.0030800166616877385 0.041239138342824846 1.6146941509084742 1.3610968441534108
128 18.672140332035806 0.2684689708041849 0.0032652117128990975 0.05973284897176766 1.538961837893333 -99.0
129 17.208130054610145 0.360646011893305 0.0027755385738282377 0.028317008359004317 2.1432038610169193 -99.0
230 17.49189656162996 0.2762097837304342 0.0028643400612719965 0.030694858428833297 1.8115203418076158 1.4395027253295711
231 18.607867844148945 0.3959382504974154 0.0032420033945215533 0.05671609115444023 1.455966465047499 1.0797238431828164
132 15.962597786462446 0.2550636336023983 0.0024172059108867436 0.024146067691922745 2.778620424633544 -99.0
133 16.169758700727282 0.24220553031857958 0.002473424346982872 0.02445589696975611 2.665252575470267 -99.0
234 17.36252451829796 0.3418665317594585 0.0028235075426297535 0.029498331445308813 1.8423975646053603 1.7949816518862556
135 15.298282832638701 1.196701929860896 0.00224540258905233 0.02357531957068149 3.1828997193313944 -99.0
236 18.463586752744376 0.32655767291065063 0.0031905035822581626 0.05081981286339543 1.468202588174203 1.3211780318934125
237 17.877249883704344 0.2911771074726689 0.0029894981357910027 0.03577641660777086 1.7039537317761013 1.3237749771584244
138 18.828413318103337 0.25546201313232425 0.0033223361652986554 0.06824887148931397 1.4865418950046272 -99.0
139 18.277860143793674 0.3048695306989081 0.003125412670277923 0.044729284590175486 1.7012192136945554 -99.0
240 17.30988913406074 0.37211189703374076 0.0028070617763949254 0.029067862151308715 1.8697698595238883 1.5559420461607438
141 17.550071629955056 0.34986456169578334 0.002882893288551639 0.0313043407858114 1.98493192736052 -99.0
142 16.262346570267226 0.23944282933793104 0.0024989714229024 0.024624738799396192 2.603662844845127 -99.0
143 16.58017279446388 0.22818902147778503 0.0025886912129698845 0.02539306358205389 2.445946987712036 -99.0
144 17.344130371679245 0.35977333283664326 0.002817749423887209 0.029344434801957947 2.080781101578093 -99.0
145 18.599560257558338 0.31770488876630687 0.0032390156505128255 0.056344780417270326 1.5691328923478052 -99.0
146 18.32588638778928 0.25834532682764016 0.003142115850009413 0.046161945402289656 1.6905838521893404 -99.0
247 17.816900323945113 0.3548200245258053 0.0029695421106673 0.03479762357536149 1.6690997247133492 1.6358241571350811
248 18.572710592139135 0.18332538377556568 0.0032293782422768876 0.055172606705272735 1.43790364188919 1.030851076944075
149 18.403699932007395 0.23662749367426716 0.003169368532107805 0.04868810610595642 1.6517662756436287 -99.0
250 19.17969642463998 0.2339789200971595 0.003454419904624312 0.09534565777262557 1.3107734394531543 0.9863490537341821
251 18.95558651021147 0.28870920828568725 0.0033695601694356475 0.07662345204605776 1.370791689623065 1.1120233689375418
152 18.54784742463961 0.30954861851800214 0.003220479440092347 0.05412413226704059 1.5989863333697933 -99.0
153 15.754260414787266 0.21190503221188003 0.0023619568506881863 0.023910189277773775 2.8648643300248815 -99.0
154 16.581232169667782 0.26164667735262737 0.0025889955892605043 0.025396210769068384 2.447618360011262 -99.0
155 18.392158116627748 0.3359353256768803 0.0031653113548932655 0.048296569412022566 1.6599249335082253 -99.0
256 17.64767292458244 0.2895987145612986 0.002914290686363086 0.032439900797779433 1.830175472312317 1.3266869589214116
157 18.77321286882859 0.18355880398241936 0.0033020447755007 0.06503511350485554 1.5028349938414867 -99.0
258 16.231796528796526 0.2813940815778654 0.0024905129435230542 0.02456669678517908 2.3303175161267973 2.075114927556669
159 17.57693706330783 0.3449439340619951 0.0028915017444796102 0.03160224609624032 1.9713382527824497 -99.0
260 18.909800611458532 0.3930241419751276 0.0033524813737980065 0.07344273154484268 1.339871760120193 1.1619133748714654
161 16.985301557332622 0.2757952047286432 0.0027077409882653425 0.02699030361783042 2.2519702386486795 -99.0
262 16.362160974808095 0.30751202260130545 0.0025268081039010425 0.02483182595928968 2.3066988108307256 1.854169049425204
163 15.275496849157724 0.33213929594688457 0.002239731477154102 0.023563364238781533 3.050610279905188 -99.0
164 17.45402232691839 0.37026559998776304 0.00285232540788999 0.03032284851459224 2.0284143526164082 -99.0
265 17.88067014475245 0.3110713534657754 0.002990633134080777 0.035834294803582634 1.6584573734582608 1.5224958131421458
