radeg,raerr("),decdeg,decerr("),Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
118.857914,0.361,-25.936172,0.307,16.281,0.046,3,17.138,0.086,3,NA,NA,0,16.717,0.053,5,16.088,0.103,5,15.753,0.081,3,NA,NA,0,NA,NA,0
118.858192,0.689,-25.920107,0.259,NA,NA,0,NA,NA,0,NA,NA,0,17.493,0.001,2,16.704,0.062,2,NA,NA,0,NA,NA,0,NA,NA,0
118.858735,0.358,-25.957704,0.365,14.954,0.031,5,16.218,0.051,5,NA,NA,0,15.542,0.043,2,14.531,0.023,1,14.049,0.051,2,NA,NA,0,NA,NA,0
118.859838,0.546,-25.946303,0.376,16.261,0.052,5,17.032,0.091,5,NA,NA,0,16.581,0.059,4,16.102,0.081,4,15.892,0.136,3,NA,NA,0,NA,NA,0
118.860823,0.16,-25.970635,0.044,NA,NA,0,NA,NA,0,NA,NA,0,17.884,0.149,1,16.952,0.174,1,NA,NA,0,NA,NA,0,NA,NA,0
118.860985,1.002,-25.98792,1.119,14.629,0.031,4,15.232,0.062,4,NA,NA,0,14.878,0.017,4,14.549,0.069,4,14.445,0.022,4,NA,NA,0,NA,NA,0
118.861031,0.437,-25.940871,0.296,17.194,0.172,1,17.863,0.189,1,NA,NA,0,17.184,0.034,2,16.794,0.034,2,NA,NA,0,NA,NA,0,NA,NA,0
118.861394,0.304,-25.911434,0.294,NA,NA,0,NA,NA,0,NA,NA,0,17.549,0.124,3,16.961,0.061,3,16.63,0.362,1,NA,NA,0,NA,NA,0
118.862257,0.35,-25.903648,0.282,17.274,0.204,1,18.351,0.3,1,NA,NA,0,17.642,0.088,2,17.106,0.002,2,NA,NA,0,NA,NA,0,NA,NA,0
118.86336,0.447,-25.936841,0.207,15.606,0.056,5,16.318,0.041,5,NA,NA,0,15.922,0.035,5,15.477,0.066,5,15.313,0.085,4,NA,NA,0,NA,NA,0
118.864054,0.361,-26.019394,0.316,17.526,0.251,1,17.779,0.182,1,NA,NA,0,17.546,0.109,1,17.061,0.183,1,NA,NA,0,NA,NA,0,NA,NA,0
118.864552,0.858,-25.861367,0.674,15.218,0.092,4,15.856,0.083,4,NA,NA,0,15.488,0.041,1,15.125,0.057,1,NA,NA,0,NA,NA,0,NA,NA,0
118.864995,0.569,-25.898621,0.49,16.941,0.141,2,17.659,0.048,2,NA,NA,0,17.371,0.107,4,16.648,0.156,4,15.976,0.203,1,NA,NA,0,NA,NA,0
118.865083,0.339,-25.908951,0.243,17.148,0.207,1,18.261,0.308,1,NA,NA,0,17.361,0.065,4,16.429,0.074,4,16.278,0.047,2,NA,NA,0,NA,NA,0
118.865271,0.299,-25.973651,0.252,15.744,0.045,5,16.517,0.041,5,NA,NA,0,16.111,0.045,5,15.591,0.079,5,15.416,0.025,4,NA,NA,0,NA,NA,0
118.865507,0.28,-25.965367,0.31,15.126,0.036,5,15.747,0.114,5,NA,NA,0,15.402,0.016,5,15.015,0.064,5,14.873,0.014,4,NA,NA,0,NA,NA,0
118.866791,0.231,-26.022123,0.214,NA,NA,0,NA,NA,0,NA,NA,0,17.871,0.14,1,16.712,0.134,1,NA,NA,0,NA,NA,0,NA,NA,0
118.867054,0.3,-25.8736,0.197,13.586,0.037,5,13.722,0.045,5,NA,NA,0,13.582,0.017,5,13.619,0.031,5,13.746,0.041,4,NA,NA,0,NA,NA,0
118.867352,0.193,-26.003482,0.145,11.236,0.032,5,11.596,0.044,5,NA,NA,0,11.369,0.01,4,11.205,0.018,4,11.233,0.027,4,11.381,0.05,4,NA,NA,0
118.867658,0.432,-25.922329,0.643,14.832,0.055,5,15.504,0.057,5,NA,NA,0,15.106,0.006,4,14.634,0.023,4,14.452,0.023,3,13.817,0.28,1,NA,NA,0
118.868921,0.065,-25.864048,0.689,14.045,0.014,1,NA,NA,0,NA,NA,0,14.101,0.008,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
118.86944,0.293,-25.96044,0.778,15.287,0.071,5,16.158,0.018,5,NA,NA,0,15.7,0.051,5,15.023,0.075,5,14.736,0.128,4,NA,NA,0,NA,NA,0
118.869888,0.504,-25.933234,0.299,13.981,0.06,5,14.722,0.052,5,NA,NA,0,14.299,0.011,5,13.798,0.028,5,13.656,0.017,4,13.78,0.02,2,NA,NA,0
118.86992,0.459,-25.864446,0.469,13.896,0.047,4,14.081,0.047,5,NA,NA,0,13.922,0.029,4,13.946,0.046,4,14.093,0.037,4,NA,NA,0,NA,NA,0
118.871198,0.498,-25.827929,0.794,16.1,0.119,5,16.854,0.086,5,NA,NA,0,16.457,0.038,6,15.959,0.062,6,15.668,0.121,4,NA,NA,0,NA,NA,0
118.871276,0.559,-25.940751,0.414,16.993,0.166,1,18.085,0.228,1,NA,NA,0,17.291,0.04,4,16.618,0.118,4,16.442,0.167,2,NA,NA,0,NA,NA,0
118.871348,0.591,-26.033316,0.447,15.742,0.088,5,17.02,0.066,5,NA,NA,0,16.329,0.047,4,15.286,0.046,4,14.86,0.08,3,NA,NA,0,NA,NA,0
118.87144,0.686,-26.039246,0.449,16.226,0.085,1,17.062,0.1,1,NA,NA,0,16.695,0.044,2,15.897,0.037,2,15.456,0.129,1,NA,NA,0,NA,NA,0
118.871527,0.294,-25.951495,0.34,13.282,0.035,5,14.357,0.043,5,NA,NA,0,13.789,0.017,5,12.945,0.029,5,12.539,0.01,4,12.53,0.104,4,NA,NA,0
118.871893,0.472,-25.823876,0.352,15.845,0.088,5,16.837,0.069,5,NA,NA,0,16.272,0.04,6,15.58,0.065,6,15.296,0.102,5,NA,NA,0,NA,NA,0
118.87204,0.154,-25.999779,0.14,11.151,0.029,5,11.42,0.042,5,NA,NA,0,11.224,0.008,4,11.16,0.018,4,11.236,0.021,4,11.351,0.079,4,NA,NA,0
118.872397,0.073,-25.84822,0.218,NA,NA,0,NA,NA,0,NA,NA,0,16.545,0.11,1,16.072,0.139,1,NA,NA,0,NA,NA,0,NA,NA,0
118.873218,0.471,-25.868062,0.33,15.695,0.02,3,16.077,0.108,3,NA,NA,0,15.797,0.014,3,15.685,0.069,3,15.824,0.048,2,NA,NA,0,NA,NA,0
118.873624,0.156,-25.840123,0.147,15.164,0.064,6,16.415,0.061,6,NA,NA,0,15.67,0.036,6,14.767,0.035,6,14.432,0.025,5,NA,NA,0,NA,NA,0
118.873679,0.263,-25.892806,0.24,15.777,0.086,5,16.65,0.076,5,NA,NA,0,16.129,0.024,5,15.499,0.082,5,15.268,0.102,4,NA,NA,0,NA,NA,0
118.873754,0.442,-26.014738,0.438,15.801,0.067,4,16.551,0.056,4,NA,NA,0,16.176,0.005,2,15.645,0.037,2,15.404,0.068,2,NA,NA,0,NA,NA,0
118.873824,0.705,-26.036315,0.781,15.582,0.079,3,15.939,0.042,3,NA,NA,0,15.659,0.007,2,15.42,0.01,2,15.146,0.088,1,NA,NA,0,NA,NA,0
118.87456,0.214,-25.888132,0.179,15.472,0.054,5,16.177,0.036,5,NA,NA,0,15.782,0.02,5,15.231,0.044,5,14.972,0.052,4,NA,NA,0,NA,NA,0
118.874669,0.552,-26.008923,0.202,NA,NA,0,NA,NA,0,NA,NA,0,17.373,0.047,2,16.648,0.066,2,NA,NA,0,NA,NA,0,NA,NA,0
118.874788,0.229,-25.854254,0.177,10.817,0.045,8,11.194,0.038,6,NA,NA,0,10.939,0.02,5,10.749,0.041,7,10.758,0.057,6,10.832,0.073,3,NA,NA,0
118.874926,0.903,-25.922815,0.334,16.251,0.043,2,17.581,0.01,2,NA,NA,0,16.871,0.039,4,15.962,0.12,4,15.667,0.125,3,NA,NA,0,NA,NA,0
