radeg,raerr("),decdeg,decerr("),Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
117.891531,0.236,-26.976405,0.191,13.276,0.043,5,13.502,0.045,5,NA,NA,0,13.564,0.427,5,13.298,0.046,5,13.474,0.06,5,13.829,0.159,2,NA,NA,0
117.89227,0.267,-26.931043,0.249,16.369,0.051,4,17.136,0.036,4,NA,NA,0,17.012,0.458,4,16.208,0.059,4,16.031,0.159,1,NA,NA,0,NA,NA,0
117.89337,0.086,-26.949573,0.435,NA,NA,0,NA,NA,0,NA,NA,0,17.633,0.096,1,16.584,0.098,1,NA,NA,0,NA,NA,0,NA,NA,0
117.895378,0.539,-26.987515,0.384,16.409,0.117,4,17.706,0.139,4,NA,NA,0,17.357,0.376,5,15.823,0.062,5,15.49,0.125,5,NA,NA,0,NA,NA,0
117.895576,0.407,-26.973436,0.263,14.993,0.027,5,15.663,0.067,5,NA,NA,0,15.554,0.436,5,14.805,0.06,5,14.729,0.112,5,NA,NA,0,NA,NA,0
117.895629,0.111,-26.915799,0.013,NA,NA,0,NA,NA,0,NA,NA,0,17.937,0.115,1,17.112,0.123,1,NA,NA,0,NA,NA,0,NA,NA,0
117.896335,0.366,-26.933471,0.278,14.394,0.045,4,14.672,0.058,4,NA,NA,0,14.742,0.453,4,14.401,0.058,4,14.471,0.053,4,NA,NA,0,NA,NA,0
117.896551,1.593,-27.034501,0.435,16.484,0.034,2,17.379,0.111,2,NA,NA,0,17.584,0.581,3,16.489,0.115,2,NA,NA,0,NA,NA,0,NA,NA,0
117.897575,0.265,-26.940944,0.22,14.402,0.039,5,14.833,0.047,5,NA,NA,0,14.832,0.436,5,14.322,0.045,5,14.302,0.033,5,NA,NA,0,NA,NA,0
117.897664,0.389,-27.041587,0.433,16.315,0.066,4,16.955,0.079,4,NA,NA,0,16.834,0.527,5,16.259,0.135,5,16.069,0.105,4,NA,NA,0,NA,NA,0
117.897858,0.272,-27.02683,0.159,13.734,0.034,5,15.024,0.047,5,NA,NA,0,14.635,0.419,5,13.28,0.059,5,12.872,0.066,5,12.503,0.007,2,NA,NA,0
117.898164,0.347,-26.979451,0.516,16.584,0.194,4,17.43,0.052,4,NA,NA,0,16.997,0.089,4,16.18,0.044,4,15.945,0.179,2,NA,NA,0,NA,NA,0
117.898337,1.142,-26.894702,0.755,16.479,0.04,3,17.524,0.084,3,NA,NA,0,17.137,0.355,5,16.03,0.106,5,15.772,0.074,3,NA,NA,0,NA,NA,0
117.898828,0.44,-26.902693,0.463,16.934,0.131,3,17.67,0.109,3,NA,NA,0,17.414,0.17,3,16.592,0.034,3,16.222,0.162,1,NA,NA,0,NA,NA,0
117.899505,0.215,-26.992986,0.164,NA,NA,0,NA,NA,0,NA,NA,0,17.78,0.116,1,17.219,0.166,1,NA,NA,0,NA,NA,0,NA,NA,0
117.899627,0.319,-26.919059,0.318,14.265,0.054,5,14.771,0.042,5,NA,NA,0,14.754,0.468,5,14.157,0.058,5,14.125,0.058,5,NA,NA,0,NA,NA,0
117.900088,0.53,-27.000775,0.335,16.076,0.042,6,16.889,0.084,6,NA,NA,0,16.662,0.493,6,15.76,0.079,6,15.585,0.24,6,NA,NA,0,NA,NA,0
117.900106,0.465,-26.932456,0.415,15.393,0.099,4,15.834,0.046,4,NA,NA,0,15.814,0.497,4,15.332,0.011,4,15.201,0.073,4,NA,NA,0,NA,NA,0
117.900325,0.514,-27.00784,0.403,16.397,0.072,5,17.127,0.128,5,NA,NA,0,17.093,0.589,5,16.031,0.073,5,15.836,0.076,3,NA,NA,0,NA,NA,0
117.901592,0.256,-26.88643,0.399,NA,NA,0,NA,NA,0,NA,NA,0,18.447,0.193,1,17.537,0.193,1,NA,NA,0,NA,NA,0,NA,NA,0
117.901953,0.434,-26.880106,0.267,14.978,0.045,5,15.402,0.052,5,NA,NA,0,15.373,0.431,5,14.948,0.043,5,15.054,0.126,5,NA,NA,0,NA,NA,0
117.902013,0.492,-27.050135,0.31,15.297,0.089,6,15.932,0.061,6,NA,NA,0,15.817,0.411,6,15.017,0.072,6,14.825,0.145,6,NA,NA,0,NA,NA,0
117.902565,0.348,-27.029367,0.346,16.038,0.098,4,17.444,0.175,4,NA,NA,0,16.964,0.557,4,15.619,0.085,4,15.14,0.081,4,NA,NA,0,NA,NA,0
117.902939,0.352,-26.93012,0.299,15.049,0.06,6,15.756,0.035,6,NA,NA,0,15.581,0.418,6,14.842,0.056,6,14.691,0.314,6,NA,NA,0,NA,NA,0
117.903416,0.339,-26.950636,0.297,14.981,0.043,6,16.073,0.073,6,NA,NA,0,15.755,0.44,6,14.555,0.054,6,14.17,0.218,6,NA,NA,0,NA,NA,0
117.903767,0.24,-26.946829,0.201,14.491,0.053,6,16.136,0.064,6,NA,NA,0,15.529,0.438,6,13.874,0.048,6,13.207,0.289,6,12.89,0.1,2,NA,NA,0
117.904261,0.91,-26.869322,0.491,16.131,0.082,6,16.765,0.145,6,NA,NA,0,16.568,0.362,6,15.929,0.062,6,15.757,0.199,5,NA,NA,0,NA,NA,0
117.904418,0.291,-26.9817,0.192,17.337,0.179,1,18.18,0.229,1,NA,NA,0,17.95,0.135,1,17.077,0.165,1,NA,NA,0,NA,NA,0,NA,NA,0
117.904614,0.683,-27.040113,0.42,16.177,0.158,6,17.302,0.293,6,NA,NA,0,16.867,0.45,6,15.66,0.098,6,15.411,0.246,6,NA,NA,0,NA,NA,0
