radeg,raerr("),decdeg,decerr("),Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
117.993996,0.024,-38.211766,0.124,NA,NA,0,NA,NA,0,NA,NA,0,17.053,0.108,1,16.379,0.105,1,NA,NA,0,NA,NA,0,NA,NA,0
117.994168,0.157,-38.245354,0.177,15.758,0.058,3,16.683,0.095,3,NA,NA,0,16.21,0.038,3,15.446,0.04,3,15.074,0.124,3,NA,NA,0,NA,NA,0
117.997322,0.864,-38.166796,0.237,17.528,0.219,1,18.087,0.259,1,NA,NA,0,17.83,0.137,1,17.186,0.167,1,NA,NA,0,NA,NA,0,NA,NA,0
117.997411,0.46,-38.219629,0.342,13.687,0.012,2,14.3,0.013,2,NA,NA,0,14.002,0.006,2,13.522,0.026,2,13.408,0.01,2,13.454,0.103,3,NA,NA,0
117.998144,0.371,-38.180147,0.295,16.425,0.035,2,17.195,0.082,2,NA,NA,0,16.887,0.053,2,16.242,0.058,2,15.887,0.207,2,NA,NA,0,NA,NA,0
117.998592,0.998,-38.262728,0.622,14.279,0.023,3,15.353,0.042,3,NA,NA,0,14.812,0.017,3,13.948,0.058,3,13.547,0.069,3,13.669,0.122,3,NA,NA,0
117.999077,0.712,-38.243041,0.213,NA,NA,0,NA,NA,0,NA,NA,0,17.695,0.138,1,16.794,0.18,1,NA,NA,0,NA,NA,0,NA,NA,0
118.000244,0.844,-38.193039,0.312,NA,NA,0,NA,NA,0,NA,NA,0,17.61,0.104,2,16.554,0.118,2,15.95,0.079,2,NA,NA,0,NA,NA,0
118.000894,0.529,-38.161654,0.388,NA,NA,0,NA,NA,0,NA,NA,0,17.586,0.072,3,16.314,0.013,3,15.48,0.057,3,NA,NA,0,NA,NA,0
118.001186,0.178,-38.227979,0.805,NA,NA,0,NA,NA,0,NA,NA,0,17.264,0.209,1,16.478,0.149,1,16.027,0.215,1,NA,NA,0,NA,NA,0
118.002115,0.281,-38.14556,0.199,14.764,0.033,4,15.528,0.068,4,NA,NA,0,15.101,0.036,4,14.54,0.048,4,14.293,0.016,4,NA,NA,0,NA,NA,0
118.002378,0.211,-38.134408,0.352,NA,NA,0,NA,NA,0,NA,NA,0,17.651,0.088,3,16.023,0.025,3,15.059,0.098,3,NA,NA,0,NA,NA,0
118.003014,0.304,-38.234045,0.237,16.606,0.11,2,17.337,0.265,2,NA,NA,0,17.039,0.056,2,16.239,0.007,2,16.015,0.168,1,NA,NA,0,NA,NA,0
118.003434,0.31,-38.298955,0.337,15.984,0.043,2,17.148,0.078,2,NA,NA,0,16.553,0.07,3,15.635,0.012,3,15.215,0.116,3,NA,NA,0,NA,NA,0
