EDR3Name _x _y RA_ICRS DE_ICRS Plx e_Plx pmRA e_pmRA pmDE e_pmDE Gmag e_Gmag BP-RP e_BP-RP V eV BV eBV UB eUB VI eVI
"Gaia EDR3 5602122248739588480" -0.222233 0.106298 119.13796471787 -25.80204778689 "" "" "" "" "" "" 20.940935 0.03623 1.380371 0.36046533914372403 20.691 0.053 1.278 0.1 "" "" 1.743 0.068
"Gaia EDR3 5601350769543281792" 0.155952 -0.109876 119.558346543 -26.01832738311 "" "" "" "" "" "" 21.01075 0.01793 1.635201 0.2650380019883941 21.245 0.069 1.102 0.162 "" "" 2.328 0.073
"Gaia EDR3 5602102045212990336" 0.08038 -0.086571 119.47423331653 -25.99509742999 "" "" "" "" "" "" 21.13418 0.024211 1.418165 0.2189113796676637 20.935 0.052 1.13 0.115 "" "" 1.95 0.057
"Gaia EDR3 5698183487278557568" 0.222334 0.162314 119.63164408113 -25.74603121795 "" "" "" "" "" "" 21.143118 0.040101 1.298775 0.163445773233816 20.678 0.091 1.162 0.129 "" "" 1.669 0.099
"Gaia EDR3 5602105756064782336" -0.105918 -0.026125 119.26702727587 -25.93463155764 "" "" "" "" "" "" 20.962471 0.013702 1.250797 0.1919144482731824 21.606 0.135 2.304 0.511 "" "" 2.473 0.129
"Gaia EDR3 5602121595904346240" -0.100862 0.192281 119.27285663806 -25.71623011764 "" "" "" "" "" "" 20.939348 0.016985 1.334511 0.17508564528538598 21.072 0.055 0.945 0.102 "" "" 2.05 0.058
"Gaia EDR3 5602101358018425472" -0.027984 -0.102774 119.35366808448 -26.01132485826 "" "" "" "" "" "" 20.92268 0.011966 1.773315 0.3223665491114114 21.898 0.161 -0.348 0.593 "" "" 2.697 0.153
"Gaia EDR3 5697427744840737152" 0.186104 -0.068397 119.5918257874 -25.97680404663 "" "" "" "" "" "" 20.713871 0.012792 1.56872 0.15109707833707442 21.41 0.061 1.045 0.149 "" "" 2.697 0.071
"Gaia EDR3 5601347196126018176" 0.208709 -0.166042 119.61716385282 -26.07441061427 "" "" "" "" "" "" 20.931776 0.015063 1.634766 0.145119791379398 21.029 0.059 0.949 0.139 "" "" 2.15 0.076
"Gaia EDR3 5697427779200469888" 0.211597 -0.075684 119.62019779106 -25.9840480784 "" "" "" "" "" "" 20.921389 0.010948 1.279066 0.18106653038317158 21.573 0.298 0.898 0.355 "" "" 2.446 0.284
"Gaia EDR3 5602105790424331520" -0.103068 -0.015146 119.27020738518 -25.92365535057 "" "" "" "" "" "" 21.147518 0.035133 1.188854 0.35815054801158686 21.264 0.08 1.24 0.143 "" "" 2.237 0.082
"Gaia EDR3 5602125444194920192" -0.217472 0.23748 119.14351928878 -25.67087460212 "" "" "" "" "" "" 20.911007 0.014138 1.335054 0.19515537258809965 21.462 0.07 0.289 0.114 "" "" 3.079 0.095
"Gaia EDR3 5602125684724536448" -0.159667 0.245378 119.20766576386 -25.66306918101 "" "" "" "" "" "" 19.736126 0.003834 2.309563 0.11105568513137903 20.695 0.047 1.603 0.134 "" "" "" ""
"Gaia EDR3 5601343141677297152" -0.012746 -0.216998 119.37061038541 -26.12555163236 "" "" "" "" "" "" 21.12508 0.01931 1.263355 0.3212688357886585 21.399 0.094 -0.136 0.117 "" "" 1.911 0.106
"Gaia EDR3 5698183830875726208" 0.055381 0.053495 119.44634733057 -25.85504615004 "" "" "" "" "" "" 20.909931 0.010675 1.73249 0.22397635840641753 21.539 0.079 1.258 0.19 "" "" 2.517 0.082
"Gaia EDR3 5698180566700568832" 0.09424 0.024213 119.48955518418 -25.88430360667 "" "" "" "" "" "" 20.93621 0.012425 1.05765 0.25028796084909877 21.397 0.081 1.167 0.176 "" "" 2.238 0.081
"Gaia EDR3 5602112593652778240" -0.24438 0.020476 119.11316738344 -25.88782539362 "" "" "" "" "" "" 20.915798 0.012926 1.379738 0.17302132196061848 21.462 0.093 1.138 0.42 "" "" 2.271 0.092
"Gaia EDR3 5602111459781830528" -0.217385 -0.033572 119.14306301199 -25.94192559911 "" "" "" "" "" "" 21.025179 0.014047 2.203585 0.20230702868906952 21.882 0.115 1.396 0.31 "" "" 2.729 0.114
"Gaia EDR3 5601350563380379136" 0.196489 -0.117896 119.60346895335 -26.02628624006 "" "" "" "" "" "" 20.899298 0.011979 1.232378 0.19465141037249128 21.198 0.262 0.866 0.307 "" "" 2.015 0.252
"Gaia EDR3 5602104175517293056" -0.116803 -0.104662 119.25483676588 -26.01315810476 "" "" "" "" "" "" 20.946844 0.012358 1.678188 0.27619072018081997 20.807 0.056 1.211 0.103 "" "" 1.658 0.071
"Gaia EDR3 5601345615578397184" 0.238922 -0.241847 119.6509722427 -26.15015861682 "" "" "" "" "" "" "" "" "" "" 21.448 0.228 -0.236 0.257 "" "" 1.869 0.225
"Gaia EDR3 5602100258506962560" 0.006707 -0.149098 119.39227220631 -26.05765195561 "" "" "" "" "" "" 20.920177 0.024574 0.690514 0.22912976578567876 20.326 0.098 1.234 0.131 "" "" 0.783 0.107
"Gaia EDR3 5602102113932468608" 0.066308 -0.078421 119.45857267143 -25.98695622972 "" "" "" "" "" "" 20.925503 0.010627 1.512171 0.2171272653652691 21.373 0.082 1.199 0.176 "" "" 2.251 0.084
"Gaia EDR3 5697428191517773568" 0.236029 -0.049371 119.64731832784 -25.95768936452 "" "" "" "" "" "" 21.13342 0.023513 "" "" 21.661 0.202 -0.417 0.245 "" "" 2.265 0.202
"Gaia EDR3 5602098300001171456" -0.127653 -0.107346 119.24276039757 -26.01583084053 "" "" "" "" "" "" 21.136602 0.029723 0.762316 0.3186185372792989 20.859 0.049 1.001 0.108 "" "" 1.601 0.065
"Gaia EDR3 5698186167337989248" 0.150823 0.155814 119.55226168561 -25.75264457383 "" "" "" "" "" "" 20.964891 0.022878 0.408504 0.4793763961356462 20.554 0.067 2.011 0.167 "" "" 1.257 0.076
"Gaia EDR3 5602101972195121664" 0.04228 -0.101713 119.43185152429 -26.0102593439 "" "" "" "" "" "" 20.961576 0.013828 0.886358 0.6219209877275408 21.461 0.095 -0.185 0.125 "" "" 2.096 0.099
"Gaia EDR3 5602117507095328256" -0.168299 0.002001 119.19770579461 -25.90643354476 "" "" "" "" "" "" 20.90478 0.011973 1.835238 0.19153695989286246 20.914 0.062 1.305 0.131 "" "" 1.751 0.073
"Gaia EDR3 5602100224147175296" -0.024834 -0.125697 119.35716766164 -26.03424870509 "" "" "" "" "" "" 20.93083 0.012274 1.678982 0.286092838409143 20.881 0.049 1.286 0.121 "" "" 1.659 0.059
"Gaia EDR3 5602105721705055104" -0.138253 -0.007595 119.23109616151 -25.91606834355 "" "" "" "" "" "" 20.975498 0.019861 1.031982 0.26134575007449423 21.15 0.058 1.111 0.128 "" "" 2.013 0.064
"Gaia EDR3 5602095860460020480" -0.223548 -0.229215 119.13579494752 -26.13755625919 "" "" "" "" "" "" 20.925034 0.013248 0.830973 0.2737746603066106 21.635 0.1 -0.314 0.229 "" "" 2.389 0.102
"Gaia EDR3 5697427847919950080" 0.198224 -0.059303 119.60529031061 -25.9676908873 "" "" "" "" "" "" 20.964773 0.015092 0.268362 0.5296356317176932 21.475 0.098 -0.081 0.132 "" "" 2.145 0.106
"Gaia EDR3 5601348982832900736" 0.037368 -0.190665 119.42641719743 -26.09921329311 "" "" "" "" "" "" 21.027054 0.018311 1.292263 0.16796982515023345 21.7 0.096 0.27 0.166 "" "" 2.646 0.104
"Gaia EDR3 5602102663688700800" 0.10523 -0.040651 119.50183532501 -25.94915785234 "" "" "" "" "" "" 21.040459 0.014396 1.464786 0.22461309743645852 21.77 0.127 1.407 0.309 "" "" 2.518 0.125
"Gaia EDR3 5601351491093319808" 0.12857 -0.103962 119.52786840415 -26.0124464639 "" "" "" "" "" "" 20.960247 0.01652 1.685205 0.2892871562945718 21.526 0.127 0.618 0.162 "" "" 2.291 0.124
"Gaia EDR3 5602102869846709888" 0.100606 -0.026933 119.49668012758 -25.93544422261 "" "" "" "" "" "" 21.076696 0.020244 2.571234 0.21734745997365598 21.386 0.302 1.261 0.358 "" "" 2.088 0.287
"Gaia EDR3 5601348536155752704" 0.056487 -0.205536 119.44771488874 -26.11407626739 "" "" "" "" "" "" 20.87893 0.012497 1.545675 0.25568341265909295 21.105 0.07 0.912 0.145 "" "" 1.93 0.082
"Gaia EDR3 5602106855576208384" 0.008713 0.012694 119.39449241432 -25.89586047472 "" "" "" "" "" "" 20.975004 0.012918 1.610027 0.301901535234586 20.773 0.081 1.321 0.122 "" "" 1.516 0.089
"Gaia EDR3 5602117300937354624" -0.192719 -0.024221 119.17050979712 -25.93261774902 "" "" "" "" "" "" 21.182262 0.022025 1.159378 0.4421859964426735 20.891 0.111 1.202 0.337 "" "" 1.566 0.115
"Gaia EDR3 5698183384198909056" 0.215236 0.15613 119.62377709553 -25.75222863113 "" "" "" "" "" "" 20.969398 0.01489 0.96384 0.27657106873460213 21.267 0.248 1.208 0.292 "" "" 2.026 0.238
"Gaia EDR3 5602111322342452736" -0.226313 -0.054875 119.13308841 -25.9632114688 "" "" "" "" "" "" 20.989113 0.01293 1.260336 0.18377474851839684 20.999 0.046 1.158 0.116 "" "" 1.78 0.057
"Gaia EDR3 5601348604873167872" 0.096324 -0.197154 119.49207317365 -26.10566921871 "" "" "" "" "" "" 20.909279 0.011392 1.472879 0.1923154014113274 20.904 0.152 1.702 0.215 "" "" 1.751 0.154
"Gaia EDR3 5697429016151334656" 0.209862 -0.027267 119.61817163827 -25.93563415876 "" "" "" "" "" "" 21.024048 0.016747 1.120178 0.4044247520145126 20.976 0.045 0.772 0.121 "" "" 1.628 0.055
"Gaia EDR3 5602097818964877568" -0.188315 -0.157942 119.17516811839 -26.06634585051 "" "" "" "" "" "" 20.962458 0.014667 1.267027 0.20840976230973443 21.315 0.082 1.221 0.177 "" "" 2.089 0.085
"Gaia EDR3 5602103247803703040" 0.030989 -0.033801 119.4192682254 -25.94235156546 "" "" "" "" "" "" 20.963467 0.012981 1.8533 0.2847884212604157 21.713 0.129 1.296 0.27 "" "" 2.452 0.127
"Gaia EDR3 5698181700572034560" 0.198552 0.074874 119.6054036826 -25.833513288 "" "" "" "" "" "" 20.9133 0.014441 1.191135 0.2482520876085436 20.883 0.055 1.18 0.093 "" "" 1.625 0.07
"Gaia EDR3 5698180497981058432" 0.169256 0.084453 119.57284056919 -25.82398054353 "" "" "" "" "" "" 21.074486 0.016368 0.764017 0.2996196384167767 20.929 0.196 0.877 0.225 "" "" "" ""
"Gaia EDR3 5698184311912426496" 0.042166 0.105857 119.43164203413 -25.80268936179 "" "" "" "" "" "" 21.246727 0.027632 2.272207 0.5529277622483791 21.465 0.073 1.495 0.219 "" "" 2.33 0.079
"Gaia EDR3 5698179913865528960" 0.125733 0.028456 119.5245547952 -25.88003087902 "" "" "" "" "" "" 20.924238 0.012808 1.014612 0.16308021934005362 21.26 0.07 0.679 0.115 "" "" 1.976 0.073
"Gaia EDR3 5601351662892070784" 0.157674 -0.079412 119.56021675097 -25.98786078302 "" "" "" "" "" "" 20.914284 0.013232 0.962326 0.20231655503690252 21.314 0.07 0.015 0.115 "" "" 1.903 0.084
"Gaia EDR3 5601351559813282048" 0.122387 -0.092068 119.52097565871 -26.00055873105 "" "" "" "" "" "" 20.98645 0.015244 1.17763 0.21845691222756036 21.037 0.22 1.882 0.289 "" "" 1.747 0.211
"Gaia EDR3 5602121870782466816" -0.234758 0.087624 119.12401158417 -25.82069735368 "" "" "" "" "" "" 20.926079 0.014483 1.10708 0.2982931047711294 20.961 0.052 0.792 0.084 "" "" 1.533 0.065
"Gaia EDR3 5602101117500269696" -0.07631 -0.116492 119.29988628608 -26.02502191316 "" "" "" "" "" "" 20.901775 0.010534 1.654379 0.23327860347875884 21.101 0.079 1.006 0.122 -0.894 0.441 1.953 0.093
"Gaia EDR3 5601351250575912704" 0.091295 -0.119778 119.48640593241 -26.02829658253 "" "" "" "" "" "" 21.035452 0.023523 0.917894 0.018603583149490316 21.361 0.098 0.1 0.141 "" "" 1.955 0.102
"Gaia EDR3 5602102045213178496" 0.067526 -0.089875 119.45993491973 -25.99841007275 "" "" "" "" "" "" 21.007711 0.016866 1.455069 0.29919290921577674 21.206 0.063 1.258 0.146 "" "" 1.947 0.067
"Gaia EDR3 5698182765723926784" 0.180871 0.108069 119.58570422351 -25.80034714823 "" "" "" "" "" "" 20.94996 0.015449 0.971067 0.24700555647393846 21.007 0.168 1.275 0.208 "" "" 1.729 0.164
"Gaia EDR3 5698179982584704896" 0.167262 0.016534 119.57073242618 -25.89190212976 "" "" "" "" "" "" 20.89031 0.010346 1.27449 0.161657221629595 21.202 0.069 1.13 0.157 "" "" 1.94 0.075
"Gaia EDR3 5601347299205284224" 0.219726 -0.156887 119.62941000136 -26.06523596065 "" "" "" "" "" "" 20.896658 0.013889 1.619089 0.2700238747444381 21.545 0.113 0.992 0.21 "" "" 2.354 0.118
"Gaia EDR3 5602105481186443008" -0.163484 -0.050363 119.20297717678 -25.95880383722 "" "" "" "" "" "" 20.972893 0.013863 1.059748 0.3037102018586139 20.964 0.044 1.047 0.11 "" "" 1.589 0.051
"Gaia EDR3 5602098231282084480" -0.122833 -0.117565 119.24811242198 -26.02605545294 "" "" "" "" "" "" 20.913408 0.011864 1.107163 0.22450985234505857 21.413 0.093 1.224 0.193 "" "" 2.176 0.097
"Gaia EDR3 5601350975697946368" 0.098527 -0.14562 119.49447879023 -26.05413321476 "" "" "" "" "" "" 20.954046 0.014906 1.048965 0.2875188823520987 21.125 0.221 0.809 0.251 "" "" 1.788 0.213
"Gaia EDR3 5602093798876388480" -0.052246 -0.210504 119.32661812708 -26.11904638149 "" "" "" "" "" "" 20.891617 0.010838 -0.620415 0.7950085725229635 21.024 0.067 0.933 0.117 "" "" 1.704 0.081
"Gaia EDR3 5602103831919578624" 0.030088 0.001064 119.41825655419 -25.90748654194 "" "" "" "" "" "" 20.95173 0.014091 1.206121 0.3297687679890259 20.834 0.059 1.257 0.096 "" "" 1.475 0.069
"Gaia EDR3 5601351628532270208" 0.156927 -0.08401 119.55939291811 -25.9924595153 "" "" "" "" "" "" 20.972067 0.012458 1.700106 0.1698697084532731 21.581 0.092 1.169 0.272 "" "" 2.367 0.097
"Gaia EDR3 5602119499959899136" -0.106372 0.048385 119.26659717925 -25.86012131154 "" "" "" "" "" "" 20.897306 0.013385 1.417101 0.30995344843540623 21.185 0.077 1.307 0.136 "" "" 1.915 0.08
"Gaia EDR3 5602098471812703104" -0.148596 -0.112889 119.21944809438 -26.02134920439 "" "" "" "" "" "" 20.908123 0.015405 0.34177 0.4086486147315319 20.966 0.057 1.092 0.12 "" "" 1.591 0.066
"Gaia EDR3 5601347299205282944" 0.224215 -0.158413 119.63441090392 -26.06675340006 "" "" "" "" "" "" 20.980726 0.01826 1.446537 0.3097607335105597 21.674 0.137 0.804 0.244 "" "" 2.446 0.141
"Gaia EDR3 5602106511978828672" -0.022741 0.005291 119.3595254073 -25.90326139301 "" "" "" "" "" "" 20.812784 0.009813 0.78672 0.18675315271769846 21.192 0.07 0.891 0.131 "" "" 1.93 0.079
"Gaia EDR3 5601347505363836928" 0.207925 -0.151772 119.61626264915 -26.06014204661 "" "" "" "" "" "" 20.891354 0.012882 1.128882 0.19448403155529245 21.448 0.089 1.138 0.187 "" "" 2.355 0.1
"Gaia EDR3 5602095207625097472" -0.089751 -0.139173 119.28490921921 -26.0476932883 "" "" "" "" "" "" 20.828583 0.009217 1.052084 0.19385046501104916 21.153 0.064 1.396 0.141 "" "" 1.878 0.07
"Gaia EDR3 5601348570515919744" 0.07368 -0.194764 119.46685565171 -26.1032952306 "" "" "" "" "" "" 20.88466 0.014724 1.552717 0.2694973310164685 21.285 0.069 1.052 0.16 "" "" 2.114 0.081
"Gaia EDR3 5601348329997459584" 0.115466 -0.207447 119.51340157582 -26.11594458394 "" "" "" "" "" "" 20.900463 0.013307 1.1304 0.18877676244972524 21.232 0.082 1.151 0.157 "" "" 2.011 0.091
"Gaia EDR3 5602111391061916032" -0.198073 -0.048168 119.16451151496 -25.95655572075 "" "" "" "" "" "" 20.808407 0.01103 1.387882 0.20542153568942084 21.156 0.083 1.231 0.133 "" "" 1.93 0.089
"Gaia EDR3 5697428535114863616" 0.159854 -0.050901 119.56259887258 -25.95934668773 "" "" "" "" "" "" 20.906023 0.013055 1.303408 0.1983408326391719 21.351 0.085 1.241 0.22 "" "" 2.071 0.09
"Gaia EDR3 5602095894820337536" -0.211787 -0.214799 119.14892412021 -26.12316232647 "" "" "" "" "" "" 21.02697 0.019162 1.341736 0.24738441005851602 21.201 0.234 1.638 0.294 "" "" 1.878 0.225
"Gaia EDR3 5602100876982207360" -0.076914 -0.147442 119.29919126867 -26.05597092922 "" "" "" "" "" "" 20.985043 0.018172 1.667843 0.2656366924146587 21.033 0.062 1.215 0.124 "" "" 1.748 0.075
"Gaia EDR3 5602099502592447616" -0.21063 -0.078735 119.15048529428 -25.98710053022 "" "" "" "" "" "" 21.07648 0.016821 1.694029 0.3991422952607253 20.988 0.073 1.174 0.147 "" "" 1.762 0.118
"Gaia EDR3 5601348089479297664" 0.069004 -0.225832 119.46166867088 -26.13436589292 "" "" "" "" "" "" 21.082613 0.025571 0.899008 0.4526284306238397 20.949 0.094 1.516 0.176 "" "" 1.629 0.103
"Gaia EDR3 5602104553473767680" -0.098478 -0.051538 119.27527730855 -25.9600516372 "" "" "" "" "" "" 20.924067 0.010483 1.060512 0.1993607057822579 21.169 0.081 1.402 0.182 "" "" 1.84 0.085
"Gaia EDR3 5602103934998792832" 0.035019 0.022967 119.42373135645 -25.88558245169 "" "" "" "" "" "" 20.924109 0.011128 1.116175 0.28654346679343434 21.199 0.062 1.169 0.139 "" "" 1.983 0.073
"Gaia EDR3 5698185480143169536" 0.051065 0.136926 119.44151149833 -25.77161773985 "" "" "" "" "" "" 20.93434 0.013149 1.571369 0.19885753835849423 21.466 0.104 1.299 0.183 "" "" 2.169 0.104
"Gaia EDR3 5602107336612896384" 0.002191 0.072912 119.38724102284 -25.83564179766 "" "" "" "" "" "" 20.91007 0.01115 1.030241 0.21009598270552438 21.095 0.06 0.914 0.111 "" "" 1.749 0.071
"Gaia EDR3 5601349773106784128" 0.047903 -0.141683 119.43812669846 -26.05022772323 "" "" "" "" "" "" 20.944727 0.014011 1.47422 0.38918626647917576 21.076 0.056 1.578 0.173 "" "" 1.778 0.067
"Gaia EDR3 5602094829668257664" -0.112981 -0.18038 119.25900879889 -26.08888014768 "" "" "" "" "" "" 20.922518 0.012892 1.260237 0.21732852119544732 20.985 0.063 1.072 0.118 "" "" 1.597 0.082
"Gaia EDR3 5602120908709820928" -0.162182 0.127654 119.20469746087 -25.78078865119 "" "" "" "" "" "" 20.952179 0.012887 1.037647 0.15448266007872857 21.52 0.116 1.116 0.21 "" "" 2.142 0.113
"Gaia EDR3 5602099910608818688" -0.019156 -0.165948 119.36348012683 -26.07450035771 "" "" "" "" "" "" 20.954685 0.016063 1.087419 0.3062753530828101 21.02 0.068 1.069 0.149 "" "" 1.628 0.08
"Gaia EDR3 5601351078776461440" 0.107841 -0.125576 119.50482584008 -26.0340811947 "" "" "" "" "" "" 20.973242 0.012667 1.020519 0.3182195283133956 21.192 0.078 1.442 0.247 "" "" 1.921 0.09
"Gaia EDR3 5602100808262729472" -0.065076 -0.141371 119.31237193637 -26.04990696316 "" "" "" "" "" "" 20.906786 0.0121 1.599129 0.22992952607266426 21.402 0.081 1.278 0.186 "" "" 2.135 0.086
"Gaia EDR3 5602107439691944448" -0.054262 0.018165 119.32449020327 -25.89037633216 "" "" "" "" "" "" 20.967062 0.011172 1.829094 0.24201378556809527 21.092 0.067 1.204 0.144 "" "" 1.797 0.08
"Gaia EDR3 5602124413403105408" -0.181992 0.197608 119.18281694412 -25.71080636669 "" "" "" "" "" "" 20.858084 0.012101 1.180569 0.22915564721167142 21.073 0.062 1.172 0.134 "" "" 1.692 0.066
"Gaia EDR3 5601345856096390272" 0.214907 -0.230327 119.62419535165 -26.13868471093 "" "" "" "" "" "" 20.918024 0.01312 0.766054 0.25034537792817346 21.381 0.107 0.819 0.18 "" "" 2.044 0.11
"Gaia EDR3 5601348639235696256" 0.10122 -0.178949 119.49750758018 -26.08745926832 "" "" "" "" "" "" 20.947908 0.018225 0.639749 0.4177219177299655 21.347 0.096 0.975 0.187 "" "" 2.033 0.101
"Gaia EDR3 5602097956404195456" -0.167922 -0.143322 119.1978943044 -26.05175667748 "" "" "" "" "" "" 20.988209 0.013482 1.407707 0.18112019007554073 21.246 0.085 1.165 0.167 "" "" 1.873 0.086
"Gaia EDR3 5698180807218747392" 0.065294 0.038237 119.45737269026 -25.87029894033 "" "" "" "" "" "" 21.082848 0.014135 0.20071 0.32074043893622145 21.07 0.062 1.696 0.196 "" "" 1.739 0.071
"Gaia EDR3 5601348329997768192" 0.114916 -0.212919 119.51279417875 -26.12141713008 "" "" "" "" "" "" 20.986662 0.016743 1.627935 0.6390926484986351 21.319 0.094 0.685 0.165 "" "" 2.004 0.104
"Gaia EDR3 5602100086707602048" -0.047041 -0.142176 119.33244636672 -26.05072104577 "" "" "" "" "" "" 20.920647 0.013217 1.359375 0.2186542867816682 21.176 0.081 1.096 0.154 "" "" 1.812 0.084
"Gaia EDR3 5602124275963810432" -0.205026 0.179492 119.15721748125 -25.72888435651 "" "" "" "" "" "" 20.876902 0.01429 1.085732 0.2589638663365992 21.273 0.068 0.981 0.128 "" "" 1.897 0.069
"Gaia EDR3 5602102453231728384" 0.086721 -0.068779 119.48127416174 -25.97730161932 "" "" "" "" "" "" 21.057856 0.021775 1.025913 0.4167186591262743 21.605 0.098 0.043 0.156 "" "" 2.225 0.103
"Gaia EDR3 5602103419602537600" 0.009388 -0.022862 119.39524531985 -25.93141545227 "" "" "" "" "" "" 20.838129 0.012234 1.324718 0.26616003466335814 21.171 0.066 1.022 0.138 "" "" 1.835 0.074
"Gaia EDR3 5601348055119713920" 0.049762 -0.238806 119.44024182461 -26.1473498696 "" "" "" "" "" "" 20.933496 0.010817 1.381033 0.2096165279361339 21.579 0.115 0.911 0.184 "" "" 2.301 0.117
"Gaia EDR3 5602101323658519680" -0.070283 -0.089763 119.30661124447 -25.99829620874 "" "" "" "" "" "" 20.9792 0.012319 0.954424 0.17362989128027467 21.298 0.107 1.403 0.223 "" "" 2.103 0.119
"Gaia EDR3 5602103935011100416" 0.038403 0.018224 119.42749358699 -25.89032431745 "" "" "" "" "" "" 20.900486 0.00967 1.182272 0.18483228294050796 21.284 0.092 1.071 0.164 "" "" 1.938 0.095
"Gaia EDR3 5601346955605546752" 0.169799 -0.182538 119.57387169236 -26.09097011412 "" "" "" "" "" "" 20.884993 0.011667 1.122358 0.21452147503222144 21.187 0.07 0.787 0.163 "" "" 1.853 0.086
"Gaia EDR3 5698179604627583104" 0.162988 0.00275 119.56600249135 -25.90569128782 "" "" "" "" "" "" 20.911514 0.010739 0.678913 0.24362967223431548 21.317 0.062 1.09 0.137 "" "" 2.053 0.069
"Gaia EDR3 5602108023807490432" -0.031662 0.071356 119.34962768575 -25.83719394908 "" "" "" "" "" "" 20.881552 0.011458 0.508949 0.19213728959262436 21.033 0.069 0.833 0.103 "" "" 1.567 0.077
"Gaia EDR3 5697429016151261184" 0.203515 -0.027028 119.61111407964 -25.93540640538 "" "" "" "" "" "" 21.050602 0.019112 1.227432 0.5403603364839059 21.71 0.111 1.052 0.231 "" "" 2.489 0.116
"Gaia EDR3 5602100739542946304" 0.003094 -0.100143 119.38824866738 -26.00869716676 "" "" "" "" "" "" 20.923994 0.012289 1.215084 0.20949169244865057 21.141 0.06 1.104 0.102 "" "" 1.809 0.065
"Gaia EDR3 5602094176832935424" -0.060276 -0.171682 119.31769770785 -26.08022057564 "" "" "" "" "" "" 20.940514 0.011932 1.568266 0.21234124231764306 21.023 0.072 0.989 0.143 "" "" 1.583 0.084
"Gaia EDR3 5601346680729999232" 0.192136 -0.210549 119.59879468012 -26.11894587257 "" "" "" "" "" "" 20.942144 0.013281 1.785189 0.2137873964128849 21.291 0.086 1.107 0.17 "" "" 2.012 0.094
"Gaia EDR3 5601350666459657984" 0.156772 -0.125519 119.55928226994 -26.03396839484 "" "" "" "" "" "" 20.955853 0.016646 "" "" 21.606 0.113 1.088 0.201 "" "" 2.366 0.117
"Gaia EDR3 5601349463868682880" 0.078716 -0.164702 119.47244112571 -26.07322948512 "" "" "" "" "" "" 21.031237 0.015842 1.019306 0.43162049290667376 21.328 0.071 0.96 0.176 "" "" 2.029 0.079
"Gaia EDR3 5602099983628715392" -0.046248 -0.161131 119.3333209344 -26.06967574614 "" "" "" "" "" "" 20.88886 0.012061 1.710907 0.23661835475930432 21.106 0.071 0.969 0.141 "" "" 1.727 0.084
"Gaia EDR3 5698197712209681792" 0.031868 0.201355 119.42017505093 -25.70719473963 "" "" "" "" "" "" 20.919094 0.009897 1.632248 0.17171391661714552 21.218 0.071 1.409 0.463 "" "" 1.838 0.075
"Gaia EDR3 5601351525453056768" 0.1435 -0.099258 119.54447503418 -26.00772509963 "" "" "" "" "" "" 20.885824 0.013225 1.31448 0.24938189969803343 21.225 0.069 1.16 0.168 "" "" 1.936 0.08
"Gaia EDR3 5698179879505868416" 0.140874 0.032562 119.54137818071 -25.87590785056 "" "" "" "" "" "" 20.971289 0.013338 1.586235 0.24909742622516196 21.117 0.053 1.073 0.172 "" "" 1.718 0.061
"Gaia EDR3 5602100395945554944" 0.033945 -0.124574 119.42258425227 -26.03312333651 "" "" "" "" "" "" 20.922235 0.010365 1.396204 0.21492473294621073 21.166 0.082 0.902 0.145 "" "" 1.775 0.088
"Gaia EDR3 5602099330793901440" -0.160237 -0.073929 119.20655358558 -25.9823742245 "" "" "" "" "" "" 20.940273 0.013881 0.887711 0.3239220106275583 21.05 0.052 1.107 0.115 "" "" 1.654 0.065
"Gaia EDR3 5601348879753136256" 0.034833 -0.205582 119.42359974201 -26.11413075416 "" "" "" "" "" "" 20.931566 0.011195 1.250761 0.19606202346196472 21.201 0.097 1.223 0.168 "" "" 1.91 0.106
"Gaia EDR3 5602101976493518848" 0.040044 -0.101879 119.42936378065 -26.01042600561 "" "" "" "" "" "" 21.004772 0.014316 1.591938 0.24272672461432834 21.385 0.073 1.241 0.144 "" "" 2.05 0.075
"Gaia EDR3 5697428294596687872" 0.23251 -0.018594 119.64333714872 -25.92691925278 "" "" "" "" "" "" 20.914885 0.010024 0.878765 0.1518887880325602 21.319 0.062 0.854 0.129 "" "" 2.146 0.078
"Gaia EDR3 5602102251371614336" 0.023741 -0.078143 119.41121822315 -25.98669472614 "" "" "" "" "" "" 20.990158 0.015952 1.025307 0.2860900959295865 20.984 0.071 1.019 0.135 "" "" 1.51 0.082
"Gaia EDR3 5698180738499258112" 0.10432 0.04504 119.5007390821 -25.86346806463 "" "" "" "" "" "" 20.894888 0.012759 1.35424 0.21414020924852015 21.103 0.057 0.96 0.108 "" "" 1.709 0.067
"Gaia EDR3 5601345684297578880" 0.226028 -0.234776 119.63659218247 -26.14311257246 "" "" "" "" "" "" 21.248137 0.021753 2.255371 0.25682941528181696 21.048 0.191 1.131 0.243 "" "" 1.646 0.187
"Gaia EDR3 5602099468232702208" -0.19838 -0.077832 119.16411455441 -25.98621920168 "" "" "" "" "" "" 20.980568 0.0172 0.880806 0.28527265029967386 21.206 0.105 1.233 0.222 "" "" 1.795 0.106
"Gaia EDR3 5601346337132907008" 0.218418 -0.207215 119.6280583541 -26.11556642605 "" "" "" "" "" "" 20.890032 0.010879 1.037167 0.1803244676132443 21.196 0.086 0.953 0.166 "" "" 1.86 0.1
