EDR3Name _x _y RA_ICRS DE_ICRS Plx e_Plx pmRA e_pmRA pmDE e_pmDE Gmag e_Gmag BP-RP e_BP-RP V eV BV eBV UB eUB VI eVI
"Gaia EDR3 5601951923215820800" 0.027585 0.116237 118.47546022638 -26.83862608032 "" "" "" "" "" "" 14.774139 0.020812 0.714381 0.010602123419391042 14.031 0.03 0.463 0.034 0.144 0.031 1.061 0.036
"Gaia EDR3 5601200583122181632" 0.160678 0.041832 118.62473921796 -26.91292027466 "" "" "" "" "" "" 16.059616 0.003457 "" "" 14.468 0.029 0.236 0.036 -0.038 0.029 0.949 0.04
"Gaia EDR3 5601919251417723648" -0.20249 -0.104729 118.21716576539 -27.05941358829 "" "" "" "" "" "" 16.12549 0.010595 1.016941 0.0053802495295292765 15.989 0.013 0.71 0.021 0.071 0.027 1.267 0.033
"Gaia EDR3 5601928597266505728" -0.203649 -0.016762 118.21604233554 -26.97144489834 "" "" "" "" "" "" 16.194302 0.009837 0.980821 0.005606156080595687 16.059 0.014 0.73 0.02 0.165 0.027 1.241 0.03
"Gaia EDR3 5601952885288831104" 0.105051 0.172111 118.56222016211 -26.7827066592 "" "" "" "" "" "" 16.566772 0.009179 1.009872 0.005868744414267843 16.303 0.021 0.631 0.027 0.171 0.029 1.332 0.031
"Gaia EDR3 5601928322384609152" -0.184688 -0.037511 118.23728011712 -26.9922261782 "" "" "" "" "" "" 16.306503 0.012811 1.359009 0.005765630928181234 16.33 0.015 1.048 0.02 1.036 0.028 1.607 0.028
"Gaia EDR3 5601925126928924416" -0.142906 -0.064112 118.28413155079 -27.01888799643 "" "" "" "" "" "" 17.196384 0.010966 0.914776 0.007479100748084625 16.98 0.019 0.614 0.024 0.245 0.025 1.21 0.026
"Gaia EDR3 5601194535808304896" 0.203762 -0.074858 118.67329325759 -27.02954041616 "" "" "" "" "" "" 16.976156 0.003481 "" "" 16.756 0.036 1.205 0.045 1.372 0.07 2.379 0.049
"Gaia EDR3 5601959417948597760" 0.191514 0.245977 118.65893320405 -26.70872754839 "" "" "" "" "" "" 16.843725 0.012818 1.354253 0.007979511012587174 17.025 0.028 0.805 0.033 0.395 0.038 1.782 0.033
"Gaia EDR3 5601952301173222528" 0.015174 0.161995 118.46154423528 -26.7928711931 "" "" "" "" "" "" 17.164066 0.004761 1.209211 0.009638114597783116 17.062 0.026 0.816 0.029 0.335 0.037 1.479 0.033
"Gaia EDR3 5601924680238322944" -0.117387 -0.0694 118.31277119572 -27.02420530409 "" "" "" "" "" "" 17.371162 0.014696 1.060425 0.008349152591730491 17.192 0.024 0.739 0.029 0.082 0.027 1.358 0.03
"Gaia EDR3 5601170449635832704" 0.12643 -0.144639 118.58656729325 -27.09943431171 "" "" "" "" "" "" 19.686836 0.011528 "" "" 17.356 0.03 0.539 0.038 0.306 0.042 1.328 0.037
"Gaia EDR3 5601953886031209984" 0.075901 0.186919 118.52955603075 -26.76792268919 "" "" "" "" "" "" 17.130161 0.008974 1.153904 0.006778132191098076 17.25 0.027 0.779 0.032 0.29 0.035 1.449 0.031
"Gaia EDR3 5601174538444729344" 0.06281 -0.094477 118.51506968085 -27.04932674728 "" "" "" "" "" "" 18.312273 0.008254 "" "" 17.308 0.023 0.931 0.033 0.851 0.041 1.643 0.026
"Gaia EDR3 5601182441180384896" 0.239405 -0.12852 118.71343538655 -27.08313163141 "" "" "" "" "" "" 18.532957 0.005455 "" "" 17.533 0.039 0.467 0.055 0.694 0.067 1.362 0.051
"Gaia EDR3 5601202198036408576" 0.206854 0.149804 118.67630172916 -26.80487393785 "" "" "" "" "" "" 17.38165 0.011359 1.202421 0.009280086206496145 17.55 0.028 0.697 0.035 0.409 0.042 1.598 0.036
"Gaia EDR3 5601174297929086592" 0.006589 -0.098473 118.45194439417 -27.05333938815 "" "" "" "" "" "" 17.21779 0.003365 1.782977 0.011431880204060923 17.224 0.029 1.262 0.037 1.001 0.046 2.088 0.048
"Gaia EDR3 5601923988758969984" -0.113986 -0.112187 118.31653965732 -27.06699629322 "" "" "" "" "" "" 17.82341 0.009954 1.323347 0.008974126921322207 17.519 0.018 0.933 0.023 0.259 0.031 1.588 0.025
"Gaia EDR3 5601944540180568192" -0.166326 0.193299 118.25826737918 -26.7614458898 "" "" "" "" "" "" 17.810162 0.010793 1.066895 0.010473141123846274 17.702 0.018 0.711 0.024 0.12 0.027 1.357 0.026
"Gaia EDR3 5601944093489038720" -0.210302 0.173764 118.20897529027 -26.78090736757 "" "" "" "" "" "" 19.43023 0.00966 "" "" 17.679 0.019 0.926 0.027 0.184 0.032 1.41 0.025
"Gaia EDR3 5601953267544801792" 0.1213 0.177177 118.58041593744 -26.77762432576 "" "" "" "" "" "" 17.29841 0.007087 2.241043 0.009193243877979089 17.69 0.02 1.437 0.029 1.125 0.057 2.592 0.029
"Gaia EDR3 5601956188133549312" -0.084064 0.209876 118.35041071835 -26.74495961672 "" "" "" "" "" "" 18.910719 0.011123 "" "" 17.936 0.022 0.783 0.027 0.242 0.034 1.484 0.028
"Gaia EDR3 5601171652226683776" 0.090695 -0.097773 118.54638304429 -27.05260354905 "" "" "" "" "" "" 18.089804 0.015301 1.428791 0.015865367219197922 17.95 0.023 0.94 0.034 0.623 0.043 1.748 0.028
"Gaia EDR3 5601194600222674688" 0.193474 -0.06521 118.66172536217 -27.01991050476 "" "" "" "" "" "" 18.211176 0.011294 1.539997 0.014118126575434858 18.025 0.039 0.99 0.052 1.123 0.071 1.903 0.05
"Gaia EDR3 5601200789286405120" 0.178242 0.067826 118.64439047651 -26.88690036858 "" "" "" "" "" "" 20.212454 0.011218 "" "" 18.228 0.033 0.842 0.04 0.543 0.054 1.767 0.037
"Gaia EDR3 5601925092573189632" -0.156399 -0.077326 118.26896524702 -27.03208432461 "" "" "" "" "" "" 18.47755 0.011226 1.263868 0.016349016025437126 18.259 0.021 0.967 0.03 0.542 0.051 1.481 0.028
"Gaia EDR3 5601953091447290624" 0.169333 0.175742 118.63422089731 -26.77899844282 "" "" "" "" "" "" 18.357723 0.010817 1.296804 0.019860433127200424 18.403 0.028 0.781 0.036 0.311 0.041 1.615 0.034
"Gaia EDR3 5601954401415113856" 0.079371 0.23094 118.53340819556 -26.72389868805 "" "" "" "" "" "" 20.466507 0.011179 "" "" 18.557 0.023 1.402 0.037 "" "" 2.291 0.029
"Gaia EDR3 5601208382789307264" 0.206153 0.196005 118.67542299866 -26.75867403713 "" "" "" "" "" "" 18.21436 0.012475 1.572992 0.019825433412664652 18.213 0.034 1.34 0.043 1.142 0.06 1.902 0.04
"Gaia EDR3 5601954916827100032" -0.077222 0.142079 118.35802096721 -26.8127611973 "" "" "" "" "" "" 18.423414 0.006546 1.764593 0.016775805822672126 18.563 0.022 1.187 0.031 "" "" 2.053 0.027
