EDR3Name _x _y RA_ICRS DE_ICRS Plx e_Plx pmRA e_pmRA pmDE e_pmDE Gmag e_Gmag BP-RP e_BP-RP V eV BV eBV UB eUB VI eVI
"Gaia EDR3 5538145030075721984" 0.035099 -0.160474 118.64150022317 -38.37294951415 "" "" "" "" "" "" 16.03945 0.012912 1.665551 0.005946305155304426 15.945 0.021 1.171 0.032 0.643 0.037 1.517 0.038
"Gaia EDR3 5538876862443872256" -0.178372 -0.088193 118.36943788599 -38.30045875853 "" "" "" "" "" "" 16.579771 0.004509 1.320164 0.006863023604796941 16.186 0.015 0.987 0.019 0.267 0.022 1.114 0.029
"Gaia EDR3 5538917922332375424" -0.190582 0.160735 118.35470801289 -38.05150110164 "" "" "" "" "" "" 16.046352 0.012377 1.447162 0.0061078212973203466 16.164 0.011 1.148 0.02 0.297 0.022 1.239 0.026
"Gaia EDR3 5538148917029275776" -0.063329 -0.099993 118.5160187784 -38.31244997853 "" "" "" "" "" "" 16.6562 0.004204 1.502693 0.006981050135903623 16.393 0.024 1.093 0.029 0.479 0.031 1.365 0.04
"Gaia EDR3 5538901051694895616" -0.096882 0.008139 118.47344127838 -38.20428129832 "" "" "" "" "" "" 18.614708 0.008465 "" "" 17.287 0.015 0.676 0.019 0.122 0.023 0.938 0.025
"Gaia EDR3 5538151390926700416" -0.008785 0.020905 118.58555229724 -38.19157872099 "" "" "" "" "" "" 18.206623 0.004998 "" "" 17.244 0.021 0.882 0.025 0.402 0.029 1.202 0.029
"Gaia EDR3 5538909401117186048" 0.066274 0.184921 118.68086492805 -38.02753320015 "" "" "" "" "" "" 17.1224 0.015925 1.547636 0.008116734441879938 17.023 0.025 1.22 0.031 1.081 0.051 1.388 0.04
"Gaia EDR3 5538148710870769792" 0.017973 -0.071506 118.61962671058 -38.28398809922 "" "" "" "" "" "" 17.190987 0.01188 1.585941 0.007975715955323384 17.268 0.028 1.189 0.036 0.788 0.04 1.449 0.033
"Gaia EDR3 5538144445959999616" 0.014805 -0.207396 118.61562679328 -38.41987840345 "" "" "" "" "" "" 17.32747 0.02848 1.679696 0.011196215119405308 17.197 0.03 1.356 0.04 0.895 0.051 1.396 0.048
"Gaia EDR3 5538875556773838080" -0.23263 -0.103795 118.30023575653 -38.31590659064 "" "" "" "" "" "" 19.234343 0.015071 "" "" 17.363 0.017 1.281 0.026 0.614 0.039 1.516 0.033
"Gaia EDR3 5538904865631758336" -0.105424 0.091884 118.46272490932 -38.12052392368 "" "" "" "" "" "" 16.895073 0.012837 1.999194 0.00935509834261511 17.391 0.019 1.517 0.028 1.234 0.065 1.792 0.027
"Gaia EDR3 5538909259377733120" 0.096949 0.176961 118.7198190026 -38.03545924746 "" "" "" "" "" "" 17.546564 0.014616 1.461418 0.010719705453043009 17.531 0.025 1.104 0.032 0.631 0.046 1.292 0.036
"Gaia EDR3 5538908164169339264" -0.074545 0.227757 118.50215094579 -37.9846895438 "" "" "" "" "" "" 17.600212 0.016787 1.448877 0.012136847737365744 17.667 0.017 1.185 0.026 0.327 0.043 1.294 0.048
"Gaia EDR3 5538903456874070784" -0.080918 0.114557 118.49390633776 -38.09788276303 "" "" "" "" "" "" 18.668083 0.005452 "" "" 17.926 0.023 1.21 0.033 "" "" 1.634 0.035
"Gaia EDR3 5538158670890598912" 0.114217 0.189284 118.74171928044 -38.02311105894 "" "" "" "" "" "" 17.433634 0.014735 2.028078 0.010808372495431493 17.874 0.024 1.503 0.032 1.316 0.08 1.952 0.031
"Gaia EDR3 5538905308002489728" -0.187728 0.071467 118.35804102462 -38.14077600879 "" "" "" "" "" "" 18.334423 0.00606 1.461662 0.024112775203198825 17.952 0.014 1.17 0.021 0.387 0.044 1.289 0.024
"Gaia EDR3 5538123319025215616" -0.190457 -0.224469 118.35358227235 -38.43670243923 "" "" "" "" "" "" 18.34333 0.00993 1.577703 0.05976960438216067 17.958 0.034 1.192 0.044 0.757 0.066 1.452 0.047
"Gaia EDR3 5538125518046412928" -0.127354 -0.137366 118.43433834769 -38.34973833808 "" "" "" "" "" "" 18.303186 0.016911 1.494444 0.03077410906915097 18.057 0.02 1.092 0.026 0.48 0.042 1.281 0.035
"Gaia EDR3 5538901464020403456" -0.084389 0.03035 118.48937170913 -38.18208522666 "" "" "" "" "" "" 17.319355 0.009567 2.516662 0.012520046685216474 18.074 0.023 1.586 0.031 1.076 0.082 2.417 0.031
"Gaia EDR3 5538878511706773376" -0.243098 -0.093496 118.28693813971 -38.30557362351 "" "" "" "" "" "" 17.993944 0.011725 2.101198 0.013310757191084209 18.093 0.015 1.578 0.025 1.098 0.087 2.028 0.027
"Gaia EDR3 5538134069319216256" 0.182996 -0.150109 118.83011336431 -38.36236258968 "" "" "" "" "" "" 17.860409 0.015164 2.420342 0.015157572134085326 18.41 0.032 1.672 0.047 "" "" 2.345 0.04
"Gaia EDR3 5538906686697724672" -0.104277 0.157576 118.46430223683 -38.05483388156 "" "" "" "" "" "" 17.557463 0.014176 2.66947 0.016339687695913898 18.418 0.018 1.693 0.032 0.763 0.097 2.578 0.033
"Gaia EDR3 5538159912145211776" 0.153378 0.184523 118.79144299409 -38.02780004119 "" "" "" "" "" "" 20.58141 0.012766 "" "" 18.486 0.031 1.107 0.038 0.897 0.054 1.564 0.038
"Gaia EDR3 5538150463213525632" 0.079642 -0.020357 118.69811945888 -38.23279772591 "" "" "" "" "" "" 18.668612 0.013244 1.245508 0.028993305796338572 18.626 0.028 0.766 0.037 0.36 0.05 1.123 0.037
"Gaia EDR3 5538146718006844160" 0.081629 -0.099216 118.70076281671 -38.31165407621 "" "" "" "" "" "" 18.460339 0.012945 2.109146 0.025002752188509166 18.75 0.025 1.559 0.043 1.148 0.139 2.084 0.03
"Gaia EDR3 5538134314136432000" 0.160592 -0.132536 118.80149121347 -38.34484287433 "" "" "" "" "" "" 20.391735 0.021879 "" "" 18.705 0.039 0.935 0.051 0.637 0.093 1.175 0.054
"Gaia EDR3 5538880779454029696" -0.182841 0.01334 118.36406888004 -38.19891470057 "" "" "" "" "" "" 18.975794 0.011502 1.646721 0.024923216265161283 18.695 0.017 1.309 0.024 0.681 0.073 1.462 0.023
"Gaia EDR3 5538874246802440448" -0.206472 -0.189121 118.33326500702 -38.40131113266 "" "" "" "" "" "" 20.891647 0.017687 2.249567 0.030002294795565224 18.903 0.059 1.623 0.096 "" "" 2.139 0.078
"Gaia EDR3 5538917883667199744" -0.234884 0.185004 118.29854839494 -38.02710284074 "" "" "" "" "" "" 19.005253 0.006788 1.633047 0.024885907759211838 18.788 0.015 1.286 0.031 0.093 0.062 1.409 0.022
"Gaia EDR3 5538906240023979136" -0.164673 0.150189 118.38758008866 -38.06210961105 "" "" "" "" "" "" 20.359743 0.010856 2.210226 0.034226471991720096 18.944 0.081 1.541 0.105 "" "" 2.034 0.092
"Gaia EDR3 5538877618353455616" -0.184325 -0.031334 118.36203580963 -38.24358475921 "" "" "" "" "" "" 20.568815 0.019854 "" "" 18.98 0.022 1.062 0.033 0.259 0.061 1.467 0.028
"Gaia EDR3 5538159843422766336" 0.159236 0.173099 118.79891104967 -38.0392122437 "" "" "" "" "" "" 21.035097 0.029345 1.274939 0.25324563496534347 19.047 0.028 1.053 0.038 0.392 0.087 1.384 0.033
"Gaia EDR3 5538906476239912320" -0.09419 0.137295 118.47707806184 -38.07512825661 "" "" "" "" "" "" 18.89541 0.016951 1.782885 0.029556703554354635 19.087 0.023 1.476 0.041 "" "" 1.693 0.029
"Gaia EDR3 5538880710729872512" -0.171358 0.000821 118.37864260711 -38.21146184851 "" "" "" "" "" "" 19.24787 0.020537 1.25569 0.056424735923174686 19.073 0.025 0.839 0.035 0.381 0.071 1.125 0.031
"Gaia EDR3 5538910260110363392" 0.049627 0.227605 118.65969456549 -37.98486287741 "" "" "" "" "" "" 20.843067 0.023453 "" "" 19.127 0.025 1.527 0.041 1.512 0.281 1.806 0.032
"Gaia EDR3 5538151390930339072" -0.00469 0.012137 118.59076264088 -38.20034685421 "" "" "" "" "" "" 19.586487 0.014606 "" "" 19.097 0.018 1.232 0.03 "" "" 1.539 0.027
"Gaia EDR3 5538901597155857024" -0.063111 0.050503 118.51646385228 -38.16195393134 "" "" "" "" "" "" 19.061209 0.014139 1.647766 0.03397622587928212 19.086 0.028 1.169 0.039 0.62 0.097 1.468 0.035
"Gaia EDR3 5538133455143865728" 0.14873 -0.207447 118.78656307106 -38.41977890237 "" "" "" "" "" "" 20.89989 0.021957 1.636589 0.34820984699459606 18.856 0.236 2.247 0.42 "" "" 1.908 0.425
"Gaia EDR3 5538132183832981376" 0.110104 -0.212534 118.73727158758 -38.42493449245 "" "" "" "" "" "" 21.07568 0.02523 "" "" 19.14 0.033 1.134 0.049 1.142 0.154 1.47 0.04
"Gaia EDR3 5538875350615420288" -0.246172 -0.139728 118.28282093989 -38.35179454958 "" "" "" "" "" "" 20.556118 0.011868 "" "" 19.177 0.025 1.047 0.035 0.355 0.087 1.368 0.037
"Gaia EDR3 5538132213893892352" 0.127717 -0.207557 118.75974259294 -38.41992865972 "" "" "" "" "" "" 19.14836 0.011568 1.47546 0.0449788226168716 19.026 0.061 1.231 0.086 0.641 0.116 1.214 0.069
"Gaia EDR3 5538149638580305152" -0.049512 -0.051314 118.53367157725 -38.26378156206 "" "" "" "" "" "" 19.680182 0.012175 1.610466 0.11972530319443755 19.207 0.031 1.239 0.045 0.495 0.098 1.51 0.035
"Gaia EDR3 5538874663418383232" -0.237766 -0.186765 118.2933432118 -38.39885980991 "" "" "" "" "" "" 21.051268 0.019733 1.673838 0.5725002079344601 19.196 0.028 1.14 0.042 "" "" 1.391 0.04
"Gaia EDR3 5538151322210866176" -0.00348 0.004433 118.5923019234 -38.20805161893 "" "" "" "" "" "" 19.541096 0.017586 1.971127 0.08356345472154679 19.33 0.019 1.453 0.037 "" "" 1.833 0.027
"Gaia EDR3 5538149020108481408" -0.045967 -0.092553 118.53815289414 -38.30502267537 "" "" "" "" "" "" 21.484695 0.030022 "" "" 19.349 0.063 1.603 0.106 "" "" 1.831 0.079
"Gaia EDR3 5538149776019142272" -0.026125 -0.025997 118.56346890064 -38.238476149 "" "" "" "" "" "" 19.561546 0.022426 1.266422 0.0426588106374287 19.31 0.032 0.867 0.043 0.524 0.117 1.12 0.038
"Gaia EDR3 5538147680078484992" 0.116038 -0.009689 118.74443239729 -38.22208113506 "" "" "" "" "" "" 20.122894 0.027124 "" "" 19.322 0.022 1.005 0.037 0.693 0.096 1.305 0.03
"Gaia EDR3 5538907923640003072" -0.120689 0.217529 118.44358439317 -37.99485612958 "" "" "" "" "" "" 20.906776 0.018506 "" "" 19.392 0.031 1.24 0.046 0.509 0.119 1.482 0.043
"Gaia EDR3 5538873563906011136" -0.20548 -0.226946 118.33439355153 -38.43913848266 "" "" "" "" "" "" 21.156328 0.033865 "" "" 19.439 0.028 1.141 0.045 0.655 0.132 -0.299 0.173
"Gaia EDR3 5538124521608167680" -0.051956 -0.167832 118.53045147565 -38.38029819811 "" "" "" "" "" "" 19.67957 0.023781 1.610647 0.07881805968177596 19.541 0.031 1.239 0.049 0.306 0.112 1.543 0.04
"Gaia EDR3 5538123387737160960" -0.162411 -0.225892 118.38938293287 -38.43819444309 "" "" "" "" "" "" 20.964108 0.021792 "" "" 19.54 0.039 1.037 0.056 0.397 0.136 1.285 0.054
"Gaia EDR3 5538132664869892736" 0.154186 -0.226864 118.79357941497 -38.43918387931 "" "" "" "" "" "" 20.984919 0.017346 1.095468 0.36400586162862814 19.285 0.145 0.128 0.206 "" "" 0.455 0.155
"Gaia EDR3 5538158022359711488" 0.079291 0.108733 118.69749482213 -38.10370798381 "" "" "" "" "" "" 19.581766 0.020014 1.457029 0.048825510268710966 19.651 0.027 0.985 0.038 0.504 0.115 1.375 0.035
"Gaia EDR3 5538159431110031104" 0.243901 0.190757 118.90633540908 -38.02131981527 "" "" "" "" "" "" 19.519474 0.015159 1.585592 0.09114641590869056 19.447 0.057 2.354 0.299 -0.48 0.356 "" ""
"Gaia EDR3 5538902082495714048" -0.021656 0.040508 118.56918379854 -38.17197346746 "" "" "" "" "" "" 20.098444 0.018867 "" "" 19.748 0.024 1.324 0.046 "" "" 1.73 0.032
"Gaia EDR3 5538120982563026944" -0.021028 -0.232045 118.56988191972 -38.44452617037 "" "" "" "" "" "" 19.723585 0.01499 1.561642 0.07426208564940794 19.703 0.033 1.155 0.052 "" "" 1.387 0.047
"Gaia EDR3 5538145240533712768" 0.030631 -0.151132 118.63579589466 -38.36360987009 "" "" "" "" "" "" 20.242094 0.018116 1.935314 0.1449241737219847 19.758 0.033 1.316 0.055 "" "" 1.519 0.046
"Gaia EDR3 5538881810239406976" -0.207613 0.059692 118.33271477911 -38.15249702989 "" "" "" "" "" "" 20.784658 0.018538 "" "" 19.759 0.029 1.248 0.053 "" "" 1.292 0.058
"Gaia EDR3 5538158915712782336" 0.191068 0.143048 118.8394278774 -38.06918650845 "" "" "" "" "" "" 20.546661 0.012618 "" "" 19.684 0.031 2.154 0.082 "" "" 1.35 0.046
"Gaia EDR3 5538875041374749440" -0.234426 -0.165095 118.29769505407 -38.37720058698 "" "" "" "" "" "" 20.935013 0.017218 "" "" 19.918 0.029 1.273 0.051 "" "" 1.691 0.039
"Gaia EDR3 5538876583265079040" -0.127801 -0.064662 118.43393111794 -38.27703444466 "" "" "" "" "" "" 20.026176 0.021699 1.70196 0.10501472457708014 19.902 0.029 1.046 0.046 0.268 0.145 1.453 0.035
"Gaia EDR3 5538149599919216512" -0.012228 -0.028624 118.58116079179 -38.24110710821 "" "" "" "" "" "" 20.09137 0.021285 1.662138 0.09008318033906218 19.933 0.033 1.09 0.055 "" "" 1.404 0.038
"Gaia EDR3 5538145309256783616" 0.014439 -0.134222 118.61514108629 -38.34670442139 "" "" "" "" "" "" 21.302866 0.024433 2.560003 0.10918567435794863 19.98 0.038 1.74 0.065 "" "" 2.179 0.054
"Gaia EDR3 5538123250305909632" -0.17741 -0.241418 118.37018563495 -38.45368474096 "" "" "" "" "" "" 19.915348 0.016652 1.125139 0.1402697603797768 19.847 0.056 1.157 0.079 "" "" 1.231 0.065
"Gaia EDR3 5538154208424455936" 0.193168 0.074101 118.84232687997 -38.13812759054 "" "" "" "" "" "" 20.839142 0.020872 "" "" 19.956 0.038 1.121 0.063 "" "" 1.438 0.058
"Gaia EDR3 5538129503773107200" 0.206485 -0.245273 118.86041624827 -38.457462515 "" "" "" "" "" "" 21.03458 0.02886 "" "" 20.223 0.039 0.544 0.06 "" "" 1.603 0.057
"Gaia EDR3 5538874422900205184" -0.203735 -0.163351 118.33684979779 -38.37554958022 "" "" "" "" "" "" 20.956749 0.020412 "" "" 20.0 0.029 1.285 0.063 "" "" 1.506 0.042
"Gaia EDR3 5538919640310953472" -0.172905 0.219557 118.37733298268 -37.99272240377 "" "" "" "" "" "" 19.977962 0.019292 1.795986 0.09714719903836651 20.089 0.032 1.439 0.057 "" "" 1.643 0.04
"Gaia EDR3 5538123765695068032" -0.074393 -0.226791 118.50175253229 -38.43923751163 "" "" "" "" "" "" 20.407614 0.021824 1.209431 0.12984608873970752 20.052 0.037 1.051 0.057 "" "" 1.28 0.051
"Gaia EDR3 5538917544367151360" -0.208764 0.157225 118.33160611511 -38.05496067134 "" "" "" "" "" "" 20.810196 0.017977 "" "" 20.087 0.029 0.9 0.048 0.129 0.128 1.189 0.041
"Gaia EDR3 5538150596351693312" 0.101493 -0.008479 118.72591685913 -38.22089243079 "" "" "" "" "" "" 20.067488 0.017599 1.712498 0.08857705461912808 20.451 0.061 1.074 0.095 "" "" 1.95 0.065
"Gaia EDR3 5538154135406807040" 0.161995 0.071968 118.80270018644 -38.14033595844 "" "" "" "" "" "" 20.017912 0.016474 1.53545 0.08333419635419784 20.092 0.04 1.157 0.058 "" "" 1.476 0.052
"Gaia EDR3 5538913318127141760" -0.044709 0.245948 118.54001940486 -37.96652241977 "" "" "" "" "" "" 20.309345 0.018999 1.481672 0.0962366779611599 20.175 0.033 0.902 0.052 "" "" 1.402 0.055
"Gaia EDR3 5538145068738524672" 0.038028 -0.14954 118.64522835272 -38.36201478663 "" "" "" "" "" "" 20.68098 0.023257 "" "" 20.327 0.048 0.818 0.07 "" "" 1.801 0.066
"Gaia EDR3 5538143934863646592" 0.06702 -0.213623 118.68227866423 -38.42607608379 "" "" "" "" "" "" 20.806675 0.022883 "" "" 20.132 0.051 1.417 0.084 "" "" 1.693 0.066
"Gaia EDR3 5538145377972564480" 0.044347 -0.117301 118.65326222302 -38.32977221507 "" "" "" "" "" "" 20.341986 0.017555 1.649128 0.08910455414848334 20.315 0.057 1.106 0.081 "" "" 1.624 0.06
"Gaia EDR3 5538148642148562816" -0.008357 -0.067914 118.58608408905 -38.2803981587 "" "" "" "" "" "" 20.87864 0.024718 1.006258 0.8476039883607202 20.73 0.057 1.913 0.162 "" "" 2.76 0.078
"Gaia EDR3 5538160496256270080" 0.205959 0.229784 118.85803231363 -37.98240993807 "" "" "" "" "" "" 20.89405 0.018368 "" "" 20.284 0.045 1.059 0.08 "" "" 1.33 0.057
"Gaia EDR3 5538881226133636224" -0.24239 -0.004758 118.28821822293 -38.21683891652 "" "" "" "" "" "" 20.301886 0.020966 1.333399 0.07580018881902603 20.298 0.032 1.192 0.065 0.3 0.225 1.406 0.039
"Gaia EDR3 5538125174451093248" -0.09187 -0.164833 118.47954070103 -38.37725894092 "" "" "" "" "" "" 20.456123 0.021718 2.248106 0.1550183887962973 20.512 0.037 1.273 0.085 0.23 0.273 2.046 0.053
"Gaia EDR3 5538908920074851584" 0.015307 0.152403 118.61617084257 -38.06007931693 "" "" "" "" "" "" 20.164986 0.015705 1.47986 0.10016395671597643 20.339 0.035 1.268 0.064 "" "" 1.435 0.045
"Gaia EDR3 5538151425290053376" 0.009795 0.022413 118.6091922208 -38.19007059266 "" "" "" "" "" "" 20.371325 0.026612 1.769911 0.16649891099343564 20.443 0.043 0.955 0.074 "" "" 1.443 0.048
"Gaia EDR3 5538157850557012096" 0.093018 0.10928 118.71493748983 -38.10314498304 "" "" "" "" "" "" 20.616556 0.029277 1.996782 0.19270959360914028 20.63 0.044 1.722 0.117 "" "" 1.836 0.05
"Gaia EDR3 5538877480919143168" -0.144862 -0.033361 118.41227754847 -38.24570084314 "" "" "" "" "" "" 20.540941 0.016495 1.573061 0.15795647990823297 20.491 0.035 1.115 0.06 "" "" 1.587 0.044
"Gaia EDR3 5538900467581094784" -0.046199 -0.00686 118.53792593344 -38.21932922595 "" "" "" "" "" "" 20.76171 0.031565 2.737186 0.4131015770546029 20.626 0.046 1.196 0.076 "" "" 1.926 0.056
"Gaia EDR3 5538909847793524224" 0.033658 0.205625 118.63944602814 -38.0068518914 "" "" "" "" "" "" 20.760761 0.018969 1.482096 0.129212891914855 20.416 0.036 1.256 0.07 "" "" 1.406 0.049
"Gaia EDR3 5538121188713552640" -0.023104 -0.225117 118.56723432335 -38.43759802155 "" "" "" "" "" "" 20.979677 0.0208 "" "" 20.448 0.052 1.182 0.106 "" "" 1.427 0.069
"Gaia EDR3 5538146855441038848" 0.09378 -0.070578 118.71620067966 -38.28300148752 "" "" "" "" "" "" 21.030607 0.027355 2.482037 0.6238606093070791 21.477 0.081 -0.431 0.095 "" "" 1.564 0.096
"Gaia EDR3 5538148779587416960" 0.005535 -0.05889 118.60378028497 -38.2713742859 "" "" "" "" "" "" 20.911715 0.020336 0.862173 0.2711354022218419 20.427 0.05 1.393 0.093 "" "" 1.36 0.064
"Gaia EDR3 5538904762546630528" -0.122123 0.078399 118.44146911048 -38.13398319756 "" "" "" "" "" "" 20.863811 0.014808 "" "" 21.33 0.069 -0.091 0.088 "" "" 2.121 0.071
"Gaia EDR3 5538133901820445568" 0.140562 -0.166354 118.77603610622 -38.378701702 "" "" "" "" "" "" 21.085402 0.024643 1.465506 0.49076818930020316 21.554 0.072 -0.442 0.085 "" "" 1.687 0.084
"Gaia EDR3 5538918639581481728" -0.239776 0.194465 118.29237724679 -38.01762553858 "" "" "" "" "" "" 20.963127 0.019317 1.966929 0.4243959670461066 20.566 0.036 1.549 0.094 "" "" 1.53 0.047
"Gaia EDR3 5538876690640604544" -0.199468 -0.118095 118.34245244908 -38.33030558147 "" "" "" "" "" "" 20.970676 0.014261 1.256949 0.3909238434644272 20.574 0.037 1.209 0.1 "" "" 1.445 0.05
