# Binary systems ID's begin with a '2'
ID Vmag (Bmag-Vmag) (Umag-Bmag) e_Vmag e_(Bmag-Vmag) e_(Umag-Bmag) M_ini1 M_ini2
20 17.058192147422307 0.6491352452489243 0.25699529158817663 0.026570785080933038 0.033423073387601934 0.03239227876436102 1.471753230795193 1.4063571590341153
21 16.25498649616461 0.5194830516541118 0.32470181362196565 0.02593001211268743 0.032357425636480336 0.029721407024902155 1.7649321849570752 1.450322601346313
22 16.391160634957473 0.5658684923821816 0.3560216553237908 0.02600142514755269 0.03247823676651597 0.0300120745517266 1.7725117291689132 1.5974612580597878
23 16.194529478244892 0.5329896927800936 0.3468486696630062 0.025901731834820252 0.03230937473898894 0.029606990334236534 1.8427208503642325 1.589862011324857
24 15.172422297599551 0.9346558973838517 0.5089363118958902 0.025630715003238866 0.0318398655406107 0.028539280130081793 2.2342503353647287 1.9322903258244633
25 15.494341673526597 0.4820015394582955 0.3548448777047072 0.02568483181814317 0.03193542013417656 0.028746891405165606 2.0580117082679306 1.8313435376714908
16 15.619742779124252 1.3125391917953901 0.7917428437676808 0.025711989569134105 0.03198292460095806 0.02885243781739248 2.259146004131002 -99.0
17 15.423761251769124 0.6418915344766531 0.4167620336688462 0.025671189332053916 0.03191145339297739 0.02869418673602366 2.196546796172478 -99.0
18 16.440301982790942 0.43079895597393736 0.3044978047577803 0.02603007957790988 0.03252651989582906 0.03012934694909125 1.8688396173356678 -99.0
29 17.04194723401353 0.6222407222693824 0.24697532160609617 0.02655108748689483 0.03339078782644252 0.03230852106668311 1.4985815738997368 1.4687420426613997
210 16.732074391677425 0.520864131412999 0.2540579824329242 0.026238161281159272 0.03287442601654859 0.030990173216477273 1.6608053514804388 1.3636546449957634
111 15.44791862508321 0.573797956600521 0.37877727440880443 0.025675734151921564 0.031919445836052385 0.028711719604611614 2.1841865766490467 -99.0
212 15.578041489718075 0.47407173685261816 0.34717431587431985 0.025702518811773874 0.0319663875585172 0.0288155405438749 2.021498261167486 1.698349397095706
113 15.346418227990116 1.2521600416639986 0.7414934119702289 0.025657462305867844 0.03188726033661285 0.028641391153092766 2.3122486544209564 -99.0
214 15.985251159557153 0.5093380600512085 0.3498994924180622 0.025817763125798008 0.032165886073628185 0.029269940041791908 1.8874236215398608 1.540579262845982
115 16.626944520723605 0.5083078097858456 0.3660417788938229 0.026155001211392852 0.032735907466091785 0.030644353746159283 1.8207341751100214 -99.0
216 15.862426624685698 0.4908170501576669 0.34399880569126756 0.025777142877109065 0.0320959601159146 0.02910854251843766 1.9048765549521889 1.5941039006499573
117 17.65361075834899 0.669397721745506 0.330548675431538 0.027618744272439242 0.03511553835723738 0.036940837543283034 1.4970441156350514 -99.0
218 16.818097470177488 0.6090313690178328 0.2986432105747721 0.026314129073673986 0.03300044013783712 0.031307902890832524 1.6058522541816282 1.360367872355599
219 17.239343909145347 0.6506532742123439 0.2672594993055766 0.026817390052478584 0.03382548436721127 0.03344735133595471 1.4921974646689855 1.2710927565961467
120 16.512379915183427 0.4960742550418154 0.36333125920388715 0.026075161097860133 0.03260228155233686 0.03031452823868744 1.8603598152636165 -99.0
221 16.910551519657044 0.5861625183361796 0.26710134766205207 0.026404640770357663 0.03314999566713664 0.03168850664471283 1.5771046520167553 1.4760440042587075
222 17.232199498209262 0.6593643510970579 0.247808267101296 0.02680665628560781 0.033808032933975024 0.03340119549981872 1.4690170454875453 1.2573446267139479
223 14.61214433789687 1.056608369579619 0.6060666971982978 0.025573447746890014 0.031736872895036676 0.02832508420139226 2.3805290392829255 1.821083127796769
124 16.17896118769256 0.44772879090539 0.336545830047341 0.025894763334746634 0.032297514783043976 0.029578862217190145 1.9567639063703042 -99.0
125 16.288762907555085 0.4415889374471436 0.3245911613693648 0.02594669265334517 0.03238570959614789 0.029789084368440803 1.921848852951102 -99.0
226 14.906885154780259 0.8849832218185704 0.5055360829847605 0.025598970896191408 0.03178308445444641 0.028419660098081227 2.2963295090089826 1.965736734970712
127 17.957488539483876 0.6575291631106378 0.2126220838406096 0.02850456435976014 0.036519871348888046 0.04088523184869563 1.4076969191866728 -99.0
228 17.2896354112932 0.6542021959386768 0.24372095763203203 0.026895505480071993 0.03395232765837843 0.03378383950355784 1.4783690924750268 1.3043586552954844
229 16.72618036171502 0.5223852509839033 0.21057927011837224 0.026233227162257615 0.03286622471488135 0.030969594645737234 1.5883385796381375 1.4686727698380981
230 16.514295605233194 0.5824815236672672 0.3317230597920128 0.02607641119377623 0.03260437905695345 0.030319674565997174 1.6358999297098071 1.599990707576355
131 17.26460673760203 0.5269922380939287 0.26687541735828707 0.026856062794794824 0.03388831566315137 0.033613809583549425 1.6011574312639985 -99.0
132 17.391931069813484 0.5409337353982447 0.2471520728088882 0.027069100705642765 0.034233265041531395 0.03453509794726433 1.556300357021705 -99.0
133 16.391629137496167 0.4011137129423417 0.2794496500597359 0.026001690729313943 0.0324786847552015 0.030013159873878852 1.881640210573965 -99.0
234 16.041547831656192 0.5278708348772108 0.3611467556916808 0.025838395581418653 0.03220126723346209 0.029352357643841198 1.8984859343089913 1.6685832425140361
235 17.777202657066457 0.680136597051926 0.15326200788764605 0.027942033066985866 0.03563024486400143 0.03837192415212962 1.3608965041862666 1.0389648690705011
236 16.836090102205354 0.6094812355709494 0.287981962488677 0.026330995027379747 0.03302835454419678 0.0313786620969586 1.5844697210143779 1.4554081604490838
237 16.336874847724403 0.5240935225099992 0.3253752384061881 0.025971604372226908 0.03242787500662186 0.029890408344084525 1.793592649325127 1.3150496863173102
138 16.831264770621335 0.5363758323106809 0.37152640682231164 0.02632643742322874 0.03302081352652774 0.03135953362421396 1.7605724381776038 -99.0
239 17.260666557526523 0.6605979371448276 0.2065087755704525 0.026849956627092622 0.03387839960653605 0.033587510132526636 1.4212172078895835 1.3714624414870855
140 15.199083035221074 1.2737023560837304 0.7662339061926554 0.025634473116426585 0.03184654695410638 0.02855356107013164 2.3447291282221463 -99.0
141 16.150344219685095 0.44048146515913134 0.331084522048156 0.025882276264688024 0.03227624213044585 0.02952852551113565 1.9670917712363125 -99.0
