#	X	Y	V	Verr	BV	BVerr	UB	UBerr	VI	VIerr
id      x       y       V       eV      BV      eBV     UB      eUB     VI      eVI
88	645.758	448.611	12.462	0.012	1.174	0.026	0.941	0.033	1.156	0.016
89	1754.1	1593.71	12.464	0.012	0.946	0.017	0.647	0.014	0.978	0.019
90	1258.33	2143.12	12.515	0.007	0.326	0.012	0.08	0.013	0.361	0.015
91	2088.97	1961.46	12.543	0.012	0.358	0.016	-0.424	0.011	0.462	0.014
92	1487.67	1121.88	12.584	0.009	0.419	0.015	0.084	0.013	0.412	0.015
93	2113.49	222.084	12.6	0.014	0.236	0.019	0.19	0.013	0.231	0.018
94	2269.54	125.859	12.601	0.013	1.11	0.019	0.746	0.014	1.078	0.017
95	830.929	373.85	12.602	0.011	0.471	0.033	0.131	0.037	0.487	0.019
96	130.975	3277.4	12.612	0.012	1.078	0.021	0.975	0.021	0.936	0.020
97	2086.57	1826.29	12.619	0.010	0.44	0.016	-0.413	0.014	0.489	0.017
98	827.862	2869.24	12.632	0.010	0.351	0.016	0.23	0.014	0.369	0.016
99	2903.26	918.209	12.64	0.008	0.428	0.012	0.116	0.010	0.418	0.021
100	2183.6	1866.7	12.645	0.013	0.44	0.017	-0.415	0.014	0.512	0.019
102	1224.71	2611.15	12.654	0.008	1.85	0.012	1.685	0.013	1.969	0.014
101	2136.35	481.239	12.654	0.011	0.216	0.016	-0.144	0.013	0.252	0.018
104	1675.7	2812.23	12.658	0.010	0.266	0.018	0.111	0.018	0.29	0.017
103	1808.58	1259.21	12.658	0.027	0.238	0.050	-0.299	0.046	0.271	0.041
105	3017.96	2239.88	12.668	0.011	1.981	0.015	1.653	0.014	2.011	0.016
106	542.364	139.701	12.681	0.022	0.545	0.041	0.098	0.050	0.509	0.026
107	1245.19	1657.78	12.722	0.011	0.214	0.018	0.177	0.015	0.167	0.016
108	2423.26	358.704	12.723	0.015	0.583	0.019	0.14	0.011	0.573	0.023
109	3334.85	3278.37	12.724	0.006	1.06	0.015	0.747	0.016	1.169	0.013
110	1779.91	2670.62	12.73	0.010	1.445	0.017	1.677	0.018	1.401	0.016
111	3258.7	3444.16	12.74	0.007	0.213	0.019	0.176	0.021	0.286	0.017
112	2207.1	1221.41	12.75	0.008	0.305	0.013	0.147	0.012	0.236	0.014
113	1194.69	1441.87	12.758	0.006	0.443	0.009	0.09	0.009	0.482	0.015
114	3263.06	1396.86	12.766	0.009	1.179	0.012	0.9	0.009	1.165	0.019
115	434.231	1495.07	12.774	0.014	0.4	0.019	0.16	0.014	-3.222	0.152
116	1808.21	2773.43	12.787	0.008	0.795	0.015	0.501	0.016	0.761	0.014
117	1367.56	1762.93	12.788	0.010	0.186	0.017	-0.033	0.015	0.199	0.016
118	2414.63	4023.43	12.807	0.010	1.139	0.023	0.663	0.026	1.208	0.017
119	3770.41	3172.81	12.812	0.008	0.123	0.020	-0.078	0.021	0.086	0.015
120	464.335	702.52	12.82	0.011	0.307	0.025	0.207	0.040	0.284	0.015
121	1565.37	706.542	12.832	0.011	0.39	0.017	0.068	0.015	0.386	0.014
122	2050.34	135.923	12.838	0.008	1.924	0.018	1.637	0.019	2.032	0.013
123	2040.6	1967.17	12.847	0.008	0.385	0.012	-0.486	0.010	0.479	0.011
124	1053.35	407.972	12.855	0.007	1.191	0.015	0.931	0.017	1.197	0.017
125	529.431	3236.3	12.868	0.008	1.114	0.013	0.599	0.012	1.134	0.018
126	1491.56	3242.27	12.873	0.006	1.5	0.010	1.217	0.010	1.598	0.011
127	2676.85	1851.08	12.888	0.007	0.441	0.013	0.064	0.013	0.454	0.013
128	2273.83	2248.68	12.889	0.013	0.346	0.019	-0.492	0.019	0.456	0.021
129	2339.67	911.2	12.892	0.006	0.67	0.011	0.176	0.011	0.684	0.019
130	3714.44	1040.07	12.898	0.008	1.443	0.010	1.381	0.010	1.469	0.016
131	2408.33	1465.73	12.92	0.007	1.287	0.013	0.951	0.013	1.294	0.020
132	774.876	2740.62	12.937	0.008	0.574	0.012	0.181	0.010	0.598	0.017
133	2445.17	3779.23	12.941	0.008	1.337	0.018	1.17	0.020	1.378	0.013
134	1360.16	1968.47	12.949	0.007	0.479	0.011	0.035	0.011	0.552	0.019
135	2721.45	2016.93	12.951	0.007	0.446	0.012	0.055	0.011	0.503	0.014
136	356.657	3606.71	12.952	0.010	1.168	0.021	1.112	0.021	0.997	0.019
137	288.835	642.077	12.954	0.015	0.568	0.035	0.161	0.044	0.561	0.016
138	3506.06	1891.46	12.971	0.013	1.273	0.016	0.927	0.010	1.307	0.018
139	2699.66	4021.89	12.996	0.013	0.434	0.029	-0.474	0.031	0.561	0.024
140	2925.45	2687.79	12.998	0.012	0.202	0.016	-0.233	0.014	0.286	0.015
141	1339.19	1021.92	13.054	0.008	1.636	0.017	1.461	0.018	1.673	0.011
142	2749.13	965.076	13.057	0.006	0.653	0.010	0.157	0.012	0.645	0.021
143	1091.18	2710.13	13.068	0.008	0.346	0.012	0.081	0.011	0.379	0.015
144	2367.46	234.407	13.069	0.009	0.181	0.014	-0.245	0.012	-1.335	0.081
145	1719.05	990.659	13.072	0.006	0.867	0.009	0.603	0.008	0.853	0.011
146	2870.34	3923.11	13.075	0.011	0.368	0.029	0.01	0.033	0.39	0.022
147	710.386	1942.33	13.077	0.008	0.691	0.012	0.332	0.010	0.676	0.014
148	2246.74	1895.59	13.085	0.010	0.599	0.015	0.081	0.016	0.606	0.019
149	2856.64	2434.56	13.094	0.011	0.537	0.018	0.043	0.015	0.679	0.015
150	3463.02	2285.46	13.102	0.010	0.195	0.012	-0.214	0.012	0.253	0.013
151	2503.52	1993.8	13.102	0.008	0.436	0.016	-0.031	0.017	0.498	0.015
152	2151.31	224.072	13.111	0.007	0.259	0.010	-0.484	0.009	0.311	0.017
153	3048.73	2658.43	13.128	0.011	1.258	0.014	1.297	0.010	1.487	0.013
154	2302.46	3015.08	13.13	0.010	0.587	0.013	0.176	0.010	0.642	0.013
155	1413.36	3408.85	13.131	0.007	1.52	0.016	1.409	0.017	1.533	0.012
156	3932.08	2344.95	13.137	0.009	0.421	0.013	0.395	0.018	0.391	0.014
157	1809.67	1709.56	13.143	0.009	1.738	0.014	1.619	0.014	1.825	0.017
158	2198.05	2475.33	13.157	0.013	0.355	0.020	-0.16	0.019	0.472	0.021
159	379.834	3965.25	13.159	0.010	0.43	0.024	0.088	0.027	0.293	0.018
160	1800.36	652.505	13.166	0.010	0.239	0.014	0.176	0.013	0.219	0.013
161	2614.05	2006.42	13.173	0.009	0.441	0.016	0.014	0.015	0.444	0.014
162	2664.02	3665.95	13.183	0.009	1.341	0.020	1.345	0.022	1.363	0.014
163	2733.18	2035.53	13.188	0.007	0.355	0.012	0.026	0.011	0.419	0.011
164	1545.36	2453.5	13.192	0.007	0.437	0.012	0.201	0.011	0.56	0.014
165	832.995	481.483	13.196	0.010	0.383	0.018	-0.384	0.021	0.467	0.019
166	1232.52	3234.25	13.203	0.006	0.329	0.011	0.218	0.011	0.315	0.013
167	3603.34	399.395	13.206	0.012	0.542	0.015	0.108	0.011	0.578	0.024
168	1212.61	2791.61	13.211	0.009	0.696	0.012	0.296	0.010	0.734	0.014
169	3801.14	2645.75	13.227	0.007	0.521	0.014	0.214	0.018	0.579	0.011
170	1726.54	1083.84	13.236	0.007	1.312	0.011	1.261	0.010	1.286	0.013
171	380.68	2360.05	13.238	0.007	0.885	0.013	0.656	0.013	0.867	0.013
172	3240.34	615.551	13.239	0.008	0.65	0.011	0.186	0.008	0.59	0.020
173	3682.13	1706.7	13.25	0.009	1.284	0.012	1.135	0.011	1.371	0.019
174	2745.18	724.99	13.252	0.008	0.561	0.013	0.124	0.012	0.561	0.018
175	3025.81	2550.16	13.257	0.011	0.276	0.015	0.178	0.012	0.304	0.014
176	2523.94	3020.57	13.262	0.012	0.755	0.016	0.552	0.014	0.793	0.017
177	2297.71	1719.46	13.264	0.010	0.366	0.016	-0.438	0.015	0.495	0.013
178	2801.6	469.453	13.266	0.009	0.273	0.011	0.193	0.010	0.211	0.019
179	1010.73	3275.35	13.267	0.007	0.272	0.011	0.057	0.011	0.276	0.014
180	66.24	3625.33	13.27	0.017	0.474	0.029	0.189	0.027	0.279	0.024
181	1637.33	1553.11	13.271	0.006	0.554	0.010	0.076	0.010	0.565	0.015
182	3972.63	1691	13.276	0.008	0.516	0.012	0.333	0.015	0.519	0.020
183	3468.05	2234.62	13.277	0.008	0.209	0.011	-0.08	0.013	0.289	0.013
184	328.554	3154.8	13.28	0.007	0.964	0.015	0.739	0.016	0.948	0.016
185	2047.34	1278.07	13.288	0.007	1.323	0.013	0.929	0.013	1.328	0.015
186	1608.07	2209.31	13.299	0.006	1.835	0.009	1.514	0.016	1.941	0.013
187	2322.48	1898.06	13.302	0.010	0.725	0.017	0.276	0.016	0.674	0.014
188	647.96	1506.63	13.305	0.010	0.401	0.014	-0.4	0.013	0.513	0.015
189	590.452	524.71	13.31	0.009	0.338	0.024	0.217	0.035	0.373	0.013
191	1467.35	2926.24	13.319	0.007	1.328	0.012	0.984	0.012	1.43	0.013
190	3246.85	1993.34	13.319	0.011	0.347	0.015	-0.334	0.012	0.498	0.015
192	2427.75	1014.79	13.332	0.006	0.296	0.010	-0.475	0.011	0.324	0.015
193	3256.17	3296.53	13.335	0.007	1.276	0.016	1.34	0.016	-1.064	0.012
194	2268.37	1366.95	13.354	0.007	0.451	0.012	0.263	0.011	0.483	0.013
195	3046.34	1017.17	13.363	0.008	1.124	0.012	0.9	0.009	1.136	0.020
196	1744.69	3896.71	13.376	0.007	1.204	0.019	0.817	0.020	1.243	0.012
197	829.362	2004.19	13.379	0.007	0.438	0.010	0.066	0.010	0.528	0.011
198	954.186	779.732	13.385	0.009	0.57	0.015	0.147	0.013	0.611	0.015
199	2631.25	3530.92	13.392	0.008	0.502	0.016	0.077	0.016	0.57	0.013
200	767.91	2791.56	13.402	0.007	1.243	0.014	0.829	0.014	1.282	0.017
201	638.263	2882.05	13.412	0.009	0.562	0.013	0.1	0.011	0.572	0.016
202	1549.05	3193.46	13.421	0.006	0.3	0.010	0.017	0.011	0.365	0.010
203	1689.17	1097.96	13.437	0.006	0.559	0.010	0.186	0.009	0.568	0.012
204	3916.52	1148.07	13.437	0.008	1.238	0.011	0.878	0.011	1.282	0.023
205	3700.13	2156.86	13.441	0.011	1.86	0.023	0.306	0.028	INDEF	INDEF
206	876.116	558.805	13.442	0.006	0.566	0.012	0.113	0.013	0.582	0.015
207	704.843	228.229	13.445	0.013	0.371	0.032	-0.067	0.047	0.442	0.018
208	1364.84	481.577	13.446	0.009	0.489	0.017	0.04	0.018	0.534	0.019
209	3882.48	1824.79	13.449	0.007	0.334	0.010	0.239	0.014	0.325	0.016
210	3631.75	547.825	13.451	0.009	0.565	0.014	0.102	0.011	0.565	0.018
211	829.641	3738.24	13.453	0.010	0.431	0.018	0.074	0.017	0.411	0.019
212	890.474	684.799	13.457	0.008	0.51	0.013	0.076	0.012	0.56	0.013
213	9.914	1539.74	13.457	0.014	0.705	0.027	0.438	0.032	0.678	0.020
214	3688.38	3080.75	13.463	0.008	1.253	0.019	1.035	0.020	1.296	0.011
215	3157.14	2798.02	13.467	0.011	1.357	0.015	1.2	0.012	1.441	0.013
216	2972.29	287.587	13.473	0.010	0.236	0.013	-0.177	0.012	0.229	0.023
217	81.641	741.07	13.477	0.019	0.489	0.036	0.172	0.053	0.54	0.021
218	2881.07	3009.99	13.484	0.011	0.443	0.014	7.00E-03	0.012	0.571	0.014
219	1216.33	1409.64	13.493	0.007	0.338	0.012	0.277	0.011	0.374	0.011
220	2006.68	3426.15	13.504	0.007	0.29	0.012	0.18	0.012	0.273	0.010
221	3051.75	3155.31	13.507	0.010	0.391	0.013	0.215	0.011	0.482	0.014
222	2227.12	2979.89	13.513	0.007	0.434	0.011	0.041	0.010	0.529	0.011
223	3914.68	2211.53	13.521	0.007	0.622	0.011	0.323	0.018	0.659	0.013
224	1454.18	2859.49	13.525	0.007	0.624	0.012	0.186	0.011	0.652	0.010
225	3385.91	3007.8	13.527	0.008	0.327	0.013	0.26	0.012	0.483	0.012
226	2058.26	3316.63	13.53	0.008	0.283	0.012	0.145	0.012	0.361	0.016
228	1615.95	3029.61	13.54	0.008	0.647	0.012	0.143	0.012	0.698	0.014
227	305.517	3017.66	13.54	0.008	0.334	0.016	0	0.018	0.349	0.017
229	2174.78	2460.49	13.547	0.012	0.432	0.018	-0.448	0.019	0.58	0.016
230	2797.99	797.277	13.549	0.007	1.038	0.013	0.616	0.013	1.123	0.021
231	2245.94	147.859	13.554	0.008	0.409	0.014	-0.157	0.014	0.539	0.012
232	2499.39	3202.74	13.563	0.012	0.522	0.016	0.097	0.013	0.613	0.015
233	1037.68	3595.51	13.576	0.009	0.33	0.016	0.204	0.015	0.318	0.015
234	3509.93	1824.31	13.577	0.011	0.991	0.014	0.986	0.010	1.004	0.017
235	2233.29	3118.22	13.578	0.010	1.334	0.013	1.026	0.011	1.44	0.012
236	3746.05	3302.86	13.582	0.010	0.401	0.023	0.253	0.023	0.388	0.015
237	3872.77	1315.34	13.595	0.007	0.54	0.010	3.00E-03	0.009	0.585	0.016
238	3575.27	3681.44	13.596	0.013	0.43	0.039	0.034	0.040	0.463	0.019
239	1942.8	2271.21	13.608	0.013	0.408	0.019	-0.372	0.017	0.535	0.017
240	3997.52	2508.92	13.608	0.009	1.264	0.015	1.065	0.019	1.268	0.015
241	2817.16	856.542	13.617	0.007	0.408	0.011	0.047	0.011	0.389	0.020
242	1893.2	1145.88	13.617	0.007	0.61	0.012	0.076	0.011	0.635	0.013
243	1761.15	1265.34	13.629	0.005	1.861	0.011	1.747	0.015	1.974	0.012
244	1270.67	1301.94	13.633	0.007	0.286	0.012	-0.168	0.012	0.378	0.013
246	3896.83	2254.66	13.634	0.008	1.591	0.010	1.657	0.019	1.629	0.013
245	1928.69	39.487	13.634	0.006	0.408	0.020	-0.421	0.021	0.477	0.015
247	1771.14	4001.85	13.649	0.009	0.668	0.019	0.235	0.021	0.733	0.012
248	382.732	810.996	13.658	0.009	1.226	0.023	0.959	0.030	1.252	0.016
249	619.631	1869.26	13.675	0.008	0.375	0.012	-3.00E-03	0.012	0.422	0.012
250	2943.52	757.571	13.676	0.010	1.129	0.016	0.668	0.017	1.192	0.024
251	2713.61	1702.02	13.687	0.007	0.884	0.012	0.518	0.011	0.85	0.013
252	2679.68	840.526	13.692	0.006	0.674	0.011	0.16	0.012	0.707	0.015
253	1377.58	1232.35	13.693	0.007	1.398	0.013	1.167	0.014	1.413	0.015
254	496.768	770.89	13.706	0.008	0.344	0.020	0.184	0.025	0.427	0.011
255	758.387	976.34	13.709	0.008	0.276	0.013	0.133	0.011	0.315	0.016
256	2985.03	3574.03	13.713	0.009	1.919	0.023	1.626	0.027	2.192	0.018
257	748.762	1583.37	13.717	0.010	1.38	0.017	1.11	0.016	1.429	0.014
258	2966.4	2166.71	13.721	0.011	0.306	0.014	-0.112	0.010	0.395	0.014
259	2274.86	3485.19	13.725	0.009	0.67	0.013	0.229	0.012	0.715	0.012
260	3697.16	1860.12	13.736	0.010	0.573	0.013	0.118	0.012	0.624	0.015
261	418.45	2054.36	13.736	0.009	1.395	0.013	1.046	0.012	1.411	0.014
262	2106.7	2181.42	13.737	0.011	0.477	0.017	-0.293	0.014	0.706	0.015
264	3928.75	841.777	13.746	0.013	0.661	0.016	0.153	0.011	0.72	0.020
263	2700.98	2317.49	13.746	0.009	0.435	0.015	0.265	0.013	0.492	0.014
265	2007.24	2223.98	13.747	0.012	0.38	0.017	-0.396	0.017	0.515	0.016
267	1690	360.016	13.751	0.011	1.361	0.016	1.076	0.015	1.436	0.016
266	3731.32	3349.27	13.751	0.008	0.675	0.024	0.306	0.025	0.708	0.015
268	2453.44	3027.96	13.753	0.010	0.402	0.013	0.282	0.013	0.52	0.014
269	2821.37	1268.86	13.768	0.007	1.208	0.012	0.751	0.010	1.272	0.019
270	557.746	2309.56	13.772	0.010	1.511	0.014	1.314	0.012	1.506	0.022
271	278.763	1474.14	13.78	0.009	0.483	0.017	0.088	0.017	0.528	0.014
272	3755.16	509.112	13.786	0.011	0.472	0.015	-0.296	0.011	0.615	0.018
273	520.691	2948.96	13.789	0.008	0.511	0.012	0.086	0.011	0.505	0.015
274	1580.34	2823.28	13.795	0.008	1.71	0.015	1.502	0.016	1.824	0.010
275	502.378	421.52	13.796	0.013	0.389	0.031	0.123	0.045	0.395	0.018
276	95.837	3324.83	13.807	0.012	0.648	0.022	0.087	0.022	0.581	0.018
277	992.296	692.041	13.812	0.008	0.5	0.014	0.088	0.014	0.525	0.015
278	506.115	1348.79	13.814	0.008	0.494	0.013	0.089	0.011	0.574	0.014
279	1145.65	1905.49	13.815	0.008	0.599	0.012	0.152	0.010	0.667	0.012
280	3626	1160.46	13.819	0.009	0.261	0.012	0.027	0.009	0.319	0.016
281	1201.14	135.886	13.821	0.008	0.425	0.024	-0.284	0.027	0.501	0.015
282	1745.3	2883.09	13.823	0.007	0.653	0.014	0.157	0.014	0.669	0.010
283	1797.11	1577.48	13.824	0.009	0.437	0.014	-0.346	0.014	0.56	0.015
284	4074.8	2720.2	13.825	0.011	1.147	0.024	0.994	0.027	1.21	0.014
285	943.267	82.392	13.834	0.013	1.613	0.030	1.171	0.035	1.566	0.022
286	1076.3	3599.16	13.835	0.008	0.523	0.017	-0.013	0.017	0.519	0.015
287	73.651	109.72	13.844	0.021	0.555	0.044	0.096	0.050	0.593	0.025
288	3321.07	2183.93	13.856	0.011	0.237	0.015	-0.098	0.012	0.34	0.015
289	488.184	1873.15	13.861	0.010	0.729	0.014	0.341	0.012	0.844	0.015
290	3133.26	1496.9	13.863	0.009	1.152	0.012	0.695	0.009	1.271	0.017
291	1150.69	1620.02	13.873	0.006	0.47	0.010	0.037	0.009	0.54	0.012
292	1949.75	282.101	13.873	0.011	0.618	0.015	0.192	0.012	0.639	0.018
293	3172.08	3803.52	13.875	0.011	1.546	0.040	1.283	0.044	1.714	0.022
294	1247.86	2199.27	13.879	0.007	0.577	0.012	0.138	0.011	0.618	0.011
295	1026.38	1182.49	13.881	0.010	0.401	0.017	0.252	0.016	0.479	0.017
296	1500.62	1836.37	13.886	0.007	0.688	0.012	0.29	0.011	0.742	0.014
297	2298.76	1733.23	13.894	0.010	0.381	0.016	-0.39	0.015	0.495	0.013
298	963.088	758.216	13.91	0.009	1.349	0.017	1.065	0.018	1.386	0.016
299	3059.17	2483.17	13.923	0.011	0.199	0.015	-0.253	0.011	0.31	0.014
300	1378.97	1517.88	13.924	0.007	0.47	0.011	6.00E-03	0.009	0.521	0.012
301	2716.86	3191.91	13.924	0.011	0.602	0.016	0.353	0.014	0.739	0.015
302	816.253	1560.81	13.93	0.009	0.448	0.013	-0.362	0.012	0.566	0.012
303	2362.67	253.964	13.934	0.010	0.286	0.014	-0.382	0.011	0.336	0.019
304	411.299	713.995	13.938	0.009	0.455	0.022	0.091	0.031	0.497	0.014
305	3414.8	3697.15	13.939	0.011	0.579	0.037	0.104	0.039	0.646	0.017
306	2612.32	2328.52	13.956	0.010	0.459	0.015	0.043	0.013	0.51	0.013
307	201.284	1730.44	13.957	0.010	0.616	0.020	0.203	0.020	0.756	0.017
308	2835.22	2101.05	13.961	0.009	0.68	0.014	0.32	0.012	0.674	0.013
309	2977.19	909.942	13.968	0.007	0.23	0.011	-0.072	0.009	-1.612	0.109
310	1980.31	3408.08	13.975	0.006	1.353	0.012	1.047	0.012	1.404	0.014
311	3579.79	3048.92	13.979	0.009	0.553	0.018	0.162	0.018	0.661	0.011
312	4102.98	956.935	13.98	0.009	0.419	0.013	-0.239	0.011	0.443	0.021
313	3005.71	65.697	13.984	0.010	0.722	0.017	0.341	0.016	0.646	0.024
314	2138.19	322.092	13.987	0.010	1.436	0.013	1.355	0.011	1.482	0.016
315	1623.29	3205.92	13.993	0.006	0.295	0.011	-0.035	0.011	0.386	0.011
316	1399.61	1473.79	13.998	0.008	0.475	0.011	0.031	0.009	-1.243	0.297
