
# Thu 12:03:58 15-Feb-2018
# List of observations files:
#		daom_rup41.obs
# Config:	noche.cfg
# Parameters:	noche_all.ans
#
# Computed indices for program and standard objects
#
# Columns: 
#	1	object id
#	2	x
#	3	y
#	4	V
#	5	error(V)
#	6	BV
#	7	error(BV)
#	8	UB
#	9	error(UB)
#	10	VI
#	11	error(VI)
#
id              x        y      V     eV      BV     eBV       UB    eUB      VI     eVI
89         1083.30 1929.04 13.249  0.035   0.178   0.045   0.178   0.035   0.740   0.046  
90         3394.48 1811.03 13.059  0.019   0.575   0.026   0.040   0.026   1.038   0.041  
91         4054.60 489.618 14.382  0.100   -1.571  0.114   INDEF   INDEF   2.357   0.102  
92         1780.19 1775.02 13.275  0.028   0.180   0.033   0.011   0.024   0.840   0.033  
93         2429.58 1539.10 13.156  0.026   0.292   0.033   INDEF   INDEF   0.906   0.044  
94         4071.99 119.362 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
95         1014.47 2014.55 17.551  0.449   -4.401  0.479   4.343   0.317   5.144   0.426  
96         366.051 3075.42 17.397  0.140   -4.669  0.158   2.080   0.113   INDEF   INDEF  
97         230.977 4061.72 13.557  0.043   0.054   0.056   0.126   0.046   INDEF   INDEF  
98         3182.87 1506.82 12.408  0.027   1.154   0.032   1.103   0.022   1.582   0.044  
99         2479.48 526.855 13.330  0.033   0.119   0.041   0.059   0.042   0.663   0.048  
100        761.935 3973.88 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
101        1942.66 3049.64 13.305  0.036   0.248   0.041   0.091   0.034   0.842   0.044  
102        2489.22 3036.45 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
103        2329.74 2288.29 12.416  0.029   0.957   0.040   1.024   0.033   1.522   0.048  
104        3600.68 2235.15 12.747  0.057   1.670   0.063   -1.916  0.029   INDEF   INDEF  
105        199.092 1699.96 13.320  0.070   0.202   0.087   0.321   0.070   1.000   0.098  
106        556.871 1926.01 13.359  0.051   0.059   0.064   -0.408  0.059   0.750   0.061  
107        1822.69 2050.08 12.931  0.048   0.710   0.053   0.560   0.031   -5.009  0.119  
108        1055.64 742.331 13.186  0.032   0.516   0.041   0.123   0.034   1.051   0.055  
109        388.922 1005.72 13.231  0.051   -0.172  0.070   0.344   0.073   0.600   0.063  
110        3617.65 3906.65 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
111        3309.87 3908.28 13.281  0.025   0.307   0.033   -0.002  0.031   0.732   0.037  
112        1821.19 2051.13 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
113        4073.03 115.097 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
114        3159.76 3194.51 13.427  0.020   0.145   0.027   -0.257  0.025   0.606   0.027  
115        2988.17 1408.70 13.448  0.022   0.283   0.026   -0.026  0.025   0.825   0.040  
116        1034.87 1472.18 18.406  0.044   0.634   0.064   -9.364  0.052   1.574   0.051  
117        3236.55 1826.32 13.445  0.029   0.339   0.036   0.054   0.030   0.706   0.078  
118        3129.81 484.561 13.282  0.042   0.438   0.048   0.046   0.043   0.911   0.056  
119        4009.43 2121.59 13.299  0.023   0.276   0.033   -0.081  0.040   0.715   0.037  
120        3240.23 1823.37 12.783  0.016   0.876   0.022   0.734   0.019   1.357   0.036  
121        2643.72 741.573 13.464  0.031   0.326   0.037   -0.384  0.035   0.840   0.041  
122        3746.28 2471.80 13.483  0.019   0.244   0.026   -0.084  0.032   0.690   0.040  
123        1926.84 1932.77 13.650  0.027   0.030   0.031   -0.143  0.023   0.752   0.031  
124        2135.93 2988.68 13.380  0.035   0.150   0.039   0.147   0.034   -4.849  0.047  
125        2914.77 409.542 13.380  0.041   0.433   0.051   0.005   0.046   0.956   0.054  
126        3406.21 3061.10 13.294  0.019   3.586   0.055   -4.424  0.059   0.226   0.028  
127        509.161 3689.58 15.217  0.100   -1.463  0.109   0.219   0.034   2.516   0.100  
128        407.130 3184.45 13.394  0.060   0.500   0.066   0.451   0.036   1.252   0.070  
129        3927.87 2882.04 13.272  0.015   0.247   0.024   -0.000  0.033   -0.443  0.027  
130        714.692 1311.47 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
131        362.007 1502.82 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
132        3185.28 1638.94 13.243  0.018   0.721   0.024   0.431   0.022   1.127   0.038  
133        1604.86 3289.42 13.538  0.044   0.337   0.050   0.090   0.034   0.928   0.050  
134        2976.62 341.778 13.452  0.043   0.437   0.053   0.239   0.048   1.064   0.057  
135        4081.36 2645.03 13.050  0.018   1.111   0.026   0.847   0.038   1.567   0.043  
136        2743.12 1366.87 13.491  0.024   0.498   0.029   0.093   0.023   1.023   0.033  
137        1580.36 1636.55 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
138        3426.68 454.928 13.535  0.036   0.229   0.044   0.043   0.048   0.915   0.043  
139        2905.15 2311.15 13.867  0.022   0.183   0.026   -0.387  0.020   0.757   0.030  
140        2243.74 3556.42 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
141        3832.57 2899.58 13.540  0.018   0.313   0.026   0.004   0.029   0.837   0.028  
142        1897.04 1327.11 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
143        1454.89 640.692 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
144        1324.69 3632.61 12.918  0.031   1.034   0.039   0.937   0.030   1.615   0.048  
145        2831.67 2472.24 13.417  0.020   0.555   0.026   0.137   0.022   -6.046  0.061  
146        2556.34 1085.71 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
147        1408.36 1752.60 13.706  0.041   0.290   0.047   0.007   0.028   0.994   0.045  
148        2568.56 1512.44 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
149        3719.62 2715.99 13.215  0.018   0.889   0.025   0.609   0.028   1.428   0.031  
150        3005.79 3445.13 13.054  0.023   1.081   0.026   0.800   0.024   1.536   0.043  
151        3330.51 3832.54 13.327  0.033   0.733   0.039   0.347   0.024   1.121   0.045  
152        2497.57 1841.19 13.562  0.025   0.358   0.035   0.114   0.030   0.961   0.032  
153        4096.05 2634.92 12.859  0.018   1.065   0.025   0.822   0.038   -5.685  0.050  
154        1569.50 1224.43 13.485  0.024   0.592   0.035   0.159   0.031   1.195   0.036  
155        467.237 4037.40 13.361  0.038   0.450   0.047   0.230   0.040   -5.755  0.079  
156        3745.35 1022.76 13.715  0.022   0.261   0.029   -0.337  0.029   0.662   0.031  
157        889.727 3207.34 13.690  0.027   0.271   0.034   0.171   0.030   0.882   0.039  
158        1439.22 1288.03 12.512  0.028   1.633   0.039   1.569   0.036   2.196   0.036  
159        2226.38 2256.04 13.740  0.020   0.114   0.033   0.156   0.032   0.717   0.031  
160        4056.07 487.072 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
161        1970.37 2231.09 13.726  0.041   0.233   0.047   0.077   0.031   0.862   0.046  
162        2226.61 1636.02 12.487  0.033   1.520   0.039   1.461   0.027   2.025   0.044  
163        2841.84 2373.82 13.868  0.022   0.268   0.027   0.185   0.021   INDEF   INDEF  
164        4004.79 709.920 13.536  0.033   0.485   0.041   0.101   0.041   1.097   0.041  
165        1031.37 3203.70 12.310  0.045   3.779   0.316   -4.223  0.347   -6.267  0.053  
166        3648.77 3140.34 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
167        3314.44 1469.00 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
168        1873.34 3395.22 13.863  0.038   0.172   0.044   -0.036  0.040   0.708   0.049  
169        543.226 2684.68 21.014  0.059   -10.359 0.078   10.767  0.148   10.160  0.068  
170        2909.91 3264.72 13.760  0.024   0.200   0.030   -0.031  0.029   0.718   0.032  
171        3365.56 1896.64 12.936  0.017   0.601   0.027   0.167   0.028   -5.267  0.032  
172        2695.06 3714.70 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
173        112.923 1258.34 12.756  0.062   0.298   0.131   0.477   0.131   -4.338  0.085  
174        59.372  954.258 13.635  0.051   0.065   0.077   0.608   0.070   0.777   0.066  
175        2534.80 1792.47 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
176        2003.01 3756.52 12.959  0.036   1.187   0.044   1.091   0.036   1.661   0.062  
177        2448.92 1286.57 13.857  0.027   0.278   0.034   -0.029  0.027   0.933   0.036  
178        166.088 177.533 13.453  0.040   1.968   0.126   -1.922  0.136   0.603   0.054  
179        168.895 180.392 15.565  0.122   -1.974  0.137   2.422   0.097   INDEF   INDEF  
180        1523.85 679.359 13.748  0.031   0.430   0.043   -0.026  0.039   0.948   0.045  
181        890.655 619.041 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
182        492.699 3353.53 13.387  0.056   2.760   0.155   -2.266  0.161   1.087   0.062  
183        1061.65 3856.84 13.380  0.031   2.355   0.103   -2.261  0.109   -6.135  0.060  
184        3050.46 3359.93 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
185        3598.31 2241.22 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
186        1843.90 3027.69 13.839  0.036   0.201   0.042   0.225   0.035   0.785   0.043  
187        261.914 3987.71 13.563  0.043   0.667   0.054   8.754   0.223   INDEF   INDEF  
188        2699.82 885.073 13.881  0.027   0.212   0.034   0.118   0.027   0.671   0.036  
189        2106.80 2044.01 13.517  0.025   0.228   0.030   -0.004  0.025   -5.972  0.040  
190        3924.07 1849.92 13.843  0.023   0.288   0.034   -0.065  0.035   0.833   0.037  
191        1245.38 2595.25 13.317  0.030   0.851   0.038   0.835   0.031   1.495   0.042  
192        3272.54 2176.13 13.042  0.021   1.110   0.028   1.015   0.024   1.535   0.042  
193        797.530 526.543 13.671  0.037   0.328   0.050   0.468   0.046   1.004   0.047  
194        4103.62 2238.08 13.824  0.027   0.417   0.035   -0.074  0.041   0.992   0.045  
195        2944.27 2945.14 13.917  0.023   0.182   0.028   -0.109  0.023   0.630   0.028  
196        906.467 65.451  13.184  0.035   3.693   0.113   -2.994  0.123   0.910   0.063  
197        3199.11 3960.20 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
198        2379.32 1235.13 12.930  0.019   0.347   0.027   9.437   0.600   -5.283  0.033  
199        798.133 424.149 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
200        989.502 2297.02 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
201        1932.36 1741.31 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
202        3618.74 1738.07 13.847  0.017   0.401   0.025   0.121   0.025   0.944   0.032  
203        2277.00 1591.20 13.631  0.023   0.290   0.029   0.004   0.024   -5.112  0.039  
204        1933.08 1746.15 17.792  0.327   -3.994  0.349   6.250   0.460   -2.089  0.313  
205        1380.60 1226.24 13.854  0.025   0.422   0.039   -0.031  0.035   0.972   0.032  
206        653.536 2860.09 13.876  0.036   0.397   0.043   0.134   0.030   1.080   0.044  
207        716.021 2142.13 12.200  0.067   0.252   0.089   0.210   0.066   -6.817  0.074  
208        1940.42 1887.55 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
209        313.059 998.439 13.805  0.052   0.160   0.071   0.545   0.063   0.957   0.064  
210        2879.59 4071.03 13.986  0.027   0.383   0.034   -0.408  0.027   -1.928  0.045  
211        2156.16 3670.96 13.945  0.035   0.387   0.041   0.231   0.029   0.964   0.051  
212        496.716 3053.18 12.440  0.073   4.306   0.216   INDEF   INDEF   -4.927  0.191  
213        549.154 143.759 15.235  0.120   -1.517  0.136   2.052   0.085   -0.131  0.389  
214        3585.15 1645.30 13.368  0.016   0.176   0.024   -0.268  0.025   -6.112  0.027  
215        3635.28 2256.55 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
216        2338.48 1977.17 13.934  0.022   0.233   0.032   0.180   0.030   0.837   0.030  
217        3321.25 3770.47 12.901  0.023   1.359   0.030   1.304   0.025   1.796   0.048  
218        3060.00 2856.44 13.573  0.023   0.836   0.029   0.431   0.023   1.217   0.043  
219        3769.64 2617.93 13.339  0.018   1.252   0.025   1.002   0.032   1.713   0.037  
220        1527.94 1840.08 14.103  0.031   0.233   0.036   0.197   0.025   0.907   0.039  
221        1058.44 3858.82 15.977  0.213   -2.245  0.229   2.078   0.075   3.147   0.203  
222        1827.35 2579.63 13.861  0.032   0.368   0.041   0.370   0.035   1.029   0.040  
223        108.937 1831.97 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
224        1854.62 1701.44 14.116  0.031   0.182   0.036   -0.027  0.025   -5.584  0.059  
225        1913.22 1088.87 14.027  0.025   0.392   0.034   0.033   0.028   1.056   0.034  
226        3025.28 2932.06 14.055  0.021   0.520   0.027   -0.056  0.023   INDEF   INDEF  
227        272.222 2145.90 14.008  0.061   0.227   0.074   0.383   0.061   0.899   0.076  
228        2724.23 1412.55 14.056  0.028   0.419   0.033   -0.106  0.025   0.996   0.036  
229        2748.93 2008.17 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
230        4054.14 3933.18 13.496  0.023   1.026   0.033   0.433   0.030   1.461   0.043  
231        2157.34 3689.22 14.031  0.036   0.510   0.043   0.193   0.032   INDEF   INDEF  
232        425.535 2895.17 13.229  0.036   0.038   0.041   0.361   0.037   -5.286  0.043  
233        2171.75 1856.60 14.078  0.026   0.250   0.032   0.168   0.024   0.912   0.032  
234        3917.70 3327.60 13.173  0.016   1.623   0.025   1.477   0.031   2.128   0.037  
235        80.622  3268.00 13.507  0.071   0.223   0.084   0.390   0.052   -3.802  0.084  
236        1418.44 1009.31 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
237        2373.96 3558.75 14.116  0.034   0.481   0.040   0.045   0.028   1.033   0.066  
238        1818.39 3005.00 14.031  0.030   0.463   0.034   0.144   0.031   1.061   0.036  
239        1225.44 1972.78 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
240        3234.66 1610.55 13.896  0.018   0.641   0.024   0.193   0.023   1.095   0.027  
241        1227.89 1977.21 18.435  0.261   -4.308  0.279   INDEF   INDEF   5.400   0.249  
242        765.671 3971.33 11.624  0.041   3.732   0.131   -0.200  0.138   INDEF   INDEF  
243        259.523 3989.20 14.195  0.046   1.519   0.088   -1.587  0.086   1.772   0.055  
244        1401.00 1631.65 14.106  0.029   0.360   0.038   0.059   0.031   0.972   0.037  
245        2404.98 3092.77 14.250  0.029   0.179   0.033   0.088   0.028   0.693   0.037  
246        1304.05 3758.24 14.056  0.033   0.417   0.048   0.224   0.043   1.009   0.052  
247        110.892 1835.76 17.523  0.309   -3.801  0.333   4.410   0.178   4.344   0.297  
248        3484.26 3982.98 13.718  0.023   0.796   0.032   0.521   0.029   1.276   0.040  
249        1143.86 1371.85 13.331  0.027   2.003   0.037   1.017   0.038   3.551   0.037  
250        2019.61 3172.10 20.207  0.054   -7.988  0.068   0.867   0.055   6.259   0.058  
251        3380.80 1864.30 14.075  0.017   0.521   0.025   -0.018  0.024   1.029   0.029  
252        3685.25 3176.59 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
253        992.056 2300.09 17.888  0.191   -3.931  0.204   2.857   0.200   4.463   0.182  
254        1920.82 2217.38 13.719  0.037   0.690   0.044   0.925   0.034   -4.253  0.149  
255        2329.55 2501.96 13.011  0.024   0.107   0.035   -0.349  0.034   -6.143  0.032  
256        727.233 1903.78 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
257        3315.11 779.503 14.076  0.025   0.497   0.030   -0.035  0.030   0.983   0.033  
258        820.451 164.611 14.065  0.033   0.197   0.054   0.314   0.057   0.724   0.050  
259        2106.84 3393.92 14.354  0.035   0.192   0.039   0.128   0.029   -4.829  0.072  
260        3687.76 3831.84 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
261        3844.28 3034.12 13.258  0.016   0.079   0.025   -0.641  0.030   -5.752  0.026  
262        755.515 842.510 13.568  0.039   1.103   0.049   1.014   0.047   1.780   0.055  
263        2026.49 1309.17 14.313  0.027   0.369   0.036   0.092   0.030   INDEF   INDEF  
264        2520.93 3752.40 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
265        2495.99 3046.05 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
266        2713.32 3893.16 14.211  0.028   0.412   0.035   0.133   0.026   0.898   0.044  
267        879.978 174.996 13.446  0.052   8.104   0.476   -8.147  0.525   INDEF   INDEF  
268        68.923  3804.20 20.479  0.091   -4.855  0.120   -4.018  0.087   2.372   0.106  
269        2918.62 2482.46 14.265  0.018   0.298   0.023   0.084   0.020   0.798   0.027  
270        3210.59 526.832 13.475  0.037   1.302   0.045   1.189   0.045   1.836   0.054  
271        1921.96 2219.95 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
272        3447.55 2326.03 14.285  0.036   0.400   0.042   0.071   0.031   1.040   0.052  
273        3133.50 2008.05 20.438  0.323   -7.087  0.344   1.791   0.036   1.097   0.307  
274        319.336 3457.02 15.604  0.158   -1.350  0.170   1.932   0.091   2.338   0.153  
275        436.546 1050.65 13.595  0.053   0.317   0.071   0.337   0.062   -6.061  0.085  
276        422.531 356.110 14.875  0.054   -1.812  0.073   1.890   0.085   -0.168  0.073  
277        1968.24 1327.25 13.088  0.025   1.627   0.036   1.690   0.035   1.765   0.035  
278        3841.41 3854.70 14.290  0.024   0.361   0.036   0.021   0.030   0.841   0.031  
279        1347.37 4004.79 14.187  0.031   2.230   0.102   -2.206  0.108   0.594   0.047  
280        2153.22 1934.28 14.336  0.020   0.380   0.027   0.144   0.025   INDEF   INDEF  
281        737.713 3347.54 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
282        806.380 56.419  11.745  0.048   3.190   0.101   -3.036  0.105   -6.784  0.063  
283        2417.25 3633.06 14.280  0.034   0.500   0.040   0.011   0.028   1.071   0.051  
284        2039.58 192.331 14.284  0.042   0.390   0.060   -0.133  0.054   0.923   0.057  
285        463.882 4039.55 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
286        3005.01 1385.43 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
287        2416.57 734.469 13.707  0.024   0.394   0.031   0.126   0.031   -5.269  0.040  
288        2623.16 1421.22 20.666  0.077   -6.806  0.084   0.791   0.027   2.447   0.084  
