
# Thu 12:03:58 15-Feb-2018
# List of observations files:
#		daom_rup41.obs
# Config:	noche.cfg
# Parameters:	noche_all.ans
#
# Computed indices for program and standard objects
#
# Columns: 
#	1	object id
#	2	x
#	3	y
#	4	V
#	5	error(V)
#	6	BV
#	7	error(BV)
#	8	UB
#	9	error(UB)
#	10	VI
#	11	error(VI)
#
id              x        y      V     eV      BV     eBV       UB    eUB      VI     eVI
4562       4101.70 1547.60 17.576  0.015   0.837   0.024   0.056   0.040   1.502   0.023  
4563       3206.35 885.329 17.516  0.025   0.881   0.031   0.214   0.043   1.429   0.033  
4564       3511.28 3843.48 17.450  0.021   0.925   0.027   0.439   0.035   1.395   0.026  
4565       664.641 4044.67 17.609  0.026   0.734   0.032   0.441   0.042   1.593   0.031  
4566       3720.97 2948.41 17.580  0.014   0.765   0.020   0.102   0.031   1.309   0.022  
4567       2371.35 1088.10 17.594  0.049   0.795   0.061   0.272   0.063   1.654   0.063  
4568       1682.03 916.080 17.320  0.031   1.431   0.042   0.874   0.055   2.271   0.042  
4569       1687.69 3795.32 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4570       499.877 106.256 17.260  0.034   1.794   0.076   0.097   0.085   1.611   0.043  
4571       2718.70 2752.12 17.618  0.022   0.723   0.029   0.129   0.034   1.363   0.032  
4572       2906.69 2850.92 17.606  0.020   0.659   0.026   0.070   0.031   1.232   0.025  
4573       3986.72 47.478  16.926  0.031   0.814   0.040   0.699   0.043   -2.143  0.043  
4574       1355.44 3866.53 17.522  0.026   0.805   0.035   0.188   0.041   1.428   0.029  
4575       1388.37 1737.39 17.672  0.029   0.541   0.036   0.442   0.045   1.292   0.037  
4576       1977.18 3241.01 17.588  0.028   0.783   0.032   0.356   0.043   1.481   0.034  
4577       3019.99 1527.28 17.580  0.023   0.803   0.028   0.124   0.029   1.400   0.031  
4578       3677.23 1830.67 17.627  0.017   0.711   0.023   0.067   0.027   1.350   0.024  
4579       1730.69 1913.09 17.626  0.028   0.703   0.034   0.335   0.041   1.529   0.032  
4580       1342.87 3231.02 17.637  0.026   0.638   0.033   0.183   0.038   1.354   0.032  
4581       4048.04 1224.02 17.575  0.015   0.805   0.023   0.145   0.039   1.404   0.024  
4582       1811.07 4007.73 17.414  0.027   0.952   0.036   1.048   0.048   1.489   0.036  
4583       273.330 997.044 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4584       3393.29 3038.85 17.578  0.015   0.787   0.020   0.111   0.023   1.338   0.022  
4585       3756.74 441.701 18.620  0.132   -1.143  0.141   4.516   0.645   -1.360  0.128  
4586       2428.28 2271.30 17.476  0.026   0.830   0.034   0.437   0.029   1.466   0.033  
4587       3032.08 1075.73 17.625  0.026   0.755   0.031   0.059   0.031   1.365   0.035  
4588       788.537 1803.69 17.551  0.038   0.773   0.050   0.395   0.050   1.501   0.046  
4589       2047.24 1531.69 17.558  0.027   0.765   0.033   0.601   0.035   1.561   0.029  
4590       949.017 2419.11 17.652  0.032   0.664   0.039   0.316   0.043   1.493   0.040  
4591       3005.14 1125.26 17.519  0.018   0.933   0.023   0.259   0.031   1.588   0.025  
4592       3199.48 3736.78 17.503  0.018   0.996   0.027   -0.175  0.033   1.285   0.028  
4593       657.837 3875.35 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4594       1140.40 756.046 17.524  0.031   0.906   0.041   0.391   0.046   1.631   0.039  
4595       1871.48 865.269 17.573  0.030   0.780   0.041   0.315   0.042   1.523   0.039  
4596       471.396 3097.61 17.270  0.031   1.479   0.038   1.383   0.055   2.213   0.038  
4597       2344.44 117.166 17.602  0.036   0.790   0.048   0.134   0.051   1.502   0.048  
4598       2344.68 1532.14 16.952  0.027   1.345   0.036   0.880   0.041   -2.987  0.072  
4599       1958.31 560.885 17.395  0.034   1.022   0.042   1.291   0.053   1.749   0.043  
4600       2546.10 2092.34 17.418  0.030   0.962   0.038   1.169   0.045   1.691   0.037  
4601       2018.50 2632.88 17.493  0.022   0.786   0.031   0.756   0.043   1.403   0.026  
4602       507.049 2360.79 17.606  0.034   0.790   0.043   0.445   0.087   1.596   0.042  
4603       2583.18 2448.38 17.693  0.028   0.569   0.035   0.114   0.034   1.201   0.035  
4604       3058.81 1329.05 17.596  0.025   0.778   0.031   0.136   0.034   1.465   0.030  
4605       358.732 2016.89 17.586  0.041   0.797   0.051   0.484   0.059   1.636   0.047  
4606       2254.66 1923.17 17.648  0.027   0.663   0.034   0.247   0.037   1.425   0.034  
4607       39.228  1408.82 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4608       603.594 2877.79 17.336  0.032   1.350   0.039   1.145   0.051   2.113   0.038  
4609       3445.86 239.591 17.551  0.036   0.817   0.045   0.334   0.047   1.498   0.043  
4610       3275.72 2203.88 17.702  0.022   0.626   0.026   -0.032  0.028   1.236   0.028  
4611       3491.78 2470.80 17.639  0.018   0.736   0.022   0.049   0.030   1.288   0.027  
4612       4066.53 311.440 17.244  0.034   1.477   0.043   1.327   0.065   2.188   0.046  
4613       2168.21 2887.85 17.579  0.025   0.813   0.030   0.317   0.030   1.580   0.029  
4614       652.983 3021.14 17.666  0.031   0.677   0.037   0.267   0.037   1.561   0.037  
4615       3328.13 2572.73 17.362  0.016   1.229   0.021   0.713   0.036   1.769   0.023  
4616       4001.79 153.849 17.539  0.031   0.892   0.038   0.412   0.056   1.600   0.042  
4617       1567.59 3260.18 19.626  0.037   0.822   0.056   -5.717  0.052   1.572   0.047  
4618       2270.10 3195.81 17.653  0.025   0.719   0.030   0.238   0.037   1.311   0.040  
4619       1709.14 2531.88 17.532  0.025   0.717   0.032   0.754   0.044   1.354   0.029  
4620       3762.12 2454.56 17.619  0.015   0.740   0.021   0.072   0.041   1.413   0.023  
4621       106.765 1871.53 19.291  0.053   -2.510  0.065   4.250   0.093   1.874   0.063  
4622       2135.46 2376.48 17.502  0.022   0.773   0.032   0.678   0.039   1.410   0.027  
4623       1990.95 4.704   17.252  0.034   1.579   0.049   1.169   0.071   2.211   0.050  
4624       4058.71 2211.59 17.629  0.016   0.670   0.023   0.004   0.045   1.307   0.024  
4625       3674.04 2364.27 17.646  0.018   0.672   0.024   -0.084  0.037   1.199   0.027  
4626       1850.62 2901.64 17.623  0.025   0.560   0.031   0.284   0.041   1.223   0.028  
4627       1167.86 679.666 17.586  0.031   0.805   0.040   0.313   0.041   1.592   0.041  
4628       814.229 198.976 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4629       1923.41 1860.89 17.714  0.030   0.554   0.035   0.193   0.034   1.331   0.033  
4630       3756.03 2735.96 17.671  0.015   0.562   0.021   0.083   0.034   1.113   0.023  
4631       792.675 3541.38 17.517  0.028   0.944   0.035   1.052   0.078   1.626   0.037  
4632       3880.12 1560.49 17.623  0.014   0.640   0.023   0.176   0.035   1.230   0.023  
4633       2248.01 4028.32 17.667  0.025   0.688   0.032   0.075   0.034   1.334   0.035  
4634       904.427 558.544 17.634  0.037   0.678   0.044   0.528   0.046   1.495   0.046  
4635       1453.51 1211.90 16.509  0.022   0.848   0.035   0.318   0.038   -3.211  0.030  
4636       1846.84 2444.23 17.639  0.027   0.526   0.034   0.352   0.039   1.321   0.030  
4637       1041.36 1470.47 17.578  0.042   0.732   0.060   0.785   0.075   1.609   0.050  
4638       3937.52 1242.10 17.588  0.016   0.813   0.026   0.139   0.033   1.382   0.026  
4639       2037.14 3623.46 17.636  0.027   0.766   0.031   0.176   0.099   1.421   0.038  
4640       3593.71 1590.66 17.549  0.015   0.840   0.021   0.356   0.033   1.361   0.023  
4641       2585.25 1932.69 17.474  0.032   0.847   0.041   0.874   0.044   1.499   0.039  
4642       1869.90 743.450 17.373  0.028   1.430   0.040   0.972   0.057   2.137   0.038  
4643       2990.18 2722.40 17.564  0.019   0.802   0.024   0.229   0.030   1.279   0.026  
4644       1924.44 29.938  17.533  0.038   0.794   0.053   0.370   0.055   1.378   0.048  
4645       1629.77 3603.90 17.576  0.026   0.828   0.032   0.534   0.063   1.498   0.032  
4646       1232.22 1590.33 17.641  0.031   0.699   0.040   0.335   0.042   1.535   0.038  
4647       2672.87 3462.95 17.650  0.021   0.736   0.026   0.147   0.040   1.329   0.034  
4648       232.984 584.404 21.117  0.090   -4.635  0.102   2.197   0.129   1.675   0.097  
4649       810.245 2468.86 17.585  0.034   0.780   0.041   0.364   0.042   1.475   0.041  
4650       484.761 944.524 16.893  0.038   5.059   0.092   -4.199  0.105   1.132   0.045  
4651       346.519 1427.12 16.168  0.046   5.008   0.067   -3.684  0.072   1.007   0.054  
4652       2278.81 3126.33 17.443  0.024   1.104   0.028   0.719   0.086   1.778   0.030  
4653       3402.27 3022.95 17.709  0.015   0.634   0.021   -0.079  0.022   1.154   0.022  
4654       3997.26 1375.17 17.544  0.013   0.988   0.023   0.354   0.037   1.559   0.022  
4655       3604.21 313.556 16.601  0.030   0.934   0.036   0.891   0.041   -2.754  0.036  
4656       4011.76 3126.98 17.540  0.014   0.868   0.022   0.239   0.044   1.307   0.022  
4657       3196.01 831.547 17.569  0.024   0.831   0.029   0.218   0.041   1.384   0.032  
4658       1768.20 331.807 17.624  0.036   0.709   0.046   0.358   0.052   1.455   0.047  
4659       2770.16 2974.35 17.641  0.022   0.594   0.027   0.175   0.033   1.225   0.026  
4660       727.767 1363.70 17.617  0.034   0.696   0.047   0.247   0.053   1.389   0.043  
4661       4017.47 3804.67 17.558  0.019   0.871   0.026   0.087   0.030   1.405   0.026  
4662       2817.47 3729.59 17.480  0.022   0.918   0.026   0.719   0.032   1.446   0.036  
4663       1950.30 234.663 17.534  0.035   0.954   0.046   0.277   0.054   1.640   0.047  
4664       1145.34 1552.64 17.665  0.027   0.606   0.038   0.256   0.045   1.342   0.037  
4665       1665.55 3434.30 17.656  0.026   0.728   0.031   0.209   0.036   1.474   0.034  
4666       1180.84 3387.67 17.488  0.024   1.023   0.032   0.774   0.043   1.748   0.031  
4667       3458.16 828.068 17.568  0.024   0.762   0.029   0.360   0.040   1.251   0.030  
4668       1858.06 3958.07 17.651  0.024   0.670   0.033   0.114   0.040   1.245   0.035  
4669       1716.90 1994.80 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4670       2567.23 1221.35 17.440  0.028   1.128   0.037   1.134   0.051   1.878   0.036  
4671       92.723  1358.42 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4672       618.805 1896.29 17.682  0.038   0.531   0.050   0.427   0.050   1.379   0.046  
4673       3819.15 2670.31 17.649  0.015   0.676   0.021   -0.005  0.037   1.231   0.023  
4674       2234.62 2965.89 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4675       1170.95 3697.09 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4676       2698.91 3683.92 17.683  0.019   0.676   0.024   0.445   0.095   1.282   0.032  
4677       3895.43 1571.24 17.549  0.014   0.988   0.022   0.286   0.040   1.552   0.023  
4678       2748.81 1880.87 17.372  0.031   1.276   0.038   0.818   0.043   1.992   0.037  
4679       1973.52 3616.07 17.579  0.027   0.819   0.032   0.378   0.037   1.374   0.036  
4680       4097.31 1770.03 17.812  0.020   0.291   0.029   -0.033  0.040   0.846   0.032  
4681       3774.64 3092.09 17.533  0.012   0.976   0.019   0.579   0.034   1.522   0.021  
4682       111.161 2569.24 17.549  0.052   0.925   0.063   0.605   0.065   1.738   0.059  
4683       3148.72 3720.75 17.598  0.020   0.793   0.025   0.261   0.034   1.365   0.028  
4684       1065.61 3629.71 17.489  0.027   1.031   0.034   0.726   0.045   1.713   0.033  
4685       1859.59 3504.84 17.585  0.027   0.814   0.032   0.499   0.043   1.433   0.034  
4686       2010.64 86.739  17.596  0.037   0.848   0.051   0.232   0.056   1.582   0.047  
4687       2259.68 3894.73 16.909  0.022   1.412   0.028   0.975   0.038   -2.526  0.047  
4688       2673.04 3058.18 17.682  0.020   0.593   0.026   0.054   0.033   1.191   0.026  
4689       176.258 3712.67 17.285  0.043   2.383   0.107   -1.558  0.139   1.226   0.054  
4690       3322.37 2584.39 17.701  0.019   0.664   0.022   -0.005  0.025   1.188   0.025  
4691       1584.77 200.355 17.594  0.036   0.720   0.048   0.502   0.056   1.421   0.046  
4692       2348.93 624.303 17.543  0.024   0.953   0.033   0.278   0.047   1.561   0.037  
4693       432.879 3517.93 17.362  0.031   2.936   0.098   -2.096  0.109   1.417   0.039  
4694       1616.08 157.689 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4695       3675.92 2943.93 17.698  0.012   0.630   0.018   -0.063  0.030   1.147   0.022  
4696       1744.85 1628.29 17.659  0.029   0.732   0.035   0.249   0.038   1.564   0.032  
4697       1634.96 1665.08 17.669  0.026   0.657   0.033   0.276   0.037   1.479   0.030  
4698       3389.04 2007.68 17.298  0.054   0.721   0.071   0.929   0.075   0.587   0.065  
4699       38.574  1522.07 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4700       2135.72 2252.14 17.464  0.024   1.297   0.032   1.142   0.054   2.056   0.031  
4701       3078.36 2915.62 17.588  0.017   0.793   0.023   0.167   0.025   1.354   0.022  
4702       1480.86 1182.42 18.506  0.033   -1.270  0.044   2.512   0.121   1.707   0.039  
4703       3223.36 1385.18 17.660  0.021   0.705   0.026   0.050   0.034   1.264   0.028  
4704       2705.76 3276.25 17.571  0.020   0.812   0.026   0.343   0.037   1.329   0.027  
4705       564.357 1815.27 17.643  0.041   0.635   0.054   0.506   0.055   1.441   0.052  
4706       3525.51 1277.82 17.589  0.018   0.829   0.022   0.202   0.028   1.323   0.026  
4707       3990.41 3565.63 17.569  0.017   0.899   0.025   0.052   0.036   1.408   0.024  
4708       3655.10 1036.59 17.496  0.018   0.952   0.025   0.544   0.038   1.332   0.027  
4709       163.561 845.170 19.231  0.123   -1.119  0.136   2.078   0.112   INDEF   INDEF  
4710       2666.47 692.087 17.633  0.028   0.800   0.035   0.167   0.042   1.485   0.039  
4711       696.446 903.523 17.633  0.034   0.736   0.043   0.559   0.057   1.534   0.042  
4712       2341.05 1847.08 17.639  0.029   0.706   0.036   0.396   0.038   1.480   0.035  
4713       2220.10 3163.17 17.704  0.025   0.684   0.028   0.173   0.038   1.319   0.032  
4714       457.214 3517.07 17.632  0.029   0.736   0.035   0.452   0.049   1.445   0.035  
4715       4081.93 478.067 17.665  0.029   0.637   0.038   0.462   0.048   1.440   0.036  
4716       2493.40 2954.73 17.394  0.023   1.206   0.027   0.862   0.036   1.817   0.028  
4717       692.818 453.945 17.657  0.032   0.627   0.044   0.427   0.059   1.406   0.040  
4718       1453.60 1044.00 17.610  0.028   0.752   0.041   0.392   0.043   1.531   0.036  
4719       448.900 2734.15 17.693  0.033   0.641   0.042   0.324   0.044   1.461   0.041  
4720       1840.82 2668.07 17.560  0.024   0.899   0.031   0.686   0.038   1.611   0.026  
4721       3807.07 269.524 17.550  0.033   0.905   0.040   0.579   0.046   1.652   0.041  
4722       3071.43 3097.18 17.505  0.018   0.861   0.024   0.525   0.026   1.321   0.023  
4723       2115.91 171.889 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4724       2700.24 3727.47 17.727  0.020   0.681   0.025   0.144   0.035   1.316   0.038  
4725       1394.29 2364.15 19.740  0.046   1.058   0.060   -6.089  0.047   1.776   0.052  
4726       299.476 1294.59 17.676  0.044   0.621   0.058   1.723   0.147   1.517   0.054  
4727       3957.61 2094.39 17.583  0.016   0.863   0.024   0.669   0.045   1.495   0.024  
4728       3536.08 2596.26 17.602  0.023   0.837   0.027   0.146   0.026   1.318   0.032  
4729       2853.51 823.344 17.524  0.029   0.979   0.036   0.434   0.045   1.632   0.038  
4730       4066.12 2284.39 17.722  0.015   0.514   0.022   0.219   0.086   1.242   0.024  
4731       3722.23 1212.62 17.701  0.014   0.709   0.022   0.101   0.028   1.241   0.033  
4732       2270.68 154.083 17.348  0.035   1.419   0.047   0.964   0.058   2.421   0.049  
4733       2904.86 3161.03 17.605  0.023   0.734   0.031   0.258   0.038   1.353   0.028  
4734       539.135 2338.97 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4735       654.263 4083.78 17.353  0.026   1.362   0.034   1.005   0.052   2.282   0.039  
4736       2308.83 610.618 17.598  0.027   0.841   0.035   0.289   0.042   1.487   0.036  
4737       2474.34 547.713 17.414  0.028   1.216   0.035   0.610   0.049   1.973   0.040  
4738       1883.64 1743.58 17.632  0.026   0.800   0.032   0.352   0.039   1.573   0.030  
4739       1263.70 3078.57 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4740       2613.33 1510.56 17.659  0.028   0.748   0.036   0.142   0.041   1.383   0.038  
4741       1301.60 960.470 17.589  0.028   0.739   0.040   0.400   0.042   1.405   0.035  
4742       73.772  2602.35 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4743       3991.17 90.951  17.577  0.031   0.886   0.035   0.373   0.042   1.550   0.039  
4744       719.013 1844.23 17.725  0.038   0.547   0.048   0.324   0.046   1.343   0.046  
4745       768.557 3519.11 16.036  0.029   2.543   0.167   -2.034  0.184   -3.497  0.035  
4746       3161.14 3565.53 17.600  0.016   0.834   0.022   0.276   0.034   1.370   0.024  
4747       3508.07 3215.50 17.696  0.013   0.654   0.019   -0.011  0.029   1.142   0.022  
4748       975.083 3938.43 17.637  0.022   0.819   0.031   0.113   0.037   1.512   0.027  
4749       168.716 2867.72 17.591  0.047   0.764   0.059   INDEF   INDEF   1.393   0.052  
4750       3072.81 1788.30 17.410  0.023   1.320   0.030   0.844   0.043   1.939   0.029  
4751       1787.79 1720.29 17.685  0.029   0.629   0.034   0.176   0.048   1.412   0.031  
4752       3262.53 3582.21 17.559  0.016   0.857   0.023   0.597   0.032   1.350   0.029  
4753       1710.24 1363.02 17.741  0.031   1.420   0.044   1.059   0.069   2.272   0.034  
4754       1712.05 618.766 17.087  0.030   2.354   0.043   -1.405  0.048   1.398   0.040  
4755       1487.90 3822.68 17.488  0.023   1.169   0.033   0.472   0.037   1.858   0.030  
4756       3475.11 4011.97 19.723  0.193   -0.227  0.224   1.210   0.143   4.313   0.186  
4757       1530.99 2367.81 17.778  0.030   0.523   0.036   0.321   0.044   1.391   0.036  
4758       2099.36 3899.45 17.502  0.024   0.931   0.029   0.768   0.037   1.407   0.036  
4759       1780.74 2879.53 17.604  0.026   0.779   0.032   0.457   0.042   1.459   0.029  
4760       334.823 707.993 19.653  0.040   -3.712  0.055   INDEF   INDEF   2.039   0.050  
4761       1137.39 3748.15 17.638  0.025   0.717   0.031   0.223   0.035   1.384   0.028  
4762       1124.31 2125.35 17.677  0.032   0.704   0.042   0.386   0.048   1.513   0.043  
4763       3968.86 4001.29 17.642  0.022   0.788   0.030   -0.156  0.034   1.261   0.028  
4764       1827.26 1574.41 17.685  0.030   0.636   0.038   0.198   0.040   1.378   0.035  
4765       2992.77 1207.82 17.650  0.025   0.786   0.032   0.120   0.041   1.420   0.033  
4766       2002.05 1688.55 17.563  0.031   0.831   0.039   0.735   0.047   1.484   0.036  
4767       2544.21 3987.70 17.690  0.020   0.762   0.026   0.097   0.028   1.368   0.034  
4768       66.756  649.990 17.484  0.042   2.323   0.236   -1.515  0.262   1.376   0.049  
4769       2993.95 3899.88 17.577  0.020   0.910   0.025   0.297   0.039   1.432   0.031  
4770       2452.96 1873.17 17.483  0.029   1.297   0.038   1.219   0.053   2.069   0.035  
4771       1877.58 1088.33 16.448  0.025   1.478   0.035   1.040   0.040   -3.200  0.039  
4772       2237.61 3398.29 17.685  0.025   0.759   0.028   0.326   0.042   1.407   0.034  
4773       346.838 1499.79 17.672  0.044   0.548   0.056   0.824   0.062   1.412   0.051  
4774       736.377 1090.62 17.604  0.034   0.820   0.047   0.544   0.056   1.561   0.042  
4775       661.147 3454.19 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4776       2487.23 1850.04 17.699  0.028   0.666   0.036   0.261   0.042   1.443   0.034  
4777       10.592  951.294 17.642  0.041   0.589   0.058   0.755   0.074   1.382   0.052  
4778       3215.42 1457.82 17.621  0.022   0.831   0.027   0.114   0.032   1.384   0.028  
4779       2012.21 1957.89 17.691  0.030   0.710   0.035   0.459   0.041   1.550   0.033  
4780       1509.19 3051.27 17.710  0.026   0.583   0.033   0.237   0.035   1.300   0.031  
4781       4045.63 3256.75 17.572  0.014   0.907   0.022   0.350   0.039   1.333   0.022  
4782       1545.66 340.751 17.590  0.036   0.940   0.046   0.397   0.058   1.678   0.046  
4783       959.526 2474.74 17.658  0.033   0.776   0.039   0.383   0.047   1.538   0.039  
4784       2736.27 1840.31 17.703  0.029   0.703   0.037   0.093   0.037   1.333   0.038  
4785       270.601 1449.85 17.681  0.048   0.643   0.062   1.687   0.130   1.531   0.058  
4786       2724.88 1978.62 17.680  0.030   0.738   0.038   0.175   0.042   1.424   0.039  
4787       1695.99 2274.39 17.762  0.030   0.540   0.036   0.447   0.063   1.374   0.034  
4788       3418.17 3655.92 17.702  0.018   0.711   0.024   0.120   0.027   1.357   0.026  
4789       3057.23 3555.95 17.595  0.020   0.924   0.025   0.308   0.034   1.620   0.027  
4790       1800.26 2228.70 17.775  0.040   0.552   0.045   0.310   0.032   1.343   0.043  
4791       277.629 787.770 17.651  0.038   0.689   0.053   0.603   0.061   1.528   0.047  
4792       3882.93 1601.14 17.670  0.016   0.753   0.024   0.118   0.034   1.344   0.025  
4793       2527.29 1558.15 17.692  0.032   0.727   0.039   0.206   0.043   1.472   0.039  
4794       281.982 1772.73 17.699  0.047   0.698   0.059   0.552   0.081   1.558   0.057  
4795       3430.97 837.345 17.522  0.023   0.996   0.028   0.459   0.044   1.491   0.029  
4796       191.435 3575.57 17.625  0.125   5.502   0.175   -4.611  0.156   2.483   0.124  
4797       26.055  3861.93 17.147  0.058   2.376   0.084   -1.426  0.096   1.377   0.067  
4798       302.107 48.657  INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4799       2752.98 1652.28 17.578  0.029   0.920   0.035   0.313   0.038   1.579   0.038  
4800       2054.18 1469.10 17.644  0.032   1.231   0.043   1.043   0.064   2.008   0.035  
4801       82.509  290.921 17.203  0.040   2.279   0.059   -1.420  0.060   1.377   0.050  
4802       1938.23 3810.96 17.566  0.028   0.903   0.034   0.353   0.038   1.420   0.040  
4803       961.302 125.560 17.239  0.029   1.772   0.044   0.595   0.069   1.687   0.042  
4804       313.376 1475.11 17.710  0.046   0.589   0.059   0.540   0.062   1.445   0.055  
4805       484.292 1503.40 21.482  0.070   -4.528  0.081   INDEF   INDEF   2.341   0.085  
4806       1008.20 3056.20 17.669  0.028   0.753   0.035   0.384   0.040   1.536   0.035  
4807       77.684  3268.74 13.839  0.107   6.276   0.120   -5.092  0.094   1.741   0.138  
4808       3128.87 1645.55 17.547  0.023   1.059   0.030   0.838   0.043   1.772   0.028  
4809       2172.60 3466.49 17.820  0.025   0.585   0.028   0.129   0.040   1.245   0.033  
4810       1186.55 3648.82 17.606  0.027   0.903   0.035   0.389   0.041   1.609   0.032  
4811       3308.37 2999.97 17.482  0.032   0.933   0.040   0.646   0.039   1.445   0.049  
4812       1619.76 3498.03 18.118  0.025   1.249   0.033   -3.560  0.037   2.259   0.031  
4813       1814.88 910.147 17.494  0.029   1.230   0.040   0.779   0.047   1.999   0.036  
4814       207.948 3217.06 17.637  0.040   0.745   0.049   0.762   0.053   1.555   0.049  
4815       2360.71 1686.93 17.525  0.028   1.001   0.036   0.976   0.049   1.676   0.035  
4816       1749.80 3233.52 17.738  0.026   0.600   0.031   0.243   0.040   1.285   0.031  
4817       3767.87 78.783  17.666  0.032   0.792   0.042   0.344   0.058   1.526   0.045  
4818       4095.02 237.403 17.688  0.035   0.699   0.042   0.440   0.043   1.441   0.044  
4819       828.788 3715.41 17.560  0.025   0.927   0.031   0.531   0.033   1.602   0.030  
4820       801.506 603.599 17.730  0.036   0.658   0.045   0.312   0.053   1.493   0.044  
4821       3499.21 837.023 17.679  0.025   0.717   0.030   0.247   0.039   1.261   0.032  
4822       3813.90 2330.63 17.700  0.018   0.679   0.023   -0.000  0.040   1.229   0.025  
4823       3362.76 513.584 17.664  0.032   0.780   0.040   0.174   0.054   1.455   0.039  
4824       2358.54 3208.71 17.662  0.022   0.781   0.026   0.398   0.043   1.332   0.030  
4825       3603.35 3036.52 17.788  0.013   0.648   0.018   -0.139  0.022   1.215   0.022  
4826       2363.20 3227.99 17.837  0.025   0.608   0.029   0.099   0.039   1.207   0.062  
4827       3326.31 2705.78 17.864  0.020   0.325   0.033   0.367   0.042   1.198   0.041  
4828       520.808 3277.08 17.557  0.034   0.920   0.042   1.061   0.049   1.690   0.040  
4829       3680.84 1160.34 17.622  0.016   0.836   0.024   0.289   0.032   1.303   0.028  
4830       1945.75 1810.77 17.683  0.027   0.720   0.033   0.286   0.044   1.468   0.031  
4831       2931.96 624.799 17.509  0.029   1.007   0.035   0.818   0.054   1.552   0.040  
4832       2841.82 588.551 17.589  0.031   0.933   0.038   0.261   0.046   1.572   0.041  
4833       3634.51 3422.54 17.753  0.014   0.483   0.021   0.066   0.028   0.965   0.022  
4834       681.838 2802.85 17.696  0.033   0.748   0.040   0.332   0.042   1.573   0.039  
4835       2060.83 2842.36 17.707  0.029   0.705   0.036   0.371   0.047   1.533   0.034  
4836       11.372  262.412 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4837       1057.67 30.782  18.539  0.037   -1.269  0.049   2.722   0.070   1.588   0.047  
4838       2211.72 3338.33 17.778  0.024   0.675   0.027   0.075   0.034   1.292   0.033  
4839       956.907 125.259 17.803  0.034   0.574   0.049   2.363   0.101   1.961   0.045  
4840       2512.67 2031.48 17.623  0.028   0.792   0.035   0.421   0.031   1.495   0.040  
4841       2984.92 3139.61 17.612  0.019   0.819   0.024   0.216   0.034   1.298   0.024  
4842       3271.84 2381.52 17.742  0.022   0.712   0.025   0.141   0.033   1.400   0.030  
4843       3001.00 285.633 17.710  0.035   0.638   0.049   0.398   0.064   1.448   0.046  
4844       3362.79 3978.58 17.607  0.021   0.834   0.028   0.225   0.032   1.294   0.028  
4845       3293.30 2990.67 17.501  0.016   1.241   0.022   0.662   0.038   1.803   0.021  
4846       2731.94 1370.20 17.693  0.025   0.746   0.032   0.248   0.038   1.454   0.033  
4847       1922.09 1873.22 17.778  0.030   0.619   0.035   0.221   0.036   1.464   0.033  
4848       831.254 155.778 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4849       3155.39 1321.87 17.624  0.023   0.829   0.029   0.162   0.038   1.348   0.029  
4850       2758.32 1559.23 17.742  0.028   0.677   0.034   0.234   0.037   1.376   0.038  
4851       2687.56 1026.32 17.708  0.030   0.740   0.037   0.164   0.038   1.414   0.039  
4852       2037.79 2759.76 17.637  0.023   0.789   0.031   0.368   0.038   1.483   0.027  
4853       2271.36 22.202  17.671  0.035   0.761   0.049   0.256   0.050   1.447   0.047  
4854       507.509 1915.42 17.670  0.040   0.723   0.051   0.446   0.049   1.532   0.048  
4855       3704.50 2811.59 17.732  0.012   0.648   0.018   -0.062  0.035   1.177   0.021  
4856       2819.22 3740.62 17.188  0.020   1.452   0.025   1.052   0.042   INDEF   INDEF  
4857       380.970 1983.48 17.749  0.042   0.599   0.053   0.450   0.058   1.470   0.051  
4858       2213.20 1266.51 17.659  0.030   0.850   0.038   0.292   0.035   1.663   0.034  
4859       4110.70 1437.11 17.869  0.030   0.490   0.038   0.132   0.046   1.126   0.049  
