
# Tue 17:14:58 13-Feb-2018
# List of observations files:
#		daom_rup152.obs
# Config:	noche.cfg
# Parameters:	noche_all.ans
#
# Computed indices for program and standard objects
#
# Columns: 
#	1	object id
#	2	x
#	3	y
#	4	V
#	5	error(V)
#	6	BV
#	7	error(BV)
#	8	UB
#	9	error(UB)
#	10	VI
#	11	error(VI)
#
id              x        y      V     eV      BV     eBV       UB    eUB      VI     eVI
6541       497.492 1690.11 19.194  0.040   1.359   0.059   INDEF   INDEF   1.803   0.047  
6542       252.054 1451.53 19.075  0.036   1.045   0.053   0.814   0.120   1.347   0.047  
6543       3031.11 2055.75 19.016  0.028   1.223   0.038   0.565   0.085   1.424   0.038  
6544       2384.56 1366.55 19.157  0.036   1.214   0.048   1.013   0.151   1.693   0.040  
6545       2784.12 2410.23 19.030  0.029   1.207   0.038   0.437   0.082   1.429   0.037  
6546       258.030 3526.49 19.026  0.036   1.658   0.053   INDEF   INDEF   2.179   0.054  
6547       820.218 2642.50 19.081  0.035   1.055   0.046   0.529   0.092   1.356   0.044  
6548       1827.26 1469.15 18.656  0.033   1.173   0.044   0.805   0.077   -0.821  0.050  
6549       2803.36 627.256 19.055  0.032   1.106   0.044   0.315   0.064   1.264   0.052  
6550       429.295 3766.59 19.089  0.030   0.986   0.045   0.363   0.082   1.197   0.044  
6551       3884.83 2013.94 19.306  0.038   1.513   0.061   INDEF   INDEF   2.069   0.045  
6552       1963.31 841.662 19.087  0.035   1.129   0.045   0.148   0.068   1.451   0.045  
6553       1351.89 753.950 19.757  0.039   -0.260  0.050   1.889   0.116   1.541   0.047  
6554       341.929 2225.02 19.103  0.036   1.255   0.051   INDEF   INDEF   1.614   0.045  
6555       2139.94 2472.06 19.113  0.023   1.068   0.037   0.960   0.101   1.461   0.029  
6556       2341.23 2760.89 19.133  0.025   1.061   0.036   0.353   0.086   1.480   0.031  
6557       3757.29 271.985 19.082  0.031   1.049   0.044   0.386   0.077   1.316   0.043  
6558       3966.45 1069.88 19.045  0.021   1.427   0.035   INDEF   INDEF   1.670   0.034  
6559       4003.73 540.754 19.071  0.027   1.110   0.039   0.527   0.094   1.380   0.037  
6560       2993.19 3808.82 19.045  0.024   1.433   0.039   INDEF   INDEF   1.723   0.038  
6561       3485.09 238.704 19.137  0.037   0.830   0.051   0.359   0.093   1.071   0.051  
6562       1781.67 870.857 19.030  0.029   1.241   0.045   0.561   0.089   1.422   0.041  
6563       3519.21 2437.23 19.075  0.029   1.037   0.048   0.536   0.084   1.338   0.034  
6564       2697.33 2570.32 19.057  0.028   1.341   0.040   0.766   0.095   1.629   0.035  
6565       3338.17 921.007 19.086  0.022   1.047   0.032   0.150   0.066   1.174   0.038  
6566       665.488 2539.14 18.852  0.039   1.975   0.059   -0.378  0.091   1.377   0.044  
6567       488.257 2707.68 19.142  0.033   0.926   0.044   0.499   0.095   1.335   0.042  
6568       260.568 1047.07 19.098  0.038   1.262   0.057   INDEF   INDEF   1.527   0.046  
6569       737.591 2633.43 19.177  0.044   1.061   0.061   INDEF   INDEF   1.560   0.050  
6570       1794.85 643.699 19.338  0.038   2.931   0.094   INDEF   INDEF   2.256   0.046  
6571       3650.62 3602.30 19.006  0.021   1.350   0.034   0.521   0.106   1.421   0.031  
6572       3839.91 3012.58 19.088  0.026   1.024   0.041   0.264   0.089   1.231   0.040  
6573       92.674  463.730 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
6574       2951.78 1650.85 19.239  0.028   1.506   0.047   INDEF   INDEF   1.937   0.034  
6575       1836.30 3263.79 19.058  0.048   1.039   0.061   0.378   0.093   1.282   0.052  
6576       3174.14 27.949  19.015  0.035   1.233   0.053   0.782   0.113   1.391   0.050  
6577       3099.11 167.031 19.023  0.039   1.190   0.054   0.656   0.137   1.341   0.053  
6578       3835.16 1159.54 19.087  0.018   1.088   0.033   0.394   0.070   1.317   0.038  
6579       265.403 1507.53 19.119  0.039   1.382   0.059   INDEF   INDEF   1.732   0.050  
6580       1870.17 1249.98 19.115  0.026   1.095   0.037   0.498   0.107   1.516   0.037  
6581       3269.28 1272.62 19.085  0.023   1.004   0.033   0.235   0.071   1.126   0.035  
6582       2614.39 3717.47 19.075  0.019   1.129   0.032   0.420   0.098   1.349   0.036  
6583       258.569 2828.30 19.101  0.037   0.995   0.050   0.355   0.089   0.921   0.073  
6584       3052.63 2196.51 19.018  0.028   1.468   0.039   INDEF   INDEF   1.635   0.036  
6585       2332.68 469.749 19.002  0.030   1.418   0.044   0.675   0.107   1.744   0.045  
6586       1761.63 2471.80 19.817  0.042   1.488   0.076   INDEF   INDEF   2.703   0.048  
6587       280.174 2708.54 19.113  0.044   1.031   0.055   0.718   0.119   1.415   0.052  
6588       208.208 366.999 19.024  0.045   1.032   0.058   0.551   0.091   1.188   0.050  
6589       2722.94 828.092 18.955  0.033   1.310   0.042   0.757   0.123   1.420   0.048  
6590       1598.91 3433.77 19.083  0.026   1.138   0.036   0.526   0.114   1.436   0.033  
6591       2116.75 1686.89 19.175  0.034   0.749   0.045   0.431   0.080   1.015   0.045  
6592       3213.26 3283.48 19.107  0.017   1.060   0.031   0.246   0.073   1.315   0.034  
6593       1836.82 1693.92 19.116  0.032   1.372   0.044   INDEF   INDEF   1.779   0.039  
6594       3238.48 3382.55 19.082  0.020   1.121   0.036   0.330   0.075   1.342   0.030  
6595       1089.18 3604.20 19.089  0.032   1.058   0.043   0.472   0.087   1.347   0.040  
6596       2299.79 3795.78 19.090  0.020   0.839   0.030   0.422   0.064   -1.262  0.056  
6597       1824.43 3063.73 19.067  0.029   1.217   0.039   0.974   0.128   1.434   0.032  
6598       1955.57 389.673 19.043  0.031   1.230   0.045   0.303   0.089   1.419   0.043  
6599       1628.69 3923.94 19.127  0.025   1.527   0.041   1.512   0.281   1.806   0.032  
6600       3665.20 5.043   18.914  0.034   1.383   0.050   2.679   0.381   0.317   0.131  
6601       491.849 3266.95 19.066  0.031   1.190   0.042   0.590   0.096   1.510   0.042  
6602       3047.76 1981.92 19.045  0.026   1.363   0.040   INDEF   INDEF   1.504   0.035  
6603       947.169 3746.51 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
6604       941.167 1486.96 19.756  0.036   -0.345  0.049   2.358   0.131   1.330   0.052  
6605       3122.37 3161.97 19.087  0.021   1.009   0.036   0.329   0.074   1.201   0.032  
6606       2215.31 3119.13 19.040  0.024   1.252   0.032   INDEF   INDEF   1.477   0.032  
6607       2625.01 3465.27 19.048  0.022   1.184   0.032   INDEF   INDEF   1.348   0.035  
6608       2093.21 2146.11 19.097  0.018   1.232   0.030   INDEF   INDEF   1.539   0.027  
6609       3303.86 1809.24 19.164  0.024   1.633   0.042   INDEF   INDEF   1.955   0.032  
6610       2353.49 3531.83 19.047  0.043   1.158   0.057   0.585   0.101   1.384   0.054  
6611       2724.99 91.571  19.038  0.040   1.242   0.058   0.701   0.108   1.464   0.052  
6612       2294.11 2453.80 19.190  0.028   0.734   0.037   0.614   0.068   1.052   0.038  
6613       2039.86 146.935 19.061  0.034   1.066   0.050   0.376   0.100   1.245   0.043  
6614       287.774 1873.87 19.080  0.039   1.044   0.052   0.755   0.106   1.308   0.049  
6615       1015.31 1050.56 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
6616       2573.37 2467.42 19.086  0.028   1.169   0.039   0.620   0.097   1.468   0.035  
6617       255.633 2086.73 19.100  0.041   0.904   0.055   0.710   0.104   1.198   0.049  
6618       2695.61 405.925 19.232  0.034   0.696   0.046   0.477   0.083   0.856   0.054  
6619       818.732 1135.50 19.103  0.030   0.846   0.046   0.433   0.085   1.157   0.038  
6620       3592.97 3642.95 19.090  0.022   1.710   0.040   INDEF   INDEF   1.885   0.032  
6621       2503.13 140.029 19.079  0.035   1.057   0.053   0.151   0.079   1.181   0.048  
6622       2858.11 213.310 19.139  0.035   0.993   0.048   0.413   0.094   -0.252  0.217  
6623       2604.72 1048.22 19.068  0.032   1.316   0.046   INDEF   INDEF   1.627   0.044  
6624       2231.76 1536.53 19.145  0.039   0.934   0.048   0.415   0.077   1.273   0.047  
6625       2903.69 707.215 19.075  0.033   1.079   0.043   0.525   0.078   1.283   0.049  
6626       1160.65 1167.93 19.114  0.030   0.889   0.044   0.446   0.087   1.245   0.036  
6627       2650.98 2440.03 19.079  0.027   1.120   0.039   0.493   0.087   1.371   0.042  
6628       3476.71 459.088 19.117  0.030   0.971   0.042   0.274   0.085   1.202   0.042  
6629       3793.01 1220.01 19.097  0.018   1.111   0.029   0.344   0.102   1.372   0.031  
6630       1894.93 1860.24 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
6631       3329.09 3838.53 19.033  0.016   1.386   0.028   0.572   0.108   1.606   0.032  
6632       2335.57 1136.96 19.082  0.037   1.113   0.047   0.505   0.088   1.399   0.044  
6633       1094.31 3060.47 19.079  0.032   1.179   0.040   0.678   0.114   1.506   0.039  
6634       215.763 924.117 19.052  0.042   1.085   0.058   0.676   0.085   1.312   0.050  
6635       3741.97 1692.06 19.124  0.021   1.049   0.031   0.246   0.085   1.393   0.028  
6636       1039.42 3560.44 19.066  0.030   1.419   0.044   0.862   0.131   1.670   0.039  
6637       1675.50 3099.24 19.115  0.026   1.163   0.035   0.739   0.104   1.496   0.030  
6638       3714.34 2822.15 19.108  0.015   1.362   0.029   INDEF   INDEF   1.638   0.024  
6639       487.074 2578.41 19.075  0.033   1.175   0.045   1.023   0.125   1.478   0.042  
6640       1121.00 2264.04 19.202  0.031   0.710   0.042   0.620   0.079   1.034   0.042  
6641       1449.04 3403.47 19.129  0.029   1.058   0.037   0.359   0.094   1.440   0.037  
6642       163.459 772.656 19.107  0.040   1.267   0.057   INDEF   INDEF   1.507   0.046  
6643       1263.59 2954.81 19.137  0.030   0.969   0.037   0.363   0.065   1.304   0.035  
6644       3854.30 1166.72 19.038  0.016   1.340   0.029   0.571   0.102   1.470   0.034  
6645       1273.24 164.339 19.200  0.040   2.286   0.102   -1.120  0.153   1.741   0.046  
6646       3931.39 2696.39 19.132  0.017   0.927   0.029   0.191   0.063   1.161   0.028  
6647       3828.69 3590.72 19.098  0.016   1.192   0.035   0.365   0.085   1.394   0.027  
6648       1126.48 1018.90 19.125  0.035   0.944   0.051   0.422   0.068   1.317   0.040  
6649       2031.63 581.832 19.133  0.033   0.787   0.045   0.486   0.073   0.901   0.044  
6650       939.366 3978.71 19.179  0.036   3.148   0.125   -1.306  0.194   1.645   0.040  
6651       1932.65 3273.28 19.075  0.025   1.093   0.035   0.442   0.071   1.295   0.033  
6652       2378.60 2090.22 19.131  0.036   0.937   0.047   0.433   0.085   1.288   0.042  
6653       2419.89 405.333 19.155  0.034   0.875   0.047   0.312   0.072   1.083   0.048  
6654       792.294 419.509 20.883  0.060   -1.554  0.069   INDEF   INDEF   1.566   0.070  
6655       2310.71 754.193 19.270  0.031   0.683   0.041   0.487   0.073   0.942   0.051  
6656       2752.22 4053.21 19.087  0.021   1.156   0.032   0.306   0.060   1.427   0.038  
6657       2161.38 35.957  19.066  0.037   1.088   0.065   0.214   0.085   1.203   0.048  
6658       3982.81 56.177  19.367  0.079   0.578   0.102   0.725   0.121   1.154   0.143  
6659       394.891 2605.00 19.100  0.038   1.065   0.050   0.593   0.110   1.359   0.044  
6660       1482.03 4064.54 19.104  0.031   1.137   0.046   0.368   0.089   1.435   0.041  
6661       1446.58 3065.04 19.128  0.028   1.256   0.041   0.649   0.091   1.546   0.032  
6662       600.772 3729.08 19.041  0.028   1.399   0.042   INDEF   INDEF   1.479   0.036  
6663       614.535 308.144 19.085  0.034   1.180   0.049   INDEF   INDEF   1.396   0.041  
6664       3772.76 291.056 19.083  0.034   1.095   0.048   0.374   0.092   1.301   0.045  
6665       3308.49 1378.76 19.071  0.021   1.115   0.030   0.316   0.092   1.236   0.033  
6666       4006.46 3075.49 19.093  0.015   1.189   0.031   0.230   0.085   1.340   0.028  
6667       1311.48 887.844 19.134  0.030   1.095   0.047   0.580   0.098   1.467   0.038  
6668       2161.04 1917.10 19.155  0.030   0.977   0.039   0.340   0.071   1.352   0.038  
6669       1312.51 3365.47 19.132  0.026   1.023   0.038   0.378   0.076   1.361   0.035  
6670       2522.48 1859.16 19.146  0.036   0.949   0.064   0.442   0.091   1.372   0.045  
6671       1822.79 1189.18 19.107  0.033   1.065   0.045   0.523   0.092   1.365   0.041  
6672       914.062 565.592 19.070  0.034   1.540   0.048   INDEF   INDEF   1.771   0.043  
6673       4101.89 1597.27 19.141  0.016   1.172   0.056   0.654   0.125   1.469   0.027  
6674       997.984 2647.55 19.177  0.031   0.871   0.040   0.452   0.086   1.189   0.041  
6675       2894.21 2562.41 19.032  0.024   1.249   0.034   0.547   0.104   1.363   0.034  
6676       1579.61 2702.83 19.184  0.026   1.368   0.042   INDEF   INDEF   1.668   0.031  
6677       1558.84 983.282 19.081  0.035   1.214   0.048   0.610   0.112   1.466   0.042  
6678       1332.08 2804.57 19.192  0.031   0.882   0.039   0.378   0.068   1.273   0.039  
6679       1301.89 910.322 19.115  0.032   1.034   0.049   0.488   0.080   1.348   0.040  
6680       644.448 3684.07 19.117  0.031   1.106   0.043   0.536   0.112   1.417   0.037  
6681       644.697 1734.18 19.120  0.033   1.102   0.049   0.695   0.105   1.429   0.040  
6682       413.106 897.629 19.109  0.035   0.743   0.050   0.863   0.113   0.918   0.045  
6683       2841.77 1082.63 19.312  0.033   1.641   0.050   INDEF   INDEF   2.555   0.043  
6684       1437.13 1754.06 19.190  0.032   0.872   0.043   0.272   0.063   1.197   0.043  
6685       651.117 3986.72 19.076  0.032   1.220   0.049   0.885   0.114   1.463   0.044  
6686       3534.37 1084.65 19.121  0.015   1.047   0.025   0.235   0.067   1.167   0.032  
6687       3223.74 821.939 19.047  0.022   1.378   0.035   1.106   0.159   1.687   0.039  
6688       25.064  1230.90 19.093  0.042   1.019   0.071   INDEF   INDEF   1.265   0.052  
6689       3660.74 1206.32 19.088  0.022   1.212   0.036   0.652   0.130   1.450   0.039  
6690       3674.00 1793.24 19.177  0.022   0.812   0.029   0.291   0.060   1.066   0.029  
6691       1195.52 1492.35 19.821  0.038   -0.400  0.049   2.292   0.148   1.525   0.045  
6692       708.110 2592.31 19.161  0.031   0.880   0.043   0.624   0.076   1.252   0.040  
6693       1848.48 3387.14 19.178  0.027   0.761   0.036   0.560   0.070   1.013   0.035  
6694       1205.79 3884.50 19.138  0.029   1.027   0.042   0.272   0.086   1.355   0.037  
6695       1782.93 2549.17 19.147  0.022   0.809   0.031   0.594   0.078   1.058   0.029  
6696       337.472 1059.81 19.081  0.040   0.901   0.058   0.632   0.109   1.187   0.046  
6697       3242.47 3474.60 19.129  0.019   1.006   0.033   0.368   0.078   1.249   0.032  
6698       518.200 1045.46 19.153  0.030   0.865   0.045   0.742   0.087   1.241   0.040  
6699       3235.19 115.101 19.149  0.035   0.961   0.049   0.294   0.086   1.219   0.049  
6700       3461.90 3068.75 21.841  0.082   -2.303  0.090   INDEF   INDEF   2.441   0.087  
6701       410.660 2033.62 19.209  0.040   0.807   0.052   0.476   0.077   1.239   0.048  
6702       245.210 1573.64 19.119  0.044   0.983   0.061   0.806   0.124   1.307   0.053  
6703       2918.33 3383.73 19.123  0.023   1.165   0.042   0.365   0.104   1.444   0.036  
6704       485.516 1001.10 19.121  0.030   1.055   0.041   0.605   0.107   1.326   0.047  
6705       1024.25 3260.63 19.136  0.029   1.081   0.042   0.687   0.129   1.431   0.038  
6706       1387.85 833.627 18.826  0.031   3.737   0.130   -2.362  0.175   1.142   0.040  
6707       2986.13 1215.59 19.132  0.026   1.024   0.036   0.272   0.085   1.265   0.038  
6708       1093.70 2428.01 19.143  0.033   0.993   0.044   0.477   0.089   1.310   0.043  
6709       1559.25 2642.66 19.120  0.027   1.127   0.039   0.727   0.099   1.445   0.035  
6710       3286.03 3365.93 19.144  0.015   1.488   0.039   INDEF   INDEF   1.724   0.028  
6711       2053.54 3811.77 18.876  0.025   3.579   0.117   -1.538  0.191   1.261   0.040  
6712       3429.27 2279.01 19.127  0.021   1.041   0.030   0.120   0.069   1.288   0.029  
6713       1416.26 1929.60 19.211  0.033   0.844   0.043   0.375   0.076   1.183   0.044  
6714       1975.84 3782.72 19.071  0.026   1.161   0.036   0.553   0.104   1.325   0.041  
6715       1392.83 2832.30 19.181  0.025   1.150   0.039   INDEF   INDEF   1.533   0.030  
6716       1378.26 1158.83 19.131  0.032   0.970   0.048   0.387   0.076   1.314   0.037  
6717       3979.79 479.551 19.150  0.027   0.964   0.041   0.392   0.094   1.266   0.040  
6718       834.856 321.090 18.856  0.236   2.247   0.420   INDEF   INDEF   1.908   0.425  
6719       2777.02 2911.38 19.070  0.023   1.315   0.037   0.831   0.135   1.473   0.033  
6720       969.711 2455.91 19.055  0.035   1.306   0.045   INDEF   INDEF   1.545   0.043  
6721       3617.00 1173.62 19.190  0.019   0.861   0.027   0.480   0.065   0.938   0.037  
6722       2157.85 2890.18 19.117  0.029   1.092   0.039   INDEF   INDEF   1.365   0.033  
6723       3868.54 2298.33 19.116  0.022   1.129   0.034   0.255   0.064   1.376   0.029  
6724       1831.97 2860.76 19.104  0.028   1.079   0.037   0.622   0.098   1.334   0.032  
6725       3855.55 762.105 19.140  0.024   1.529   0.044   INDEF   INDEF   1.797   0.036  
6726       1167.55 2964.67 19.114  0.034   1.183   0.046   0.740   0.124   1.470   0.040  
6727       3816.06 1759.63 19.204  0.017   0.814   0.026   0.330   0.068   1.076   0.029  
6728       411.681 1952.54 19.123  0.039   1.343   0.054   0.862   0.139   1.641   0.046  
6729       1348.82 1452.32 19.172  0.034   1.120   0.049   0.582   0.126   1.509   0.040  
6730       3953.46 2756.23 19.122  0.016   1.092   0.030   0.225   0.069   1.265   0.029  
6731       4042.08 3036.39 19.082  0.016   1.202   0.028   0.389   0.078   1.308   0.029  
6732       3467.96 3625.18 19.142  0.022   1.347   0.038   0.638   0.120   1.686   0.032  
6733       3207.11 913.436 18.977  0.023   1.544   0.035   0.851   0.120   1.638   0.037  
6734       1196.21 2436.63 19.250  0.032   0.799   0.042   0.481   0.072   1.287   0.043  
6735       3200.23 2883.17 19.152  0.017   0.982   0.028   0.215   0.074   1.221   0.029  
6736       658.318 3381.85 19.105  0.030   1.182   0.043   0.724   0.103   1.439   0.037  
6737       1263.75 1260.42 19.163  0.032   0.786   0.046   0.265   0.070   1.130   0.038  
6738       3609.11 52.201  19.175  0.035   0.896   0.049   0.319   0.083   1.159   0.050  
6739       1958.60 2727.11 19.112  0.024   0.998   0.037   0.554   0.092   1.263   0.030  
6740       1155.87 279.539 19.140  0.033   1.134   0.049   1.142   0.154   1.470   0.040  
6741       2029.70 3645.33 19.063  0.031   1.172   0.040   0.538   0.095   1.330   0.045  
6742       3481.02 492.590 19.092  0.028   1.516   0.042   INDEF   INDEF   1.834   0.040  
6743       2733.16 3971.63 18.878  0.021   1.078   0.031   0.356   0.068   -0.943  0.041  
6744       2186.81 1472.57 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
6745       1825.24 3781.03 19.074  0.029   1.249   0.042   0.454   0.099   1.456   0.042  
6746       2289.30 2385.47 19.127  0.027   1.125   0.041   0.566   0.091   1.432   0.036  
6747       3209.55 783.750 19.120  0.022   1.055   0.032   0.226   0.075   1.159   0.038  
6748       3178.62 3831.52 19.125  0.024   1.101   0.035   0.282   0.083   1.261   0.093  
6749       1958.14 2841.95 19.157  0.023   1.018   0.031   0.435   0.085   1.277   0.046  
6750       3145.53 2886.07 19.125  0.018   1.127   0.033   0.278   0.077   1.321   0.043  
6751       1121.01 276.758 19.146  0.032   1.083   0.050   0.035   0.110   1.380   0.040  
6752       1984.02 1939.44 19.278  0.033   0.711   0.042   0.526   0.097   1.117   0.043  
6753       2916.05 1192.81 19.084  0.028   1.184   0.041   0.477   0.095   1.379   0.042  
6754       3197.40 210.388 19.059  0.033   1.195   0.048   0.801   0.104   1.336   0.047  
6755       166.176 1750.03 19.144  0.038   1.003   0.053   0.585   0.100   1.324   0.051  
6756       3809.57 3497.13 19.130  0.015   1.452   0.031   0.184   0.073   1.696   0.024  
6757       3478.27 340.384 19.140  0.036   0.827   0.051   0.087   0.097   0.923   0.048  
6758       3965.15 3860.27 19.080  0.020   1.329   0.036   0.394   0.087   1.426   0.029  
6759       44.037  3992.51 19.063  0.048   0.757   0.062   INDEF   INDEF   -1.535  0.088  
6760       13.934  396.116 20.098  0.045   -1.308  0.063   INDEF   INDEF   1.600   0.054  
6761       297.554 1486.77 19.123  0.040   1.301   0.056   INDEF   INDEF   1.619   0.052  
6762       1833.89 2495.51 19.214  0.026   1.452   0.039   INDEF   INDEF   1.862   0.032  
6763       2827.51 2010.67 19.142  0.031   1.059   0.040   0.423   0.089   1.367   0.042  
6764       554.240 3816.70 19.150  0.028   1.062   0.043   0.317   0.079   1.353   0.060  
6765       3483.54 1074.84 19.147  0.019   0.952   0.030   0.405   0.076   1.089   0.032  
6766       3531.37 3827.17 19.093  0.021   1.310   0.034   INDEF   INDEF   1.505   0.033  
6767       3703.82 345.929 19.077  0.031   1.273   0.045   INDEF   INDEF   1.449   0.044  
6768       1726.16 2842.17 19.092  0.027   0.860   0.039   0.324   0.075   1.165   0.030  
6769       3923.77 2824.08 19.112  0.012   1.304   0.028   1.002   0.142   1.425   0.024  
6770       2353.34 3463.02 19.144  0.023   1.066   0.032   0.385   0.079   1.370   0.033  
6771       901.821 1031.00 19.154  0.024   1.184   0.040   INDEF   INDEF   1.468   0.030  
6772       1612.21 1188.20 19.163  0.034   1.299   0.047   0.816   0.121   1.663   0.040  
6773       944.641 1083.21 19.146  0.030   1.223   0.046   INDEF   INDEF   1.481   0.036  
6774       4018.06 1575.65 19.054  0.023   1.375   0.041   0.888   0.155   1.344   0.032  
6775       2979.27 1154.26 19.139  0.039   1.179   0.064   0.144   0.126   1.426   0.051  
6776       3415.45 3154.93 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
6777       1689.64 2102.88 19.093  0.033   1.074   0.048   INDEF   INDEF   1.247   0.040  
6778       1485.50 1537.65 19.171  0.031   0.904   0.042   0.295   0.085   1.189   0.040  
6779       2409.20 378.705 19.099  0.031   1.162   0.042   0.272   0.082   1.369   0.046  
6780       2542.89 3750.57 18.909  0.028   3.214   0.111   -2.248  0.130   1.105   0.040  
6781       3197.60 2388.37 19.083  0.020   1.337   0.032   0.631   0.115   1.484   0.030  
6782       3260.73 3853.42 19.060  0.022   1.405   0.034   INDEF   INDEF   1.603   0.037  
6783       1126.76 109.674 19.092  0.035   0.948   0.049   0.750   0.104   1.080   0.044  
6784       228.593 3029.60 19.074  0.036   1.213   0.045   0.735   0.123   1.466   0.048  
6785       3717.71 1889.59 19.158  0.020   1.421   0.032   INDEF   INDEF   1.691   0.026  
6786       42.322  3557.00 19.225  0.051   0.956   0.065   INDEF   INDEF   INDEF   INDEF  
6787       1650.11 1719.68 19.245  0.034   0.803   0.042   0.500   0.098   1.113   0.044  
6788       2593.93 3420.02 19.081  0.021   1.375   0.032   INDEF   INDEF   1.625   0.034  
6789       631.287 2122.18 19.179  0.037   1.051   0.047   0.859   0.103   1.520   0.045  
6790       707.714 2879.62 19.123  0.034   1.301   0.048   0.987   0.134   1.653   0.043  
6791       1499.08 1176.27 19.194  0.033   0.959   0.046   0.506   0.091   1.377   0.045  
6792       3200.18 2789.90 19.133  0.040   0.656   0.062   0.474   0.074   1.006   0.047  
6793       4027.13 3933.35 19.098  0.019   1.226   0.034   0.275   0.074   1.343   0.031  
6794       2259.45 3500.16 19.129  0.024   1.106   0.035   0.346   0.077   1.349   0.036  
6795       3911.87 3307.73 19.135  0.016   1.085   0.031   0.244   0.065   1.238   0.028  
6796       1188.40 740.028 19.141  0.032   1.123   0.043   INDEF   INDEF   1.435   0.042  
6797       1775.82 2585.22 19.200  0.019   0.702   0.031   0.578   0.075   1.079   0.027  
6798       2269.19 3209.95 19.184  0.023   0.978   0.031   0.371   0.076   1.304   0.034  
6799       3018.08 2774.55 19.128  0.020   1.136   0.032   0.303   0.071   1.359   0.029  
6800       2478.20 22.789  19.109  0.036   1.095   0.054   0.227   0.089   1.179   0.054  
6801       491.974 139.527 18.830  0.034   3.042   0.097   -1.622  0.137   1.128   0.041  
6802       567.842 1869.85 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
6803       802.587 3194.43 19.176  0.039   1.103   0.049   0.585   0.100   1.548   0.045  
6804       2878.41 4010.59 19.125  0.025   1.134   0.037   0.389   0.070   1.393   0.039  
6805       4022.03 2898.53 19.027  0.019   2.325   0.063   -0.324  0.139   1.441   0.030  
6806       37.957  425.410 18.809  0.038   2.009   0.059   -0.718  0.092   1.168   0.047  
6807       113.762 2600.64 19.124  0.041   1.039   0.055   0.641   0.126   1.270   0.051  
6808       2949.16 1724.21 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
6809       2081.80 2854.14 19.124  0.028   1.185   0.037   0.917   0.141   1.441   0.033  
6810       3136.75 236.485 19.135  0.039   1.107   0.056   0.370   0.087   1.403   0.073  
6811       3163.75 3161.05 19.066  0.018   1.685   0.039   0.200   0.096   1.497   0.027  
6812       1006.65 3808.68 19.231  0.033   1.475   0.053   INDEF   INDEF   1.756   0.039  
6813       686.248 1605.00 20.491  0.051   -1.291  0.061   INDEF   INDEF   1.399   0.060  
6814       599.518 597.668 19.103  0.039   1.118   0.053   0.655   0.087   1.346   0.045  
6815       3070.82 3608.19 19.103  0.020   1.322   0.037   0.818   0.139   1.494   0.034  
6816       7.774   3133.89 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
6817       2875.20 1500.53 19.138  0.031   1.186   0.046   0.600   0.120   1.450   0.038  
6818       3411.69 3472.11 19.135  0.018   1.357   0.037   0.428   0.120   1.559   0.030  
6819       3760.63 3141.61 20.143  0.022   -0.816  0.030   INDEF   INDEF   1.605   0.032  
6820       1552.62 2708.56 19.177  0.024   0.990   0.034   0.629   0.083   1.364   0.030  
6821       802.357 1954.02 19.238  0.038   0.773   0.049   0.587   0.077   1.163   0.047  
6822       222.622 806.202 19.163  0.042   1.052   0.059   0.773   0.133   1.408   0.048  
6823       483.477 3789.18 19.235  0.039   1.585   0.055   INDEF   INDEF   2.136   0.048  
6824       3425.42 2374.99 19.155  0.021   0.943   0.032   0.356   0.072   1.174   0.029  
6825       3935.49 2891.20 19.079  0.016   1.336   0.030   0.628   0.083   1.374   0.028  
6826       3086.73 3710.20 18.974  0.027   1.565   0.042   -0.267  0.082   1.294   0.041  
6827       1845.40 1748.41 19.253  0.036   0.763   0.045   0.341   0.063   1.039   0.044  
6828       243.792 2925.06 19.091  0.036   1.355   0.048   INDEF   INDEF   1.550   0.044  
6829       1730.95 1708.34 19.330  0.034   0.653   0.042   0.583   0.089   0.972   0.045  
6830       2370.74 1626.71 19.163  0.037   1.066   0.049   0.327   0.088   1.388   0.045  
6831       1653.95 834.377 19.191  0.031   1.524   0.047   1.247   0.283   1.867   0.039  
6832       522.114 3784.32 18.861  0.030   3.021   0.080   INDEF   INDEF   1.220   0.039  
6833       4035.81 2080.52 19.178  0.019   1.045   0.034   0.321   0.091   1.385   0.027  
6834       120.706 2119.53 19.182  0.042   0.734   0.057   0.605   0.102   0.926   0.054  
6835       1218.15 3052.36 19.126  0.034   1.175   0.046   0.674   0.117   1.451   0.043  
6836       4054.15 3193.47 19.158  0.016   1.610   0.036   INDEF   INDEF   1.741   0.026  
6837       1450.27 449.910 19.156  0.039   1.120   0.052   0.321   0.100   1.430   0.047  
6838       2305.30 3106.13 19.198  0.022   0.943   0.032   0.257   0.085   1.260   0.032  
