# Binary systems ID's begin with a '2'
ID Vmag (Bmag-Vmag) (Umag-Bmag) e_Vmag e_(Bmag-Vmag) e_(Umag-Bmag) M_ini1 M_ini2
20 16.243655414818665 0.46000058255504117 0.3080601693092087 0.02592456034869524 0.03234817234937324 0.02969931798010536 1.7148329062923822 1.7148329062923822
21 17.12576998951154 0.5764458964942152 0.24380668418848356 0.02665680808788481 0.03356381043029663 0.03275899904900104 1.4534008133160683 1.4534008133160683
22 15.599295681939033 0.42078188751208667 0.306253335800873 0.02570728886892072 0.031974720390291964 0.02883411268902157 1.9024623714228086 1.9024623714228086
23 15.477447506228025 0.41649699706189025 0.2996637632058079 0.025681464457124117 0.03192951125354373 0.02873386165391136 1.926282248951621 1.926282248951621
24 15.13630151260845 1.2324724909164644 0.6847510362406654 0.025625804425888358 0.031831123266322994 0.02852065501695778 2.1287339927310196 2.1287339927310196
25 17.012896216808116 0.5764958188607876 0.2767315541245766 0.026516769851041476 0.03333448368234326 0.03216279499165052 1.4871997042464022 1.4871997042464022
26 17.002586330590145 0.5501032909657436 0.24813915176105955 0.026504864943918655 0.03331493475135865 0.032112302292477864 1.4835900729584055 1.4835900729584055
27 15.542552871193731 0.4842558726387444 0.3610660994010233 0.025694810406249394 0.03195290509029286 0.028785579144578948 1.9229711394731415 1.9229711394731415
28 17.26287670627732 0.6418504120393996 0.2790810788767997 0.02685337831393761 0.0338839564342205 0.03360224667273788 1.4255813488048579 1.4255813488048579
29 15.933968581785914 0.48621021993093927 0.35825925200384023 0.025800100326729882 0.03213552618041013 0.029199613630055705 1.8237722154055316 1.8237722154055316
210 16.346888027653428 0.46100331991342736 0.2960258339969249 0.025976965287317296 0.032436937447228247 0.029912250870485563 1.6810703578113526 1.6810703578113526
211 16.51260250351787 0.4995960411502676 0.3110578880071707 0.026075306207417485 0.032602525037018555 0.030315125587362695 1.6345140486899152 1.6345140486899152
212 17.13837639523155 0.6006886589012396 0.26966113372415124 0.02667361136780848 0.033591253742454495 0.032830803766909646 1.4563505540073667 1.4563505540073667
213 13.93793385528687 1.4782432174598596 1.1020819381184674 0.02553938908191782 0.0316739847534342 0.02820224860621403 2.0955633281388275 2.0955633281388275
214 16.7681740233531 0.511965876730513 0.26755147405895147 0.02626912525119316 0.032925845763549594 0.03111947824480257 1.5525267436494274 1.5525267436494274
215 15.163558918126885 0.5938127768503242 0.3788181400855657 0.025629491014506203 0.03183768776364666 0.028534633933897068 2.046434880596719 2.046434880596719
216 17.824108446454126 0.7486401345735307 0.24506216038899492 0.02807731767032065 0.03584484322472903 0.03897382158135801 1.2904548973921806 1.2904548973921806
217 17.10953010997869 0.6443499817303711 0.33003879666167507 0.026635518974041518 0.03352901894353947 0.03266810424935757 1.4729064527248945 1.4729064527248945
218 17.13771506074441 0.6074201488417097 0.27822367141771154 0.026672723774030065 0.033589804490497824 0.032827009488660394 1.459002532132728 1.459002532132728
219 15.8468831036263 0.5344918566936746 0.40739789971057444 0.025772400827934132 0.03208777172550285 0.029089780909558036 1.861282775435173 1.861282775435173
220 16.30746513552467 0.46777662904437295 0.30847115503051575 0.02595621239225677 0.032401833108314446 0.029827769437014484 1.6976979017518035 1.6976979017518035
221 15.789174979886395 0.44844485285527286 0.3294938711753413 0.025755521038676368 0.032058578131557776 0.029023143238239034 1.8599166471293747 1.8599166471293747
222 18.065313126390695 0.7615760774859842 0.20415097097671667 0.028901405417341142 0.03714358744334516 0.042673507292795634 1.2239667909037721 1.2239667909037721
223 17.060228643510353 0.6279880955858145 0.3246829187344812 0.02657328056881562 0.033427162019297664 0.03240289586011058 1.485039657904262 1.485039657904262
224 16.934808202704208 0.6125897611596061 0.3409256396050723 0.026430031353220078 0.03319184413851522 0.031795645935201414 1.5203283570568373 1.5203283570568373
225 15.003130269896413 1.2293226416246437 0.682661229681144 0.025609370261243904 0.03180175941096955 0.02845863389725159 2.1587109129906406 2.1587109129906406
226 16.154225210096158 0.4912275955989409 0.3485821361498117 0.025883945662606166 0.032279087617494984 0.02953524998207254 1.7542354485176481 1.7542354485176481
227 15.676836500370014 0.4793278612676759 0.3596290570842708 0.02572571809540166 0.03200684447582239 0.028906083048087904 1.898472866460112 1.898472866460112
228 17.58071616008427 0.6873264342328421 0.2345154847155077 0.027448604786267213 0.03484348610361632 0.0361921826100182 1.3431182391843837 1.3431182391843837
229 16.055226174510935 0.47463230042216603 0.3396728401124062 0.025843614367773837 0.03221020303353011 0.02937324806396875 1.782602099665305 1.782602099665305
