id,x,y,V,eV,BV,eBV,UB,eUB,VI,eVI,ra,dec
3,2981.25,3938.63,10.267,0.062,0.609,0.077,-0.335,0.05,,,119.24588725042015,-25.67748219491409
10,3450.41,1442.14,11.355,0.068,0.186,0.08,-0.314,0.051,0.668,0.081,119.18561723105796,-25.979765255273488
12,1156.89,842.389,11.209,0.05,0.298,0.066,0.212,0.057,0.8,0.078,119.49436359519552,-26.05019822369236
14,256.208,1808.65,11.161,0.047,0.353,0.066,,,0.877,0.079,119.61428595130829,-25.932546701922412
15,2535.63,49.231,11.606,0.046,0.361,0.071,-0.208,0.063,0.79,0.108,119.31003358648219,-26.147353906585046
18,3596.58,1454.32,10.447,0.065,1.031,0.079,1.183,0.049,1.536,0.088,119.16596899510158,-25.97842538326295
21,1900.14,3894.06,11.235,0.055,1.007,0.075,0.026,0.059,1.653,0.067,119.39116036680852,-25.681888733531004
24,693.499,2609.82,10.716,0.043,1.127,0.06,1.189,0.051,1.487,0.074,119.55466222857669,-25.836072704080497
26,1879.58,2014.96,11.818,0.036,0.192,0.042,0.236,0.022,0.548,0.042,119.39599327301524,-25.909076601941074
27,1941.25,2416.56,11.036,0.048,0.883,0.061,1.052,0.048,1.366,0.062,119.3872665919955,-25.86057421527564
28,1229.97,159.008,10.917,0.048,0.919,0.082,0.778,0.076,-0.011,0.078,119.4853000713883,-26.132893899524987
30,-12.682,2845.53,12.053,0.044,0.278,0.067,-0.377,0.066,0.772,0.086,119.64926273793516,-25.806930646803806
31,3578.41,1822.44,11.897,0.032,0.388,0.048,0.028,0.046,0.889,0.066,119.1680040105143,-25.93389858511159
35,3739.26,654.239,12.047,0.044,0.376,0.052,0.031,0.045,0.836,0.075,119.14768482541336,-26.075294793571015
36,1320.54,1858.27,12.097,0.047,0.421,0.054,0.145,0.026,1.061,0.057,119.47126103414215,-25.927514307425554
37,2816.27,473.197,12.378,0.058,0.097,0.065,0.21,0.038,0.586,0.088,119.27186832064122,-26.096346195564365
38,1681.78,2023.14,12.302,0.013,0.04,0.019,0.194,0.02,0.624,0.046,119.42255445413494,-25.90790777470995
41,3691.83,3517.03,11.632,0.063,0.891,0.072,0.441,0.036,1.213,0.075,119.15090071416535,-25.729104662314455
42,985.989,709.472,11.521,0.053,1.085,0.065,0.781,0.061,1.42,0.091,119.51746698589311,-26.06611422428302
44,1475.46,3398.88,12.242,0.031,0.461,0.045,-0.07,0.041,0.899,0.057,119.44875281490147,-25.741376196931764
45,3228.52,1398.96,12.363,0.052,0.244,0.06,0.16,0.032,0.832,0.061,119.21547099620577,-25.984784597279322
46,1474.52,1934.8,12.561,0.042,0.07,0.049,0.197,0.026,0.664,0.059,119.45049276641225,-25.918400818166436
48,1040.07,3650.97,11.849,0.048,0.931,0.06,0.09,0.05,1.409,0.078,119.5069602947488,-25.710499692807105
49,3388.75,496.611,12.528,0.045,0.138,0.05,-0.053,0.026,0.534,0.06,119.19494207754656,-26.09403543002434
50,2976.81,167.15,12.454,0.049,0.182,0.065,0.167,0.045,-0.15,0.074,119.25064052678327,-26.13349698416917
