id,x,y,V,eV,BV,eBV,UB,eUB,VI,eVI,ra,dec
326,1289.78,3625.58,14.464,0.03,0.348,0.036,0.222,0.031,0.959,0.051,118.54660479290588,-26.763042656943174
327,1358.34,218.442,14.358,0.035,0.365,0.053,0.087,0.051,0.992,0.049,118.5411079425031,-27.174945609968557
328,3649.74,2524.94,14.51,0.02,0.194,0.025,-0.055,0.028,0.686,0.031,118.22780326241589,-26.898430938899292
330,2055.13,2333.45,14.265,0.029,0.401,0.041,0.153,0.037,1.037,0.034,118.44425856884946,-26.91998962611488
331,2489.03,1871.94,14.111,0.024,0.655,0.035,0.392,0.032,1.168,0.032,118.3859330838119,-26.976206189696278
332,83.899,2341.44,14.365,0.068,0.201,0.083,0.283,0.092,0.965,0.079,118.71156415181977,-26.917061410392048
334,2032.94,2953.15,13.674,0.035,1.167,0.041,1.392,0.033,1.692,0.048,118.4465764755773,-26.845061862719923
337,2351.66,1564.92,14.37,0.028,0.512,0.035,0.083,0.028,1.069,0.037,118.40490400057196,-27.013180195446846
338,3779.28,1155.74,14.345,0.019,0.375,0.03,0.094,0.031,0.71,0.03,118.21176386317967,-27.0640607021956
339,2515.46,3532.77,14.497,0.027,0.469,0.033,-0.0,0.028,0.975,0.056,118.38049642584045,-26.775481189839294
344,3330.45,2992.9,13.638,0.02,1.25,0.025,1.008,0.022,1.581,0.032,118.27057953156651,-26.84154883584946
346,3018.03,2433.2,14.606,0.023,0.438,0.026,-0.015,0.016,,,118.31357045822037,-26.90889103759584
347,1320.94,271.702,14.254,0.035,0.555,0.052,0.377,0.051,1.18,0.049,118.54612027009044,-27.168470622979175
348,3291.15,1384.63,14.623,0.019,0.234,0.024,0.003,0.021,0.69,0.029,118.27770283615317,-27.035907881081016
353,2009.55,1153.96,14.317,0.027,0.558,0.037,0.155,0.031,1.144,0.033,118.45175521656097,-27.062514027847943
354,418.468,3308.94,15.125,0.047,-0.371,0.054,1.242,0.052,,,118.66511477305835,-26.80044880561501
356,127.597,2684.8,14.397,0.061,0.337,0.073,0.237,0.056,1.099,0.067,118.70525536345728,-26.875601586412852
359,1650.21,3422.53,13.918,0.033,1.104,0.04,0.842,0.035,1.783,0.049,118.49795412595782,-26.787944961650297
360,2987.48,2665.75,14.194,0.02,0.738,0.025,0.45,0.021,1.18,0.037,118.31745388608094,-26.880751354758782
362,3426.93,1108.09,13.833,0.017,1.29,0.022,1.035,0.027,1.773,0.036,118.25959845683985,-27.06946957532835
363,669.227,1130.0,14.287,0.039,0.547,0.054,0.485,0.052,1.339,0.049,118.63354032891668,-27.06407583097598
364,2262.77,1718.04,14.574,0.026,0.35,0.031,0.071,0.024,1.012,0.035,118.41678739196767,-26.9945834618541
365,1787.77,1795.64,14.505,0.03,0.221,0.035,0.228,0.027,0.901,0.034,118.48111458677003,-26.98473075293071
366,584.6,2401.94,13.827,0.04,1.078,0.05,1.059,0.04,1.732,0.058,118.64359765737882,-26.910246994012372
369,2780.51,1679.01,14.604,0.025,0.279,0.032,0.021,0.029,0.858,0.036,118.34662129337049,-26.999816606412118
376,719.826,1507.13,14.474,0.032,0.275,0.049,0.342,0.049,1.037,0.045,118.62625804233674,-27.018540959233928
377,241.972,1142.1,13.99,0.056,0.712,0.076,1.124,0.063,1.593,0.089,118.69146598528664,-27.06218790670301
378,887.114,2558.78,14.578,0.037,0.313,0.043,0.128,0.031,0.917,0.044,118.60239942509051,-26.891590265650333
382,470.14,2977.42,14.648,0.045,0.244,0.052,0.283,0.035,1.158,0.053,118.6584774293467,-26.840572424674562
384,2414.53,145.908,13.625,0.038,1.305,0.055,1.39,0.053,1.73,0.062,118.39796114183945,-27.184764566427358
385,3561.82,1875.28,13.55,0.018,1.471,0.026,1.465,0.028,,,118.2404505598091,-26.976870471488645
389,3284.66,2420.6,14.163,0.024,1.056,0.028,,,1.533,0.033,118.27742737841692,-26.910679490915733
393,1757.29,1392.55,14.556,0.028,0.376,0.038,0.151,0.03,1.003,0.035,118.48569753460822,-27.033423545194193
394,2121.46,3112.26,14.599,0.032,0.486,0.036,0.121,0.03,1.119,0.043,118.43439498809813,-26.825917711410728
396,2123.94,18.635,14.45,0.037,0.509,0.058,0.212,0.057,1.117,0.053,118.43750940558759,-27.199859281397355
397,3604.68,2965.61,14.678,0.018,0.338,0.024,0.048,0.02,0.816,0.029,118.23342221740783,-26.84512049559965
399,2024.09,3149.43,14.718,0.037,0.423,0.041,0.138,0.034,,,118.4475576687002,-26.82132788619615
402,2782.32,3803.89,14.78,0.035,0.274,0.041,0.041,0.026,0.755,0.046,118.34400568615031,-26.74297547583306
403,2340.95,131.333,14.544,0.039,0.531,0.056,0.017,0.052,1.062,0.057,118.40795542848795,-27.186453054711308
406,1094.35,3439.33,14.641,0.032,0.289,0.037,0.207,0.027,0.903,0.037,118.57331439371255,-26.78536089823383
407,1003.73,2680.08,14.626,0.035,0.379,0.039,0.318,0.027,1.038,0.041,118.58645007251238,-26.877044334199564
409,4027.08,665.952,14.526,0.033,0.394,0.041,0.274,0.044,1.072,0.041,118.1787065503884,-27.123510073961576
410,3577.28,2042.73,14.646,0.02,0.478,0.025,-0.061,0.022,1.001,0.033,118.23816728277045,-26.95664549641148
413,756.282,984.616,14.088,0.037,1.126,0.047,0.89,0.046,1.764,0.048,118.62189714904264,-27.081735655813667
415,3464.26,911.197,14.0,0.026,1.318,0.031,0.803,0.03,1.851,0.032,118.25475583449946,-27.093306000538274
419,4100.32,650.595,14.515,0.046,0.195,0.055,1.072,0.119,0.867,0.051,118.16879175750496,-27.125439250402838
420,2691.55,3610.08,14.585,0.026,0.599,0.03,0.173,0.026,,,118.35653099685733,-26.766311718045845
423,287.33,4082.28,14.855,0.041,0.208,0.053,0.158,0.063,,,118.68203551440521,-26.70684148563697
424,3416.86,77.392,14.567,0.037,0.408,0.05,0.281,0.046,1.108,0.05,118.26211370083921,-27.194044231221767
425,2404.53,2826.89,14.719,0.028,0.201,0.033,0.173,0.029,0.77,0.034,118.39632677052842,-26.860693356379077
426,2483.68,480.05,14.586,0.035,0.523,0.043,0.001,0.039,1.016,0.048,118.38821114326237,-27.144444298179618
429,1550.26,2085.22,14.72,0.031,0.205,0.037,0.417,0.032,1.018,0.039,118.51299981247597,-26.949491584678974
430,344.003,547.335,14.09,0.043,0.807,0.059,1.095,0.052,1.387,0.055,118.67829319498708,-27.13418115931239
432,3517.43,3253.85,14.861,0.022,0.249,0.03,-0.037,0.025,0.676,0.03,118.24493249481814,-26.81019288789086
433,1941.99,3439.23,14.652,0.036,0.519,0.04,0.279,0.039,1.139,0.05,118.45836782535599,-26.786216841921064
435,3898.73,806.091,14.492,0.03,0.562,0.035,0.123,0.035,1.139,0.034,118.19595550890605,-27.10644312305031
436,1223.04,2242.16,14.793,0.034,0.252,0.038,0.316,0.028,0.955,0.043,118.55719837360412,-26.930195845934172
438,3479.19,1158.36,14.561,0.019,0.629,0.023,0.048,0.024,1.047,0.031,118.25245551530001,-27.06344526163556
440,2538.97,2069.11,14.646,0.033,0.513,0.04,0.074,0.027,1.079,0.04,118.37894089579191,-26.95242316280541
441,637.252,2782.45,14.706,0.038,0.274,0.045,0.313,0.034,0.972,0.045,118.63603319762467,-26.864305611688014
442,1848.51,3858.04,13.863,0.034,1.403,0.04,1.058,0.04,,,118.47057729816049,-26.735500502327806
443,3109.41,2054.26,14.66,0.02,0.383,0.029,0.17,0.027,0.889,0.03,118.30160128977266,-26.954786036667265
444,3897.53,3515.27,14.735,0.018,0.241,0.028,-0.162,0.027,0.638,0.024,118.1930963362732,-26.778972387055802
453,1191.87,1899.87,14.618,0.03,0.564,0.036,0.234,0.03,1.068,0.043,118.56180707269104,-26.97153880671614
457,2246.5,3327.31,14.761,0.033,0.459,0.037,0.149,0.026,1.06,0.045,118.41719870292313,-26.80004822058944
458,1959.86,3456.09,14.061,0.037,1.173,0.043,1.087,0.034,1.772,0.061,118.45592570602676,-26.78419669502563
460,1070.96,1269.43,13.846,0.028,1.296,0.045,1.12,0.044,1.867,0.043,118.57890663610458,-27.047622296592383
465,2545.05,850.306,14.615,0.028,0.616,0.035,0.12,0.031,1.111,0.039,118.3794758914697,-27.099751037839816
466,1435.44,1317.27,14.554,0.025,0.524,0.037,0.344,0.034,1.147,0.032,118.52942690669204,-27.042202533236612
467,414.771,3309.64,14.203,0.052,1.437,0.06,-0.877,0.039,0.369,0.07,118.66561533466098,-26.800360513256063
