id,x,y,V,eV,BV,eBV,UB,eUB,VI,eVI,ra,dec
1,2489.91,1303.19,10.653,0.033,0.014,0.042,0.074,0.031,0.515,0.045,118.38644815021456,-27.044954203422517
8,2902.66,2182.68,11.678,0.036,-0.028,0.051,-0.437,0.039,0.499,0.045,118.32949497934345,-26.939057559159757
10,2392.15,2018.96,11.371,0.029,-0.109,0.048,-0.077,0.047,0.402,0.04,118.39890678645313,-26.95833883370746
12,1962.4,1094.46,11.363,0.025,0.397,0.042,0.046,0.041,1.039,0.044,118.45821549716226,-27.06965909656449
13,485.813,3560.14,11.089,0.068,-0.116,0.089,1.531,0.141,0.405,0.08,118.65570206281386,-26.770152279046606
18,1936.81,1426.13,11.809,0.033,-0.034,0.047,0.118,0.038,0.532,0.04,118.46131574832549,-27.029543311966073
22,3102.98,503.091,11.344,0.052,0.797,0.062,0.882,0.055,1.522,0.062,118.30420347048121,-27.142275773863332
30,1925.63,1416.0,11.961,0.027,0.124,0.034,,,0.814,0.034,118.46284314395702,-27.030756636385
31,3193.83,295.259,11.988,0.063,0.415,0.091,0.099,0.083,1.011,0.077,118.29211531506083,-27.16748772181967
32,3169.47,1014.39,12.016,0.032,0.585,0.036,0.197,0.027,1.038,0.043,118.29461658251547,-27.080539166649043
41,1941.24,1883.52,12.706,0.049,0.091,0.066,0.158,0.051,,,118.46020481836756,-26.974261122997014
43,3792.66,1189.61,12.1,0.02,0.413,0.052,,,0.744,0.036,118.20991164983852,-27.059980017102767
45,1245.7,1794.48,12.765,0.056,0.103,0.077,-0.346,0.063,0.768,0.072,118.55462485473109,-26.98433131658179
47,725.646,2906.62,12.388,0.044,0.482,0.07,0.278,0.066,1.078,0.062,118.6239077698983,-26.849384675582396
51,2940.17,3316.86,12.859,0.025,0.058,0.033,0.029,0.03,0.432,0.044,118.32314322755704,-26.80200192838541
52,3689.32,1578.33,12.811,0.018,0.212,0.029,-0.212,0.031,0.708,0.045,118.22349177984906,-27.012890962836327
53,1207.83,2902.5,11.605,0.038,1.102,0.057,1.305,0.048,1.559,0.046,118.55852440607983,-26.850362708437896
56,544.812,1264.83,12.45,0.08,0.249,0.117,0.252,0.103,0.937,0.088,118.6502615921729,-27.047654518033703
58,1328.95,3133.21,12.621,0.042,0.071,0.06,0.065,0.051,0.544,0.046,118.541842236222,-26.82259642689387
59,959.655,2975.17,11.941,0.046,1.022,0.051,1.341,0.028,1.565,0.055,118.5920978381614,-26.841331721260815
60,750.784,1804.94,12.759,0.067,0.222,0.078,0.127,0.043,0.674,0.073,118.62172770649327,-26.9825742668407
63,2848.72,2445.7,12.929,0.018,0.189,0.023,-0.008,0.022,0.701,0.037,118.3365162887913,-26.90721155726475
65,1100.7,2363.11,12.89,0.045,0.076,0.057,0.225,0.042,0.703,0.057,118.57365373265056,-26.915454331073438
68,3797.57,844.33,12.742,0.047,0.452,0.054,-0.064,0.035,0.998,0.051,118.20963095105141,-27.101720310353382
69,2575.43,2550.58,12.918,0.023,0.257,0.031,0.149,0.031,0.752,0.04,118.37345958523689,-26.894262212816386
71,3164.28,1162.42,12.916,0.019,0.34,0.023,0.101,0.026,0.809,0.032,118.2951552702698,-27.06264100854251
72,2890.1,1450.81,12.865,0.03,0.355,0.035,0.118,0.028,0.898,0.036,118.33201456501182,-27.027509174144388
73,2556.78,2966.82,12.145,0.027,1.215,0.033,1.288,0.03,1.683,0.044,118.37552438558221,-26.8439310156013
74,3708.97,256.25,12.936,0.039,0.504,0.047,0.221,0.034,,,118.2223017735782,-27.172715739627797
75,2666.47,374.142,13.112,0.04,0.203,0.051,-0.33,0.05,0.847,0.056,118.36354150838109,-27.157427805167323
76,2409.25,1550.97,13.167,0.027,0.306,0.034,0.047,0.029,,,118.39710990190375,-27.01492372190499
79,2171.93,1926.29,13.26,0.033,0.102,0.038,-0.081,0.023,0.793,0.038,118.42887372505892,-26.969320998484264
81,2923.85,4015.7,12.74,0.025,0.823,0.032,0.153,0.028,,,118.32457684070948,-26.717514033448914
82,1707.46,3386.76,13.215,0.036,0.078,0.043,-0.348,0.043,0.674,0.046,118.4902304726788,-26.792325622230308
83,3643.76,3928.27,13.008,0.024,0.511,0.034,0.044,0.042,,,118.22704887993623,-26.72879875142234
84,1603.17,3315.29,12.846,0.037,0.013,0.111,0.157,0.12,0.553,0.047,118.50445274036382,-26.800860668845708
86,873.766,2048.38,12.849,0.034,0.643,0.045,0.474,0.039,1.46,0.053,118.60477883529063,-26.953271111842444
89,1083.3,1929.04,13.249,0.035,0.178,0.045,0.178,0.035,0.74,0.046,118.5764974852147,-26.967904824201938
90,3394.48,1811.03,13.059,0.019,0.575,0.026,0.04,0.026,1.038,0.041,118.2632148521437,-26.984470038631894
92,1780.19,1775.02,13.275,0.028,0.18,0.033,0.011,0.024,0.84,0.033,118.48216549483419,-26.987215630464892
93,2429.58,1539.1,13.156,0.026,0.292,0.033,,,0.906,0.044,118.3943662334731,-27.016378736582045
97,230.977,4061.72,13.557,0.043,0.054,0.056,0.126,0.046,,,118.68970035962396,-26.709270555440284
98,3182.87,1506.82,12.408,0.027,1.154,0.032,1.103,0.022,1.582,0.044,118.2922501649988,-27.02103047958947
99,2479.48,526.855,13.33,0.033,0.119,0.041,0.059,0.042,0.663,0.048,118.38872848869438,-27.138782605230272
101,1942.66,3049.64,13.305,0.036,0.248,0.041,0.091,0.034,0.842,0.044,118.45871152880811,-26.833308844945737
103,2329.74,2288.29,12.416,0.029,0.957,0.04,1.024,0.033,1.522,0.048,118.40706965644011,-26.92572168412466
105,199.092,1699.96,13.32,0.07,0.202,0.087,0.321,0.07,1.0,0.098,118.69665859770444,-26.994714399277985
106,556.871,1926.01,13.359,0.051,0.059,0.064,-0.408,0.059,0.75,0.061,118.64788879587617,-26.967746993579148
108,1055.64,742.331,13.186,0.032,0.516,0.041,0.123,0.034,1.051,0.055,118.58157209166392,-27.11131965598575
109,388.922,1005.72,13.231,0.051,-0.172,0.07,0.344,0.073,0.6,0.063,118.67169052693404,-27.078819008889543
111,3309.87,3908.28,13.281,0.025,0.307,0.033,-0.002,0.031,0.732,0.037,118.27234929895221,-26.73088262487361
114,3159.76,3194.51,13.427,0.02,0.145,0.027,-0.257,0.025,0.606,0.027,118.29350156189129,-26.817009482862055
115,2988.17,1408.7,13.448,0.022,0.283,0.026,-0.026,0.025,0.825,0.04,118.31876246910903,-27.032696814229908
117,3236.55,1826.32,13.445,0.029,0.339,0.036,0.054,0.03,0.706,0.078,118.28461435276641,-26.982464648796373
118,3129.81,484.561,13.282,0.042,0.438,0.048,0.046,0.043,0.911,0.056,118.3005857794742,-27.14454228095279
119,4009.43,2121.59,13.299,0.023,0.276,0.033,-0.081,0.04,0.715,0.037,118.1794763661332,-26.94754358677282
120,3240.23,1823.37,12.783,0.016,0.876,0.022,0.734,0.019,1.357,0.036,118.2841186062177,-26.982824890929617
121,2643.72,741.573,13.464,0.031,0.326,0.037,-0.384,0.035,0.84,0.041,118.36621674418357,-27.112992269624094
122,3746.28,2471.8,13.483,0.019,0.244,0.026,-0.084,0.032,0.69,0.04,118.21477094980268,-26.904950297007137
123,1926.84,1932.77,13.65,0.027,0.03,0.031,-0.143,0.023,0.752,0.031,118.4621026371454,-26.968293738433136
125,2914.77,409.542,13.38,0.041,0.433,0.051,0.005,0.046,0.956,0.054,118.32983058068905,-27.153396054076424
128,407.13,3184.45,13.394,0.06,0.5,0.066,0.451,0.036,1.252,0.07,118.6667911554217,-26.8154851334639
129,3927.87,2882.04,13.272,0.015,0.247,0.024,-0.0,0.033,-0.443,0.027,118.18968831694554,-26.85554369048366
132,3185.28,1638.94,13.243,0.018,0.721,0.024,0.431,0.022,1.127,0.038,118.29177597922367,-27.005062994300822
133,1604.86,3289.42,13.538,0.044,0.337,0.05,0.09,0.034,0.928,0.05,118.50425241921248,-26.80398936396314
134,2976.62,341.778,13.452,0.043,0.437,0.053,0.239,0.048,1.064,0.057,118.32151881817042,-27.161648539700156
135,4081.36,2645.03,13.05,0.018,1.111,0.026,0.847,0.038,1.567,0.043,118.1691382287472,-26.884344862970654
136,2743.12,1366.87,13.491,0.024,0.498,0.029,0.093,0.023,1.023,0.033,118.35203984334883,-27.03750902120038
138,3426.68,454.928,13.535,0.036,0.229,0.044,0.043,0.048,0.915,0.043,118.26036091592646,-27.148419687630472
139,2905.15,2311.15,13.867,0.022,0.183,0.026,-0.387,0.02,0.757,0.03,118.32901401625934,-26.923531343935874
141,3832.57,2899.58,13.54,0.018,0.313,0.026,0.004,0.029,0.837,0.028,118.20259218510532,-26.853328684380003
144,1324.69,3632.61,12.918,0.031,1.034,0.039,0.937,0.03,1.615,0.048,118.54186287965608,-26.76222766627091
147,1408.36,1752.6,13.706,0.041,0.29,0.047,0.007,0.028,0.994,0.045,118.53261358805295,-26.989555457308192
149,3719.62,2715.99,13.215,0.018,0.889,0.025,0.609,0.028,1.428,0.031,118.21811387931805,-26.87540751241932
150,3005.79,3445.13,13.054,0.023,1.081,0.026,0.8,0.024,1.536,0.043,118.3141015608661,-26.786562736177522
151,3330.51,3832.54,13.327,0.033,0.733,0.039,0.347,0.024,1.121,0.045,118.26963483464766,-26.740058176179165
152,2497.57,1841.19,13.562,0.025,0.358,0.035,0.114,0.03,0.961,0.032,118.38480929185229,-26.979931569786807
154,1569.5,1224.43,13.485,0.024,0.592,0.035,0.159,0.031,1.195,0.036,118.51135086829984,-27.05355794516241
156,3745.35,1022.76,13.715,0.022,0.261,0.029,-0.337,0.029,0.662,0.031,118.21651336921646,-27.080100759900034
157,889.727,3207.34,13.69,0.027,0.271,0.034,0.171,0.03,0.882,0.039,118.60132165775073,-26.813198768354
158,1439.22,1288.03,12.512,0.028,1.633,0.039,1.569,0.036,2.196,0.036,118.52894692403312,-27.04574065470182
159,2226.38,2256.04,13.74,0.02,0.114,0.033,0.156,0.032,0.717,0.031,118.42112206157668,-26.929516974850138
161,1970.37,2231.09,13.726,0.041,0.233,0.047,0.077,0.031,0.862,0.046,118.45586686992011,-26.932277916135654
162,2226.61,1636.02,12.487,0.033,1.52,0.039,1.461,0.027,2.025,0.044,118.42178246125891,-27.00446155597904
163,2841.84,2373.82,13.868,0.022,0.268,0.027,0.185,0.021,,,118.33752944831646,-26.91589313743454
164,4004.79,709.92,13.536,0.033,0.485,0.041,0.101,0.041,1.097,0.041,118.18168020719928,-27.11817329155111
168,1873.34,3395.22,13.863,0.038,0.172,0.044,-0.036,0.04,0.708,0.049,118.46772639777025,-26.79146816698401
170,2909.91,3264.72,13.76,0.024,0.2,0.03,-0.031,0.029,0.718,0.032,118.32730488116461,-26.808274178418824
174,59.372,954.258,13.635,0.051,0.065,0.077,0.608,0.07,0.777,0.066,118.71643751250929,-27.084711352271103
176,2003.01,3756.52,12.959,0.036,1.187,0.044,1.091,0.036,1.661,0.062,118.44973911624396,-26.747925450098336
177,2448.92,1286.57,13.857,0.027,0.278,0.034,-0.029,0.027,0.933,0.036,118.39202525647592,-27.046922323740556
180,1523.85,679.359,13.748,0.031,0.43,0.043,-0.026,0.039,0.948,0.045,118.51814935797492,-27.119397459056604
186,1843.9,3027.69,13.839,0.036,0.201,0.042,0.225,0.035,0.785,0.043,118.47212864866835,-26.835863712029305
188,2699.82,885.073,13.881,0.027,0.212,0.034,0.118,0.027,0.671,0.036,118.3584490766821,-27.095702687548837
190,3924.07,1849.92,13.843,0.023,0.288,0.034,-0.065,0.035,0.833,0.037,118.19135488555808,-26.980296471342253
191,1245.38,2595.25,13.317,0.03,0.851,0.038,0.835,0.031,1.495,0.042,118.55377504561517,-26.88753865441545
192,3272.54,2176.13,13.042,0.021,1.11,0.028,1.015,0.024,1.535,0.042,118.27934363556332,-26.940217513355606
193,797.53,526.543,13.671,0.037,0.328,0.05,0.468,0.046,1.004,0.047,118.6168145432083,-27.137145875886088
194,4103.62,2238.08,13.824,0.027,0.417,0.035,-0.074,0.041,0.992,0.045,118.16657352153126,-26.933556733792088
195,2944.27,2945.14,13.917,0.023,0.182,0.028,-0.109,0.023,0.63,0.028,118.32300186316289,-26.8469373261433
202,3618.74,1738.07,13.847,0.017,0.401,0.025,0.121,0.025,0.944,0.032,118.23288480645272,-26.993512271047063
205,1380.6,1226.24,13.854,0.025,0.422,0.039,-0.031,0.035,0.972,0.032,118.53696518157811,-27.053151106280446
206,653.536,2860.09,13.876,0.036,0.397,0.043,0.134,0.03,1.08,0.044,118.63373835653069,-26.85493715879242
209,313.059,998.439,13.805,0.052,0.16,0.071,0.545,0.063,0.957,0.064,118.68198627046365,-27.079623568765207
211,2156.16,3670.96,13.945,0.035,0.387,0.041,0.231,0.029,0.964,0.051,118.4290662027137,-26.75841990344763
216,2338.48,1977.17,13.934,0.022,0.233,0.032,0.18,0.03,0.837,0.03,118.40623147627673,-26.963336731426455
217,3321.25,3770.47,12.901,0.023,1.359,0.03,1.304,0.025,1.796,0.048,118.2709597985959,-26.747551612167793
218,3060.0,2856.44,13.573,0.023,0.836,0.029,0.431,0.023,1.217,0.043,118.30740689968367,-26.85777407116604
219,3769.64,2617.93,13.339,0.018,1.252,0.025,1.002,0.032,1.713,0.037,118.21144015134618,-26.887310222225782
220,1527.94,1840.08,14.103,0.031,0.233,0.036,0.197,0.025,0.907,0.039,118.51630001753561,-26.979100438289002
222,1827.35,2579.63,13.861,0.032,0.368,0.041,0.37,0.035,1.029,0.04,118.47487273939696,-26.890006079857237
225,1913.22,1088.87,14.027,0.025,0.392,0.034,0.033,0.028,1.056,0.034,118.4648909289168,-27.070285822248636
226,3025.28,2932.06,14.055,0.021,0.52,0.027,-0.056,0.023,,,118.31203085706436,-26.848599007601806
227,272.222,2145.9,14.008,0.061,0.227,0.074,0.383,0.061,0.899,0.076,118.6862441767379,-26.940884611953447
228,2724.23,1412.55,14.056,0.028,0.419,0.033,-0.106,0.025,0.996,0.036,118.35455052368376,-27.031968687173915
230,4054.14,3933.18,13.496,0.023,1.026,0.033,0.433,0.03,1.461,0.043,118.1713926333892,-26.72861380778245
231,2157.34,3689.22,14.031,0.036,0.51,0.043,0.193,0.032,,,118.42888581762314,-26.756213917330076
233,2171.75,1856.6,14.078,0.026,0.25,0.032,0.168,0.024,0.912,0.032,118.4289758688639,-26.97774453449327
234,3917.7,3327.6,13.173,0.016,1.623,0.025,1.477,0.031,2.128,0.037,118.1905704578679,-26.801676907149744
237,2373.96,3558.75,14.116,0.034,0.481,0.04,0.045,0.028,1.033,0.066,118.39965596471814,-26.77220001266035
238,1818.39,3005.0,14.031,0.03,0.463,0.034,0.144,0.031,1.061,0.036,118.47561331531192,-26.838580948962512
240,3234.66,1610.55,13.896,0.018,0.641,0.024,0.193,0.023,1.095,0.027,118.28511132823299,-27.008543769240386
244,1401.0,1631.65,14.106,0.029,0.36,0.038,0.059,0.031,0.972,0.037,118.53374657356669,-27.004167851127793
245,2404.98,3092.77,14.25,0.029,0.179,0.033,0.088,0.028,0.693,0.037,118.39596917619203,-26.8285558018041
246,1304.05,3758.24,14.056,0.033,0.417,0.048,0.224,0.043,1.009,0.052,118.54452169511042,-26.747021706705873
248,3484.26,3982.98,13.718,0.023,0.796,0.032,0.521,0.029,1.276,0.04,118.24861731467296,-26.722026942038834
249,1143.86,1371.85,13.331,0.027,2.003,0.037,1.017,0.038,3.551,0.037,118.56890657779567,-27.035314947067352
251,3380.8,1864.3,14.075,0.017,0.521,0.025,-0.018,0.024,1.029,0.029,118.26501054920149,-26.97801745701956
257,3315.11,779.503,14.076,0.025,0.497,0.03,-0.035,0.03,0.983,0.033,118.27512864826801,-27.109075908487892
258,820.451,164.611,14.065,0.033,0.197,0.054,0.314,0.057,0.724,0.05,118.6141099847002,-27.18091689505508
262,755.515,842.51,13.568,0.039,1.103,0.049,1.014,0.047,1.78,0.055,118.62215966973245,-27.09891182541284
263,2026.49,1309.17,14.313,0.027,0.369,0.036,0.092,0.03,,,118.44928489270598,-27.043770025003674
266,2713.32,3893.16,14.211,0.028,0.412,0.035,0.133,0.026,0.898,0.044,118.35326305669204,-26.73211635398524
269,2918.62,2482.46,14.265,0.018,0.298,0.023,0.084,0.02,0.798,0.027,118.32699629337714,-26.902837813761344
270,3210.59,526.832,13.475,0.037,1.302,0.045,1.189,0.045,1.836,0.054,118.28958422297391,-27.139513231782928
272,3447.55,2326.03,14.285,0.036,0.4,0.042,0.071,0.031,1.04,0.052,118.25544369397878,-26.92227271632185
277,1968.24,1327.25,13.088,0.025,1.627,0.036,1.69,0.035,1.765,0.035,118.457163885858,-27.041526631507462
278,3841.41,3854.7,14.29,0.024,0.361,0.036,0.021,0.03,0.841,0.031,118.20032804086281,-26.737888225813837
280,2153.22,1934.28,14.336,0.02,0.38,0.027,0.144,0.025,,,118.43140203656453,-26.968336588037953
283,2417.25,3633.06,14.28,0.034,0.5,0.04,0.011,0.028,1.071,0.051,118.39370261107636,-26.76326095592819
284,2039.58,192.331,14.284,0.042,0.39,0.06,-0.133,0.054,0.923,0.057,118.44875554209148,-27.17877995234499
289,2761.88,2956.88,13.167,0.025,1.606,0.034,1.794,0.033,2.28,0.042,118.3477222927863,-26.845336688506137
291,3360.44,137.144,14.05,0.043,0.643,0.058,0.498,0.054,,,118.26969804929657,-27.186765594553957
292,1924.2,1591.62,14.164,0.029,0.237,0.036,-0.074,0.028,0.863,0.03,118.46284117126939,-27.00952730540148
293,3179.02,1206.23,14.281,0.017,0.295,0.022,0.059,0.025,0.723,0.026,118.2931075428017,-27.05736018894232
296,3731.69,3520.57,13.23,0.02,1.145,0.029,1.11,0.025,1.483,0.035,118.21557963853587,-26.778166654670137
297,1776.48,188.156,13.964,0.033,0.71,0.051,0.424,0.05,1.178,0.051,118.48443863736405,-27.179022676097052
300,1671.95,509.317,14.275,0.034,0.498,0.042,-0.056,0.04,1.153,0.049,118.49825549817467,-27.140098569666165
301,723.1,2379.85,14.468,0.029,0.236,0.036,-0.038,0.029,0.949,0.04,118.62484060317313,-26.913054984379773
305,3530.93,1072.76,13.909,0.018,0.951,0.024,0.477,0.027,1.351,0.029,118.24553464347139,-27.073843592625465
306,1489.31,3010.73,14.196,0.028,0.447,0.034,0.103,0.029,1.07,0.032,118.52023277144738,-26.837560729394678
307,2314.92,1372.62,14.36,0.021,0.325,0.03,0.05,0.028,0.99,0.032,118.41010073217032,-27.036387706605694
308,493.838,3054.38,14.662,0.17,-0.29,0.183,1.698,0.04,,,118.65517794977917,-26.831293547064092
309,4074.6,1936.37,14.33,0.026,0.319,0.034,0.091,0.037,0.897,0.039,118.17084539944629,-26.969996764478324
311,1949.97,2222.92,14.25,0.033,0.386,0.041,0.259,0.037,1.125,0.04,118.45864238414,-26.933245148498266
314,1317.95,854.555,13.476,0.029,1.132,0.043,1.225,0.041,1.561,0.044,118.54587560543293,-27.098015821405966
315,2360.66,3382.07,14.392,0.032,0.414,0.037,0.188,0.028,1.027,0.048,118.40165662412164,-26.793542805929576
316,3781.28,4079.0,14.328,0.021,0.488,0.033,-0.068,0.031,1.042,0.028,118.20823195269482,-26.710716306244407
319,2638.41,2315.44,14.317,0.024,0.562,0.032,0.095,0.028,1.133,0.049,118.36518128216294,-26.922747244779806
320,2585.54,2380.29,14.43,0.036,0.465,0.041,0.071,0.025,1.032,0.053,118.37227853611022,-26.91485592616384
321,3410.16,3815.19,14.345,0.022,0.568,0.029,-0.034,0.026,1.045,0.041,118.25885301818256,-26.742234636065024
