id,x,y,V,eV,BV,eBV,UB,eUB,VI,eVI,ra,dec
2230,3768.37,1425.98,16.58,0.01,1.457,0.013,1.031,0.015,1.636,0.018,119.48604473616156,-28.650890016078247
2231,2288.73,1464.94,16.582,0.007,0.656,0.011,0.289,0.012,0.771,0.009,119.68993629833852,-28.64481269754294
2232,1980.32,2406.28,16.582,0.013,0.724,0.019,0.297,0.02,0.844,0.016,119.73131930266575,-28.530762551039707
2233,39.165,4043.41,16.583,0.017,1.065,0.029,0.54,0.033,1.156,0.03,119.99691127633255,-28.33111282471663
2234,1868.26,2141.59,16.586,0.008,0.875,0.011,0.553,0.014,0.949,0.011,119.74708081750082,-28.56264776316535
2236,3348.42,2486.47,16.587,0.007,1.294,0.01,0.634,0.013,1.592,0.012,119.54265885125805,-28.522336911808274
2235,1985.34,2098.2,16.587,0.011,0.578,0.016,0.188,0.013,0.751,0.015,119.73099558912875,-28.56799993686204
2237,2118.25,1700.07,16.588,0.009,0.801,0.013,0.293,0.015,0.963,0.012,119.71315247375846,-28.616238550817414
2238,3210.33,1106.5,16.59,0.007,0.622,0.011,0.393,0.011,0.763,0.012,119.56334095657466,-28.688984242144723
2240,3976.91,71.806,16.592,0.012,0.914,0.017,0.555,0.019,0.903,0.022,119.45892015340722,-28.814740466783114
2239,789.145,367.47,16.592,0.009,0.841,0.019,0.272,0.025,0.964,0.017,119.89793503481917,-28.776059191503762
2242,3048.47,3058.59,16.593,0.007,0.968,0.01,0.788,0.012,1.054,0.012,119.58331707766871,-28.452916355311082
2241,95.874,1108.56,16.593,0.015,0.71,0.027,0.438,0.059,0.896,0.022,119.99260258144322,-28.68585404361461
2245,2199.26,929.22,16.594,0.007,0.801,0.011,0.21,0.012,0.91,0.013,119.70290815535539,-28.709473904132466
2243,3261.06,2122.06,16.594,0.008,0.527,0.012,0.259,0.012,0.686,0.011,119.55513515287095,-28.56629654863002
2244,2632.27,1070.98,16.594,0.005,0.604,0.009,0.205,0.016,0.739,0.014,119.64305716001903,-28.692742207342356
2246,2862.85,1752.96,16.595,0.006,0.759,0.01,0.233,0.011,0.86,0.011,119.61046137696721,-28.610535418441074
2247,3967.71,330.415,16.595,0.01,0.803,0.014,0.369,0.014,0.808,0.019,119.45987911798976,-28.783477988851555
2248,1786.52,465.332,16.597,0.011,0.97,0.017,0.457,0.018,1.107,0.018,119.76035032539652,-28.765154853673234
2249,3085.5,2270.76,16.598,0.008,0.782,0.013,0.247,0.013,0.965,0.011,119.5791547961683,-28.548163125142985
2250,886.466,2786.63,16.599,0.008,0.625,0.013,0.301,0.015,0.717,0.013,119.88163015176573,-28.48378373709311
2252,1335.13,2874.55,16.6,0.007,0.681,0.012,0.304,0.013,0.794,0.01,119.81968591752133,-28.47357330869558
2251,1737.96,480.71,16.6,0.01,0.559,0.016,0.251,0.018,0.701,0.018,119.76702495015384,-28.76325143506869
2254,3317.94,1042.84,16.603,0.008,0.957,0.011,0.791,0.011,0.955,0.012,119.54858519906342,-28.696777368279427
2253,505.766,370.635,16.603,0.012,0.686,0.026,0.455,0.035,0.807,0.019,119.93698925395393,-28.77541452918124
2256,1357.88,3841.46,16.604,0.008,0.838,0.021,0.211,0.022,0.937,0.016,119.81539472710051,-28.35673928402114
2255,155.047,1264.2,16.604,0.009,0.576,0.02,0.484,0.027,0.682,0.018,119.98426078554297,-28.66709904813618
2257,1523.99,3331.05,16.605,0.006,0.697,0.013,0.242,0.014,0.818,0.011,119.79310985792075,-28.418578114103063
2259,875.769,3825.76,16.605,0.009,0.932,0.019,0.578,0.02,0.921,0.018,119.881862635336,-28.35819068441264
2258,165.938,4056.1,16.605,0.015,0.854,0.025,0.237,0.024,0.924,0.021,119.97942304406341,-28.329696465723213
2261,3580.09,1897.34,16.606,0.007,0.624,0.01,0.219,0.011,0.837,0.013,119.5114319558076,-28.593750030081235
2260,2390.66,1466.29,16.606,0.007,0.577,0.011,0.306,0.011,0.65,0.015,119.67588571831911,-28.644743841729646
2263,2845.03,1000.99,16.608,0.008,0.732,0.012,0.161,0.012,0.869,0.018,119.61381618979726,-28.701397616295726
2264,388.006,3150.18,16.608,0.007,0.832,0.013,0.251,0.014,0.879,0.018,119.94989818828584,-28.439386082255236
2265,3466.9,2112.03,16.608,0.007,1.48,0.009,1.047,0.015,1.752,0.013,119.52677630411762,-28.567699141867983
2262,3778.76,2533.26,16.608,0.008,0.511,0.011,0.33,0.017,0.611,0.015,119.48328936084647,-28.51708026209871
2266,3740.63,337.537,16.609,0.007,0.719,0.011,0.095,0.012,0.843,0.017,119.49116894189923,-28.782407189932147
2267,2608.29,2860.78,16.61,0.01,0.823,0.013,0.302,0.016,0.986,0.015,119.64422329707962,-28.476415293239743
2269,3748.88,1614.38,16.612,0.008,0.8,0.01,0.245,0.009,0.943,0.016,119.48850587465678,-28.62810306660655
2270,1283.22,1802.37,16.612,0.009,0.846,0.014,0.42,0.013,1.062,0.012,119.82812202747598,-28.60310267166171
2268,2201.53,1549.62,16.612,0.015,0.671,0.025,0.262,0.023,0.775,0.016,119.7018538333135,-28.634498099159305
2271,3963.89,2291.09,16.612,0.011,1.192,0.014,0.895,0.029,1.291,0.017,119.45806239604029,-28.546518774907838
2272,3356.04,3957.44,16.612,0.013,1.447,0.031,1.236,0.035,1.793,0.019,119.5398506126699,-28.344571155106898
2273,1177.72,167.413,16.613,0.01,0.869,0.021,0.321,0.023,0.993,0.018,119.84461700619742,-28.800596384762688
2275,3160.28,1590.72,16.614,0.006,0.833,0.01,0.493,0.011,1.087,0.012,119.56966062756216,-28.630417951027297
2274,3864.73,872.079,16.614,0.009,0.619,0.013,-0.079,0.012,0.802,0.013,119.47342545521234,-28.717920386346048
2277,1685.99,2918.65,16.615,0.007,0.879,0.012,0.32,0.022,1.068,0.01,119.77127433505638,-28.468568228236418
2276,3941.8,2269.9,16.615,0.009,0.613,0.012,0.395,0.023,0.7,0.015,119.46113237539959,-28.549059238161536
2278,2473.94,1881.29,16.616,0.009,0.826,0.016,0.457,0.018,0.857,0.011,119.663911300458,-28.594666419766806
2281,2040.86,1222.14,16.618,0.007,0.873,0.011,0.378,0.012,1.002,0.011,119.72439028408317,-28.673926772403426
2280,2777.27,3047.55,16.618,0.009,0.789,0.013,0.227,0.014,0.993,0.013,119.62070964724381,-28.453999692978897
2282,2414.85,3134.48,16.618,0.008,1.499,0.012,1.251,0.018,0.367,0.079,119.67055794353804,-28.443158561842726
2279,2786.13,4030.32,16.618,0.011,0.786,0.023,0.176,0.027,0.975,0.015,119.61831395483823,-28.33523607184492
2283,3432.21,1957.83,16.621,0.007,0.938,0.011,0.463,0.013,1.029,0.012,119.53174189804038,-28.58630275705455
2284,30.049,2597.4,16.622,0.009,1.01,0.016,0.336,0.018,1.056,0.017,119.9998958778816,-28.505860678246634
2285,1259.84,1778.76,16.623,0.008,0.611,0.013,0.346,0.012,0.752,0.011,119.83137269913892,-28.605934408518593
2286,500.633,3557.77,16.623,0.009,0.869,0.017,0.189,0.018,0.935,0.017,119.9338877422503,-28.3902313388636
2287,2182.39,1040.53,16.624,0.006,1.614,0.01,1.236,0.018,0.299,0.085,119.7051003117808,-28.696006023691705
2288,2156.93,709.041,16.626,0.008,0.567,0.012,0.222,0.013,0.72,0.015,119.7090056195344,-28.736044286352772
2289,2245.4,3281.71,16.626,0.008,0.997,0.012,0.843,0.013,1.145,0.015,119.69373720506803,-28.425208446403683
2290,2622.63,1513.95,16.627,0.007,0.812,0.012,0.244,0.012,0.888,0.012,119.64385643712714,-28.639198533284112
2291,2345.62,2546.73,16.629,0.01,0.792,0.015,0.231,0.018,0.957,0.014,119.68080231214732,-28.51412653343226
2292,3167.57,1373.68,16.63,0.006,0.515,0.01,0.31,0.009,0.579,0.011,119.56891523772212,-28.65665487647017
2293,4015.86,927.902,16.63,0.011,0.781,0.013,0.223,0.011,0.907,0.017,119.45252855958661,-28.711313759069764
2294,39.237,2803.78,16.63,0.01,1.14,0.014,1.249,0.02,1.239,0.018,119.99838285222151,-28.480927301969473
2295,1247.39,2049.89,16.631,0.009,0.737,0.014,0.352,0.013,0.972,0.021,119.83276464575064,-28.573155709336838
2296,3581.9,2817.23,16.631,0.009,0.772,0.011,0.239,0.014,0.934,0.012,119.51008311056097,-28.482579194838014
2297,1321.99,3312.67,16.631,0.008,1.163,0.015,0.631,0.018,1.262,0.014,119.82097339437912,-28.42061253927658
2298,2436.18,815.882,16.632,0.007,0.554,0.011,0.338,0.012,0.593,0.016,119.67038902888468,-28.72339044895305
2299,1461.75,3508.37,16.633,0.008,0.489,0.016,0.121,0.016,0.556,0.014,119.80147645179034,-28.397090679650194
2300,105.933,3698.0,16.633,0.014,1.078,0.021,0.822,0.022,1.063,0.025,119.98812147700782,-28.372918819557125
2301,3621.23,3270.06,16.635,0.01,0.521,0.015,0.295,0.015,0.558,0.014,119.50412109049763,-28.4278892020383
2302,1375.06,3813.23,16.636,0.009,0.714,0.02,0.169,0.021,0.771,0.016,119.81306055341162,-28.360166889761288
2303,2439.26,1271.95,16.637,0.006,0.735,0.01,0.218,0.013,0.85,0.011,119.66941946043606,-28.66827559494201
2305,2064.07,1553.88,16.637,0.007,0.962,0.013,0.534,0.015,1.035,0.01,119.72079479285624,-28.633856093839334
2306,1246.79,2586.47,16.637,0.009,1.003,0.013,0.909,0.015,1.107,0.012,119.83220606901955,-28.508307242821914
2304,1006.37,3780.23,16.637,0.01,0.813,0.019,0.175,0.02,0.91,0.017,119.86391637108571,-28.363813994476185
2308,2027.97,2138.71,16.639,0.011,0.527,0.016,0.153,0.016,0.658,0.016,119.7250715010854,-28.563143573653242
2310,241.299,3204.01,16.639,0.007,1.492,0.012,1.002,0.018,1.586,0.016,119.97005441591143,-28.432744782927056
2309,1984.1,1908.73,16.639,0.028,0.767,0.04,0.201,0.037,0.809,0.032,119.73139293609609,-28.59089702256337
2307,3795.18,3838.14,16.639,0.017,0.526,0.042,0.166,0.043,0.486,0.02,119.47946671871237,-28.359395309619824
2311,3976.15,2263.98,16.64,0.01,1.178,0.013,0.858,0.03,1.28,0.015,119.45640500523746,-28.549806472437346
2312,3222.8,299.162,16.643,0.008,0.724,0.01,0.179,0.012,0.81,0.019,119.56258708325382,-28.786565913535014
2313,767.808,2660.85,16.644,0.01,0.955,0.015,0.742,0.015,0.941,0.014,119.89813505267341,-28.49887499747928
2317,3189.73,1149.82,16.645,0.007,1.432,0.011,0.968,0.014,1.638,0.015,119.5661284730684,-28.68372978361302
2316,2806.69,500.71,16.645,0.008,0.754,0.012,0.245,0.016,0.805,0.018,119.61969846677692,-28.761823053640136
2314,1579.85,3866.93,16.645,0.007,0.523,0.018,0.079,0.02,0.641,0.014,119.7847702610535,-28.353866477639205
2315,3566.79,3748.27,16.645,0.014,0.729,0.029,0.094,0.03,0.793,0.017,119.51105301587208,-28.370045183001096
2319,3312.16,1142.64,16.647,0.007,0.881,0.01,0.269,0.01,1.011,0.011,119.54926258148215,-28.684710778483353
2318,1461.94,1729.1,16.647,0.007,0.525,0.011,0.174,0.01,0.667,0.011,119.80357669530619,-28.612122991162437
2320,2685.2,2550.22,16.649,0.008,1.023,0.012,0.603,0.015,1.1,0.012,119.6339939806652,-28.51401890404169
2321,107.017,129.683,16.649,0.02,1.658,0.034,1.207,0.04,2.03,0.025,119.99223661666542,-28.804165684736784
2324,2340.98,1409.84,16.65,0.006,0.835,0.01,0.252,0.011,0.934,0.009,119.68280055485326,-28.651520097759775
2322,1972.68,1851.81,16.65,0.009,0.572,0.013,0.126,0.012,0.748,0.012,119.73303497553196,-28.597765475047762
2323,3699.87,3015.26,16.65,0.01,0.681,0.015,0.19,0.016,0.772,0.014,119.49358668937496,-28.45875558675927
2325,3781.82,1479.53,16.651,0.009,0.522,0.012,0.333,0.011,0.59,0.017,119.48412693026296,-28.64443072001618
2326,764.485,1917.31,16.651,0.009,0.869,0.012,0.414,0.014,1.073,0.012,119.89948167562004,-28.5887318064151
2327,1498.46,1227.01,16.652,0.007,0.585,0.013,0.378,0.014,0.732,0.011,119.7991432149013,-28.672836428816584
2329,3378.38,689.227,16.652,0.011,1.498,0.014,0.89,0.016,1.737,0.017,119.54067738869043,-28.739568875438415
2328,1241.51,2479.61,16.652,0.014,0.771,0.021,0.248,0.019,0.979,0.02,119.83306151899453,-28.521216831002913
2331,3478.31,625.39,16.653,0.01,1.457,0.014,0.784,0.016,1.694,0.017,119.5269803737024,-28.74737628784939
2330,1909.93,1992.9,16.653,0.006,0.97,0.009,0.554,0.025,1.038,0.01,119.7415151614683,-28.580656114074603
2333,2270.71,3669.58,16.654,0.007,0.897,0.013,0.275,0.014,0.975,0.013,119.68978519000493,-28.378356168022503
2332,1336.72,2233.18,16.654,0.009,0.758,0.014,0.319,0.014,0.971,0.013,119.82023327902628,-28.551086995822537
2335,1626.21,3313.31,16.655,0.005,0.679,0.012,0.33,0.014,0.816,0.011,119.77904212206337,-28.420816631999934
2337,105.12,2557.49,16.655,0.007,0.89,0.013,0.287,0.016,1.029,0.017,119.98959657231799,-28.510753416277446
2334,3394.94,3653.52,16.655,0.01,0.546,0.021,0.345,0.022,0.606,0.014,119.5348522621092,-28.381337130724724
2336,68.377,195.167,16.655,0.019,0.866,0.036,0.751,0.044,1.007,0.023,119.99748408982973,-28.79621592604289
2338,1598.12,3210.96,16.656,0.007,0.516,0.012,0.227,0.013,0.601,0.01,119.78303607423865,-28.433160066095287
2339,4019.8,2767.47,16.656,0.012,0.827,0.018,0.45,0.021,0.859,0.016,119.44978701699979,-28.488998005697546
2341,4013.7,77.281,16.658,0.012,0.736,0.015,0.319,0.016,0.829,0.02,119.45384286080098,-28.81411282548496
2344,3187.84,2834.71,16.661,0.008,0.891,0.01,0.432,0.013,0.976,0.011,119.5643753346908,-28.480102112606385
2343,439.669,2180.83,16.661,0.008,0.879,0.011,0.704,0.014,0.938,0.014,119.94393598405556,-28.556583831816393
2342,84.568,2739.05,16.661,0.009,0.71,0.015,0.44,0.017,0.83,0.018,119.99221226038362,-28.488792126609926
2346,2258.0,1379.37,16.662,0.007,1.895,0.022,1.443,0.027,2.146,0.012,119.69427406652193,-28.655125756951545
2345,3.641,1289.49,16.662,0.015,0.913,0.031,0.538,0.039,1.049,0.02,120.0050987828148,-28.66390257867515
2348,891.247,2161.15,16.663,0.01,0.911,0.014,0.299,0.014,1.066,0.013,119.88171870879115,-28.559380004075454
2347,478.848,2896.82,16.663,0.007,0.801,0.015,0.225,0.016,0.942,0.016,119.93768026995954,-28.470089725311336
2349,1347.27,3929.87,16.668,0.008,0.812,0.018,0.183,0.022,0.947,0.015,119.81675143862599,-28.34604475449656
2350,1785.95,3299.54,16.669,0.009,0.571,0.014,0.36,0.014,0.628,0.014,119.75704168555667,-28.422628571765134
2351,517.226,3597.33,16.67,0.008,0.733,0.018,0.246,0.025,0.826,0.018,119.93155345770799,-28.385465699787574
2353,3776.55,1571.63,16.671,0.009,0.675,0.012,0.331,0.011,0.794,0.017,119.48474322198886,-28.633295178865236
2352,3391.48,2120.12,16.671,0.007,0.621,0.011,0.255,0.013,0.755,0.011,119.53716174073519,-28.566651659528095
2354,1791.09,285.753,16.671,0.009,0.864,0.015,0.268,0.017,1.045,0.018,119.75993506176893,-28.786861946066104
2355,3180.52,2391.27,16.672,0.008,0.754,0.011,0.238,0.011,0.927,0.011,119.56591420855153,-28.53368689810812
2356,3220.43,1100.16,16.672,0.007,0.871,0.012,0.681,0.012,0.921,0.013,119.5619564550869,-28.689759801047764
2357,3299.22,2785.62,16.673,0.008,0.658,0.011,0.428,0.011,0.825,0.011,119.54908254693822,-28.486137881697175
2358,3737.95,3435.84,16.673,0.01,0.737,0.018,0.133,0.019,0.853,0.015,119.48783549869445,-28.407961983397048
2359,1784.53,3785.33,16.674,0.009,0.827,0.019,0.263,0.02,0.935,0.015,119.75665682891973,-28.363917528140448
2360,2563.92,584.317,16.675,0.009,0.741,0.013,0.204,0.014,0.822,0.019,119.65305942809373,-28.75149421115008
2361,3364.76,2309.63,16.676,0.007,0.499,0.009,0.35,0.012,0.616,0.011,119.54061806034134,-28.543723873364737
2363,1356.39,1426.84,16.676,0.007,0.966,0.011,0.359,0.012,1.135,0.011,119.8184858401801,-28.648554715635605
2362,1463.9,3666.8,16.676,0.008,0.94,0.018,0.447,0.019,0.996,0.013,119.8009907762771,-28.37794574813839
2364,999.465,4076.76,16.677,0.011,0.691,0.025,0.173,0.027,0.845,0.02,119.86451369690613,-28.32797073005909
2365,3312.79,23.824,16.679,0.007,0.671,0.015,0.243,0.016,0.807,0.019,119.55051286193245,-28.819924900556824
2366,46.457,1719.16,16.679,0.01,0.79,0.019,0.461,0.024,0.905,0.018,119.99868396776884,-28.612014792589502
2367,3606.46,2656.74,16.68,0.009,0.477,0.011,0.268,0.014,0.653,0.018,119.50688982057639,-28.501997795765984
2368,1705.68,3902.0,16.68,0.007,0.772,0.019,0.124,0.021,0.847,0.013,119.76738525539596,-28.349744530731407
2370,2938.15,1495.24,16.681,0.007,0.813,0.01,0.276,0.01,0.946,0.013,119.60039081629459,-28.64175160734073
2371,207.554,2858.42,16.681,0.007,1.508,0.012,0.967,0.014,1.6,0.015,119.97511849384183,-28.47447954513565
2369,1367.33,2009.46,16.681,0.009,0.553,0.014,0.219,0.014,0.73,0.013,119.81628168731069,-28.57815280063287
2372,1261.5,485.569,16.682,0.009,0.722,0.016,0.357,0.019,0.9,0.018,119.83268941321374,-28.76222342315205
2374,149.443,3790.55,16.682,0.011,0.93,0.018,0.351,0.019,0.987,0.02,119.982013905204,-28.361774021297148
2373,234.875,3944.92,16.682,0.015,0.86,0.025,0.235,0.026,0.968,0.023,119.97005436079522,-28.343196803240517
2375,880.099,2638.49,16.685,0.009,0.56,0.013,0.212,0.013,0.638,0.014,119.88268475678866,-28.50168117833958
2376,548.316,1368.05,16.685,0.009,1.014,0.015,0.365,0.017,1.202,0.017,119.92993258136615,-28.65491216647102
2377,3100.42,2439.81,16.686,0.01,0.614,0.013,0.265,0.011,0.765,0.012,119.57689634511394,-28.52774653647936
2378,3198.61,3105.31,16.688,0.007,0.794,0.011,0.266,0.011,0.939,0.012,119.5625675124292,-28.447408947353647
2379,102.106,925.729,16.688,0.013,0.815,0.028,0.532,0.038,0.897,0.019,119.99196213160592,-28.707955691198553
2380,1886.4,1543.59,16.69,0.008,0.658,0.012,0.041,0.012,0.87,0.012,119.74529526774865,-28.63493531718409
2381,945.111,802.603,16.69,0.011,0.736,0.016,0.223,0.019,0.891,0.018,119.87591827663319,-28.723615856372877
2382,389.574,1578.37,16.691,0.009,1.732,0.015,1.303,0.022,0.553,0.121,119.95156056424831,-28.629347269854303
2383,1985.71,2236.95,16.692,0.011,0.555,0.016,0.196,0.017,0.679,0.016,119.73077877007536,-28.551231768005643
2384,3870.32,3052.2,16.692,0.012,0.764,0.018,0.236,0.02,0.778,0.016,119.47004949407714,-28.454448921381083
2385,2701.61,2872.13,16.693,0.011,0.792,0.015,0.183,0.015,0.941,0.015,119.63134747839139,-28.475129930817133
2387,2058.16,436.006,16.693,0.012,1.011,0.016,0.677,0.017,1.079,0.02,119.72294535280324,-28.76895032104708
2386,1669.34,2295.54,16.693,0.008,0.894,0.015,0.655,0.027,0.892,0.012,119.7743138848695,-28.543858244718354
2388,3506.71,1007.86,16.694,0.012,0.904,0.014,0.682,0.012,0.929,0.015,119.52260891892966,-28.701179480408374
2389,986.07,4014.91,16.695,0.009,0.76,0.019,0.146,0.022,0.911,0.017,119.86643384162838,-28.33543316631828
2390,3188.98,369.744,16.697,0.009,1.181,0.011,0.677,0.029,1.303,0.022,119.5671641252665,-28.778004499532184
2391,960.657,2869.49,16.698,0.01,0.623,0.014,0.288,0.015,0.703,0.014,119.8713054120209,-28.473838398938085
2392,1984.92,1488.43,16.699,0.008,0.754,0.013,0.465,0.014,0.943,0.011,119.73178222242687,-28.6416927738545
2393,690.605,2023.8,16.699,0.01,0.85,0.013,0.469,0.014,1.085,0.013,119.90953725546854,-28.57579370193039
2396,2547.59,3705.02,16.7,0.009,0.884,0.015,0.289,0.017,1.023,0.013,119.65158058776287,-28.374329244144675
2394,1298.04,3875.88,16.7,0.008,0.625,0.02,0.308,0.023,0.684,0.016,119.82360131187873,-28.35252412565909
2395,1680.87,2883.21,16.7,0.022,0.771,0.037,0.288,0.039,0.938,0.024,119.77202237723469,-28.47284656215639
2400,1652.03,2084.86,16.702,0.008,0.877,0.011,0.303,0.013,1.106,0.012,119.77695150117295,-28.569303779965864
2402,4022.61,1400.97,16.702,0.012,1.232,0.015,1.258,0.016,1.32,0.019,119.45103283972432,-28.654147779956393
2401,162.782,3494.07,16.702,0.01,1.038,0.016,0.734,0.02,0.987,0.02,119.98052972426633,-28.39761719521613
2398,919.431,3122.8,16.702,0.008,0.866,0.017,0.499,0.02,0.889,0.015,119.87668483886608,-28.443186699238733
2399,149.676,1633.47,16.702,0.009,0.868,0.018,0.441,0.021,0.928,0.018,119.9845597482062,-28.622466273112632
2397,3903.34,3389.92,16.702,0.013,0.828,0.024,0.242,0.026,0.905,0.016,119.46509474812467,-28.413664610499847
2403,1184.68,3236.17,16.703,0.007,1.56,0.013,1.145,0.02,1.704,0.014,119.8399901969244,-28.429730852619613
2404,3710.97,496.635,16.704,0.01,1.794,0.014,1.322,0.026,2.141,0.018,119.49506682621721,-28.76315209985796
2405,718.836,918.352,16.705,0.009,0.67,0.014,0.333,0.016,0.861,0.017,119.90696732606247,-28.709417780114332
2406,439.808,518.283,16.705,0.011,0.818,0.025,0.36,0.034,0.941,0.019,119.94590375954505,-28.757509639016348
2407,122.053,806.318,16.705,0.013,0.845,0.028,0.314,0.038,1.005,0.018,119.989355555259,-28.722405457570005
2408,3189.17,2957.38,16.706,0.007,0.709,0.011,0.181,0.011,0.88,0.011,119.56404541670285,-28.465278166344564
2409,2850.97,1068.56,16.706,0.006,0.81,0.011,0.244,0.011,0.927,0.017,119.6129167283588,-28.693236997633694
2410,3911.92,1386.41,16.706,0.01,1.378,0.013,0.895,0.016,1.547,0.018,119.4663065941126,-28.655805014852447
2411,1122.02,371.408,16.707,0.008,0.918,0.014,0.346,0.018,1.087,0.018,119.85205031509695,-28.775891216545418
2415,3269.14,1017.95,16.708,0.008,0.79,0.012,0.333,0.011,0.847,0.012,119.55534102777926,-28.69974028193119
2414,2675.55,2393.93,16.708,0.009,0.704,0.014,0.159,0.015,0.973,0.014,119.63551082030163,-28.532898269321553
2412,911.723,3823.57,16.708,0.009,0.538,0.017,0.128,0.017,0.585,0.02,119.87690972878993,-28.358488616656203
2413,1014.33,4081.19,16.708,0.012,0.54,0.032,0.256,0.038,0.644,0.023,119.86245956620365,-28.327449098121306
2417,435.113,2494.2,16.709,0.009,0.807,0.011,0.238,0.01,0.977,0.016,119.94418942252372,-28.518707556877718
2418,2545.05,2314.89,16.709,0.011,0.879,0.016,0.303,0.016,1.017,0.014,119.6535920391629,-28.542329852218945
2419,2303.48,2354.24,16.709,0.012,1.145,0.018,1.223,0.024,1.202,0.015,119.68684049718917,-28.537350761297162
2416,1037.38,3260.58,16.709,0.008,0.736,0.017,0.344,0.029,0.756,0.013,119.86026331774107,-28.426644533330993
2420,82.465,307.981,16.71,0.019,0.769,0.032,0.307,0.037,0.963,0.023,119.99540752141701,-28.782594920784103
2421,1717.17,1003.71,16.711,0.007,0.764,0.011,0.276,0.012,0.907,0.011,119.76926538180587,-28.700025489568596
2422,1677.34,3049.96,16.711,0.007,0.867,0.011,0.237,0.013,1.031,0.01,119.77230963024648,-28.45269086957655
2425,1560.69,3309.44,16.712,0.007,0.906,0.014,0.531,0.016,0.878,0.011,119.78807733964703,-28.421223723774915
2423,2982.02,998.417,16.712,0.006,0.719,0.015,0.2,0.016,0.809,0.021,119.59493799398778,-28.701835305885524
2424,1795.06,3665.44,16.712,0.007,0.786,0.015,0.178,0.016,0.872,0.012,119.75534876595884,-28.378416471806965
2426,3239.52,1971.92,16.713,0.007,0.656,0.011,0.2,0.012,0.778,0.011,119.55828343597162,-28.58442166133133
2427,2989.79,1816.93,16.713,0.006,1.42,0.011,1.235,0.013,1.504,0.014,119.59288884169776,-28.60292181392957
2429,935.439,481.448,16.714,0.009,0.817,0.014,0.25,0.016,1.01,0.017,119.87763518104919,-28.762419818170407
2428,2530.92,2249.3,16.714,0.009,0.651,0.014,0.283,0.017,0.769,0.014,119.65561795833632,-28.550243602979183
2430,2793.55,2442.35,16.716,0.009,0.759,0.014,0.264,0.013,0.898,0.013,119.6191890652887,-28.527155676046114
2432,832.353,2106.63,16.716,0.009,0.902,0.012,0.585,0.014,0.949,0.012,119.88990120028105,-28.56591448758978
2431,1736.69,85.042,16.716,0.007,0.788,0.018,0.397,0.019,0.86,0.019,119.76767286219912,-28.8110683738245
2433,3319.62,305.285,16.717,0.008,0.692,0.011,0.272,0.011,0.902,0.02,119.5492351079833,-28.78591549358566
2435,2248.26,1835.96,16.718,0.009,0.929,0.015,0.374,0.015,0.983,0.012,119.69507084912799,-28.599935957070784
2434,2134.15,2204.33,16.718,0.011,0.742,0.017,0.418,0.019,0.899,0.016,119.71035833545409,-28.555311354372222
2436,1842.53,2018.54,16.719,0.006,0.559,0.009,0.186,0.011,0.747,0.01,119.7507742307919,-28.577495061121343
2437,4093.77,1824.92,16.719,0.012,0.934,0.016,0.605,0.024,0.935,0.018,119.44071821980504,-28.602977501061524
2439,3042.2,2183.59,16.72,0.008,0.861,0.012,0.299,0.012,1.027,0.011,119.58522699405015,-28.558657922434573
2440,3327.38,840.517,16.72,0.01,1.068,0.014,0.994,0.015,1.205,0.017,119.54752588718051,-28.721237672429623
2438,1437.51,800.002,16.72,0.01,0.619,0.019,0.34,0.02,0.743,0.018,119.80805424971635,-28.724385725108313
2441,2936.47,3325.09,16.723,0.009,0.635,0.012,0.382,0.012,0.788,0.014,119.59843548993233,-28.42060511528412
2442,1421.24,3584.93,16.723,0.009,0.744,0.018,0.232,0.019,0.872,0.013,119.80696842913717,-28.38780061059304
2443,163.753,924.688,16.723,0.01,0.895,0.024,0.505,0.033,0.929,0.017,119.98346659709821,-28.708138531096033
2444,398.766,1528.06,16.724,0.009,1.498,0.016,1.118,0.021,2.04,0.016,119.95035376117566,-28.63543594504049
2446,1846.36,1448.15,16.725,0.007,0.821,0.012,0.316,0.013,0.915,0.011,119.7509280248746,-28.64643259405166
2445,2310.45,2169.65,16.725,0.012,0.577,0.018,0.145,0.02,0.76,0.017,119.6861004313459,-28.559665674040556
2447,6.908,1158.44,16.725,0.012,0.889,0.025,0.38,0.035,0.995,0.02,120.00480511339343,-28.67974353535038
2449,2398.15,834.244,16.727,0.007,1.063,0.012,1.074,0.016,1.136,0.014,119.67560874219897,-28.721136143102964
2448,628.992,3321.91,16.727,0.009,1.028,0.016,0.354,0.016,1.082,0.017,119.91647795798053,-28.418854742215927
2450,1814.57,2065.58,16.728,0.006,0.824,0.009,0.229,0.012,0.938,0.01,119.75457172699036,-28.57178421634183
2451,192.848,3110.77,16.73,0.008,0.792,0.014,0.136,0.015,0.889,0.018,119.97684382817899,-28.443968399532206
2452,927.267,432.094,16.73,0.009,0.928,0.016,0.484,0.02,0.999,0.018,119.87882050785281,-28.768376893056775
2453,3249.11,1091.56,16.731,0.008,0.81,0.011,0.344,0.01,0.865,0.012,119.55801378141223,-28.690825678985274
2454,975.654,3400.35,16.731,0.008,1.15,0.018,1.143,0.02,1.32,0.015,119.86860394376332,-28.409695647135997
2455,1591.87,3908.5,16.732,0.008,0.709,0.018,0.297,0.021,0.781,0.014,119.78306386888964,-28.348853691188822
2456,3273.65,653.121,16.733,0.009,0.844,0.013,0.467,0.014,1.033,0.017,119.55515542886064,-28.743835547217287
