id,x,y,V,eV,BV,eBV,UB,eUB,VI,eVI,ra,dec
117,307.429,142.718,14.146,0.038,0.756,0.05,0.237,0.045,0.838,0.058,118.86785332615948,-38.44069013500391
119,732.436,2111.37,14.134,0.038,0.71,0.047,0.446,0.035,0.92,0.047,118.80004258301314,-38.20316057173826
120,1704.57,373.133,13.917,0.034,0.975,0.048,0.693,0.047,1.017,0.057,118.65268337729441,-38.41417299881101
122,1394.84,2869.81,14.273,0.027,0.656,0.032,0.299,0.022,0.741,0.037,118.69722171108921,-38.11212540879194
124,2092.52,440.442,14.064,0.026,0.947,0.039,0.378,0.042,1.07,0.048,118.59293210365023,-38.40640756217561
125,1073.67,2902.11,14.378,0.026,0.535,0.031,0.384,0.025,0.731,0.038,118.74657840779305,-38.10791556637218
127,2528.54,2649.41,14.322,0.032,0.689,0.036,0.167,0.027,0.862,0.04,118.52312924456882,-38.139843506059314
131,2401.31,2627.28,14.225,0.027,0.742,0.032,0.433,0.027,0.928,0.034,118.54272502074627,-38.142396949168706
134,1757.62,3302.48,14.25,0.031,0.791,0.035,0.433,0.03,0.942,0.042,118.64088815210286,-38.06017786020258
136,3277.41,3661.95,14.247,0.03,0.874,0.036,0.301,0.028,0.919,0.046,118.40669427826197,-38.01817978517672
138,1666.63,820.687,13.437,0.03,1.679,0.038,1.197,0.032,1.602,0.052,118.65796313095727,-38.36004473873688
144,2147.7,3450.04,14.431,0.034,0.747,0.038,0.338,0.028,0.875,0.051,118.5807096688499,-38.04271518550339
148,1534.13,4078.9,13.86,0.04,1.183,0.048,1.162,0.033,1.641,0.056,118.67429778383888,-37.96612552336648
149,374.081,2067.69,14.326,0.06,0.779,0.071,0.399,0.048,0.897,0.069,118.85521273898145,-38.20809836683996
155,3710.3,2221.46,14.509,0.023,0.667,0.028,0.187,0.023,0.879,0.032,118.34190264145698,-38.1926922285299
156,2530.93,3238.67,14.369,0.041,0.889,0.044,0.316,0.023,0.999,0.049,118.52203024857491,-38.06862685282592
157,3982.98,68.142,14.547,0.04,0.438,0.049,0.404,0.052,0.889,0.05,118.30263650704491,-38.453205585126916
158,2243.4,1565.81,14.369,0.022,0.812,0.03,0.357,0.03,1.075,0.034,118.56832952233219,-38.27053749801265
161,2200.33,13.232,14.301,0.036,0.871,0.056,0.263,0.053,0.818,0.049,118.57688090910953,-38.4581435853071
162,2382.05,294.454,14.441,0.028,0.807,0.038,0.228,0.04,0.819,0.062,118.54858283500083,-38.42432777615353
163,1160.55,1320.69,14.474,0.022,0.75,0.031,0.327,0.028,0.974,0.044,118.73517894327993,-38.29913136173119
164,1718.9,3559.31,14.373,0.03,0.859,0.035,0.547,0.031,1.011,0.047,118.6465246043354,-38.029100072513884
165,1395.43,690.411,14.501,0.033,0.797,0.04,0.137,0.032,0.911,0.048,118.69983610494067,-38.375531709940944
166,3055.08,2413.64,13.879,0.023,1.377,0.026,1.132,0.019,1.399,0.031,118.44243865641101,-38.168840743473126
168,1866.51,1537.82,13.827,0.026,1.418,0.031,1.277,0.029,,,118.62633093500678,-38.27356131378557
169,810.807,2872.46,14.769,0.038,0.517,0.043,,,,,118.78704422920632,-38.11124865762421
172,1952.79,3221.19,14.533,0.028,0.731,0.032,0.413,0.031,0.874,0.04,118.61097139381225,-38.07018866134884
174,3312.69,3117.22,14.464,0.018,0.847,0.026,0.298,0.024,0.713,0.038,118.40194425743125,-38.08405036159932
180,2180.22,842.724,14.62,0.025,0.762,0.031,0.17,0.027,0.897,0.044,118.57894428875201,-38.35787066034693
181,3432.56,52.249,14.634,0.045,0.5,0.058,0.378,0.05,0.662,0.058,118.38731227373636,-38.45460199789784
182,2174.03,3385.28,14.735,0.029,0.681,0.033,0.13,0.026,0.929,0.058,118.57674042789718,-38.05056727263564
184,3939.98,2798.7,14.312,0.02,1.126,0.027,0.525,0.031,1.13,0.047,118.30586076685339,-38.12314489458854
185,3948.33,2550.9,14.423,0.022,0.956,0.029,0.279,0.03,1.118,0.029,118.3048840919694,-38.15310236506401
186,1538.99,2846.48,13.557,0.025,2.109,0.031,1.397,0.034,2.716,0.048,118.67508002088591,-38.1150824572813
187,894.912,1899.54,14.72,0.033,0.503,0.043,0.418,0.035,0.718,0.046,118.77531627796496,-38.22891750055933
191,1361.25,1749.57,13.965,0.027,1.434,0.037,1.456,0.036,1.61,0.038,118.70377841771135,-38.247487448609554
192,4040.17,938.275,14.671,0.024,0.775,0.029,0.17,0.03,0.936,0.042,118.29276049905617,-38.34809437382073
194,3780.82,308.52,14.697,0.033,0.672,0.042,0.349,0.043,0.87,0.053,118.33343088072837,-38.42396048719043
195,520.151,2127.32,14.685,0.029,0.703,0.039,0.43,0.038,1.03,0.058,118.83267277522569,-38.20103056299231
197,3502.26,341.775,14.561,0.037,0.879,0.045,0.43,0.048,1.011,0.056,118.37623286228624,-38.41967582079764
198,1638.68,1055.15,14.438,0.021,0.949,0.029,0.822,0.03,,,118.6619708915507,-38.33168052504463
199,4024.41,1580.73,14.697,0.03,0.744,0.036,0.245,0.028,0.929,0.039,118.29438699339345,-38.27043119225088
202,3979.76,3150.07,14.495,0.017,1.005,0.023,0.439,0.027,1.004,0.034,118.29930636720226,-38.080715642341296
204,3920.19,3101.08,14.69,0.019,0.871,0.025,0.091,0.025,0.943,0.061,118.30852919736272,-38.086579895705704
205,2074.74,4064.88,14.818,0.046,0.686,0.053,0.276,0.029,0.98,0.063,118.59116794982022,-37.96833509786763
209,2780.28,1703.33,14.763,0.023,0.714,0.029,0.213,0.028,0.927,0.038,118.48558527596593,-38.254428145522546
212,1871.39,1194.39,14.705,0.027,0.761,0.038,0.322,0.033,0.94,0.04,118.62600665413667,-38.31507347674327
213,3461.71,1975.94,14.129,0.023,1.454,0.027,1.066,0.023,1.62,0.038,118.38044118254675,-38.222129321514494
214,3297.67,1583.86,14.143,0.017,1.501,0.021,1.173,0.024,1.649,0.034,118.40615762665496,-38.269360455978315
215,2575.63,2304.82,14.22,0.027,1.309,0.034,1.007,0.03,1.41,0.038,118.51631439480538,-38.18153608629338
216,1135.61,2379.57,14.211,0.033,1.281,0.041,1.206,0.034,1.468,0.04,118.73770046611655,-38.1711296246882
218,3397.28,1765.99,14.695,0.017,0.908,0.02,0.353,0.02,1.158,0.032,118.39061128198239,-38.24744283395674
219,1846.49,1581.67,14.735,0.022,0.728,0.031,0.354,0.031,0.928,0.033,118.629355635546,-38.26824245574219
220,4101.06,3647.32,14.573,0.022,0.694,0.029,1.87,0.03,1.683,0.044,118.28003290695094,-38.020732766361306
221,2693.46,1446.98,14.944,0.031,0.565,0.037,0.299,0.029,0.747,0.044,118.49925660924698,-38.28532830485861
223,1328.55,1347.69,14.299,0.02,1.279,0.03,1.074,0.034,,,118.70930658936403,-38.29602816816952
224,3086.49,701.213,14.748,0.022,0.875,0.027,0.315,0.035,0.903,0.053,118.43973323333898,-38.37583740787447
225,3072.24,2254.69,14.753,0.017,0.887,0.021,0.327,0.02,0.937,0.044,118.43999669705134,-38.18806805135343
226,2635.59,1088.21,14.767,0.022,0.799,0.03,0.413,0.031,0.937,0.045,118.50860248345876,-38.328634697058966
227,2119.8,943.167,14.804,0.019,0.838,0.025,0.239,0.026,1.085,0.039,118.58811237028387,-38.34567338626697
229,2018.16,2752.46,15.049,0.028,0.482,0.032,0.427,0.027,0.733,0.039,118.60149911850336,-38.12690242288685
231,3107.48,2259.6,14.959,0.018,0.736,0.021,0.166,0.017,0.878,0.031,118.43457059816942,-38.18750819744037
232,18.358,714.798,14.673,0.041,0.9,0.055,0.591,0.06,0.918,0.06,118.91160312084493,-38.37127218013031
233,1599.27,3365.4,15.063,0.029,0.562,0.032,0.401,0.027,0.859,0.042,118.6651646992226,-38.052422369567175
234,3138.19,3856.07,14.306,0.028,1.413,0.033,0.964,0.028,1.519,0.063,118.42786573170663,-37.99458547437707
237,587.883,3450.12,14.864,0.029,0.789,0.034,0.515,0.029,0.984,0.047,118.82061351571289,-38.04121931979015
240,1886.2,2981.21,14.218,0.027,1.587,0.031,1.505,0.035,1.779,0.045,118.62151098107795,-38.09912959081055
243,1823.94,1781.73,14.427,0.022,1.288,0.025,1.247,0.026,,,118.63257556404159,-38.24404139020765
244,2239.12,1754.26,14.905,0.027,0.783,0.032,0.334,0.026,1.045,0.038,118.56875388759451,-38.24775704382009
246,2888.22,1506.1,15.055,0.02,0.649,0.024,0.356,0.027,,,118.46922862880008,-38.27836853237789
248,1922.55,2787.59,15.004,0.026,0.523,0.032,0.511,0.034,0.756,0.037,118.6161605828565,-38.12256545604645
249,2330.27,2033.99,14.771,0.023,0.848,0.029,0.686,0.027,0.912,0.035,118.5543875689768,-38.214035264955946
252,380.974,574.31,13.919,0.042,2.023,0.054,1.868,0.059,2.251,0.074,118.85600620691339,-38.388597291572225
254,3134.04,2646.52,14.973,0.024,0.827,0.026,0.208,0.016,0.798,0.035,118.43000534343696,-38.1407697178217
256,2662.55,1108.66,14.415,0.027,1.412,0.032,0.96,0.03,1.569,0.05,118.50443058156782,-38.326188764047906
257,2428.94,3899.49,13.574,0.034,2.233,0.039,1.236,0.026,2.762,0.082,118.53689634789679,-37.98866188710581
258,1995.06,3032.23,15.042,0.029,0.726,0.033,0.285,0.03,0.854,0.038,118.60470469992599,-38.093066951926765
259,993.082,1928.93,14.235,0.024,1.497,0.033,1.552,0.035,1.696,0.054,118.7601809946785,-38.22545891351149
261,3180.89,1309.56,14.962,0.018,0.84,0.022,0.356,0.025,1.011,0.035,118.42445916661897,-38.302401535817495
262,3875.74,2425.93,15.1,0.015,0.573,0.02,0.017,0.027,0.725,0.026,118.31620374100703,-38.168137280410605
263,2340.35,1120.0,14.935,0.023,0.903,0.028,0.321,0.027,1.204,0.04,118.55397171117328,-38.32451120023226
265,2284.79,1680.39,14.46,0.022,1.62,0.029,1.279,0.034,1.915,0.031,118.56182141152452,-38.25672860769059
266,1058.09,2652.76,15.175,0.036,0.582,0.04,0.503,0.026,0.744,0.048,118.74928415358785,-38.138037571838574
269,2746.62,1562.97,14.565,0.025,1.376,0.03,1.04,0.032,1.605,0.037,118.4909364914298,-38.271360214102806
271,1936.98,2601.04,15.103,0.026,0.709,0.03,0.391,0.028,1.015,0.039,118.61417276263094,-38.145125944062045
272,1013.85,2161.55,14.472,0.022,1.556,0.031,1.522,0.035,1.961,0.033,118.75669808666814,-38.19736386643175
273,1222.92,2327.37,15.089,0.018,0.718,0.025,0.392,0.029,0.963,0.06,118.72433675134677,-38.17752179147952
277,1338.56,1242.6,14.537,0.029,1.318,0.038,0.988,0.032,1.567,0.04,118.70789746606286,-38.30873905554445
278,715.727,4076.78,14.803,0.036,1.083,0.041,0.984,0.035,1.682,0.052,118.80017294340419,-37.965601974016685
279,741.398,679.211,14.721,0.029,1.149,0.038,1.448,0.049,1.365,0.051,118.80044184392048,-38.37626219730934
281,707.171,129.444,14.944,0.036,0.866,0.045,0.489,0.05,0.903,0.05,118.8063884340939,-38.44267532740669
285,2226.5,3765.87,14.553,0.035,1.334,0.04,1.116,0.028,1.391,0.053,118.56819800419176,-38.00461853430316
287,3114.33,2955.69,14.925,0.015,1.024,0.021,0.317,0.023,0.591,0.038,118.4326530417786,-38.10338414462231
288,1889.54,427.986,14.371,0.032,1.597,0.041,1.083,0.04,1.675,0.077,118.62416642085996,-38.40771961501965
289,2696.34,1814.12,14.989,0.031,0.915,0.037,0.342,0.032,1.009,0.041,118.49835795217697,-38.24095790614229
290,2276.14,184.874,15.08,0.028,0.846,0.04,0.175,0.042,0.904,0.056,118.56500808489659,-38.437470883485766
291,3055.06,2988.61,15.113,0.03,0.817,0.035,0.237,0.025,0.939,0.041,118.44172806192846,-38.099348906833235
293,3448.85,1337.66,14.439,0.016,1.563,0.019,1.455,0.023,1.647,0.04,118.38321133714365,-38.2992606365405
295,1360.12,1167.16,15.098,0.02,0.819,0.029,0.335,0.028,1.113,0.038,118.70467511996843,-38.31787740013433
296,791.792,1306.63,15.125,0.033,0.786,0.042,0.294,0.038,0.947,0.052,118.79191234267691,-38.300479323034416
298,3180.96,1448.49,15.157,0.017,0.791,0.02,0.18,0.022,0.902,0.032,118.42427595622534,-38.2856102947638
299,3889.61,701.962,15.004,0.029,0.941,0.034,0.506,0.036,1.017,0.045,118.31621034099014,-38.37651209686052
301,3851.41,3741.91,14.289,0.018,1.618,0.026,1.134,0.024,1.606,0.035,118.31831232377716,-38.0090625967392
303,3100.44,3511.79,15.143,0.03,0.785,0.035,0.438,0.028,0.944,0.046,118.4340991117057,-38.03615975177947
304,665.048,2942.97,15.25,0.038,0.694,0.042,0.504,0.029,1.016,0.073,118.80937482655597,-38.102587823865676
307,896.793,508.401,15.059,0.031,0.86,0.039,0.49,0.047,1.005,0.047,118.77675369995467,-38.39705463483565
308,2007.73,3688.78,14.155,0.032,1.868,0.036,1.542,0.032,1.195,0.148,118.60194109053879,-38.01372731369182
309,3420.9,1621.63,15.184,0.016,0.826,0.018,0.248,0.018,0.995,0.031,118.38715764811853,-38.26491292559948
310,1859.78,2950.61,15.215,0.022,0.714,0.026,0.435,0.033,0.96,0.033,118.62561242804613,-38.10280278398834
312,219.8,651.613,14.525,0.034,2.796,0.108,-0.742,0.119,1.097,0.052,118.88069924001663,-38.37910075724498
314,3902.24,3040.16,14.65,0.018,1.46,0.023,0.981,0.026,1.503,0.033,118.31136557023433,-38.0939256840642
318,2401.58,1454.57,14.603,0.034,1.524,0.039,1.309,0.035,1.701,0.042,118.54413909793585,-38.2841328611529
320,1137.13,1728.41,15.291,0.022,0.701,0.031,0.402,0.031,,,118.73827492604731,-38.2498313389401
324,117.827,1760.16,15.205,0.05,0.648,0.065,0.513,0.068,0.91,0.069,118.89500699210328,-38.245022787893014
325,770.168,3077.0,14.691,0.036,1.39,0.04,1.088,0.031,1.653,0.052,118.79304073263675,-38.086488896703436
327,3003.06,1724.37,15.081,0.025,0.93,0.029,0.61,0.026,1.011,0.034,118.45129501209264,-38.2520974818342
330,3184.57,2619.78,15.332,0.022,0.744,0.026,0.186,0.016,0.807,0.031,118.42226688740602,-38.1440497031813
334,3515.02,3146.25,15.232,0.024,0.903,0.03,0.22,0.019,0.923,0.035,118.37078933976547,-38.08073452860012
335,3542.3,2169.4,15.313,0.026,0.78,0.029,0.285,0.019,1.018,0.036,118.36780610061943,-38.198824214808845
336,331.727,1657.99,15.231,0.037,0.756,0.049,0.511,0.052,1.022,0.063,118.86223542758327,-38.257575026079955
338,2797.02,2164.88,15.205,0.023,0.904,0.027,0.44,0.025,1.206,0.06,118.48243772992971,-38.19866040513867
342,464.562,3821.01,15.275,0.041,0.806,0.048,0.301,0.039,0.93,0.056,118.83912024886526,-37.99627544535381
344,3843.77,3612.69,14.623,0.016,1.571,0.024,0.926,0.026,1.646,0.062,118.31964776767558,-38.02467305854992
345,2781.43,2048.01,15.302,0.023,0.784,0.028,0.3,0.028,1.01,0.038,118.4849805754801,-38.212770650910066
346,1531.39,3117.58,15.449,0.021,0.63,0.026,0.434,0.028,,,118.67591242312241,-38.08230962517779
351,1525.82,496.171,15.163,0.029,0.996,0.04,0.46,0.04,,,118.68002287760574,-38.399132110895685
354,1138.21,2387.98,15.377,0.023,0.692,0.03,0.306,0.029,0.87,0.04,118.73729014054454,-38.170115655574705
356,2446.88,2626.78,14.842,0.026,1.313,0.031,1.187,0.029,1.707,0.045,118.53571685582689,-38.14250079917694
358,583.814,372.804,14.724,0.041,1.554,0.05,1.367,0.054,1.688,0.059,118.82505899831838,-38.41314490371473
359,2076.68,2711.1,15.33,0.031,0.733,0.036,0.466,0.025,0.927,0.037,118.59254992630967,-38.13195701832237
360,3962.27,352.855,15.376,0.027,0.776,0.035,0.387,0.045,-0.126,0.187,118.30546836479394,-38.41877497227341
361,3117.11,2426.07,15.222,0.025,0.938,0.027,0.701,0.019,0.964,0.037,118.43288285119972,-38.167397535587604
362,2653.93,442.198,14.726,0.026,1.606,0.034,1.382,0.058,0.376,0.258,118.5065835934122,-38.40673024171417
364,4081.4,2630.67,14.957,0.012,1.46,0.017,1.025,0.035,1.639,0.029,118.2843185639235,-38.14358802134538
366,3724.46,1445.93,15.162,0.019,1.052,0.023,0.527,0.022,1.435,0.036,118.3406874081197,-38.28643754845975
367,312.591,1345.4,14.917,0.036,1.365,0.048,1.401,0.066,1.613,0.063,118.86556659094843,-38.29533693354361
369,635.168,3594.52,15.398,0.024,0.786,0.03,0.302,0.029,0.98,0.046,118.81316172493636,-38.023811952108716
370,2992.79,3672.61,15.296,0.019,0.871,0.024,0.442,0.027,0.953,0.035,118.45045634932822,-38.01662021357654
372,1725.3,2876.42,15.347,0.026,0.798,0.031,0.404,0.029,0.991,0.036,118.64638789172213,-38.11164137630072
374,2680.89,1740.91,15.267,0.025,0.961,0.03,0.402,0.03,1.237,0.038,118.50082507321868,-38.24979146607069
376,239.061,618.452,15.218,0.033,0.864,0.046,0.67,0.051,1.001,0.049,118.87777800815115,-38.38312700203362
379,674.645,2456.96,15.115,0.025,1.109,0.032,0.833,0.034,1.421,0.042,118.80850203341551,-38.16133693392907
382,1356.35,3040.07,14.381,0.027,2.12,0.032,1.356,0.034,2.752,0.046,118.70293024207811,-38.091510832487714
383,1465.67,3331.61,15.506,0.032,0.701,0.037,0.394,0.03,0.908,0.056,118.6857546708616,-38.05637899005891
392,1148.03,1295.97,15.449,0.026,0.786,0.035,0.288,0.032,1.039,0.041,118.73713523534923,-38.30210713240937
396,3097.85,1957.75,14.968,0.021,1.425,0.025,0.975,0.027,1.615,0.032,118.4364263829794,-38.223981108218304
397,2111.69,2942.88,15.48,0.023,0.799,0.026,0.222,0.029,1.038,0.032,118.58687760397503,-38.10397706482717
398,1079.94,2840.92,15.622,0.023,0.585,0.027,0.421,0.027,0.87,0.039,118.74569001626543,-38.1153170642385
399,3765.44,113.649,15.43,0.031,0.75,0.04,0.345,0.049,0.914,0.045,118.33603824497992,-38.44749826189063
400,1571.62,1043.72,15.445,0.021,0.804,0.03,0.325,0.031,1.064,0.038,118.67229908272529,-38.332998078695255
401,1576.18,1200.42,15.45,0.02,0.806,0.029,0.304,0.031,1.156,0.036,118.6714032418807,-38.31406340436643
402,3982.73,2399.45,15.406,0.014,0.825,0.021,0.139,0.034,0.968,0.027,118.29978126615562,-38.17143963694542
406,1281.61,1493.96,14.921,0.019,1.541,0.03,1.461,0.036,1.838,0.032,118.71634452964764,-38.27830501144993
407,1505.24,1710.68,15.103,0.028,1.214,0.034,0.909,0.03,1.408,0.04,118.68168064948067,-38.25232495178071
409,1761.06,2804.05,15.442,0.021,0.804,0.027,0.509,0.03,0.924,0.033,118.64097773780074,-38.12042220544211
411,929.282,3935.02,14.964,0.024,1.407,0.029,1.31,0.03,1.745,0.037,118.7675035811208,-37.982938795844355
412,2356.35,913.825,15.442,0.021,0.875,0.028,0.351,0.027,1.015,0.038,118.55176677998602,-38.349445093846796
414,2691.38,1847.77,15.401,0.024,0.963,0.03,0.353,0.032,1.22,0.042,118.49907904576753,-38.23688618603295
415,1594.6,3788.37,15.484,0.024,0.79,0.031,0.47,0.033,1.011,0.044,118.66535795403544,-38.00129707179239
417,3266.78,570.144,14.852,0.024,1.656,0.029,1.313,0.041,1.755,0.054,118.4121668453135,-38.391850402941785
419,1706.89,582.606,15.144,0.025,1.296,0.034,0.747,0.038,1.528,0.047,118.65206655084687,-38.3888579588382
420,2344.27,994.615,15.493,0.021,0.834,0.027,0.257,0.033,1.004,0.035,118.55352443662808,-38.339669172041994
421,1936.9,1812.53,15.213,0.02,1.235,0.024,0.891,0.029,1.618,0.03,118.61516378982385,-38.24042648018816
422,3041.36,3467.16,15.476,0.015,0.887,0.021,0.291,0.027,1.026,0.036,118.44324116681408,-38.04149751526319
424,4011.67,940.844,15.336,0.016,1.104,0.021,0.445,0.03,1.265,0.039,118.29714068509242,-38.34775672540818
426,3599.68,3290.95,14.493,0.022,1.731,0.027,1.418,0.021,1.695,0.036,118.35758880358117,-38.0633265134018
427,2531.42,561.288,15.392,0.023,0.88,0.03,0.455,0.035,0.479,0.037,118.52527813457982,-38.39222010114191
429,2001.48,59.372,15.023,0.04,1.442,0.054,0.933,0.052,1.497,0.055,118.60740729031959,-38.452377564521896
430,2996.67,988.469,15.566,0.016,0.83,0.02,0.185,0.025,0.987,0.042,118.4531912339205,-38.341033595721214
431,3259.32,2891.92,14.792,0.024,1.618,0.028,1.193,0.021,1.673,0.039,118.4104323527498,-38.11122963821742
433,3781.06,2458.15,15.383,0.02,1.023,0.024,0.662,0.028,1.22,0.028,118.33072578090263,-38.16415290705068
434,3588.35,751.768,15.606,0.017,0.778,0.02,0.387,0.029,0.877,0.043,118.36248309847971,-38.37020542084587
435,3725.15,484.548,15.391,0.026,1.075,0.032,0.484,0.041,,,118.34177458136232,-38.4026324118037
436,375.603,1204.19,15.535,0.034,0.751,0.046,0.638,0.061,1.06,0.056,118.85605045427792,-38.312463843794994
438,488.858,2410.26,15.566,0.039,0.783,0.047,0.476,0.04,1.058,0.054,118.83713452683743,-38.166804154324126
439,3479.63,762.097,15.557,0.016,0.874,0.02,0.217,0.028,0.96,0.032,118.37919169898947,-38.36885345232337
