EDR3Name _x _y RA_ICRS DE_ICRS Plx e_Plx pmRA e_pmRA pmDE e_pmDE Gmag e_Gmag BP-RP e_BP-RP V eV BV eBV UB eUB VI eVI probs_final membs_select
"Gaia EDR3 5601926806246325632" -0.027541 -0.000856 118.41364748441 -26.95571949426 0.257084 0.1911 -2.702 0.14 3.431 0.197 19.056835 0.003402 1.451012 0.03412059238934752 19.475 0.034 1.002 0.05 "" "" 1.737 0.042 0.99 1
"Gaia EDR3 5601175496207820800" -0.021731 -0.060883 118.42015318704 -27.01574818334 0.25121099999999996 0.1922 -2.428 0.155 3.513 0.199 19.032515 0.003453 1.606726 0.03647143064098254 19.396 0.04 1.161 0.057 "" "" 1.853 0.045 0.99 1
"Gaia EDR3 5601926604383464448" -0.023584 -0.004565 118.41808572165 -26.95942944643 0.302866 0.1094 -2.497 0.082 3.425 0.108 18.172888 0.00294 1.080984 0.02140565077263478 18.397 0.025 0.721 0.035 0.246 0.044 1.378 0.033 0.99 1
"Gaia EDR3 5601175496207828096" -0.013329 -0.051794 118.42958496046 -27.00665974336 0.374369 0.236 -2.595 0.181 3.446 0.232 19.279427 0.003539 1.625574 0.042081081212345293 19.707 0.037 1.256 0.053 "" "" 1.821 0.044 0.99 1
"Gaia EDR3 5601927806988426368" -0.018327 0.044254 118.42399292608 -26.91061107093 0.375841 0.0604 -2.687 0.049 3.464 0.06 17.258179 0.002831 1.116068 0.008644038697275713 17.541 0.019 0.663 0.028 0.227 0.035 1.428 0.025 0.98 1
"Gaia EDR3 5601198487184079104" 0.085133 -0.022825 118.54007358009 -26.9776598134 0.115034 0.0658 -2.585 0.051 3.675 0.071 17.323006 0.002845 1.085014 0.010413570233114098 17.582 0.032 0.607 0.039 0.355 0.039 1.367 0.041 0.98 1
"Gaia EDR3 5601950793644141696" 0.05613 0.066545 118.50747899124 -26.8883076944 0.244921 0.2455 -2.521 0.165 3.395 0.237 19.25286 0.00363 1.360222 0.05014439759335034 19.633 0.039 0.943 0.057 "" "" 1.623 0.045 0.98 1
"Gaia EDR3 5601927046764848128" -0.010663 0.046883 118.4325884239 -26.90798289443 0.36488 0.0598 -2.543 0.047 3.709 0.06 17.14505 0.002832 0.99324 0.0097258914758494 17.357 0.02 0.552 0.029 0.248 0.033 1.284 0.025 0.98 1
"Gaia EDR3 5601199238787466752" 0.080276 -0.004941 118.5346089326 -26.95977915498 0.103183 0.1655 -2.603 0.13 3.441 0.176 18.88141 0.003279 1.301321 0.03924302899879162 19.294 0.042 0.8 0.053 0.324 0.077 1.649 0.052 0.98 1
"Gaia EDR3 5601925706734578304" -0.140923 -0.043021 118.28638747737 -26.99780010478 0.28394899999999995 0.101 -2.699 0.078 3.403 0.098 17.9895 0.002925 1.129221 0.013704031122264718 18.135 0.024 0.837 0.03 0.133 0.037 1.394 0.029 0.98 1
"Gaia EDR3 5601930482738678016" -0.124349 0.047746 118.30510017561 -26.90705228645 0.27635000000000004 0.2087 -2.711 0.152 3.409 0.21 19.160707 0.00341 1.284882 0.04192583642576496 19.441 0.03 0.937 0.042 0.454 0.098 1.506 0.035 0.98 1
"Gaia EDR3 5601175358768860672" -0.043805 -0.069552 118.39537133154 -27.0244101465 0.243211 0.0621 -2.566 0.053 3.755 0.064 17.300653 0.002835 0.991005 0.008765968799853214 17.471 0.03 0.597 0.038 0.167 0.039 1.303 0.039 0.99 1
"Gaia EDR3 5601926600088055552" -0.021757 -0.016798 118.42013314678 -26.97166233137 0.149596 0.2226 -2.422 0.169 3.556 0.208 19.237795 0.00348 1.342672 0.03845020973934993 19.617 0.04 0.884 0.051 0.513 0.125 1.659 0.048 0.99 1
"Gaia EDR3 5601175019481134464" -0.010944 -0.097534 118.43225730972 -27.05240029364 0.109652 0.0539 -2.731 0.047 3.568 0.056 16.972635 0.002817 1.069235 0.008185654097260646 17.132 0.024 0.683 0.031 0.356 0.034 1.349 0.029 0.98 1
"Gaia EDR3 5601175496207833216" -0.019949 -0.042999 118.42215637432 -26.99786438855 0.377948 0.1512 -2.569 0.118 3.405 0.15 18.666712 0.003237 1.494913 0.037208652286800176 19.115 0.038 0.961 0.05 0.652 0.077 1.801 0.044 0.99 1
"Gaia EDR3 5601927252922955776" -0.052999 0.007856 118.38509150755 -26.94699845042 0.374653 0.1191 -2.649 0.095 3.407 0.122 18.397514 0.003032 1.129347 0.02445365005474643 18.624 0.03 0.752 0.041 0.31 0.056 1.413 0.038 0.98 1
"Gaia EDR3 5601173846940338304" -0.058779 -0.103584 118.37854157204 -27.0584351563 0.334244 0.2306 -2.63 0.17 3.747 0.225 19.136917 0.003426 1.348888 0.021276204196237634 19.345 0.038 0.862 0.052 0.231 0.077 1.596 0.045 0.99 1
"Gaia EDR3 5601924577173066368" -0.062899 -0.060164 118.37394338476 -27.01501281375 0.28124699999999997 0.1456 -2.432 0.116 3.687 0.169 18.679623 0.003141 1.213453 0.022971981738631082 18.879 0.034 0.837 0.045 0.173 0.064 1.522 0.044 0.99 1
"Gaia EDR3 5601175500517459456" -0.024964 -0.047335 118.41652772017 -27.00219934518 0.153163 0.1291 -2.413 0.101 3.553 0.132 18.427284 0.003093 1.450848 0.026782925475011127 18.719 0.035 0.971 0.045 0.33 0.059 1.637 0.043 0.99 1
"Gaia EDR3 5601175156920070016" 0.002371 -0.081514 118.44720723532 -27.03638100784 0.242886 0.0657 -2.387 0.057 3.591 0.072 17.360483 0.002842 0.989952 0.015095688921013178 17.533 0.025 0.546 0.032 0.506 0.043 1.363 0.03 0.99 1
"Gaia EDR3 5601175186977785216" 0.018278 -0.082548 118.46506597279 -27.03741286944 0.15889 0.1791 -2.772 0.149 3.489 0.199 18.960468 0.003332 1.410324 0.045500197318253464 19.266 0.039 0.994 0.054 0.577 0.105 1.621 0.045 0.99 1
"Gaia EDR3 5601174327976676864" 0.024568 -0.099724 118.47213180332 -27.05458820002 0.201671 0.0886 -2.421 0.073 3.452 0.093 17.86134 0.003093 1.190352 0.016040420100483652 18.149 0.033 0.688 0.043 0.282 0.044 1.504 0.039 0.99 1
"Gaia EDR3 5601926192080751360" -0.035926 -0.037434 118.40422771396 -26.99229549514 0.14033299999999999 0.0843 -2.486 0.068 3.418 0.084 17.821222 0.002888 1.198582 0.015828948701666828 18.079 0.028 0.759 0.035 0.259 0.04 1.473 0.034 0.99 1
"Gaia EDR3 5601925023849719040" -0.148817 -0.081114 118.2774710384 -27.0358825795 0.283207 0.0185 -2.646 0.015 3.776 0.018 14.676266 0.002774 0.377313 0.0048340148944743646 14.623 0.019 0.234 0.024 0.003 0.021 0.69 0.029 0.98 1
"Gaia EDR3 5601924474080964480" -0.060851 -0.08461 118.37622722416 -27.03946061898 0.126634 0.1721 -2.762 0.145 3.486 0.188 18.866234 0.003225 1.305244 0.029503607931912326 19.107 0.04 0.973 0.052 0.356 0.09 1.606 0.047 0.99 1
"Gaia EDR3 5601924366705022208" -0.073832 -0.094923 118.36164478724 -27.04976578937 0.313712 0.2767 -2.727 0.203 3.394 0.272 19.449806 0.003873 1.475233 0.045347790298977085 19.733 0.042 1.056 0.058 "" "" 1.722 0.053 0.99 1
"Gaia EDR3 5601175741036230272" 0.056187 -0.034485 118.50759930725 -26.98933739352 0.056508 0.2017 -2.622 0.156 3.673 0.217 19.043825 0.003493 1.399223 0.038143292464075516 19.446 0.04 0.879 0.052 0.407 0.091 1.674 0.046 0.98 1
"Gaia EDR3 5601175259999276544" 0.00131 -0.063244 118.44601620194 -27.01811066368 0.272239 0.031 -2.375 0.026 3.622 0.033 15.92341 0.00278 0.740249 0.0067163752873108575 16.055 0.026 0.399 0.033 0.276 0.031 1.041 0.028 0.99 1
"Gaia EDR3 5601924336654928640" -0.091371 -0.109237 118.34193876663 -27.06406687764 0.267115 0.0522 -2.716 0.041 3.351 0.053 16.91335 0.002811 0.909742 0.007092215450760079 16.987 0.024 0.586 0.029 0.167 0.031 1.221 0.033 0.99 1
"Gaia EDR3 5601951270380483968" -0.015229 0.067719 118.42747030385 -26.88714725211 0.250063 0.1844 -2.598 0.131 3.815 0.175 19.00372 0.003277 1.343967 0.030181196861622305 19.373 0.024 0.91 0.034 "" "" 1.658 0.029 0.98 1
"Gaia EDR3 5601175122560944128" -0.004586 -0.08285 118.43939723397 -27.03771705414 0.23863900000000002 0.2757 -2.847 0.211 3.614 0.291 19.521282 0.003864 1.829733 0.07312364280449929 20.036 0.045 1.25 0.068 "" "" 2.068 0.05 0.99 1
"Gaia EDR3 5601175427488346368" -0.01179 -0.056884 118.43131234214 -27.01175038327 0.35596300000000003 0.2217 -2.36 0.171 3.561 0.211 19.168486 0.003465 1.464582 0.04498372151123115 19.464 0.036 0.924 0.051 0.506 0.089 1.679 0.041 0.98 1
"Gaia EDR3 5601927252922993536" -0.058202 0.018486 118.37926134559 -26.93636566644 0.206032 0.2546 -2.356 0.183 3.653 0.242 19.43516 0.003688 1.329452 0.06640748338854591 19.825 0.044 0.981 0.059 "" "" 1.682 0.054 0.98 1
"Gaia EDR3 5601925638024608384" -0.122105 -0.037301 118.30751298562 -26.99210173759 0.114455 0.5048 -2.736 0.35 3.349 0.478 20.142447 0.004902 1.595264 0.09329061844580086 20.7 0.046 1.265 0.101 "" "" 2.072 0.054 0.98 1
"Gaia EDR3 5601172644349449984" -0.031203 -0.14069 118.40949616398 -27.09555237665 0.259401 0.0985 -2.528 0.074 3.309 0.1 17.970615 0.002931 1.198168 0.014333507177240329 18.135 0.028 0.815 0.037 0.204 0.043 1.537 0.036 0.99 1
"Gaia EDR3 5601931620918971136" -0.14157 0.085499 118.28584246854 -26.86927873622 0.27734200000000003 0.0513 -2.843 0.039 3.647 0.051 16.823465 0.002802 0.863882 0.006924858771123062 16.982 0.016 0.592 0.02 0.004 0.022 1.054 0.021 0.98 1
"Gaia EDR3 5601174847682375936" 0.043868 -0.062699 118.49378718524 -27.01755678187 0.24788400000000002 0.0528 -2.346 0.043 3.657 0.059 16.875328 0.002821 0.812761 0.007945200123344912 17.024 0.024 0.458 0.032 0.326 0.035 1.15 0.03 0.98 1
"Gaia EDR3 5601173645091666816" -0.075471 -0.123852 118.35978340211 -27.07869317366 0.30867100000000003 0.0771 -2.764 0.059 3.36 0.077 17.57725 0.002864 1.123941 0.009194737299129323 17.708 0.03 0.74 0.037 0.164 0.038 1.414 0.039 0.98 1
"Gaia EDR3 5601926084691691520" -0.051907 -0.045398 118.38628920926 -27.00025283873 0.087549 0.2229 -2.528 0.185 3.357 0.209 19.169641 0.003484 1.590942 0.03822803759022951 19.584 0.039 1.168 0.056 "" "" 1.865 0.047 0.98 1
"Gaia EDR3 5601925092555257344" -0.154452 -0.078573 118.27114857996 -27.03333395189 0.1632 0.5719 -2.637 0.387 3.294 0.569 20.388405 0.005508 1.61322 0.13196727838748512 20.703 0.043 1.464 0.122 "" "" 1.807 0.046 0.98 1
"Gaia EDR3 5601175466157700608" -0.00197 -0.044151 118.44233454455 -26.99901783513 0.14557 0.0501 -2.347 0.042 3.596 0.052 16.904285 0.002809 0.973644 0.007484088855699136 17.106 0.026 0.573 0.033 0.328 0.034 1.288 0.031 0.98 1
"Gaia EDR3 5601924267935468288" -0.134629 -0.088448 118.2933902183 -27.04323396627 0.17924400000000001 0.1385 -2.637 0.105 3.298 0.141 18.52343 0.003082 1.22418 0.026273392186773298 18.717 0.029 0.878 0.036 0.362 0.057 1.467 0.035 0.98 1
"Gaia EDR3 5601924577173072256" -0.071161 -0.063005 118.36466703199 -27.01784980758 0.28091700000000003 0.0632 -2.351 0.056 3.695 0.067 17.322908 0.00284 1.017576 0.009696172904811465 17.485 0.03 0.661 0.036 0.176 0.038 1.33 0.04 0.98 1
"Gaia EDR3 5601930452674309376" -0.138677 0.021662 118.28899715107 -26.93311997015 0.163943 0.2082 -2.708 0.151 3.32 0.205 19.134617 0.003379 1.375536 0.07501632329699984 19.461 0.038 0.965 0.085 0.277 0.132 1.656 0.043 0.98 1
"Gaia EDR3 5601924710302418432" -0.11176 -0.059494 118.3190980434 -27.01430550634 0.08534499999999999 0.5289 -2.848 0.381 3.447 0.577 20.41183 0.005862 1.313581 0.15146781296697986 20.711 0.065 1.2 0.107 "" "" 1.807 0.069 0.98 1
"Gaia EDR3 5601929181364838272" -0.14888 0.031509 118.27756762909 -26.92325930767 0.272231 0.2298 -2.878 0.172 3.621 0.228 19.26208 0.003485 1.135881 0.0629256750539873 19.536 0.03 0.854 0.042 0.191 0.092 1.448 0.038 0.98 1
"Gaia EDR3 5601924538503410560" -0.07232 -0.075542 118.36335712595 -27.03038534536 0.27915100000000004 0.1593 -2.674 0.129 3.84 0.165 18.845118 0.003212 1.364834 0.02753206788455963 19.048 0.037 0.902 0.047 0.349 0.063 1.596 0.045 0.99 1
"Gaia EDR3 5601173228465005312" -0.089405 -0.142069 118.34411756613 -27.0969004506 0.176914 0.0679 -2.777 0.053 3.775 0.068 17.373238 0.002839 1.224476 0.009819883909700766 17.535 0.025 0.84 0.032 0.278 0.036 1.51 0.035 0.98 1
