EDR3Name _x _y RA_ICRS DE_ICRS Plx e_Plx pmRA e_pmRA pmDE e_pmDE Gmag e_Gmag BP-RP e_BP-RP V eV BV eBV UB eUB VI eVI probs_final membs_select
"Gaia EDR3 5599923740882534400" -0.048363 0.119385 116.14594100551 -28.25363659117 0.19775 0.0605 -1.831 0.052 1.706 0.062 17.12705 0.002833 1.258789 0.010518811529825981 17.435 0.016 0.807 0.027 0.417 0.041 1.21 0.026 0.99 1
"Gaia EDR3 5599920064396006784" 0.006115 0.025606 116.20779350702 -28.34742638723 0.275619 0.0597 -1.797 0.049 1.836 0.06 17.046497 0.002832 1.251738 0.008898991459710476 17.281 0.023 0.809 0.035 0.484 0.041 1.176 0.031 1.0 1
"Gaia EDR3 5599919961316803584" -0.001363 0.018194 116.1992967284 -28.35483908621 0.363041 0.0695 -1.855 0.058 1.777 0.066 17.31805 0.002861 1.302239 0.01167973099005281 17.606 0.026 0.849 0.034 0.46 0.041 1.255 0.032 1.0 1
"Gaia EDR3 5599923672168542208" -0.040167 0.095864 116.15523598062 -28.27716141007 0.255845 0.0404 -1.836 0.034 1.661 0.039 16.393162 0.002794 1.054188 0.006984756545506793 16.598 0.018 0.661 0.029 0.412 0.041 1.013 0.028 0.99 1
"Gaia EDR3 5599912642692634624" -0.050754 -0.081272 116.14311784885 -28.45429327791 0.36658399999999997 0.0953 -1.816 0.078 1.765 0.091 17.868889 0.002906 1.263952 0.014630945013908022 18.134 0.034 0.86 0.046 0.275 0.051 1.323 0.043 0.99 1
"Gaia EDR3 5599918655646800512" -0.028536 -0.030973 116.16840419641 -28.40400228585 0.19946899999999998 0.0789 -1.888 0.063 1.764 0.075 17.532522 0.002878 1.408173 0.010487608306949682 17.905 0.032 0.901 0.045 0.404 0.052 1.436 0.04 1.0 1
"Gaia EDR3 5599920785950460416" 0.057237 0.045716 116.26586902206 -28.32730136711 0.19142 0.0825 -1.794 0.067 1.727 0.079 17.559822 0.002879 1.34248 0.013038819655168178 17.858 0.024 0.858 0.034 0.48 0.048 1.273 0.03 0.99 1
"Gaia EDR3 5599921743718403072" 0.065102 0.085315 116.27477662134 -28.28769836684 0.201388 0.1545 -1.768 0.121 1.747 0.151 18.621216 0.003195 1.498012 0.02792738029246567 19.035 0.037 1.053 0.051 0.525 0.072 1.482 0.039 0.99 1
"Gaia EDR3 5599919171042825984" 0.003695 0.000763 116.20504410656 -28.3722698919 0.341827 0.0901 -1.898 0.074 1.719 0.09 17.641287 0.002944 1.341486 0.011366994765548193 17.938 0.027 0.929 0.037 0.393 0.055 1.277 0.035 1.0 1
"Gaia EDR3 5599919136683069184" 0.022221 -0.000774 116.22610038035 -28.37380423363 0.24898900000000002 0.0437 -1.834 0.037 1.844 0.043 16.453995 0.002795 1.076576 0.006850509032181477 16.676 0.023 0.644 0.032 0.482 0.04 1.026 0.032 1.0 1
"Gaia EDR3 5599919995676564224" -0.019028 0.009276 116.17922110582 -28.36375541554 0.32892099999999996 0.0849 -1.764 0.072 1.8 0.084 17.58088 0.002891 1.344429 0.012905468065901367 17.867 0.032 0.885 0.043 0.341 0.053 1.278 0.039 1.0 1
"Gaia EDR3 5599919514640642304" -0.032206 -0.008676 116.16423920463 -28.38170412322 0.229535 0.0471 -1.762 0.037 1.701 0.046 16.47587 0.0028 1.333322 0.006689239717636078 16.775 0.024 0.886 0.034 0.44 0.038 1.263 0.031 1.0 1
"Gaia EDR3 5599918758727015296" -0.016074 -0.028124 116.18257155678 -28.40115616033 0.352373 0.0868 -1.781 0.067 1.716 0.084 17.590279 0.002923 1.421267 0.02384586138096085 17.926 0.031 0.913 0.043 0.383 0.058 1.494 0.034 1.0 1
"Gaia EDR3 5599920236194708352" -0.011279 0.038983 116.18803079144 -28.3340491174 0.28252900000000003 0.0595 -1.735 0.048 1.727 0.056 17.077885 0.002834 1.21167 0.010074265878961108 17.311 0.027 0.788 0.037 0.431 0.04 1.167 0.035 1.0 1
"Gaia EDR3 5599871612859546752" 0.0606 -0.058091 116.2697564637 -28.431106172 0.35332600000000003 0.1792 -1.82 0.146 1.811 0.171 18.836987 0.003272 1.52075 0.031841453484412426 19.211 0.036 1.057 0.059 0.536 0.121 1.457 0.044 0.99 1
"Gaia EDR3 5599918380768882944" -0.00878 -0.046437 116.19086170746 -28.41947005949 0.25530400000000003 0.0368 -1.765 0.03 1.678 0.035 16.195059 0.002782 1.134464 0.006050742846956891 16.425 0.022 0.73 0.032 0.451 0.041 1.102 0.027 1.0 1
"Gaia EDR3 5599918479542764544" 0.008432 -0.047279 116.21043215675 -28.42031209879 0.314774 0.0777 -1.769 0.062 1.679 0.075 17.496063 0.002881 1.292175 0.014189667015120545 17.778 0.036 0.844 0.046 0.342 0.055 1.257 0.042 1.0 1
"Gaia EDR3 5599918380768889216" -0.010276 -0.053915 116.18916030377 -28.4269472274 0.330444 0.0503 -1.919 0.04 1.78 0.047 16.777237 0.002809 1.083706 0.00737536331308499 16.996 0.025 0.686 0.035 0.349 0.044 1.085 0.032 1.0 1
"Gaia EDR3 5599865088813034880" 0.01234 -0.146701 116.21488892618 -28.51973336648 0.363753 0.0553 -1.818 0.048 1.692 0.056 16.874918 0.002823 1.071575 0.008170546248568698 17.03 0.042 0.643 0.054 0.328 0.05 1.099 0.045 0.99 1
"Gaia EDR3 5599864573416999808" -0.015839 -0.17443 116.18281430098 -28.54746202114 0.346771 0.0306 -1.837 0.026 1.663 0.03 15.686758 0.002774 0.959405 0.005334974133020703 15.821 0.031 0.546 0.044 0.272 0.044 0.975 0.039 0.99 1
"Gaia EDR3 5599912711412115072" -0.058526 -0.072869 116.13428290761 -28.44588607075 0.216721 0.0741 -1.912 0.058 1.798 0.069 17.417778 0.002867 1.224064 0.011673315381672851 17.678 0.032 0.76 0.042 0.262 0.049 1.272 0.041 0.99 1
"Gaia EDR3 5599918415123230336" 0.01054 -0.062779 116.21283179571 -28.43581131102 0.19861800000000002 0.1385 -1.911 0.108 1.781 0.135 18.446068 0.003089 1.449074 0.03374137344566756 18.737 0.037 1.027 0.056 0.212 0.075 1.385 0.045 1.0 1
"Gaia EDR3 5599865462466173184" -0.012965 -0.100644 116.18609665475 -28.47367630007 0.374834 0.1293 -1.794 0.104 1.725 0.119 18.369375 0.003064 1.450502 0.02062320016389309 18.698 0.047 0.911 0.059 0.403 0.066 1.49 0.054 0.99 1
"Gaia EDR3 5599918994938984704" 0.052224 -0.001662 116.2602003299 -28.37468235171 0.274065 0.0725 -1.917 0.058 1.824 0.071 17.359604 0.00285 1.283758 0.010111564320123766 17.699 0.024 0.782 0.035 0.381 0.044 1.263 0.032 1.0 1
"Gaia EDR3 5599919789512836608" -0.049399 0.009557 116.1447068663 -28.36346436064 0.315027 0.2051 -1.829 0.155 1.855 0.184 19.000744 0.003488 1.691811 0.05862950861127868 19.389 0.041 1.298 0.074 0.159 0.114 1.519 0.054 1.0 1
"Gaia EDR3 5599918621287079424" -0.035976 -0.049063 116.15993828311 -28.42208983874 0.349064 0.0527 -1.807 0.043 1.667 0.051 16.897285 0.002812 1.106859 0.0066760146794326335 17.12 0.023 0.703 0.034 0.421 0.047 1.141 0.031 1.0 1
"Gaia EDR3 5599918960579218048" 0.043651 -0.012106 116.25046174968 -28.38512968201 0.30488000000000004 0.1052 -1.725 0.085 1.737 0.103 18.057419 0.002984 1.472448 0.022227923002385984 18.452 0.029 0.937 0.042 0.448 0.072 1.374 0.038 1.0 1
"Gaia EDR3 5599920438048296576" -0.015686 0.070593 116.1830296103 -28.302439022 0.35600699999999996 0.0674 -1.764 0.054 1.706 0.067 17.314192 0.002845 1.229227 0.011635713987547133 17.551 0.024 0.799 0.036 0.367 0.041 1.175 0.031 0.99 1
"Gaia EDR3 5599916692836438912" -0.128765 -0.021563 116.05447019813 -28.39451814469 0.367901 0.0602 -1.831 0.048 1.822 0.058 17.158901 0.002838 1.204456 0.00839868067020053 17.425 0.024 0.751 0.033 0.282 0.04 1.224 0.034 0.99 1
"Gaia EDR3 5599918483848083200" 0.002602 -0.042921 116.20380346427 -28.4159541559 0.28845299999999996 0.0409 -1.785 0.033 1.855 0.04 16.24828 0.002786 1.037681 0.006880152396567972 16.456 0.027 0.642 0.038 0.335 0.043 1.002 0.032 1.0 1
"Gaia EDR3 5599919548999978496" -0.023489 -0.004513 116.17414773424 -28.37754312014 0.264648 0.0513 -1.773 0.042 1.654 0.049 16.643263 0.002815 1.116116 0.007705420559580119 16.842 0.025 0.715 0.035 0.413 0.039 1.06 0.032 1.0 1
"Gaia EDR3 5599871303621762560" 0.021692 -0.087467 116.22551929762 -28.46049741462 0.33562400000000003 0.0847 -1.92 0.067 1.702 0.088 17.72159 0.002893 1.443853 0.01272732984565105 18.036 0.035 0.994 0.047 0.441 0.063 1.407 0.041 1.0 1
"Gaia EDR3 5599918724366238080" 0.006058 -0.022986 116.20773178745 -28.39601859622 0.229161 0.0271 -1.844 0.024 1.651 0.028 15.524052 0.002773 0.963876 0.005134695025023395 15.74 0.02 0.544 0.028 0.313 0.034 0.984 0.028 1.0 1
"Gaia EDR3 5599918449488324608" 0.021945 -0.040695 116.22579548223 -28.41372609732 0.261138 0.0526 -1.784 0.044 1.646 0.055 16.83342 0.002808 1.134466 0.006993581128434845 17.083 0.028 0.73 0.037 0.341 0.047 1.112 0.034 1.0 1
"Gaia EDR3 5599918861805165184" 0.03257 -0.023744 116.23787055429 -28.3967718455 0.374913 0.0511 -1.9 0.043 1.751 0.051 16.785414 0.002821 1.146851 0.008014716713646217 17.013 0.026 0.767 0.034 0.429 0.046 1.102 0.033 1.0 1
"Gaia EDR3 5599924355058568960" -0.077761 0.099004 116.11255035606 -28.27400035841 0.20757499999999998 0.1006 -1.774 0.083 1.675 0.096 18.080029 0.002943 1.555683 0.01728173998762856 18.512 0.022 1.072 0.037 0.349 0.059 1.466 0.032 0.99 1
"Gaia EDR3 5599923947046515840" -0.093201 0.075459 116.09499544458 -28.29753314235 0.18135600000000002 0.1519 -1.796 0.124 1.815 0.149 18.62566 0.003128 1.511614 0.034218143739834866 19.031 0.025 1.036 0.042 0.353 0.082 1.424 0.034 0.99 1
"Gaia EDR3 5599921674998881408" 0.035796 0.072407 116.24150124092 -28.30062021487 0.29896100000000003 0.2997 -1.72 0.239 1.76 0.263 19.427889 0.00386 1.46542 0.05018769404943805 19.833 0.041 1.143 0.062 "" "" 1.554 0.044 0.99 1
"Gaia EDR3 5599919823877877760" -0.029941 0.018804 116.1668222478 -28.35422473646 0.33919299999999997 0.0506 -1.895 0.042 1.667 0.048 16.735533 0.002818 1.138062 0.006956652355838978 16.933 0.023 0.738 0.038 0.421 0.042 1.086 0.033 1.0 1
"Gaia EDR3 5599870792529516160" 0.077947 -0.09664 116.28951503206 -28.4696447364 0.21656399999999998 0.0496 -1.933 0.039 1.784 0.049 16.761059 0.002813 1.14996 0.0069582627860695235 16.965 0.034 0.77 0.047 0.335 0.048 1.133 0.037 0.99 1
"Gaia EDR3 5599918827445425920" 0.039423 -0.034797 116.24566552237 -28.40782282371 0.240035 0.1833 -1.95 0.147 1.766 0.179 18.879118 0.003446 1.786547 0.03685411673069916 19.41 0.042 1.329 0.061 "" "" 1.739 0.048 1.0 1
"Gaia EDR3 5599920785950950528" 0.057386 0.041897 116.26604033248 -28.33112053607 0.265907 0.1014 -1.713 0.083 1.724 0.097 17.827269 0.002928 1.493301 0.016000548990581544 18.213 0.023 0.978 0.034 0.547 0.052 1.46 0.03 0.99 1
"Gaia EDR3 5599918964880656768" 0.050651 -0.00436 116.25841337981 -28.37738055789 0.300084 0.2829 -1.844 0.224 1.869 0.27 19.45946 0.003865 1.55101 0.04926442039646869 19.865 0.048 1.014 0.073 0.663 0.131 1.471 0.057 1.0 1
"Gaia EDR3 5599919411561048960" -0.037667 -0.020669 116.15802707782 -28.39369514813 0.334786 0.029 -1.854 0.024 1.638 0.029 15.597415 0.002773 1.002084 0.005462029384761675 15.778 0.02 0.624 0.03 0.353 0.033 0.989 0.029 1.0 1
"Gaia EDR3 5599919342841941888" 0.034154 0.030598 116.23965059699 -28.34242905562 0.297463 0.0419 -1.71 0.035 1.76 0.045 16.247206 0.002791 1.043751 0.006682872511128729 16.42 0.017 0.614 0.024 0.604 0.032 0.984 0.026 1.0 1
"Gaia EDR3 5599918415128603520" 0.009386 -0.050075 116.21151772598 -28.42310758413 0.384247 0.1343 -1.779 0.105 1.782 0.128 18.304646 0.00303 1.48102 0.02188977270325117 18.672 0.037 0.987 0.05 0.303 0.074 1.407 0.045 1.0 1
"Gaia EDR3 5599918823140178688" 0.028652 -0.030003 116.23341770928 -28.40303226573 0.344117 0.1954 -1.938 0.154 1.748 0.184 18.93406 0.003383 1.699717 0.0317253077684047 19.413 0.037 1.194 0.056 0.723 0.146 1.683 0.045 1.0 1
"Gaia EDR3 5599911882472513920" -0.077207 -0.136062 116.11298437833 -28.5090665791 0.341407 0.1285 -1.724 0.107 1.77 0.12 18.414904 0.003081 1.398405 0.024341827149990197 18.744 0.043 0.892 0.058 0.333 0.07 1.459 0.056 0.99 1
"Gaia EDR3 5599913806618407808" -0.096368 -0.0241 116.09129497018 -28.39708909778 0.221588 0.0814 -1.753 0.064 1.664 0.087 17.661633 0.002876 1.382194 0.01036444576424615 18.003 0.027 0.891 0.039 0.312 0.054 1.404 0.038 0.99 1
"Gaia EDR3 5599923122412788864" -0.079619 0.060323 116.11040720337 -28.31267974401 0.382786 0.0349 -1.751 0.029 1.73 0.033 16.037 0.002781 0.966569 0.005529341823399961 16.192 0.021 0.632 0.032 0.277 0.033 0.9 0.032 0.99 1
"Gaia EDR3 5599918513902536576" 0.016891 -0.032194 116.22004855837 -28.40522577012 0.352542 0.1168 -1.728 0.094 1.767 0.114 18.211218 0.003011 1.485571 0.021345045443849492 18.574 0.033 1.021 0.046 0.393 0.074 1.432 0.038 1.0 1
"Gaia EDR3 5599912260429778304" -0.030174 -0.110269 116.16651574574 -28.48329788785 0.226817 0.0386 -1.72 0.03 1.709 0.037 16.198866 0.002786 1.004165 0.005782971986790184 16.331 0.029 0.601 0.037 0.357 0.038 1.012 0.036 0.99 1
"Gaia EDR3 5599919475975256320" -0.049073 -0.018153 116.14506255678 -28.39117511883 0.178209 0.1425 -1.744 0.124 1.774 0.135 18.368977 0.003081 1.463289 0.01763222254850477 18.687 0.037 1.043 0.054 0.448 0.08 1.433 0.044 1.0 1
"Gaia EDR3 5599920614151757184" 0.082765 0.029705 116.29488418176 -28.34329556683 0.265858 0.042 -1.745 0.035 1.85 0.041 16.476122 0.002791 1.174629 0.006046415136260494 16.69 0.021 0.76 0.031 0.568 0.046 1.114 0.029 0.99 1
"Gaia EDR3 5599913840978232576" -0.086708 -0.004984 116.1022949806 -28.37798164795 0.328919 0.0516 -1.817 0.041 1.626 0.051 16.830332 0.002815 1.093727 0.00726010977878434 17.024 0.026 0.747 0.039 0.399 0.043 1.062 0.034 1.0 1
"Gaia EDR3 5599919579054550912" -0.032468 0.00064 116.16394449225 -28.37238849939 0.145023 0.0736 -1.858 0.062 1.723 0.071 17.40621 0.00289 1.307186 0.009575798347918569 17.691 0.026 0.848 0.038 0.367 0.047 1.258 0.034 1.0 1
"Gaia EDR3 5599919235457198976" 0.022534 0.008632 116.22645373757 -28.3643985445 0.176819 0.1229 -1.92 0.097 1.796 0.117 18.156216 0.003002 1.476274 0.01652233594259601 18.566 0.029 0.966 0.038 0.5 0.062 1.435 0.037 1.0 1
"Gaia EDR3 5599919789518162688" -0.04218 0.002442 116.1529073875 -28.37058223628 0.411251 0.0605 -1.803 0.05 1.779 0.055 17.00258 0.002837 1.16263 0.009472431683575238 17.24 0.027 0.74 0.04 0.483 0.047 1.116 0.036 1.0 1
"Gaia EDR3 5599919205403594880" 0.020495 0.007233 116.22413635821 -28.36579810902 0.349286 0.0584 -1.861 0.048 1.866 0.057 16.530443 0.002874 1.255337 0.030859628578451814 16.792 0.024 0.815 0.037 0.456 0.049 1.193 0.032 1.0 1
"Gaia EDR3 5599919372895954432" -0.049898 -0.040701 116.14411288681 -28.41372219464 0.146916 0.0796 -1.816 0.064 1.696 0.077 17.640789 0.002879 1.411667 0.011320634081181141 17.976 0.026 0.995 0.042 0.334 0.065 1.404 0.035 0.99 1
"Gaia EDR3 5599871445354352000" 0.035405 -0.062054 116.24110768367 -28.43508092585 0.4061 0.1159 -1.795 0.091 1.787 0.111 18.23455 0.002991 1.448191 0.023343975025689176 18.585 0.04 0.91 0.055 0.307 0.073 1.531 0.043 0.99 1
"Gaia EDR3 5599871376634885248" 0.012467 -0.084866 116.21502619301 -28.45789827063 0.337021 0.1256 -1.895 0.097 1.862 0.129 18.351654 0.003051 1.446228 0.022977164946964192 18.62 0.04 1.002 0.057 0.37 0.083 1.379 0.048 1.0 1
"Gaia EDR3 5599919171042835328" -0.004665 -0.000884 116.19554329936 -28.37391655113 0.14410900000000001 0.0915 -1.89 0.075 1.769 0.086 17.618587 0.002943 1.29101 0.024254982271690078 17.91 0.024 0.869 0.036 0.289 0.051 1.287 0.033 1.0 1
"Gaia EDR3 5599871892040949632" 0.032106 -0.043773 116.23734915643 -28.41680083919 0.29206299999999996 0.0343 -1.919 0.029 1.637 0.034 16.012043 0.002783 0.926933 0.005888292197233421 16.193 0.024 0.57 0.032 0.272 0.036 0.911 0.03 1.0 1
"Gaia EDR3 5599919617719453824" -0.027931 0.004783 116.16910259739 -28.3682461019 0.239578 0.0742 -1.726 0.063 1.662 0.072 17.363337 0.002874 1.341108 0.011071135126986754 17.661 0.029 0.877 0.041 0.386 0.043 1.278 0.036 1.0 1
"Gaia EDR3 5599923255546828928" -0.035387 0.066878 116.16065174074 -28.30614933437 0.416166 0.119 -1.825 0.095 1.779 0.11 18.270508 0.003024 1.38298 0.02423945900798943 18.608 0.031 0.971 0.044 0.375 0.052 1.358 0.039 0.99 1
"Gaia EDR3 5599919548999967616" -0.014566 -0.002735 116.18428968599 -28.37576673004 0.238761 0.0221 -1.703 0.019 1.796 0.022 14.869709 0.002766 0.839059 0.004944088389177524 14.976 0.022 0.498 0.029 0.17 0.027 0.804 0.034 1.0 1
"Gaia EDR3 5599919548999968896" -0.014922 -0.005044 116.18388463635 -28.37807557603 0.285364 0.0449 -1.837 0.038 1.605 0.044 16.452534 0.002804 1.098755 0.006558330580262023 16.658 0.021 0.683 0.03 0.393 0.035 1.054 0.031 1.0 1
"Gaia EDR3 5599871857671205632" 0.054374 -0.044719 116.26266940814 -28.41773785774 0.370939 0.1651 -1.849 0.134 1.643 0.158 18.72551 0.003266 1.442549 0.04554626414976315 19.142 0.045 1.024 0.064 0.461 0.113 1.516 0.05 1.0 1
"Gaia EDR3 5599919926951630336" -0.006102 0.011219 116.19391042034 -28.36181366859 0.256385 0.097 -1.692 0.081 1.715 0.092 17.87083 0.002937 1.37171 0.017253716498192496 18.204 0.032 0.891 0.042 0.386 0.049 1.337 0.038 1.0 1
