# 
# Subset of stars selected as members
# M1: primary mass
# M2: secondary mass (if binary system)
# P_binar: binary probability
# 
ID Mag Col M1 M1_std M2 M2_std P_binar
"Gaia EDR3 5599919548999966080" 13.81300 0.12600 3.04172 0.45998 2.79842 0.26068 0.82
"Gaia EDR3 5599918312049410432" 13.81500 0.11100 3.04155 0.46000 2.80165 0.26048 0.82
"Gaia EDR3 5599873197711146624" 13.87100 0.45300 3.04581 0.46006 2.74775 0.24743 0.68
"Gaia EDR3 5599920064395996032" 14.17700 0.32300 3.02336 0.44845 2.65931 0.23656 0.68
"Gaia EDR3 5599918518207814528" 14.22700 -0.23800 3.00585 0.44274 2.65329 0.23265 0.64
"Gaia EDR3 5599921748023119104" 14.30800 0.23000 3.00089 0.43964 2.60037 0.23283 0.71
"Gaia EDR3 5599918724366239872" 14.41000 0.11900 2.98135 0.43110 2.55597 0.22539 0.78
"Gaia EDR3 5599917899732613504" 14.66200 0.07500 2.92473 0.40865 2.44615 0.20590 0.76
"Gaia EDR3 5599871101767201408" 14.71300 0.16700 2.91605 0.40484 2.42499 0.20558 0.79
"Gaia EDR3 5599912986290078848" 14.78500 0.12700 2.88842 0.39891 2.40117 0.20377 0.80
"Gaia EDR3 5599918621287081088" 14.83300 0.13000 2.87290 0.39396 2.37844 0.19598 0.81
"Gaia EDR3 5599921748023119360" 14.89600 0.33500 2.85772 0.38841 2.34236 0.19606 0.69
"Gaia EDR3 5599919548999967616" 14.97600 0.17000 2.81986 0.37905 2.30645 0.19764 0.80
"Gaia EDR3 5599918724366249856" 15.01000 0.19500 2.80343 0.37480 2.28299 0.20004 0.81
"Gaia EDR3 5599871342285140224" 15.09900 0.19400 2.76231 0.36402 2.22640 0.20392 0.81
"Gaia EDR3 5599922984973859968" 15.18000 0.19300 2.72657 0.35544 2.16409 0.19737 0.81
"Gaia EDR3 5599872029480080640" 15.20400 0.27500 2.71936 0.35300 2.15402 0.19906 0.80
"Gaia EDR3 5599911886778442368" 15.23300 0.15500 2.70941 0.35014 2.11502 0.20484 0.77
"Gaia EDR3 5599923019333618304" 15.35500 0.08700 2.64580 0.33394 2.03415 0.19139 0.60
"Gaia EDR3 5599918410823219968" 15.42500 0.19800 2.60470 0.32491 2.01960 0.17939 0.78
"Gaia EDR3 5599920133115485056" 15.49200 0.30200 2.55650 0.31702 1.99849 0.16501 0.84
"Gaia EDR3 5599918415128611072" 15.62300 0.23400 2.49633 0.30237 1.90028 0.16350 0.78
"Gaia EDR3 5599920889029663360" 15.68400 0.40700 2.46328 0.29544 1.91408 0.15264 0.78
"Gaia EDR3 5599919789518162816" 15.68600 0.20700 2.47611 0.29812 1.85573 0.16045 0.68
"Gaia EDR3 5599919205402556544" 15.71600 0.35600 2.44914 0.29239 1.88647 0.15084 0.84
"Gaia EDR3 5599918724366238080" 15.74000 0.31300 2.44086 0.29038 1.86500 0.15102 0.86
"Gaia EDR3 5599918690006518272" 15.77800 0.31100 2.42217 0.28645 1.83788 0.15088 0.86
"Gaia EDR3 5599919411561048960" 15.77800 0.35300 2.41840 0.28526 1.85833 0.14673 0.86
"Gaia EDR3 5599922160339965440" 15.80600 0.38800 2.39930 0.28078 1.84818 0.13921 0.84
"Gaia EDR3 5599864573416999808" 15.82100 0.27200 2.40103 0.28123 1.79302 0.15176 0.78
"Gaia EDR3 5599922916254351360" 15.83200 0.36400 2.38795 0.27853 1.82892 0.13836 0.86
"Gaia EDR3 5599923878327068160" 15.88300 0.26100 2.37265 0.27556 1.75450 0.15293 0.71
"Gaia EDR3 5599920957749149952" 15.90800 0.41900 2.34350 0.27053 1.79770 0.13589 0.83
"Gaia EDR3 5599919583359725696" 15.99000 0.28000 2.31078 0.26645 1.69356 0.14587 0.71
"Gaia EDR3 5599918346409169792" 15.99300 0.28800 2.30986 0.26645 1.69357 0.14483 0.73
"Gaia EDR3 5599912677052345600" 16.02900 0.29100 2.29293 0.26268 1.67826 0.14368 0.71
"Gaia EDR3 5599919411561044736" 16.04800 0.32500 2.28372 0.26147 1.68297 0.14067 0.79
"Gaia EDR3 5599919995676561920" 16.08500 0.36400 2.26193 0.25887 1.68115 0.13107 0.86
"Gaia EDR3 5599871342285140480" 16.11300 0.31300 2.25399 0.25807 1.64472 0.13621 0.73
"Gaia EDR3 5599919823877883648" 16.15200 0.34800 2.22864 0.25588 1.64305 0.13797 0.80
"Gaia EDR3 5599913432966640256" 16.17000 0.30600 2.22417 0.25525 1.61676 0.14332 0.68
"Gaia EDR3 5599922710095948160" 16.18400 0.31500 2.21581 0.25496 1.61118 0.14608 0.70
"Gaia EDR3 5599873472588907264" 16.18700 0.47800 2.19970 0.25512 1.67503 0.12759 0.81
"Gaia EDR3 5599923122412788864" 16.19200 0.27700 2.21405 0.25471 1.60245 0.14959 0.58
"Gaia EDR3 5599871892040949632" 16.19300 0.27200 2.21337 0.25474 1.60090 0.15014 0.57
"Gaia EDR3 5599919171042835968" 16.19800 0.36600 2.20583 0.25502 1.62504 0.14563 0.82
"Gaia EDR3 5599919583359735168" 16.27400 0.37300 2.17567 0.25306 1.58040 0.13379 0.80
"Gaia EDR3 5599918586927321856" 16.27900 0.32600 2.17480 0.25299 1.56808 0.14011 0.66
"Gaia EDR3 5599924909119075072" 16.33100 0.47100 2.14477 0.25196 1.59148 0.11736 0.84
"Gaia EDR3 5599912260429778304" 16.33100 0.35700 2.15042 0.25091 1.55239 0.12449 0.73
"Gaia EDR3 5599923534729614848" 16.33200 0.37600 2.14973 0.25104 1.55960 0.12397 0.78
"Gaia EDR3 5599919823877881472" 16.33200 0.40400 2.14745 0.25161 1.56726 0.11883 0.84
"Gaia EDR3 5599918793085723648" 16.33500 0.48700 2.14275 0.25164 1.59200 0.11962 0.82
"Gaia EDR3 5599919926957083136" 16.36600 0.41100 2.13632 0.25116 1.55290 0.12471 0.83
"Gaia EDR3 5599919892597370624" 16.37000 0.38400 2.13643 0.25092 1.54152 0.12588 0.78
"Gaia EDR3 5599919342841941888" 16.42000 0.60400 2.10321 0.25407 1.56583 0.11809 0.70
"Gaia EDR3 5599918380768882944" 16.42500 0.45100 2.10968 0.25226 1.54449 0.11813 0.85
"Gaia EDR3 5599920030036282240" 16.44500 0.45600 2.10254 0.25306 1.54031 0.11691 0.84
"Gaia EDR3 5599918483848083200" 16.45600 0.33500 2.10177 0.25223 1.50425 0.11436 0.59
"Gaia EDR3 5599919480280905344" 16.46700 0.42100 2.09440 0.25307 1.52719 0.11686 0.80
"Gaia EDR3 5599871823321471872" 16.47500 0.38400 2.09324 0.25269 1.50776 0.11689 0.71
"Gaia EDR3 5599918793085728384" 16.48300 0.41800 2.08989 0.25370 1.51939 0.11693 0.78
"Gaia EDR3 5599919308482205824" 16.56000 0.54900 2.04325 0.25768 1.50385 0.11566 0.74
"Gaia EDR3 5599871479724092544" 16.58000 0.40700 2.04252 0.25681 1.46590 0.11597 0.74
"Gaia EDR3 5599871479724092288" 16.58000 0.33000 2.04872 0.25698 1.45793 0.11918 0.60
"Gaia EDR3 5599912367814718464" 16.59100 0.36900 2.03867 0.25744 1.45477 0.11983 0.67
"Gaia EDR3 5599923672168542208" 16.59800 0.41200 2.03592 0.25760 1.46021 0.11429 0.75
"Gaia EDR3 5599918690006525312" 16.65700 0.42900 2.01476 0.26036 1.43350 0.11288 0.77
"Gaia EDR3 5599919548999968896" 16.65800 0.39300 2.01512 0.25992 1.42699 0.11447 0.71
"Gaia EDR3 5599919926957072640" 16.67600 0.43200 2.00691 0.26207 1.42633 0.11346 0.78
"Gaia EDR3 5599919136683069184" 16.67600 0.48200 2.00521 0.26286 1.43759 0.11622 0.79
"Gaia EDR3 5599919755158447488" 16.67700 0.39700 2.00852 0.26138 1.42115 0.11323 0.72
"Gaia EDR3 5599920614151757184" 16.69000 0.56800 1.99863 0.26453 1.44077 0.11586 0.73
"Gaia EDR3 5599918655646807296" 16.76500 0.44700 1.97963 0.26790 1.40389 0.11027 0.77
"Gaia EDR3 5599912711412109056" 16.77500 0.34400 1.97910 0.26778 1.38728 0.10912 0.64
"Gaia EDR3 5599919514640642304" 16.77500 0.44000 1.97832 0.26830 1.39895 0.11077 0.76
"Gaia EDR3 5599919205403594880" 16.79200 0.45600 1.97504 0.26889 1.39825 0.10915 0.76
"Gaia EDR3 5599919755158448384" 16.80200 0.43300 1.97193 0.26842 1.39224 0.11091 0.74
"Gaia EDR3 5599919548999978496" 16.84200 0.41300 1.95677 0.27244 1.37023 0.11114 0.73
"Gaia EDR3 5599872441796900608" 16.89100 0.56300 1.92850 0.27577 1.36534 0.11622 0.70
"Gaia EDR3 5599919823877877760" 16.93300 0.42100 1.92389 0.27762 1.34507 0.11288 0.74
"Gaia EDR3 5599918861805160704" 16.96400 0.42400 1.91578 0.28081 1.33709 0.11463 0.74
"Gaia EDR3 5599870792529516160" 16.96500 0.33500 1.91952 0.27938 1.33288 0.11364 0.70
"Gaia EDR3 5599918380768889216" 16.99600 0.34900 1.90981 0.28252 1.32585 0.11202 0.71
