# Binary systems ID's begin with a '2'
ID Vmag (Bmag-Vmag) (Umag-Bmag) e_Vmag e_(Bmag-Vmag) e_(Umag-Bmag) M_ini1 M_ini2
20 16.417699065337306 0.5913804170342777 0.1229513067448703 0.010382068093606936 0.015703580601525755 0.01566304381239491 3.069201545619902 3.069201545619902
21 12.537447762664709 0.40123164171599224 -0.5108560285695298 0.01037253429386293 0.015642106349353407 0.013937480114414508 11.938416168181947 11.938416168181947
22 16.361550674332072 0.568586497593258 0.09094891787398557 0.010381034326850646 0.015697932337624447 0.01556547880662977 3.146207502816928 3.146207502816928
23 16.31360505015852 0.573858110494501 0.08466170572193672 0.010380240761075831 0.01569352136371051 0.01548646057942106 3.2455032467835565 3.2455032467835565
24 16.740022489996438 0.598896612846079 0.20794786906527138 0.010390957833668798 0.015748984180494283 0.016344780653626302 2.421588386903765 2.421588386903765
25 14.017848147874718 0.44635670397299426 -0.3672248130758262 0.010372601616787295 0.015643032976127787 0.01405701447717794 7.4858292444823045 7.4858292444823045
26 13.534196391684736 0.41736820781214745 -0.43508674268402503 0.01037255719599343 0.015642465959636653 0.013997352114027684 8.989432917177382 8.989432917177382
27 16.283114914596915 0.5781266245016929 0.08172911974201086 0.010379775080932825 0.015690899101895507 0.015438175868047287 3.308977132379564 3.308977132379564
28 16.378492367128064 0.5753202161154481 0.10045510437779998 0.010381333849350945 0.015699579696647953 0.015594333156170186 3.122554983204445 3.122554983204445
29 13.315107701814739 0.4035536220161657 -0.4628480656231918 0.010372547690938401 0.015642328465350328 0.013978589049509322 9.64890799062212 9.64890799062212
210 16.539294712755343 0.5789035548692417 0.14075414203644737 0.01038475806169714 0.015717845719163685 0.01589441072535059 2.7958801912177202 2.7958801912177202
211 16.537050707437896 0.5848502056868257 0.14528121266142896 0.010384702125427569 0.015717554632930886 0.015889876956555103 2.808723724550372 2.808723724550372
212 15.5814642177491 0.5249523540880284 -0.09875884277822719 0.010374258060060362 0.01565670640247667 0.014655822050622982 4.372632215495523 4.372632215495523
213 15.984698948629214 0.5402572868632001 -0.008686195476776758 0.010376467952660787 0.015671329323552613 0.015036790046771768 3.798853512920086 3.798853512920086
214 16.694771951050488 0.5928976079708895 0.191094944656681 0.010389330440525573 0.015741001383703282 0.016235090140181613 2.50123050946892 2.50123050946892
215 16.12536140462797 0.5487111477595307 0.02518019659780151 0.010377778938470843 0.01567931935423554 0.015210901118856469 3.5043859678539255 3.5043859678539255
216 15.975670784231498 0.5411067144996073 -0.009705757274304339 0.01037639598896943 0.01567087933301332 0.015026441987706717 3.8234063777494436 3.8234063777494436
