id x y V eV BV eBV UB eUB VI eVI ra dec d_arcsec
2960 741.559 1480.63 16.987 0.14 0.33 0.232 "" "" 1.33 0.179 119.54945096898403 -25.972649492402287 5.3229
3574 -88.439 -2.007 17.131 0.059 0.921 0.071 0.192 0.063 1.4 0.063 119.66257757367764 -26.151164425658187 22.0813
6338 3362.58 1654.51 18.142 0.128 1.238 0.233 "" "" 1.619 0.2 119.19718124155442 -25.95400726060288 7.6738
6919 3953.8 2877.58 18.606 0.17 -0.282 0.232 "" "" 0.928 0.205 119.11641544125303 -25.806660200022307 8.9264
7112 3181.51 1363.83 18.616 0.23 0.389 0.642 "" "" 1.76 0.229 119.22182450331903 -25.988989527691498 10.3686
7457 4019.08 3422.39 18.598 0.023 0.607 0.171 "" "" "" "" 119.10704599050463 -25.740845224587577 9.5592
7890 1913.71 1711.79 19.336 0.122 0.677 0.289 "" "" 3.872 0.193 119.3917427864344 -25.945764642222702 8.5568
9413 4014.07 4055.94 19.016 0.019 0.907 0.07 "" "" "" "" 119.10702068937965 -25.66423659923375 17.9920
9709 -94.015 676.086 19.077 0.087 0.711 0.107 0.42 0.081 1.547 0.107 119.66257920804696 -26.06916948339351 10.0114
10077 4012.25 3963.75 19.096 0.02 0.909 0.049 "" "" 1.492 0.027 119.1073667775895 -25.675381862428114 10.3485
11003 956.539 2094.44 19.362 0.192 0.796 0.238 "" "" "" "" 119.51989647634181 -25.89862760860564 7.7806
11162 3176.07 1013.66 19.417 0.148 0.714 0.292 "" "" "" "" 119.22294120197205 -26.031324490550535 5.0951
11994 3391.05 1643.91 19.811 0.242 1.323 0.314 "" "" 3.164 0.289 119.1933685894577 -25.95531480634848 8.9883
12227 3423.76 1115.04 20.333 0.39 -0.07 0.438 "" "" "" "" 119.18955761196621 -26.019291492336105 5.8967
12657 675.701 2609.46 18.749 0.167 2.423 0.236 "" "" "" "" 119.55705340577497 -25.836100057474468 7.8349
12746 -89.981 323.924 19.676 0.092 1.021 0.127 0.205 0.126 1.75 0.095 119.66242547309547 -26.111753913929334 10.0690
13170 698.079 2627.13 20.178 0.381 0.259 0.415 "" "" 1.904 0.375 119.55402792482079 -25.833983872228828 7.2533
14721 1080.99 465.036 19.841 0.104 1.162 0.17 "" "" "" "" 119.50497504757821 -26.09575591415307 8.0302
14928 1702.51 2157.26 20.27 0.136 0.31 0.21 "" "" "" "" 119.41962199761835 -25.891709838866202 6.3040
14975 1494.5 3295.32 20.115 0.118 0.595 0.215 "" "" "" "" 119.44630934033646 -25.753915192366435 6.5988
15350 3941.56 4037.26 20.524 0.161 0.061 0.224 "" "" "" "" 119.1167814448846 -25.666429345344156 8.1738
15684 1951.13 344.314 20.222 0.067 1.813 0.107 "" "" 2.143 0.074 119.38822341768058 -26.11114350086699 5.4293
15723 4013.54 4015.46 20.103 0.027 0.78 0.068 "" "" 1.498 0.039 119.10713649986484 -25.669130652866826 5.5400
16546 2627.99 953.835 20.75 0.084 1.985 0.198 "" "" 2.381 0.088 119.29662995878938 -26.038059973779763 6.8083
16944 3385.61 1627.9 20.044 0.199 1.269 0.272 "" "" "" "" 119.1941169829725 -25.957245670456153 8.0947
17429 3377.55 1218.36 20.037 0.218 2.557 0.617 "" "" "" "" 119.19565105910158 -26.006756823393065 7.1474
18251 2925.44 613.805 21.358 0.066 -0.077 0.097 -0.795 0.104 "" "" 119.25704869183366 -26.079444155414865 6.2257
19552 1149.57 195.13 20.716 0.062 1.158 0.104 "" "" 1.987 0.079 119.49606027776464 -26.128453231912044 10.2650
19887 2497.44 1475.66 21.402 0.086 0.055 0.122 -0.522 0.134 "" "" 119.31359141132194 -25.97484619746616 6.2996
19920 4001.91 775.857 20.088 0.377 2.65 0.718 "" "" "" "" 119.11226937360057 -26.060828365395306 11.3255
20156 3337.21 1464.89 21.544 0.072 -0.043 0.1 -0.829 0.116 "" "" 119.20079815387356 -25.976911619601697 5.7074
20681 3234.73 1610.18 21.286 0.061 0.203 0.1 -0.521 0.135 "" "" 119.21440401272054 -25.959251116831116 5.4852
