# 
# Subset of stars selected as members
# M1: primary mass
# M2: secondary mass (if binary system)
# P_binar: binary probability
# 
ID Mag Col M1 M1_std M2 M2_std P_binar
"Gaia EDR3 5538150257058978432" 13.69021 2.58894 2.69856 0.61555 2.24233 0.53950 0.46
"Gaia EDR3 5538151012973220480" 14.61028 1.75786 2.69497 0.60968 2.23734 0.52535 0.43
"Gaia EDR3 5538151012973229824" 15.79452 1.95932 2.57831 0.49539 2.06941 0.39564 0.44
"Gaia EDR3 5538151047332948608" 15.92930 0.89962 2.51893 0.48283 2.03143 0.38441 0.51
"Gaia EDR3 5538151012973228672" 16.00156 0.86544 2.50251 0.47244 2.01411 0.37138 0.51
"Gaia EDR3 5538149982181067904" 16.06097 1.78772 2.51316 0.45031 1.99093 0.35640 0.46
"Gaia EDR3 5538151047332941184" 16.09145 1.83449 2.50822 0.44569 1.97817 0.34736 0.46
"Gaia EDR3 5538151008672648320" 16.19941 0.91042 2.45496 0.44252 1.95454 0.34595 0.51
"Gaia EDR3 5538150360138149888" 16.27021 1.87108 2.45944 0.41516 1.91771 0.31865 0.46
"Gaia EDR3 5538151012973220736" 16.31328 0.87623 2.42680 0.42787 1.91569 0.32527 0.52
"Gaia EDR3 5538151012973218304" 16.45593 0.75147 2.38599 0.40276 1.88256 0.30221 0.51
"Gaia EDR3 5538149982181967488" 16.47973 1.76415 2.39042 0.37680 1.84329 0.28720 0.48
"Gaia EDR3 5538151150412144384" 16.52836 1.80618 2.37221 0.36918 1.82642 0.28532 0.48
"Gaia EDR3 5538150390193248896" 16.60894 0.80009 2.33814 0.37683 1.83184 0.27860 0.52
"Gaia EDR3 5538151047332956288" 16.63311 0.95166 2.32756 0.36903 1.81753 0.27971 0.54
"Gaia EDR3 5538150257058978944" 16.64992 0.72303 2.32573 0.36938 1.81881 0.27258 0.50
"Gaia EDR3 5538151287851135360" 16.97276 0.98054 2.20333 0.30844 1.68314 0.22839 0.56
"Gaia EDR3 5538150291418706304" 17.05590 0.76632 2.17343 0.30080 1.67384 0.22329 0.48
"Gaia EDR3 5538150287113992704" 17.13877 0.77388 2.13780 0.28637 1.64039 0.21461 0.48
"Gaia EDR3 5538150188339499008" 17.13904 0.81680 2.13600 0.28567 1.63630 0.21343 0.51
"Gaia EDR3 5538150188339493504" 17.21236 0.89229 2.10257 0.27084 1.60084 0.20468 0.55
"Gaia EDR3 5538151081692712960" 17.24848 0.84405 2.08852 0.26737 1.59264 0.20311 0.52
"Gaia EDR3 5538151047332952832" 17.38033 0.82042 2.03415 0.24978 1.54308 0.19563 0.48
"Gaia EDR3 5538151081692698496" 17.39025 0.88289 2.02774 0.24872 1.53771 0.19679 0.55
"Gaia EDR3 5538151214826992512" 17.55951 0.90503 1.94289 0.22320 1.46454 0.17273 0.53
"Gaia EDR3 5538149535504486912" 17.58098 0.91912 1.93109 0.22111 1.45240 0.17308 0.55
"Gaia EDR3 5538150355833509888" 17.60440 0.81887 1.92586 0.21929 1.44878 0.17445 0.42
"Gaia EDR3 5538149531199686272" 17.65087 0.86126 1.89950 0.21157 1.42337 0.16977 0.46
"Gaia EDR3 5538150218394491904" 17.67958 1.29275 1.85666 0.20616 1.37824 0.15724 0.57
"Gaia EDR3 5538150291418699904" 17.75515 0.81065 1.85195 0.19878 1.37742 0.15832 0.36
"Gaia EDR3 5538151043028251392" 17.77684 0.89161 1.83783 0.19803 1.36884 0.15556 0.47
"Gaia EDR3 5538151012969617152" 17.78487 0.97093 1.82913 0.19632 1.36344 0.15387 0.60
"Gaia EDR3 5538151111747766912" 17.84756 1.43718 1.76556 0.18913 1.31539 0.14261 0.56
"Gaia EDR3 5538151008668500352" 17.85274 0.95511 1.79903 0.18843 1.34068 0.14778 0.57
"Gaia EDR3 5538150394494208256" 17.89091 0.81036 1.78876 0.18487 1.33512 0.15201 0.32
"Gaia EDR3 5538150252754254720" 17.91302 0.94275 1.77202 0.18314 1.32191 0.14521 0.52
"Gaia EDR3 5538150287113989760" 17.96993 0.79503 1.75228 0.17571 1.30752 0.14514 0.30
"Gaia EDR3 5538151047332948480" 17.97216 0.76848 1.75262 0.17591 1.30763 0.14613 0.30
