EDR3Name,_x,_y,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,e_BP-RP,V,eV,BV,eBV,UB,eUB,VI,eVI,probs_final,membs_select
Gaia EDR3 5538151077387979648,0.001491,-0.023411,118.59862825178,-38.23589502899,0.2257,0.2942,-1.338,0.278,2.57,0.315,19.505312,0.004432,1.560226,0.0588289078769953,19.888,0.041,1.025,0.058,0.63,0.161,1.353,0.048,1.0,1
Gaia EDR3 5538149535500893440,0.004074,-0.036408,118.60191735471,-38.24889268521,-0.1055,1.6353,-1.365,1.933,2.55,1.461,20.766212,0.012241,0.914633,0.33055025551495193,21.05,0.057,1.021,0.106,,,1.388,0.072,1.0,1
Gaia EDR3 5538151012969617152,0.01052,-0.03458,118.61012580922,-38.24706352559,0.2468,0.0844,-1.309,0.086,2.569,0.095,17.784872,0.003033,0.97093,0.026096105935560575,17.805,0.039,0.496,0.044,0.309,0.038,0.609,0.044,1.0,1
Gaia EDR3 5538149806077698432,-0.01277,-0.011042,118.58047487842,-38.22352536423,-0.0735,0.1216,-1.041,0.122,1.947,0.133,18.28759,0.003111,1.809013,0.0310146444925619,18.811,0.029,1.322,0.04,0.769,0.108,1.596,0.037,1.0,1
Gaia EDR3 5538151008675074432,0.010794,-0.031954,118.61047357437,-38.24443784628,0.0252,0.1939,-1.353,0.191,1.807,0.207,18.965984,0.003597,1.82934,0.04648300266764186,19.585,0.035,1.315,0.052,,,1.699,0.043,1.0,1
Gaia EDR3 5538150527637518080,0.061242,-0.017085,118.67469159365,-38.22954385922,0.2073,0.127,-1.358,0.129,1.818,0.134,18.336412,0.003176,0.864204,0.017250616974473696,18.465,0.029,0.497,0.035,0.444,0.046,0.773,0.04,0.98,1
Gaia EDR3 5538150188335889152,0.026605,-0.059689,118.6306190512,-38.27216843976,0.2244,0.1253,-1.324,0.123,1.817,0.133,18.304102,0.003186,1.046923,0.04881127152615469,18.435,0.046,0.718,0.068,0.416,0.076,0.987,0.053,1.0,1
Gaia EDR3 5538150291415037696,0.024156,-0.023501,118.62748308846,-38.23598107809,0.2167,0.1935,-0.932,0.188,2.096,0.212,18.952433,0.00396,1.195698,0.03472757850757809,19.141,0.03,0.697,0.038,0.361,0.061,1.002,0.042,0.99,1
Gaia EDR3 5538151043034814464,0.016732,-0.017125,118.61802956,-38.22960776717,0.0628,0.4144,-1.017,0.419,2.502,0.461,20.067635,0.005427,1.345077,0.07645004670371365,20.395,0.045,0.874,0.063,0.225,0.175,1.202,0.062,1.0,1
Gaia EDR3 5538150424553004160,0.036155,-0.00604,118.64274843388,-38.21851511813,-0.2213,0.4359,-1.59,0.411,2.282,0.43,20.02697,0.005205,1.322224,0.06823006892858895,20.359,0.039,0.77,0.058,0.478,0.172,1.249,0.048,0.96,1
Gaia EDR3 5538151077387987200,-0.003159,-0.020193,118.59270814201,-38.2326772841,-0.1893,0.4929,-1.623,0.48,2.37,0.511,20.185482,0.005505,1.602615,0.11545307556752224,20.558,0.057,0.996,0.083,,,1.377,0.064,0.94,1
Gaia EDR3 5538150119616283904,0.049181,-0.038998,118.65935761426,-38.25146519485,0.2824,0.1932,-1.211,0.187,1.811,0.223,19.018408,0.003618,1.238678,0.04096351822048492,19.245,0.034,0.803,0.042,0.5,0.098,1.113,0.044,0.98,1
Gaia EDR3 5538150428853873152,0.047449,-0.009788,118.6571275205,-38.22225726232,0.023,0.5313,-1.644,0.539,2.509,0.543,20.238909,0.006307,1.301628,0.12038916337444995,20.679,0.05,0.906,0.073,,,1.435,0.062,0.98,1
Gaia EDR3 5538151043034813440,0.024238,-0.017909,118.62758585939,-38.2303896176,0.4011,0.2424,-1.371,0.261,2.527,0.258,19.34806,0.004057,1.041716,0.0594616469079019,19.534,0.035,0.682,0.043,0.37,0.089,0.901,0.052,0.99,1
Gaia EDR3 5538150188335867776,0.028207,-0.051912,118.63265528979,-38.26439087815,-0.0301,0.7621,-1.151,0.821,2.628,0.949,20.521112,0.008482,1.48035,0.16638236490986658,20.821,0.051,1.178,0.105,,,1.459,0.063,1.0,1
Gaia EDR3 5538150287113999744,0.025518,-0.022718,118.62921780432,-38.23519774277,-0.2041,0.2729,-1.503,0.275,1.893,0.313,19.36629,0.004276,1.438358,0.06595424926416796,19.629,0.032,0.928,0.046,0.348,0.104,1.24,0.04,0.99,1
Gaia EDR3 5538149806084229888,-0.018598,-0.020468,118.57305337778,-38.23294963666,0.143,0.2034,-1.497,0.206,2.63,0.21,19.043627,0.003719,0.95965,0.03621316397389215,19.171,0.031,0.612,0.04,0.582,0.066,0.888,0.042,0.98,1
Gaia EDR3 5538150257055354624,0.018479,-0.03842,118.62026133269,-38.25090159728,-0.2281,0.1533,-1.623,0.158,2.387,0.171,18.755974,0.003342,0.900064,0.02567449148474026,18.851,0.029,0.552,0.036,0.43,0.056,0.696,0.039,0.98,1
Gaia EDR3 5538149496839960704,-0.007159,-0.043399,118.58761365528,-38.25588334656,-0.0679,0.2031,-1.383,0.205,1.753,0.229,19.005169,0.0037,1.195158,0.03542208634453933,19.175,0.034,0.749,0.045,0.431,0.08,1.015,0.045,0.97,1
Gaia EDR3 5538150428853901440,0.043721,-0.016785,118.65238762342,-38.22925595857,-0.1585,0.515,-1.662,0.504,2.43,0.513,20.229914,0.006286,1.374582,0.10812947552355925,20.562,0.043,0.752,0.062,,,1.247,0.057,0.97,1
Gaia EDR3 5538151180469286272,0.037924,0.00996,118.64499001411,-38.20251456509,0.0994,0.3065,-1.039,0.313,1.802,0.312,19.56505,0.00427,1.304619,0.061396590662674416,19.928,0.039,0.756,0.053,0.834,0.164,1.254,0.051,0.97,1
Gaia EDR3 5538151214827022208,0.013196,0.008209,118.61352271131,-38.20427438478,0.1342,0.2473,-1.793,0.252,2.174,0.265,19.3805,0.00391,1.166414,0.04936031103021941,19.571,0.034,0.654,0.042,0.478,0.087,1.013,0.04,0.99,1
Gaia EDR3 5538151081693568128,0.0011,-0.025257,118.598130539,-38.23774105752,0.1952,0.288,-1.796,0.282,2.142,0.316,19.499361,0.004305,1.222475,0.059104741095786895,19.776,0.04,0.714,0.049,0.593,0.107,1.096,0.051,0.99,1
Gaia EDR3 5538149943518663424,0.049523,-0.058597,118.65980962122,-38.27106444658,0.2078,0.4682,-1.364,0.495,1.72,0.481,20.211908,0.006185,1.369045,0.08526943286430373,20.562,0.048,0.853,0.076,,,1.393,0.056,0.94,1
Gaia EDR3 5538149565564785664,-0.009284,-0.041052,118.58490707306,-38.25353553654,0.2571,0.2698,-1.275,0.289,1.716,0.297,19.456507,0.004161,1.585102,0.0717563968507338,19.763,0.047,0.999,0.061,0.418,0.137,1.308,0.056,0.99,1
Gaia EDR3 5538151047329286272,0.019084,-0.01626,118.62102394452,-38.2287420181,-0.003,0.3078,-1.566,0.316,1.759,0.347,19.732477,0.00466,1.126057,0.06253473310888917,19.84,0.024,0.982,0.042,0.513,0.156,1.002,0.041,1.0,1
Gaia EDR3 5538151111747779712,0.013735,-0.002487,118.61421138443,-38.21497048879,0.2632,0.228,-1.003,0.231,1.812,0.241,19.227842,0.003828,1.371231,0.037055728369578704,19.545,0.031,0.859,0.043,0.453,0.094,1.184,0.041,0.97,1
Gaia EDR3 5538150291415032832,0.026804,-0.02619,118.63085556699,-38.2386691103,0.1713,0.13,-1.66,0.128,1.812,0.146,18.40012,0.003234,0.838244,0.04335051160021067,18.492,0.028,0.496,0.033,0.36,0.048,0.727,0.038,1.0,1
Gaia EDR3 5538150394494174464,0.042277,-0.018875,118.65055030926,-38.23134662343,-0.0277,0.3717,-1.667,0.377,2.603,0.39,19.887781,0.004825,1.357984,0.07969167095750974,20.158,0.044,0.852,0.058,,,1.155,0.056,0.98,1
Gaia EDR3 5538149501141209984,-0.00587,-0.049475,118.58925378732,-38.26195931653,0.3381,0.3021,-1.761,0.312,2.024,0.331,19.582325,0.004606,1.143974,0.0800587965248042,19.764,0.041,0.845,0.054,0.617,0.128,1.078,0.051,0.96,1
Gaia EDR3 5538151146107513472,0.030255,-0.004283,118.63523798446,-38.21676053957,0.0011,0.5394,-1.702,0.612,1.829,0.741,20.329115,0.006668,1.217768,0.09624353879611867,20.63,0.045,0.737,0.071,,,1.139,0.058,0.99,1
Gaia EDR3 5538151111747757184,0.013291,-0.010879,118.61364797471,-38.22336213355,0.374,0.2126,-0.981,0.217,1.872,0.241,19.15286,0.003699,1.082354,0.03829740885490819,19.353,0.031,0.639,0.039,0.678,0.077,0.966,0.044,0.95,1
Gaia EDR3 5538149982181967488,0.030801,-0.062034,118.63596381923,-38.27451152536,0.2671,0.0507,-1.248,0.05,1.685,0.052,16.479734,0.002834,1.764155,0.008117010533441485,16.985,0.027,1.292,0.035,0.784,0.043,1.615,0.031,0.98,1
Gaia EDR3 5538150390193248896,0.027785,-0.015319,118.6321000096,-38.22779841557,0.3225,0.0565,-1.615,0.055,1.806,0.062,16.608944,0.002865,0.800093,0.006616576153872939,16.705,0.02,0.375,0.024,0.17,0.025,0.698,0.026,0.99,1
Gaia EDR3 5538151012969589632,0.012973,-0.024498,118.61324638444,-38.23698089291,0.173,0.2711,-1.264,0.268,2.755,0.291,19.484049,0.00432,1.173201,0.061271649692170034,19.705,0.04,0.846,0.057,0.33,0.132,1.111,0.052,1.0,1
Gaia EDR3 5538151008668490112,0.010961,-0.027369,118.61068527222,-38.23985228349,0.4469,0.3,-1.093,0.301,1.836,0.327,19.653873,0.00448,1.167856,0.08840716628192535,19.939,0.04,0.735,0.051,0.459,0.105,1.126,0.05,0.95,1
Gaia EDR3 5538150360138149888,0.045072,-0.015625,118.6541063159,-38.22809561169,0.0819,0.0391,-1.183,0.038,1.64,0.042,16.270208,0.002804,1.871083,0.007154801534633927,16.906,0.025,1.318,0.031,0.923,0.041,1.685,0.034,1.0,1
Gaia EDR3 5538151283546478208,-0.006461,-4.6e-05,118.58850714846,-38.21253022702,-0.0793,0.2089,-1.732,0.214,2.588,0.239,19.050457,0.003705,1.645701,0.033490693826793136,19.431,0.028,1.067,0.041,0.565,0.116,1.362,0.037,0.95,1
Gaia EDR3 5538148775285448960,0.007679,-0.04466,118.60650957963,-38.25714422109,-0.0506,0.2016,-1.158,0.215,2.782,0.236,18.977135,0.003757,1.668499,0.05856038077915819,19.428,0.039,1.23,0.051,0.601,0.129,1.519,0.046,1.0,1
Gaia EDR3 5538151150412144384,0.025662,-0.002229,118.62939129808,-38.21470864074,0.1175,0.0434,-1.74,0.044,1.761,0.048,16.528364,0.002813,1.806184,0.007026754940938242,17.121,0.025,1.289,0.028,0.933,0.031,1.612,0.037,0.99,1
Gaia EDR3 5538151047329274112,0.021856,-0.015556,118.6245520842,-38.22803662827,0.0035,0.2995,-0.991,0.308,2.741,0.326,19.484364,0.004015,1.449352,0.046085957177864935,19.905,0.042,0.86,0.054,0.369,0.118,1.357,0.048,1.0,1
Gaia EDR3 5538150291415019648,0.030302,-0.026823,118.6353096254,-38.23930131345,-0.0425,0.1727,-1.366,0.22,2.822,0.226,18.414194,0.003757,,,16.522,0.028,0.715,0.031,0.382,0.03,1.003,0.035,1.0,1
Gaia EDR3 5538150291418703104,0.026745,-0.034358,118.63078522244,-38.24683703513,-0.2116,0.3108,-1.475,0.293,2.773,0.339,19.592348,0.004903,1.2451,0.06697325508738544,19.975,0.048,0.852,0.072,,,1.267,0.06,0.99,1
Gaia EDR3 5538150287113970688,0.025559,-0.0357,118.62927575466,-38.24817971102,0.2106,0.1973,-1.638,0.191,2.795,0.214,19.032263,0.00365,1.200746,0.037407948847805066,19.253,0.036,0.763,0.045,0.341,0.063,1.039,0.044,0.99,1
Gaia EDR3 5538148740927820928,-0.00058,-0.058893,118.59599113947,-38.27137732816,0.1153,0.505,-1.273,0.507,2.93,0.568,20.271332,0.006179,1.503475,0.08819358046932894,20.663,0.057,1.131,0.08,,,1.512,0.064,0.98,1
Gaia EDR3 5538150218394491904,0.032372,-0.033734,118.63794950513,-38.24621069066,0.0971,0.0827,-1.579,0.081,2.883,0.088,17.679583,0.002943,1.292749,0.011144585277164871,17.994,0.028,0.785,0.033,0.383,0.039,1.217,0.035,0.99,1
Gaia EDR3 5538150428857617664,0.046446,-0.002082,118.65584477738,-38.21455133458,0.2627,0.2412,-1.558,0.232,1.528,0.243,18.686455,0.004139,1.455114,0.040581927455457315,18.867,0.04,0.9,0.055,0.684,0.106,1.176,0.055,0.97,1
Gaia EDR3 5538151047329310720,0.018293,-0.026187,118.62002057394,-38.23866878983,0.132,0.4294,-1.137,0.405,1.454,0.456,19.973501,0.005338,1.554535,0.12069094521545518,20.403,0.053,0.979,0.068,,,1.421,0.06,1.0,1
