EDR3Name,_x,_y,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,e_BP-RP,V,eV,BV,eBV,UB,eUB,VI,eVI,probs_final,membs_select
Gaia EDR3 5602103247815565184,0.032278,-0.028718,119.42070033284,-25.93726827352,0.155,0.0895,-1.87,0.066,2.087,0.082,17.817911,0.002879,1.313286,0.01519108768324375,18.084,0.024,0.837,0.039,0.289,0.043,1.639,0.029,1.0,1
Gaia EDR3 5602107267904926080,0.013829,0.048671,119.4001740542,-25.85988295436,0.1403,0.0878,-1.77,0.06,2.271,0.082,17.567623,0.002845,0.779119,0.009478891971111392,17.592,0.017,0.477,0.034,0.366,0.045,1.142,0.033,1.0,1
Gaia EDR3 5602103522693487616,0.012361,-0.014076,119.39855049724,-25.92263009197,0.1555,0.0681,-2.011,0.052,2.133,0.065,17.318262,0.002835,0.73958,0.007847590840506404,17.385,0.021,0.402,0.03,0.311,0.029,1.169,0.028,1.0,1
Gaia EDR3 5602103831931097344,0.036545,-0.003093,119.42543590287,-25.91164158992,0.1432,0.0656,-1.859,0.05,2.087,0.059,17.230291,0.002826,0.706823,0.008749824283949936,17.309,0.022,0.342,0.032,0.379,0.03,1.116,0.03,1.0,1
Gaia EDR3 5602103999417822464,0.056823,0.022986,119.44796677184,-25.88555435705,0.2703,0.1331,-1.842,0.103,2.173,0.123,18.501635,0.003025,1.09124,0.01818674599811632,18.637,0.024,0.698,0.048,0.242,0.058,1.455,0.032,0.99,1
Gaia EDR3 5602106408912162816,-0.025366,-0.013677,119.35660297814,-25.92222851512,0.0298,0.2194,-1.979,0.156,2.256,0.215,19.185352,0.003328,1.342388,0.034155666147800426,19.356,0.027,0.836,0.051,,,1.61,0.035,1.0,1
Gaia EDR3 5602103969370025472,0.057844,0.01117,119.44910738965,-25.89736964335,0.2952,0.1108,-1.884,0.08,2.219,0.103,18.188082,0.002936,1.274012,0.01816064594115529,18.463,0.024,0.746,0.046,0.391,0.053,1.626,0.032,0.99,1
Gaia EDR3 5602103934995927296,0.032668,0.015741,119.42112021581,-25.89280852712,0.0738,0.1443,-1.812,0.117,2.13,0.131,18.387966,0.003039,1.228531,0.0677270779895309,18.38,0.025,0.954,0.037,0.586,0.055,1.56,0.029,1.0,1
Gaia EDR3 5602103419614271744,0.016316,-0.01948,119.40294887518,-25.92803273207,0.1061,0.0957,-2.053,0.073,2.22,0.091,17.876614,0.002892,1.013422,0.01290032437576668,18.017,0.022,0.621,0.034,0.401,0.038,1.403,0.031,1.0,1
Gaia EDR3 5602103419619298304,0.020921,-0.023564,119.40807040413,-25.93211637427,0.141,0.0888,-1.837,0.064,2.371,0.08,17.679548,0.002869,0.931843,0.010319847721744735,17.79,0.023,0.586,0.034,0.357,0.036,1.297,0.029,1.0,1
Gaia EDR3 5602106718149184128,-0.026036,0.012511,119.35586472049,-25.89604041909,0.2823,0.0963,-1.852,0.071,2.303,0.096,18.015287,0.002902,1.121338,0.013799984710136458,18.157,0.019,0.642,0.036,0.305,0.044,1.5,0.03,0.99,1
Gaia EDR3 5602103488333757696,0.004428,-0.01139,119.3897302552,-25.91994432019,0.1695,0.042,-1.753,0.032,2.289,0.043,16.407217,0.003321,0.665462,0.01059429554052557,16.411,0.018,0.42,0.027,0.277,0.026,1.046,0.028,1.0,1
Gaia EDR3 5602103453959673472,0.030321,-0.017115,119.4185202033,-25.92566562238,0.1516,0.1034,-1.902,0.075,2.057,0.097,18.04191,0.002929,0.991808,0.019356243049724293,18.187,0.023,0.636,0.035,0.194,0.041,1.349,0.03,1.0,1
Gaia EDR3 5602106993027015296,0.026241,0.033615,119.41397128426,-25.87493674831,0.058,0.0906,-1.91,0.065,2.363,0.085,17.764763,0.00287,1.165358,0.011225316610234208,17.964,0.022,0.776,0.039,0.23,0.044,1.55,0.034,1.0,1
Gaia EDR3 5602102247073248640,0.01769,-0.076287,119.4044861162,-25.98484042417,0.2081,0.1121,-1.969,0.085,2.367,0.109,18.277687,0.002944,1.035084,0.016748058424784648,18.399,0.026,0.661,0.046,0.272,0.053,1.373,0.03,0.99,1
Gaia EDR3 5602104794003895040,-0.045663,-0.042052,119.33402351867,-25.95059765147,0.1468,0.0354,-1.776,0.026,2.109,0.037,15.980972,0.002779,0.687881,0.005663946680539992,16.006,0.019,0.4,0.032,0.196,0.031,1.068,0.027,0.99,1
Gaia EDR3 5602103827621815680,0.038785,-0.006334,119.42792742041,-25.91488163545,0.2779,0.126,-1.842,0.095,2.129,0.119,18.433937,0.00298,1.100611,0.019869581500373882,18.638,0.024,0.621,0.041,0.285,0.049,1.49,0.031,1.0,1
Gaia EDR3 5602103312225481344,-0.004179,-0.036754,119.38015869353,-25.94530800452,0.0212,0.5952,-2.003,0.411,2.285,0.603,20.476257,0.005817,1.348339,0.10526768568748912,20.645,0.054,1.133,0.112,,,1.758,0.065,1.0,1
Gaia EDR3 5602103625758347264,0.033464,-0.01494,119.4220149309,-25.92348933149,0.2659,0.3411,-2.033,0.234,2.207,0.25,19.526384,0.003843,,,19.846,0.047,-0.465,0.059,,,1.715,0.054,1.0,1
Gaia EDR3 5602102388810379520,0.040478,-0.055303,119.42982878511,-25.96385051237,0.2862,1.3703,-1.802,0.765,2.281,1.65,20.80767,0.009117,1.150486,0.134529807184133,21.038,0.07,1.078,0.127,,,1.701,0.078,0.99,1
Gaia EDR3 5602103453974000512,0.02041,-0.013704,119.40749951611,-25.9222566997,0.2095,0.0836,-1.892,0.058,2.055,0.076,17.577711,0.002848,0.85154,0.01117756435901847,17.671,0.021,0.506,0.031,0.381,0.031,1.233,0.029,1.0,1
Gaia EDR3 5602106511976514048,-0.010684,0.004326,119.37292901896,-25.90422818216,0.0842,0.1572,-1.973,0.115,2.375,0.15,18.591629,0.003062,,,18.901,0.032,0.964,0.073,,,1.863,0.057,1.0,1
Gaia EDR3 5602101456799220736,-0.025244,-0.082705,119.3567220764,-25.99125685835,0.1428,0.1263,-1.947,0.096,2.401,0.131,18.526173,0.002999,1.115417,0.02168886389371283,18.604,0.029,0.814,0.051,0.327,0.058,1.416,0.032,0.99,1
Gaia EDR3 5698184105752707200,0.037568,0.080115,119.4265440581,-25.82843343993,0.1316,0.6463,-2.059,0.402,2.318,0.555,20.468971,0.00542,1.579884,0.16096276179601293,20.976,0.057,1.337,0.15,,,2.175,0.064,0.99,1
Gaia EDR3 5602103831931094016,0.039236,-0.002874,119.42842795381,-25.91142171339,0.1117,0.0434,-1.928,0.033,2.043,0.04,16.433434,0.002785,0.762847,0.005789073846480109,16.525,0.019,0.428,0.027,0.379,0.025,1.13,0.027,1.0,1
Gaia EDR3 5602106305818219904,-0.02659,-0.026869,119.35523921884,-25.93542033235,0.059,0.1287,-1.889,0.093,2.391,0.123,18.239494,0.003104,1.291412,0.03302463687915433,18.36,0.022,0.68,0.041,0.263,0.044,1.413,0.029,1.0,1
Gaia EDR3 5602103552743743104,0.046417,-0.026542,119.43642182474,-25.9350870539,0.1464,0.1692,-1.735,0.123,2.318,0.168,18.806433,0.003111,1.157545,0.033510577270467905,18.991,0.025,0.795,0.044,0.291,0.057,1.513,0.033,1.0,1
Gaia EDR3 5602103484024415104,1.1e-05,-0.008906,119.38481903932,-25.91746033203,0.119,0.1996,-2.042,0.151,2.091,0.2,18.929825,0.0033,1.281202,0.02415047628929914,19.086,0.019,0.795,0.037,0.324,0.06,1.721,0.028,1.0,1
Gaia EDR3 5602102217011332096,0.048354,-0.081852,119.43860085518,-25.99039664111,-0.0289,0.2446,-1.979,0.17,2.187,0.249,19.33959,0.003451,1.350479,0.03804819399130529,19.508,0.029,0.897,0.064,0.153,0.098,1.589,0.034,0.99,1
Gaia EDR3 5602106438961944064,-0.011216,-0.005923,119.37233638527,-25.91447697618,0.3075,0.1871,-1.893,0.142,2.101,0.193,19.007298,0.003219,1.23798,0.027102553108517287,19.221,0.026,0.768,0.048,0.313,0.073,1.647,0.038,1.0,1
Gaia EDR3 5602106301522870656,-0.023478,-0.020599,119.35870091555,-25.92915092076,0.2769,0.1575,-1.761,0.116,2.299,0.157,18.739359,0.003112,1.289085,0.029925591055148772,18.969,0.024,0.816,0.05,0.366,0.065,1.667,0.031,0.99,1
Gaia EDR3 5602101594238305152,-0.015308,-0.066969,119.36777854424,-25.97552239266,0.0745,0.199,-1.86,0.142,2.413,0.193,19.090326,0.003268,1.253956,0.03367608151195742,19.211,0.028,0.871,0.058,0.259,0.077,1.514,0.031,0.99,1
Gaia EDR3 5602103449664637056,0.026716,-0.013058,119.41451139481,-25.92160969035,0.2232,0.1573,-2.051,0.119,2.35,0.145,18.811378,0.003092,1.322348,0.024890309479795546,19.1,0.027,0.858,0.044,0.607,0.091,1.691,0.034,1.0,1
