id x y V eV BV eBV UB eUB VI eVI ra dec d_arcsec
12516 1695.26 1072.24 20.315 0.057 1.106 0.081 "" "" 1.624 0.06 118.65324752649929 -38.329668909142214 5.2772
12568 3171.29 1719.92 20.989 0.094 1.902 0.525 "" "" 2.398 0.097 118.42542632028547 -38.25279560601867 7.9922
13367 4100.72 3994.57 20.337 0.033 1.217 0.062 "" "" 1.553 0.044 118.27965418241008 -37.97876323765708 11.6995
13449 2977.38 1752.94 20.841 0.089 -0.264 0.135 "" "" 1.66 0.109 118.4552092014869 -38.24861999680211 10.5570
13943 1972.04 2230.4 20.443 0.043 0.955 0.074 "" "" 1.443 0.048 118.60924049248858 -38.189955507829474 7.6435
13986 1277.49 2943.43 20.63 0.044 1.722 0.117 "" "" 1.836 0.05 118.71517906949099 -38.103115763483125 7.2328
14245 4103.04 4040.72 20.499 0.04 1.034 0.07 "" "" 1.515 0.049 118.27924007751808 -37.973187683437 8.6397
14262 4108.71 2208.96 19.904 0.073 1.846 0.111 "" "" 0.804 0.078 118.28064165377265 -38.194582604890456 6.5332
14869 0.01 611.452 19.442 0.148 2.566 0.184 "" "" "" "" 118.91455336762303 -38.3837452652442 5.8936
15283 1942.51 975.698 20.675 0.062 1.437 0.097 "" "" 1.674 0.067 118.61533965885123 -38.34157271396223 7.9154
15412 3307.37 3746.38 20.37 0.286 1.271 0.312 "" "" 1.176 0.273 118.40198155454824 -38.008003982796325 6.4192
16267 2097.64 294.503 20.707 0.05 1.316 0.095 "" "" 1.475 0.061 118.59232577821739 -38.42405086751181 5.9482
16275 1516.31 2111.05 20.842 0.054 1.358 0.117 "" "" 1.689 0.064 118.67948110282438 -38.20394612419068 8.2183
16340 1026.33 2166.53 20.988 0.107 1.571 0.21 "" "" 1.931 0.12 118.75477244860188 -38.196773866429965 5.6303
16964 159.547 659.553 20.146 0.342 1.969 0.421 "" "" "" "" 118.88995645409307 -38.37808370663753 9.4707
17183 3035.09 1918.92 20.849 0.054 1.326 0.108 "" "" 1.477 0.064 118.44612723260153 -38.228614367874236 8.1025
17723 3.424 68.035 20.795 0.057 1.135 0.098 "" "" 1.06 0.08 118.91470279144394 -38.449426788343445 8.1159
18172 3858.05 1320.94 19.708 0.451 2.217 0.532 "" "" 0.109 0.434 118.32029605715047 -38.30167132975879 5.8924
18445 346.207 2350.59 21.198 0.084 0.79 0.127 "" "" 1.618 0.101 118.85914868907403 -38.1738800502675 5.1243
18753 4105.68 2918.76 21.368 0.075 1.458 0.212 "" "" 1.875 0.083 118.28022665002234 -38.108792125293746 15.3718
19137 1181.71 1047.25 21.306 0.07 0.992 0.124 "" "" 1.646 0.074 118.73226388195448 -38.33219993006939 7.3984
19175 921.435 4019.76 20.957 0.094 1.918 0.517 "" "" 0.721 0.194 118.76860528839718 -37.97268950376951 8.9587
19179 1312.12 278.601 21.479 0.286 -0.367 0.341 "" "" 1.428 0.279 118.71316055277155 -38.425224364283565 10.0599
19466 1889.67 954.187 21.255 0.072 1.177 0.153 "" "" 1.507 0.073 118.62349328957407 -38.34412222265795 6.5936
19471 743.443 3747.95 21.215 0.072 1.123 0.135 "" "" 1.5 0.084 118.79631830386165 -38.005371315206226 7.3077
19512 3010.59 964.181 21.21 0.071 1.18 0.138 "" "" 1.46 0.076 118.4510804484232 -38.343982346255885 6.4579
19527 4104.92 3168.43 21.252 0.057 1.317 0.153 "" "" 1.57 0.069 118.28003364189517 -38.07861587531737 9.1594
19611 1647.36 693.317 21.334 0.075 1.135 0.159 "" "" 1.596 0.079 118.66108500308519 -38.37542052542477 6.6992
19755 1271.07 1162.04 21.239 0.064 0.997 0.123 "" "" 1.406 0.087 118.71837759865805 -38.31841136471547 7.4399
19942 2981.94 2145.31 21.374 0.077 1.226 0.149 "" "" 1.611 0.084 118.45402083975428 -38.201201859596985 12.3293
19977 2549.47 1290.35 21.331 0.072 1.096 0.147 "" "" 1.536 0.082 118.52159706294474 -38.30412166968751 7.8827
19992 749.965 1010.18 21.477 0.084 1.397 0.218 "" "" 1.673 0.085 118.79871340789606 -38.336268903585776 5.5558
20042 2482.63 110.504 21.321 0.085 1.598 0.215 "" "" 1.608 0.102 118.53334169159454 -38.446656107796834 5.1561
20067 1229.22 464.474 21.456 0.074 1.116 0.175 "" "" 1.714 0.085 118.72568007891432 -38.402680461244735 10.0600
20095 3382.28 3022.2 21.357 0.065 1.114 0.146 "" "" 1.568 0.078 118.39135907465032 -38.095600940195965 5.7887
20124 806.277 1482.51 21.334 0.074 0.812 0.121 "" "" 1.36 0.097 118.78946620398919 -38.27923597899595 6.5199
20139 413.985 936.179 21.259 0.055 1.118 0.124 "" "" 1.37 0.069 118.85047986553478 -38.34489266344186 6.2256
20147 3492.37 3394.29 21.439 0.072 1.258 0.194 "" "" 1.68 0.082 118.3739650942644 -38.050734426262046 6.0560
20173 2186.95 339.632 21.221 0.085 1.149 0.133 "" "" 1.323 0.098 118.57853365043837 -38.41868159727429 5.3718
20188 549.678 1352.9 21.293 0.078 0.938 0.138 "" "" 1.359 0.094 118.82909267921289 -38.294656368209495 9.7404
20194 1869.75 1055.24 21.392 0.066 1.097 0.157 "" "" 1.615 0.082 118.62643160771938 -38.331889811458765 5.6690
20216 2459.08 951.546 21.22 0.058 1.184 0.13 "" "" 1.261 0.079 118.53591981604353 -38.34498395324704 6.0755
20250 1002.59 444.292 21.91 0.113 -0.25 0.142 "" "" 1.619 0.122 118.76056141791045 -38.40490375735756 9.6691
20262 757.937 2406.51 21.438 0.087 1.464 0.198 "" "" 1.648 0.094 118.79575412543127 -38.16751376449057 16.1164
20283 1205.27 813.099 21.248 0.07 1.205 0.144 "" "" 1.328 0.088 118.72893092761244 -38.36052225212888 7.1195
20311 245.573 1210.51 21.257 0.057 1.095 0.139 "" "" 1.254 0.083 118.87604156478073 -38.31157610537931 9.2920
20387 1971.65 1296.41 21.541 0.104 0.997 0.168 "" "" 1.701 0.109 118.61045977276711 -38.30283870008374 5.7292
20401 651.972 1556.31 21.244 0.072 1.125 0.136 "" "" 1.28 0.082 118.81310711490619 -38.27016936779331 11.8263
20411 235.638 1916.68 22.029 0.112 -0.182 0.145 "" "" 1.391 0.176 118.87669307381115 -38.22621777444061 5.7691
20417 1470.05 1712.38 22.04 0.139 -0.181 0.164 "" "" 1.647 0.148 118.68709085369514 -38.25208595788849 5.2703
20427 609.98 992.289 21.647 0.117 1.489 0.278 "" "" 1.776 0.117 118.82026567495336 -38.3382978612103 8.2122
20474 596.305 627.178 21.384 0.073 1.385 0.185 "" "" 1.509 0.081 118.82282211288226 -38.382412746159766 12.2883
20476 2798.56 1451.0 21.367 0.087 0.986 0.154 "" "" 1.431 0.106 118.48308696381055 -38.28494258055465 10.0766
20522 439.343 2046.07 21.522 0.071 1.173 0.159 "" "" 1.76 0.086 118.84520210760469 -38.210773577278204 5.7859
20533 1164.85 452.513 21.795 0.091 -0.237 0.128 "" "" 1.609 0.097 118.73559520012638 -38.40406475546402 6.4902
20537 4070.26 2718.87 21.371 0.065 1.137 0.145 "" "" 1.465 0.078 118.28592244857882 -38.132917410416496 5.2734
20567 938.636 2036.08 21.38 0.083 0.927 0.14 "" "" 1.402 0.095 118.76842193440424 -38.21245671244623 6.8917
20581 2937.0 122.902 21.532 0.096 0.962 0.198 "" "" 1.682 0.112 118.46344300495421 -38.44559058982672 7.5511
20585 104.84 837.147 21.48 0.071 1.034 0.168 "" "" 1.583 0.079 118.89815009903337 -38.356567279469736 10.4213
20598 1542.21 1568.8 21.447 0.072 0.73 0.126 "" "" 1.438 0.087 118.67617067234572 -38.269508026461295 7.0132
20632 2294.3 1646.35 21.329 0.079 1.407 0.438 "" "" 1.363 0.092 118.56040100007891 -38.260851799089 5.5287
20639 2159.8 2282.67 21.508 0.095 0.254 0.601 "" "" 1.572 0.107 118.58029763283511 -38.183816967973804 8.6722
20648 2478.86 2447.4 21.627 0.115 -0.087 0.533 "" "" 1.684 0.121 118.53102089994027 -38.16421143090372 5.4618
20660 2089.24 597.183 21.296 0.091 2.621 0.533 "" "" 1.361 0.096 118.59324202448029 -38.3874604625517 6.5799
20667 4003.99 3391.27 21.389 0.063 1.325 0.212 "" "" 1.488 0.084 118.29528034474953 -38.051586900984475 7.8033
20685 2341.81 701.73 20.811 0.394 0.155 0.754 "" "" 0.822 0.378 118.55426632899533 -38.37506538980103 5.1097
20687 2825.95 569.055 21.448 0.076 0.837 0.136 "" "" 1.46 0.09 118.47996900735667 -38.39156199755591 10.8558
20691 2344.0 750.606 21.45 0.074 1.209 0.154 "" "" 1.596 0.091 118.55386883484888 -38.36916024288399 6.5991
20735 1862.57 1881.84 21.398 0.087 1.158 0.176 "" "" 1.461 0.106 118.62650990908493 -38.23197873809372 5.1352
20767 664.609 1550.6 21.517 0.086 1.023 0.172 "" "" 1.585 0.095 118.81117059858651 -38.27087152832108 12.4411
20780 485.642 2131.91 21.833 0.095 1.239 0.247 "" "" 2.131 0.109 118.8379746526965 -38.20044292781648 7.9759
20801 786.743 1080.32 21.365 0.07 1.154 0.143 "" "" 1.369 0.086 118.79296979508769 -38.327826710255884 12.3318
20827 555.091 2517.92 20.734 0.436 2.29 0.502 "" "" 0.83 0.416 118.8268140867819 -38.153855297016555 11.0895
20842 673.839 1485.13 21.427 0.086 1.176 0.151 "" "" 1.487 0.099 118.8098322637628 -38.2787931343038 7.9140
20848 598.953 3566.32 21.464 0.06 -0.16 0.445 "" "" 1.306 0.084 118.81876668964365 -38.02718574465295 11.4377
20860 937.926 1170.76 21.447 0.09 0.817 0.138 "" "" 1.335 0.108 118.76960519619573 -38.317040030933335 7.3726
20877 592.809 1148.82 21.664 0.104 1.219 0.208 "" "" 1.744 0.108 118.82271232867946 -38.31936290715815 5.6077
20890 3601.88 4021.72 21.833 0.088 -0.018 0.132 "" "" 1.677 0.099 118.35634338349989 -37.975006548353036 5.4555
20908 1662.03 700.851 21.488 0.089 1.004 0.179 "" "" 1.516 0.105 118.65881936717061 -38.37452393142891 13.7841
20932 423.667 1138.77 21.452 0.058 1.204 0.171 "" "" 1.491 0.074 118.84873928632706 -38.320416407809155 6.6949
20938 3276.14 1721.52 21.576 0.086 1.053 0.173 "" "" 1.638 0.096 118.40929812928361 -38.25270212868483 7.9454
20942 3178.68 375.231 21.776 0.11 0.158 0.154 "" "" 1.375 0.142 118.42595878844884 -38.415323966068314 8.8211
20943 1816.94 2975.36 21.712 0.093 1.348 0.246 "" "" 1.789 0.098 118.6321706119549 -38.09977064034133 6.6465
20952 1179.09 389.765 21.582 0.092 1.123 0.202 "" "" 1.659 0.103 118.73348293553038 -38.41166214959871 5.2244
20966 1035.35 1594.96 21.411 0.081 1.129 0.168 "" "" 1.392 0.097 118.75409459929143 -38.26586334870943 6.3316
20992 916.548 1813.29 21.69 0.081 0.892 0.185 "" "" 1.796 0.093 118.77209566057728 -38.239362431898705 5.5651
20997 736.593 258.134 21.431 0.123 1.471 0.462 "" "" 1.423 0.133 118.80170351931143 -38.42714967619908 6.4753
21004 3343.04 235.295 21.439 0.078 0.949 0.161 "" "" 1.379 0.094 118.40085348220384 -38.432393463168076 13.7978
21023 833.521 1787.83 21.445 0.093 0.934 0.169 "" "" 1.384 0.104 118.7848970327046 -38.24236046097931 10.7032
21034 1144.54 1206.94 21.338 0.076 1.279 0.188 "" "" 1.26 0.091 118.73778251329158 -38.31286411900659 9.5480
21035 937.749 970.251 21.435 0.081 0.88 0.139 "" "" 1.323 0.094 118.7698812972281 -38.34127370901315 5.0636
21071 776.286 96.154 21.357 0.07 1.017 0.136 "" "" 1.113 0.098 118.79579968637502 -38.446764664338694 6.6435
21086 743.225 2130.33 21.432 0.066 1.279 0.161 "" "" 1.435 0.089 118.79835967277447 -38.20087931481053 9.0323
21102 1171.34 1023.83 21.571 0.077 1.292 0.207 "" "" 1.568 0.081 118.73388788478391 -38.335020629138924 7.7968
21104 1242.08 1395.66 21.487 0.072 1.083 0.148 "" "" 1.465 0.083 118.72254636033715 -38.29014804647228 7.6454
21110 1604.57 1054.09 21.502 0.125 1.027 0.214 "" "" 1.498 0.153 118.66721841472952 -38.33177613830707 5.2695
21114 2892.89 1942.35 21.525 0.075 0.995 0.148 "" "" 1.517 0.09 118.46796888356668 -38.22564709118473 8.1848
21131 3979.05 552.402 21.447 0.076 0.972 0.141 "" "" 1.347 0.093 118.30263987287432 -38.394673382463864 6.4412
21136 887.233 1548.94 21.641 0.109 0.978 0.192 "" "" 1.628 0.112 118.77693250386403 -38.27128427524071 8.6823
21158 1031.27 1166.8 21.387 0.092 1.138 0.167 "" "" 1.297 0.104 118.75525355941915 -38.317607581382084 5.3444
21161 917.439 2861.41 21.43 0.097 1.692 0.52 "" "" 1.387 0.107 118.77065766350108 -38.11268577793909 6.0670
21169 1974.07 1560.54 21.474 0.062 0.893 0.124 "" "" 1.283 0.097 118.60975972409953 -38.27091782069249 5.5888
21180 1458.95 933.94 21.493 0.077 0.968 0.144 "" "" 1.424 0.084 118.68976428659941 -38.34615891741401 7.6723
21238 1151.86 365.102 21.89 0.124 1.407 0.362 "" "" 1.897 0.126 118.73770159343536 -38.414617015445714 10.8473
21245 2776.51 3521.96 21.492 0.056 1.03 0.129 "" "" "" "" 118.4839077720893 -38.034621947736014 13.0748
21265 209.579 1821.64 21.422 0.084 1.041 0.143 "" "" 1.278 0.098 118.88081898295208 -38.237679635710066 9.5295
21289 1244.92 2083.07 21.726 0.087 0.348 0.147 "" "" 1.563 0.103 118.72125632634925 -38.207069251959865 6.3403
21296 1306.89 2127.64 21.45 0.081 0.957 0.158 "" "" 1.226 0.112 118.71166985613397 -38.201741493772424 6.0130
21300 3149.92 205.218 21.464 0.078 1.354 0.229 "" "" 1.406 0.1 118.4305931772796 -38.43584461361171 5.6115
21312 719.61 1618.4 21.513 0.072 0.841 0.132 "" "" 1.308 0.099 118.80262714505766 -38.26272951414169 12.4261
21317 2733.61 759.88 21.767 0.117 1.278 0.264 "" "" 1.892 0.134 118.49393428368609 -38.36841059322104 5.5710
21326 1317.02 1619.83 21.618 0.09 0.989 0.187 "" "" 1.582 0.1 118.71074214502919 -38.26312589544771 6.5044
21359 64.062 2257.8 21.945 0.101 -0.148 0.149 "" "" 1.552 0.121 118.9026585039855 -38.18482597358822 5.9940
21404 1125.24 1355.44 21.79 0.114 1.322 0.252 "" "" 1.753 0.117 118.74056658112768 -38.29489777627584 7.7188
21408 1150.55 1979.18 21.769 0.122 0.827 0.198 "" "" 1.703 0.125 118.73589963137053 -38.219535651891476 11.3544
21424 3980.87 2324.91 21.5 0.057 1.011 0.143 "" "" 1.339 0.08 118.30015986038646 -38.180446891435416 7.4351
21442 2453.71 2134.46 21.605 0.077 0.713 0.14 "" "" 1.393 0.111 118.5352774667116 -38.20200990979031 16.2793
21453 2618.62 2245.59 21.481 0.09 1.216 0.195 "" "" 1.37 0.099 118.50977593814483 -38.18873568223385 6.4202
21467 2669.13 1206.78 21.594 0.079 0.957 0.157 "" "" 1.515 0.097 118.50329677073113 -38.31433608929447 6.2865
21478 864.074 2268.22 22.3 0.124 -0.235 0.175 "" "" 2.159 0.128 118.77960162624517 -38.184328848337884 6.7242
21502 491.6 827.444 21.598 0.091 0.978 0.174 "" "" 1.51 0.107 118.83867744018535 -38.35810850567762 8.4266
21539 1791.56 393.742 21.578 0.229 1.068 0.284 "" "" 1.478 0.229 118.63927850658285 -38.41176504550409 7.8430
21558 22.991 906.357 21.584 0.068 0.689 0.143 "" "" 1.281 0.104 118.91065278434064 -38.348124459421015 5.0400
21570 1452.83 1367.82 21.547 0.064 1.062 0.154 "" "" 1.413 0.087 118.69016701338656 -38.29371363757569 7.2578
21574 2633.1 2017.0 21.646 0.094 1.066 0.18 "" "" 1.615 0.114 118.50783260913548 -38.216377241266805 5.1631
21575 1072.59 1064.08 21.691 0.111 1.118 0.204 "" "" 1.634 0.12 118.74902593427136 -38.33006185889955 6.3932
21578 3136.16 3703.48 21.777 0.097 -0.118 0.532 "" "" 1.672 0.106 118.42836735045574 -38.0130258179515 15.9758
21605 1231.96 2917.99 21.493 0.077 1.327 0.195 "" "" "" "" 118.72221327983517 -38.10614710254811 6.9838
21615 50.207 287.522 21.569 0.097 0.816 0.158 "" "" 1.34 0.111 118.90723500927905 -38.422943804336164 8.5203
21627 3819.01 3022.82 21.643 0.094 1.221 0.19 "" "" 1.537 0.099 118.32418808549917 -38.09594212320309 9.0317
21628 2594.96 546.259 21.633 0.094 0.971 0.195 "" "" 1.5 0.102 118.51552417036713 -38.39409707178088 10.2363
21652 1791.76 1042.68 21.597 0.103 1.21 0.189 "" "" 1.502 0.115 118.63844226415543 -38.33333352463741 7.2148
21655 2556.73 2444.78 21.572 0.09 0.958 0.174 "" "" 1.389 0.111 118.51904754170418 -38.16460228309546 5.5522
21665 1754.9 1084.1 21.682 0.103 1.232 0.218 "" "" 1.585 0.109 118.64406001705882 -38.32829231519511 5.7946
21678 1537.31 2444.46 21.592 0.09 1.017 0.169 "" "" 1.443 0.109 118.67583740894226 -38.1636696533895 7.3577
21694 1140.85 1226.89 21.703 0.072 0.975 0.167 "" "" 1.655 0.091 118.73832528241422 -38.31044941343413 7.2237
21713 3188.68 3310.92 21.417 0.06 1.027 0.139 "" "" 0.735 0.099 118.42077689429549 -38.06052130480744 14.1492
21721 108.772 689.684 21.52 0.078 1.272 0.178 "" "" 1.339 0.11 118.89772838275267 -38.374393646017644 9.2179
21740 2822.36 1293.03 21.825 0.089 0.254 0.273 "" "" 1.696 0.104 118.47962253862718 -38.304057770632404 9.7436
21741 1269.86 2177.97 21.812 0.108 0.717 0.156 "" "" 1.667 0.119 118.7173026961159 -38.19562324513467 5.1716
21797 301.455 2619.74 21.657 0.085 0.833 0.149 "" "" 1.419 0.11 118.86569758676436 -38.14130749986297 14.4354
21801 488.786 1042.56 21.519 0.085 1.068 0.19 "" "" 1.17 0.122 118.83884323213881 -38.332106551780484 5.7735
21806 3649.89 1430.72 21.724 0.107 -0.001 0.605 "" "" 1.524 0.121 118.35217534884664 -38.288204803569286 8.9141
21819 49.613 1090.24 21.682 0.108 0.554 0.16 "" "" 1.252 0.126 118.90633000964537 -38.325925423829666 5.3493
21846 3852.19 72.08 21.643 0.104 2.089 0.526 "" "" 1.559 0.124 118.3227474641533 -38.45260501500998 6.2181
21865 2166.07 3260.73 21.719 0.08 0.721 0.138 "" "" 1.462 0.099 118.57811929208664 -38.0656130056874 5.7564
21934 1856.51 2984.43 21.739 0.082 0.838 0.17 "" "" 1.537 0.098 118.62607338419437 -38.09871212763547 5.5392
21965 999.022 1619.15 21.824 0.123 1.162 0.262 "" "" 1.727 0.141 118.75965191560788 -38.26290509222798 10.3506
21966 2352.62 1895.17 21.753 0.092 0.823 0.18 "" "" 1.534 0.106 118.55112238802505 -38.23083457305036 6.9020
21967 1197.25 1878.79 21.778 0.095 0.968 0.21 "" "" 1.617 0.11 118.72884165604242 -38.23171344786083 10.9134
21986 934.16 2647.64 21.651 0.085 1.114 0.214 "" "" 1.423 0.112 118.76835126777131 -38.138538302685404 7.0804
22076 749.957 1270.73 21.712 0.124 0.86 0.205 "" "" 1.411 0.135 118.79839123560403 -38.30477839546512 5.3432
22107 3882.52 570.072 21.689 0.118 0.977 0.447 "" "" 1.399 0.14 118.31746450753236 -38.39244578329317 8.3226
22109 3591.61 107.934 21.689 0.079 1.009 0.208 "" "" 1.395 0.106 118.36278084858864 -38.44802336059312 7.1805
22111 3078.36 3601.69 21.618 0.081 1.094 0.181 "" "" 1.271 0.103 118.43738348696523 -38.02527325240725 5.1153
22114 1400.38 2234.84 21.729 0.107 0.909 0.175 "" "" 1.434 0.117 118.69715778894671 -38.18887420334414 5.5373
22121 1268.6 892.231 21.644 0.081 1.095 0.191 "" "" 1.299 0.115 118.7190923864071 -38.35101856972447 7.5370
22124 3080.94 1211.05 21.699 0.107 1.163 0.552 "" "" 1.425 0.119 118.43995401245489 -38.314212383486606 7.1780
22127 485.683 3359.83 21.747 0.124 1.062 0.231 "" "" 1.503 0.139 118.83644421453272 -38.05203454096773 6.7681
22155 1350.25 681.221 21.71 0.091 0.979 0.178 "" "" 1.407 0.108 118.70679631436454 -38.37659938082439 5.3144
22163 1148.14 1270.84 21.652 0.098 1.176 0.213 "" "" 1.352 0.109 118.7371495091934 -38.30514449024972 5.7528
22165 1602.42 2790.05 21.755 0.082 0.985 0.173 "" "" 1.505 0.107 118.66539436316259 -38.12196311590086 6.9413
22180 688.434 1029.62 21.812 0.106 0.903 0.2 "" "" 1.569 0.129 118.8081529075694 -38.333860726428696 8.7534
22191 579.253 2681.55 21.918 0.116 0.635 0.376 "" "" 1.673 0.128 118.82289480518904 -38.13410172834242 6.9675
22240 710.205 4008.36 21.796 0.104 0.831 0.211 "" "" 1.478 0.122 118.80110716650768 -37.973866066104286 5.1393
22261 3381.98 2960.39 21.765 0.092 0.922 0.195 "" "" 1.437 0.11 118.39148193591967 -38.103071112370316 8.6901
22270 937.791 1944.91 21.793 0.093 0.973 0.206 "" "" 1.511 0.122 118.76866506064262 -38.223474863115996 6.9502
22273 1119.67 1251.2 21.668 0.109 1.08 0.218 "" "" 1.162 0.176 118.74155264764818 -38.30749108660072 5.0552
22275 959.178 272.58 21.863 0.143 1.125 0.269 "" "" 1.613 0.155 118.76745143162624 -38.425615788373456 10.0233
22286 1958.24 1807.07 21.851 0.102 1.079 0.22 "" "" 1.644 0.127 118.61188841896758 -38.2411067175417 5.6036
22289 1450.37 2064.65 21.796 0.102 0.94 0.197 "" "" 1.469 0.113 118.68968044090595 -38.2094912765567 10.6291
22310 946.966 402.121 22.173 0.163 1.659 0.526 "" "" 1.931 0.167 118.76916887896657 -38.40994761495043 7.9294
22332 67.825 863.202 21.722 0.098 0.982 0.251 "" "" 1.293 0.132 118.90381076285624 -38.35338296145329 10.5942
22337 2258.24 1231.37 21.769 0.123 1.628 0.286 "" "" 1.499 0.135 118.56646220867012 -38.31097260472806 9.6014
22339 1151.96 2885.37 21.588 0.115 1.076 0.21 "" "" 0.937 0.157 118.73455797863566 -38.1100133851082 5.4579
22347 626.22 2093.35 22.11 0.149 0.402 0.272 "" "" 1.787 0.159 118.81640124940967 -38.20523729568571 6.4757
22354 354.002 1208.76 21.651 0.098 1.062 0.173 "" "" 1.243 0.106 118.85936707231433 -38.31189092462041 7.1965
22397 529.387 1276.19 21.933 0.111 0.846 0.213 "" "" 1.616 0.126 118.83230870306122 -38.30390833136597 11.8346
22434 2294.52 2106.56 21.773 0.074 0.937 0.182 "" "" 1.253 0.12 118.55979593662578 -38.20523027301442 10.1087
22438 395.983 3806.11 21.814 0.105 1.355 0.312 "" "" 1.478 0.122 118.84968637329561 -37.99801094159159 10.0976
22441 2356.36 946.578 21.863 0.113 0.024 0.591 "" "" 1.444 0.124 118.55172458792387 -38.345486522055225 5.4526
22464 701.715 97.643 21.93 0.11 0.77 0.214 "" "" 1.559 0.132 118.80726705358965 -38.446513649956486 5.4054
22471 1424.44 408.974 22.117 0.531 0.513 0.734 "" "" "" "" 118.69572361914743 -38.40957428831607 13.1789
22523 958.111 1881.79 21.849 0.117 0.973 0.209 "" "" 1.423 0.128 118.76561813783606 -38.2311230108173 15.6282
22533 1766.03 1901.31 21.94 0.121 0.881 0.202 "" "" 1.552 0.143 118.64133384755357 -38.22953357844165 5.3820
22557 927.075 3669.87 21.882 0.11 0.921 0.233 "" "" 1.447 0.128 118.76817213588518 -38.01498315705601 6.8050
22599 1360.89 1264.58 21.845 0.118 1.025 0.252 "" "" 1.368 0.135 118.7044357712336 -38.30610379274971 12.3778
22600 1142.55 3104.95 21.89 0.099 0.961 0.277 "" "" 1.435 0.124 118.73573271183635 -38.08346562016465 8.2233
22652 877.389 1205.16 21.923 0.099 1.03 0.234 "" "" 1.45 0.115 118.77887324724732 -38.312824710715795 8.7162
