id x y V eV BV eBV UB eUB VI eVI ra dec d_arcsec
7477 47.62 4025.84 18.719 0.019 0.951 0.032 0.146 0.04 1.039 0.029 119.99576692559825 -28.33324405373019 6.3486
7863 3739.24 3141.77 18.824 0.017 1.435 0.029 "" "" 1.615 0.021 119.4880091458481 -28.443502752106443 6.4814
2057 3884.95 2910.36 16.463 0.011 1.13 0.018 1.196 0.022 1.238 0.015 119.46820256269804 -28.47160440628141 6.4547
7939 3677.17 3480.82 18.848 0.018 0.952 0.03 0.281 0.034 1.213 0.024 119.4961590228474 -28.402469735764747 6.6092
8736 26.448 3945.1 19.049 0.019 1.309 0.03 0.854 0.055 1.328 0.033 119.99878154648566 -28.342982229946518 5.3628
8764 3997.33 2856.57 19.06 0.02 1.006 0.027 0.657 0.046 1.038 0.023 119.45277756242724 -28.478209114921857 5.4714
9498 287.321 3994.51 19.258 0.019 1.005 0.032 0.22 0.048 1.238 0.031 119.96276648619445 -28.337252165448596 5.9609
1812 3780.19 3667.97 16.261 0.013 1.523 0.034 0.969 0.038 1.664 0.02 119.48173615636372 -28.37994719015574 5.4431
10400 3879.06 3100.94 19.468 0.018 1.261 0.034 "" "" 1.513 0.021 119.46878661388608 -28.448566576400214 8.1008
9848 2491.36 3535.22 19.338 0.013 1.148 0.023 0.306 0.054 1.397 0.018 119.65953367409999 -28.394798256788416 6.1203
11250 3900.21 3691.76 19.655 0.026 1.396 0.057 "" "" 1.379 0.028 119.46516542131496 -28.377183102949104 8.6372
12034 3957.49 3495.5 19.825 0.029 0.919 0.05 0.635 0.08 "" "" 119.4575050975078 -28.400954926122967 6.6666
13099 3756.16 3583.87 20.055 0.024 1.153 0.052 "" "" "" "" 119.48514870970565 -28.390088792276725 8.5107
82 645.756 3567.41 12.445 0.01 0.854 0.018 0.43 0.018 0.843 0.022 119.91387398273241 -28.389200560893723 2.0304
86 2498.04 1987.78 12.455 0.009 0.502 0.015 -0.361 0.014 0.654 0.02 119.66046234043658 -28.581818958334534 0.5470
180 66.24 3625.33 13.27 0.017 0.474 0.029 0.189 0.027 0.279 0.024 119.9936791945239 -28.381664568799987 1.5709
205 3700.13 2156.86 13.441 0.011 1.86 0.023 0.306 0.028 "" "" 119.49457673985908 -28.562497016271404 1.0240
2110 3990.98 2511.95 16.507 0.012 0.475 0.022 0.485 0.039 "" "" 119.45406464041764 -28.519851992225107 1.2994
266 3731.32 3349.27 13.751 0.008 0.675 0.024 0.306 0.025 0.708 0.015 119.48885276969926 -28.4184181922816 2.3475
284 4074.8 2720.2 13.825 0.011 1.147 0.024 0.994 0.027 1.21 0.014 119.44226288449084 -28.494761662116154 2.4637
322 204.737 3983.28 14.022 0.017 1.758 0.025 1.485 0.022 1.674 0.03 119.9741624233587 -28.338532957440922 0.4607
399 811.597 3820.69 14.328 0.01 0.384 0.02 0.172 0.019 0.416 0.017 119.89071349281578 -28.358744048207857 0.8212
418 3335.05 3423.05 14.377 0.006 0.479 0.013 0.232 0.012 0.531 0.013 119.54338231220864 -28.40913497777186 1.1300
506 2309.14 260.762 14.593 0.01 0.519 0.014 0.293 0.012 0.616 0.02 119.68856232752877 -28.79036146907049 0.8760
658 85.997 3977.56 14.905 0.018 0.76 0.026 0.382 0.024 0.755 0.026 119.99053514085962 -28.339114394589608 1.6190
766 247.54 3275.29 15.092 0.008 0.442 0.017 -0.147 0.018 0.446 0.016 119.9691090339024 -28.424136073886835 1.1297
783 32.166 3874.62 15.108 0.017 0.71 0.025 0.337 0.022 0.689 0.025 119.99807766874629 -28.351505319164243 1.4577
809 1314.92 3890.55 15.156 0.012 0.813 0.021 0.244 0.02 0.914 0.018 119.82125721665041 -28.350766811497483 0.3938
812 3804.03 3765.03 15.158 0.019 0.803 0.04 0.287 0.039 0.702 0.023 119.47833430195523 -28.36823914268034 1.5610
884 1493.17 324.275 15.259 0.016 0.493 0.024 0.112 0.022 0.658 0.025 119.80095120481496 -28.78193079197361 0.7701
929 921.137 768.902 15.323 0.01 0.746 0.015 0.255 0.015 0.869 0.016 119.87926287895125 -28.727666582780103 0.2748
931 3914.75 3288.03 15.326 0.014 0.631 0.021 0.148 0.019 0.631 0.019 119.46364388309622 -28.425988993850655 1.7663
932 374.214 3132.24 15.328 0.007 1.44 0.012 1.035 0.013 1.536 0.014 119.95182057387007 -28.441541446200475 1.1499
938 2529.67 12.423 15.338 0.009 0.475 0.019 -0.031 0.019 0.779 0.03 119.65846356911042 -28.820578280208696 0.6865
948 122.925 3543.99 15.349 0.013 0.454 0.02 -0.096 0.019 0.37 0.022 119.98596353675988 -28.391547284401774 1.7381
977 1913.45 989.342 15.404 0.006 0.599 0.01 0.147 0.01 0.696 0.015 119.74222936801138 -28.701943503914464 0.7124
988 3355.12 3399.78 15.417 0.006 0.421 0.012 -0.094 0.011 0.551 0.012 119.54064388333646 -28.411965820596063 1.7553
1001 3797.28 4007.83 15.431 0.02 0.451 0.051 -0.194 0.053 0.463 0.023 119.4789744776892 -28.338889514298614 4.0343
1213 3927.6 2912.96 15.681 0.011 0.389 0.016 -0.079 0.017 0.464 0.017 119.46232102484903 -28.471329641810627 2.0346
1379 419.788 3270.15 15.858 0.006 0.816 0.011 0.192 0.013 0.898 0.015 119.94537431147576 -28.424916613846808 0.7359
1412 156.885 345.139 15.899 0.019 0.966 0.034 0.875 0.038 0.937 0.022 119.9851058378205 -28.778173070132095 0.3136
1464 2402.2 3659.04 15.961 0.008 0.796 0.013 0.203 0.014 0.892 0.016 119.67167457822806 -28.3797516143527 0.6410
1465 4010.31 2576.72 15.962 0.008 0.913 0.012 0.764 0.019 0.857 0.015 119.45132298754824 -28.512042152468197 1.6495
1516 3839.56 3453.94 16.018 0.011 0.813 0.02 0.29 0.02 0.834 0.017 119.47380900596731 -28.405868524794577 2.7032
1661 1434.16 1078.91 16.134 0.007 0.778 0.011 0.2 0.011 0.943 0.012 119.80818265177146 -28.690675441042025 0.6182
1745 262.729 3867.04 16.197 0.01 0.886 0.018 0.209 0.02 0.903 0.019 119.9663083318566 -28.352634691462878 0.9163
1770 3515.4 2858.11 16.223 0.008 0.557 0.01 0.339 0.011 0.626 0.012 119.51919991974154 -28.477577157482393 1.2081
9910 3765.63 3668.19 19.352 0.023 1.049 0.046 "" "" 1.103 0.026 119.4837426917699 -28.379907132529457 3.0102
1828 3882.31 2389.6 16.276 0.017 0.638 0.04 0.155 0.043 "" "" 119.46918880048047 -28.53453796300788 1.7343
1844 3806.54 3557.91 16.288 0.013 0.996 0.026 0.29 0.027 1.034 0.02 119.47823588185709 -28.393272773046235 1.2989
1898 4064.72 3175.07 16.343 0.011 0.707 0.022 0.275 0.026 0.734 0.014 119.44310858474256 -28.4397794168065 1.7528
2051 3557.17 2950.12 16.455 0.009 2.72 0.027 -0.403 0.031 1.573 0.015 119.51333281672643 -28.466496010749843 1.6559
8238 3877.29 2914.71 18.929 0.017 1.01 0.032 0.726 0.048 1.09 0.02 119.46925313834741 -28.47107160439355 1.8369
6195 157.378 3913.78 18.329 0.015 1.012 0.025 0.282 0.03 1.135 0.024 119.98077295373646 -28.346888507123822 2.1594
2171 3175.21 3913.99 16.543 0.01 0.766 0.024 0.167 0.027 0.91 0.015 119.56482625895063 -28.34965497817626 2.4203
2258 165.938 4056.1 16.605 0.015 0.854 0.025 0.237 0.024 0.924 0.021 119.97942304406341 -28.329696465723213 1.6251
2279 2786.13 4030.32 16.618 0.011 0.786 0.023 0.176 0.027 0.975 0.015 119.61831395483823 -28.33523607184492 0.8505
2339 4019.8 2767.47 16.656 0.012 0.827 0.018 0.45 0.021 0.859 0.016 119.44978701699979 -28.488998005697546 1.4436
2365 3312.79 23.824 16.679 0.007 0.671 0.015 0.243 0.016 0.807 0.019 119.55051286193245 -28.819924900556824 0.4929
2412 911.723 3823.57 16.708 0.009 0.538 0.017 0.128 0.017 0.585 0.02 119.87690972878993 -28.358488616656203 0.4204
2514 256.235 3907.77 16.757 0.013 1.046 0.023 0.41 0.023 1.168 0.023 119.9671547199835 -28.347706294852493 1.1936
2515 818.169 2791.53 16.758 0.009 0.668 0.013 0.302 0.013 0.787 0.013 119.89103764087268 -28.48312836905685 0.1737
2596 4036.55 3415.22 16.803 0.016 0.719 0.035 0.254 0.037 0.769 0.02 119.44670423661321 -28.410730235855425 2.4023
2610 1009.97 4081.83 16.808 0.013 0.925 0.03 0.512 0.042 1.018 0.024 119.86305973819343 -28.32736771796121 0.9132
2621 4081.0 3165.14 16.815 0.017 0.872 0.028 0.681 0.037 0.863 0.022 119.44087658706097 -28.440994559280746 0.7751
2673 3979.01 1953.34 16.851 0.011 0.845 0.015 0.436 0.022 0.9 0.025 119.4563820630336 -28.587351246589105 0.5370
9694 3619.56 3809.64 19.306 0.025 1.161 0.05 "" "" 1.241 0.026 119.50370640604807 -28.362677183243978 2.1889
2759 75.987 3975.71 16.904 0.016 1.063 0.052 0.494 0.056 1.021 0.022 119.99191702567398 -28.339328714308035 1.1955
2765 3839.04 3190.57 16.909 0.012 1.006 0.019 0.908 0.021 1.045 0.015 119.47419543460589 -28.437697397114036 2.3109
2780 180.632 572.474 16.918 0.016 0.803 0.029 0.314 0.036 1.071 0.02 119.98156110803714 -28.75072066425987 0.3882
2785 108.116 3791.93 16.921 0.011 0.955 0.019 0.233 0.018 1.034 0.018 119.98770833799561 -28.36156901024395 1.6204
2831 3896.48 5.634 16.942 0.013 1.286 0.017 0.795 0.022 1.401 0.022 119.47008486768173 -28.822663219332412 0.2230
2846 3625.42 3733.19 16.95 0.012 0.937 0.028 0.277 0.03 0.992 0.017 119.50299009134453 -28.3719219030109 2.3886
2935 86.617 2963.72 17.0 0.009 0.593 0.015 0.362 0.018 0.719 0.022 119.99166134128016 -28.46164172379759 0.7072
3011 4075.02 3265.24 17.033 0.015 1.006 0.029 0.861 0.033 0.97 0.018 119.44158117685654 -28.42889152822077 3.4411
3185 2372.73 507.837 17.11 0.01 0.912 0.014 0.695 0.015 0.994 0.019 119.67950246319916 -28.760560262057652 0.2859
3380 310.513 2496.55 17.22 0.019 1.04 0.032 0.493 0.031 1.21 0.032 119.96136017664827 -28.518308279970746 0.9845
3405 4015.59 2394.55 17.23 0.009 1.624 0.015 1.28 0.032 1.862 0.015 119.4508129614774 -28.534063034757047 0.7279
3464 3002.75 3627.91 17.257 0.009 0.813 0.018 0.214 0.02 1.041 0.017 119.5889382424477 -28.384069383115506 1.6234
3473 3165.97 928.567 17.262 0.009 0.795 0.012 0.41 0.01 1.05 0.02 119.56966772595044 -28.7104471426132 0.3642
3525 1268.02 3687.01 17.288 0.008 0.801 0.017 0.318 0.018 0.936 0.016 119.8279646763912 -28.375322073986432 0.4333
3609 3891.28 3592.5 17.322 0.015 0.877 0.036 0.164 0.038 0.945 0.02 119.46651486629919 -28.38917082302819 2.6857
3655 3048.14 3010.53 17.339 0.009 2.987 0.019 -0.905 0.028 1.106 0.014 119.58341999861835 -28.45872429972214 1.5112
3683 3642.52 3367.84 17.353 0.011 0.982 0.017 0.349 0.018 1.11 0.015 119.5010698409739 -28.416091780535464 1.4793
3742 3223.13 3676.31 17.386 0.011 0.883 0.02 0.316 0.021 1.118 0.021 119.55850552142195 -28.378423920493976 1.2353
3766 3088.98 2583.15 17.397 0.009 0.839 0.013 0.278 0.014 1.064 0.018 119.57830180753872 -28.510412721503528 0.6715
3782 78.353 3073.93 17.404 0.017 0.976 0.031 0.425 0.038 1.131 0.031 119.9926686511748 -28.448314744469386 1.5802
3794 3389.44 2911.08 17.409 0.011 0.721 0.015 0.401 0.015 0.89 0.015 119.53649762537285 -28.471058986131005 0.7962
3959 524.765 2895.97 17.478 0.008 1.235 0.015 0.75 0.022 1.365 0.015 119.93135256609654 -28.470234929964484 0.2381
3973 3536.46 2790.63 17.484 0.009 0.863 0.013 0.293 0.015 1.074 0.013 119.51637787561515 -28.48575187745579 1.4513
4045 108.788 87.837 17.519 0.022 0.9 0.035 0.311 0.038 1.168 0.028 119.99204253127785 -28.80922458522931 0.7129
4255 3462.01 3888.29 17.604 0.015 0.935 0.032 0.338 0.034 1.137 0.017 119.5253274568079 -28.35302625324617 1.2695
4317 2657.2 3242.7 17.636 0.012 1.417 0.016 1.269 0.025 1.738 0.018 119.63702561543187 -28.430303929740912 0.5192
4356 206.002 4067.35 17.654 0.019 1.031 0.028 0.354 0.031 1.252 0.025 119.97388759570627 -28.32837392063484 1.5503
4427 1560.78 1330.0 17.684 0.01 0.846 0.015 0.295 0.015 1.109 0.014 119.79043059216038 -28.66044731486113 0.2913
4438 3973.14 1463.21 17.688 0.009 0.803 0.014 0.185 0.016 0.925 0.017 119.4577768839281 -28.646580053047614 0.4844
4495 4040.66 3379.69 17.706 0.019 0.89 0.032 0.388 0.033 1.01 0.028 119.44618021955247 -28.415027985485768 1.9853
4550 2380.44 817.646 17.731 0.006 0.952 0.012 0.347 0.017 1.188 0.015 119.67806954013905 -28.72312569618786 0.2848
4580 4036.02 3268.68 17.745 0.016 0.829 0.028 0.355 0.029 0.904 0.019 119.4469524183364 -28.428439710400045 2.7735
4596 1057.22 543.877 17.751 0.011 0.942 0.017 0.435 0.019 1.221 0.02 119.86077555012895 -28.754987677196755 0.8145
4633 2820.2 786.661 17.763 0.013 0.77 0.018 0.424 0.018 0.997 0.024 119.61749464533207 -28.72727719139306 0.8778
4736 107.998 1912.84 17.808 0.016 0.981 0.028 0.451 0.033 1.188 0.024 119.98997032933029 -28.588664696517142 0.5132
4751 314.489 3521.25 17.813 0.009 0.985 0.017 0.287 0.022 1.087 0.02 119.95958753264763 -28.394472726704915 1.1693
4844 2556.02 3515.53 17.841 0.009 0.862 0.015 0.27 0.019 1.026 0.015 119.65064514682862 -28.397237692818845 0.2524
5056 3620.5 2919.58 17.922 0.011 0.911 0.015 0.53 0.021 1.015 0.015 119.50464056975501 -28.470245483731855 1.5162
5158 635.805 3597.15 17.963 0.012 0.867 0.02 0.283 0.023 0.965 0.021 119.9152099819403 -28.38559715308795 0.6531
5475 1865.1 767.164 18.09 0.012 0.806 0.018 0.237 0.021 0.987 0.02 119.74915895514945 -28.72874990433967 0.8686
5525 523.449 3806.53 18.108 0.012 1.026 0.024 0.27 0.028 1.115 0.025 119.93044572645812 -28.36018877187677 1.2673
5594 1545.92 2248.88 18.133 0.009 1.146 0.013 0.736 0.023 1.36 0.013 119.79138057267319 -28.549383120578174 0.2569
5620 2942.7 437.875 18.142 0.013 0.786 0.015 0.204 0.014 0.971 0.023 119.60102736391377 -28.769542748462477 0.8802
5630 3988.88 3715.08 18.144 0.02 1.07 0.043 0.553 0.047 1.12 0.022 119.45291620454192 -28.374446814739283 3.7642
5781 3950.75 3497.21 18.199 0.02 0.834 0.035 0.298 0.036 0.989 0.022 119.45843202506782 -28.40074203025843 0.2411
5784 3829.19 3678.71 18.2 0.018 0.981 0.029 0.355 0.032 1.067 0.03 119.47496967260496 -28.378694547529523 0.6534
5888 36.079 431.871 18.233 0.022 1.097 0.039 0.777 0.055 1.363 0.025 120.00165282047051 -28.76757938955229 0.9908
5894 2634.5 3720.12 18.235 0.013 0.801 0.024 0.169 0.027 0.947 0.026 119.63958377484796 -28.37258474871223 0.7447
6158 3916.45 3710.96 18.316 0.023 1.57 0.042 1.026 0.061 1.694 0.025 119.46290412313424 -28.37487772748314 2.7474
6267 3941.34 3138.57 18.354 0.016 1.07 0.025 0.539 0.036 1.218 0.021 119.4601576170021 -28.44407645166538 2.3132
6278 2712.43 3440.46 18.358 0.012 0.951 0.019 0.448 0.022 1.121 0.018 119.6291769432529 -28.406454910381033 0.7935
6388 3840.6 3724.55 18.387 0.018 1.197 0.041 1.149 0.066 1.238 0.021 119.47334225333177 -28.373165149603267 2.8635
6418 3232.35 3648.89 18.397 0.012 1.028 0.025 0.58 0.033 1.214 0.015 119.55726750295398 -28.38174627044672 1.7868
6456 3328.17 3727.07 18.407 0.015 1.104 0.028 0.621 0.033 1.232 0.018 119.54396724088359 -28.372386539015945 2.1369
6652 3529.42 2182.09 18.464 0.014 0.902 0.021 0.386 0.028 1.17 0.022 119.5180754705815 -28.559289939582385 0.8384
6842 2784.58 646.781 18.527 0.013 0.979 0.019 0.462 0.02 1.164 0.022 119.62257130670399 -28.74414931501516 0.7204
6850 2249.37 983.063 18.529 0.016 0.98 0.023 0.505 0.033 1.2 0.023 119.69593716777541 -28.703013112631456 0.4613
6911 71.138 2557.54 18.546 0.011 1.094 0.02 0.379 0.031 1.315 0.025 119.99428023652492 -28.51071593621404 1.0394
6969 3950.43 2760.93 18.566 0.016 1.577 0.028 "" "" 2.041 0.021 119.45935606932835 -28.489724216307472 2.3743
7009 3836.96 3412.18 18.578 0.022 0.931 0.033 0.361 0.059 0.936 0.035 119.47421727078796 -28.410912988141174 1.4426
7178 509.848 2888.74 18.631 0.011 0.887 0.021 0.186 0.028 1.157 0.019 119.93341721025612 -28.471094905372496 0.4698
7246 693.092 3985.87 18.649 0.014 0.92 0.026 0.304 0.032 1.116 0.028 119.90684957532658 -28.338671731187798 1.1887
7278 3662.2 1881.4 18.658 0.01 1.414 0.02 1.117 0.048 1.96 0.015 119.50013382110997 -28.59575240641507 0.3709
7330 3642.1 3291.37 18.673 0.016 1.015 0.026 0.389 0.033 1.206 0.02 119.50121911978259 -28.425333107644626 1.1735
7406 2818.1 1544.96 18.698 0.013 1.097 0.019 0.554 0.027 1.272 0.025 119.61687783337325 -28.635631679373013 0.3355
7431 3877.03 3283.96 18.705 0.016 1.226 0.028 1.006 0.049 1.419 0.021 119.46884767805362 -28.426445974730306 2.6704
7433 618.845 3679.97 18.705 0.018 1.398 0.04 0.95 0.071 1.653 0.027 119.9174485918339 -28.37557232367605 0.6008
7449 1149.96 3675.45 18.713 0.018 1.011 0.034 0.373 0.043 1.211 0.035 119.8442506492621 -28.376609928360278 0.1688
7619 2105.3 670.989 18.753 0.018 1.099 0.026 0.368 0.035 1.385 0.024 119.71616723598818 -28.740595264038028 0.7620
7625 3483.73 3811.87 18.755 0.019 1.225 0.038 1.182 0.063 1.381 0.028 119.52242512949712 -28.362282019759053 1.8137
7644 3650.86 3935.91 18.76 0.015 1.054 0.036 0.657 0.052 1.219 0.022 119.49924143386336 -28.347445887881907 2.5177
7716 290.078 2551.94 18.781 0.012 1.029 0.018 0.366 0.03 1.356 0.019 119.96411052623498 -28.511595264681112 0.9443
7765 3853.6 3618.62 18.799 0.02 1.008 0.041 0.306 0.046 1.158 0.024 119.47167706757175 -28.385979254594584 0.5676
7773 247.235 4045.26 18.801 0.019 1.093 0.031 0.276 0.041 1.332 0.023 119.96823086971135 -28.331081733850677 2.0295
7794 3242.01 3830.36 18.807 0.016 1.021 0.029 0.313 0.036 1.303 0.02 119.55571919204235 -28.359823807313475 2.3358
7861 4065.74 3339.59 18.824 0.02 1.097 0.04 0.844 0.052 1.149 0.023 119.44277137838083 -28.419897438232876 3.2035
8098 1069.32 3907.9 18.89 0.022 1.335 0.04 0.721 0.05 1.534 0.039 119.85508742030221 -28.34844278330766 0.1313
8140 3232.33 3382.91 18.902 0.013 1.026 0.021 0.399 0.038 1.263 0.019 119.55758813606319 -28.41389103461595 1.4871
8233 3614.75 3924.21 18.928 0.021 1.134 0.044 0.89 0.061 1.234 0.024 119.50423244195862 -28.34882647524697 3.7406
8252 2153.11 521.713 18.932 0.014 1.09 0.024 0.394 0.036 1.377 0.025 119.70975600682053 -28.758680115693988 0.6681
8260 3430.24 2455.22 18.935 0.014 0.986 0.019 0.336 0.031 1.29 0.019 119.53141898433249 -28.526189296655804 0.2028
8306 3839.84 3525.12 18.944 0.021 1.07 0.038 0.319 0.051 1.095 0.032 119.4736853454514 -28.39726638653996 2.8280
8419 2989.19 1149.02 18.971 0.015 1.076 0.022 "" "" 1.321 0.03 119.59376976826493 -28.68364094377567 0.3583
8433 3613.27 3237.51 18.974 0.014 1.204 0.023 1.063 0.059 1.283 0.02 119.5052571147337 -28.431815640174964 1.5578
8715 3640.09 3921.67 19.044 0.023 1.063 0.037 0.634 0.053 1.289 0.04 119.50074287660703 -28.349156887236123 2.7122
8744 3578.36 3853.57 19.052 0.019 0.892 0.044 0.344 0.051 1.116 0.024 119.50933248236998 -28.357329946261416 1.2144
8919 2798.24 3585.47 19.106 0.015 1.028 0.024 0.357 0.045 1.291 0.023 119.61717648554249 -28.389009236717094 1.2480
9005 3364.61 3337.27 19.134 0.015 1.04 0.024 0.293 0.033 1.304 0.026 119.53941058745141 -28.419529191907245 0.8649
9084 3442.28 4078.13 19.152 0.019 1.519 0.046 "" "" 1.991 0.024 119.5278199534318 -28.33006505179262 2.2227
9358 4092.16 2326.96 19.227 0.018 1.185 0.032 1.101 0.071 1.418 0.024 119.4403401301753 -28.542302401980194 1.8974
9363 3591.5 2784.92 19.229 0.014 1.015 0.024 0.514 0.046 1.327 0.018 119.50879856097106 -28.486492873052846 0.8967
9398 758.75 3369.07 19.233 0.019 1.426 0.033 "" "" 1.842 0.025 119.89853710889548 -28.41327530268619 1.0264
9449 3811.39 3074.17 19.245 0.015 1.157 0.027 0.94 0.081 1.185 0.02 119.47814553313346 -28.45173923884979 1.2259
9628 97.542 3263.17 19.289 0.018 1.019 0.027 0.435 0.044 1.241 0.039 119.98979767638806 -28.425462060160267 0.9031
9679 3435.28 3822.0 19.302 0.015 1.059 0.032 0.33 0.055 1.265 0.024 119.5290908649635 -28.361012945414885 1.9722
9764 3917.98 2911.4 19.322 0.023 0.976 0.031 0.59 0.054 1.055 0.026 119.46364880955352 -28.471509274626058 2.6625
9947 3907.91 3846.77 19.363 0.026 0.988 0.053 0.171 0.067 1.169 0.029 119.46391887905858 -28.358456626981376 1.8533
10008 3866.65 3515.49 19.378 0.021 1.244 0.049 "" "" 1.307 0.026 119.47000164401373 -28.398455014265434 3.5325
10173 4069.1 3166.12 19.416 0.023 0.511 0.035 "" "" 1.494 0.026 119.44251558756203 -28.440865113325938 2.2896
10519 2591.39 1748.87 19.497 0.023 0.986 0.032 0.312 0.043 1.239 0.027 119.64788147618198 -28.610778579344053 0.2631
10605 689.311 3790.19 19.518 0.013 1.209 0.032 "" "" 1.264 0.027 119.90760456885519 -28.36231697033924 1.2303
10695 3900.42 3541.41 19.536 0.022 1.061 0.047 0.012 0.062 1.154 0.026 119.46531616255264 -28.395353716333094 2.2485
10771 3976.5 3472.06 19.55 0.023 1.167 0.045 0.709 0.084 1.452 0.028 119.45491297113412 -28.40380533352504 2.8886
10891 3872.29 3954.57 19.576 0.027 0.991 0.059 0.413 0.075 1.223 0.029 119.46869953450523 -28.34539559859167 2.6993
11174 3404.5 3396.21 19.638 0.021 1.441 0.041 "" "" 1.795 0.042 119.53384212643304 -28.41244295217812 2.0579
11581 3953.89 4013.44 19.728 0.033 1.258 0.063 "" "" 1.436 0.035 119.45738228637559 -28.338356405319814 4.4980
12133 1174.92 834.301 19.843 0.024 1.519 0.045 0.133 0.075 1.412 0.044 119.8442059215266 -28.719997622441078 0.2279
12337 4050.7 2092.25 19.885 0.02 1.176 0.04 "" "" "" "" 119.44633504884763 -28.57062972048026 0.4712
14375 3100.95 2224.54 20.409 0.028 0.236 0.042 "" "" "" "" 119.57708056771817 -28.553763296307277 0.8659
