id x y V eV BV eBV UB eUB VI eVI ra dec d_arcsec
22685 3954.24 1404.43 19.812 0.178 2.606 0.208 "" "" "" "" 119.11798001608736 -25.984782751192228 10.7389
22695 555.793 1946.76 21.255 0.071 1.084 0.133 "" "" 1.702 0.077 119.57389089548973 -25.916119752961606 6.2456
22728 1457.46 818.83 21.365 0.237 0.656 0.28 "" "" 1.74 0.229 119.4540144143688 -26.053319962112372 8.2092
22732 2563.54 1201.06 21.544 0.093 1.319 0.213 "" "" 2.083 0.1 119.3050149500773 -26.008108824327422 5.3677
22742 2996.33 3075.59 21.347 0.088 0.94 0.118 "" "" 1.845 0.092 119.24481280229675 -25.781848166376207 9.8646
22767 1125.32 2754.67 21.263 0.066 1.157 0.147 "" "" 1.678 0.071 119.49649666737638 -25.81895098332447 6.8587
22785 1532.44 704.265 21.26 0.066 0.947 0.132 "" "" 1.662 0.079 119.44406872746428 -26.067240437964944 5.3031
22817 735.215 2722.14 21.651 0.092 0.953 0.167 "" "" 2.156 0.096 119.54893477963999 -25.822529731668258 5.0256
22867 3517.55 1696.05 21.217 0.075 1.133 0.171 "" "" 1.568 0.086 119.17631855385937 -25.94912539711554 7.3184
22869 3270.58 1971.54 21.472 0.097 1.282 0.64 "" "" 1.879 0.1 119.20919004794206 -25.915590780893776 5.6559
22885 813.111 261.399 21.582 0.091 1.263 0.221 "" "" 2.147 0.103 119.54118330350317 -26.120134707013904 7.8442
22903 1609.08 1214.37 21.25 0.078 0.987 0.173 "" "" 1.579 0.087 119.43321155505272 -26.00563205266576 7.5358
22923 908.952 791.262 21.503 0.089 0.898 0.147 "" "" 2.034 0.103 119.52772511074183 -26.056154784004153 9.1264
22927 1518.38 347.106 21.642 0.096 0.829 0.164 "" "" 2.13 0.103 119.44635104179446 -26.110412623839387 6.8899
22942 3264.6 731.607 21.363 0.079 0.925 0.128 "" "" 1.758 0.089 119.21135996480452 -26.065508662489307 8.5840
22950 -51.729 760.92 21.183 0.148 1.238 0.219 "" "" 1.555 0.156 119.65680548638315 -26.058950428150546 12.5424
22975 1281.34 1150.42 21.52 0.08 1.037 0.184 "" "" 1.935 0.087 119.47730689477105 -26.01306654788944 11.0935
22978 2025.38 86.853 21.465 0.092 1.279 0.198 "" "" 1.895 0.1 119.37853328805319 -26.142341216370784 5.8497
23000 3388.36 2892.91 21.227 0.061 0.886 0.106 "" "" 1.383 0.082 119.19235330806812 -25.80429273229665 8.0045
23003 667.862 1566.69 21.655 0.109 0.96 0.195 "" "" 2.023 0.11 119.55925572999348 -25.962176791473446 5.3233
23008 3931.6 1880.15 21.394 0.061 0.974 0.13 "" "" 1.772 0.072 119.12049688555601 -25.927241712803742 8.1015
23017 1426.71 559.047 21.526 0.104 0.918 0.171 "" "" 1.977 0.115 119.45843134694881 -26.08470301075469 7.7333
23024 2609.31 909.016 21.371 0.085 1.052 0.164 "" "" 1.748 0.097 119.29918861572206 -26.04346217147665 7.9875
23041 3280.02 871.898 21.296 0.073 0.856 0.141 "" "" 1.549 0.086 119.2091339915858 -26.04855975021346 12.2147
23045 1589.62 1274.92 21.368 0.075 1.036 0.165 "" "" 1.698 0.084 119.43575885247745 -25.99829311929032 6.7008
23049 1722.68 723.327 21.429 0.088 0.967 0.176 "" "" 1.803 0.1 119.41849304491419 -26.065108498046566 5.0775
23053 1226.15 1574.03 21.585 0.086 1.147 0.192 "" "" 1.934 0.087 119.48425359485553 -25.96179667449155 6.1308
23062 2919.1 630.434 21.44 0.095 0.946 0.427 "" "" 1.795 0.113 119.25788200696955 -26.07742774067504 6.0497
23073 844.122 1727.62 21.199 0.203 1.513 0.267 "" "" 1.54 0.197 119.53540159690708 -25.942878541222793 9.1997
23076 922.193 1300.95 21.811 0.123 0.795 0.224 "" "" 2.218 0.127 119.52538469681582 -25.994539201253563 7.5088
23086 1681.56 943.143 21.551 0.097 0.959 0.186 "" "" 1.915 0.103 119.42377435968378 -26.03849264012618 8.8869
23095 1000.61 1029.81 21.596 0.103 1.25 0.251 "" "" 2.002 0.111 119.5151498966622 -26.02739466496449 12.5506
23117 2375.87 2439.91 21.358 0.073 0.844 0.13 "" "" 1.62 0.089 119.32885896015877 -25.85814589895208 7.4525
23120 1854.7 884.439 21.663 0.126 0.823 0.191 "" "" 2.013 0.128 119.4005814084697 -26.045748035775603 5.6851
23128 1575.15 432.572 21.369 0.069 1.096 0.146 "" "" 1.707 0.084 119.43863100811737 -26.100130315209014 6.1178
23133 2537.4 2277.02 21.638 0.1 0.919 0.174 "" "" 2.054 0.109 119.30734039591835 -25.877988126052337 5.6436
23135 2088.85 1368.42 21.337 0.084 0.785 0.128 "" "" 1.555 0.092 119.36859493176361 -25.987441514273016 5.3119
23141 2963.6 1676.46 21.542 0.082 1.02 0.17 "" "" 1.936 0.092 119.2507514732625 -25.95099063384451 6.6747
23150 3559.33 587.359 21.824 0.347 0.015 0.494 "" "" "" "" 119.1719282842423 -26.083217894109048 8.4524
23178 1133.39 118.558 21.52 0.125 0.617 0.16 "" "" 1.753 0.132 119.49831811078387 -26.137697034143766 5.4771
23179 3730.2 95.537 21.439 0.086 1.197 0.152 "" "" 1.856 0.1 119.14951763381383 -26.14284057808701 6.1269
23181 1674.48 1034.83 21.224 0.083 1.3 0.201 "" "" 1.425 0.1 119.42462435040646 -26.02740010743598 15.5294
23183 2623.24 597.274 21.411 0.088 1.0 0.121 "" "" 1.849 0.103 119.29766101475397 -26.08116831508285 13.2304
23184 645.896 2496.3 21.405 0.076 1.048 0.184 "" "" 1.698 0.09 119.56118179259666 -25.849755421221353 5.6621
23196 3442.32 595.326 21.336 0.096 1.22 0.186 "" "" 1.618 0.106 119.1876372925783 -26.082148244356908 5.1787
23197 145.68 2613.53 20.975 0.211 1.675 0.266 "" "" 1.303 0.209 119.62824589849599 -25.835126253053044 9.9834
23202 1593.08 790.788 21.623 0.094 1.175 0.202 "" "" 2.056 0.106 119.435827677101 -26.056833842004906 5.6709
23206 920.811 1605.37 20.809 0.424 2.14 0.5 "" "" 1.124 0.404 119.5252348126948 -25.957729782290325 5.3220
23216 3430.59 3247.75 21.746 0.112 0.186 0.138 "" "" 1.769 0.124 119.1862895130519 -25.76142654366228 9.5900
23223 2622.14 1752.02 21.453 0.097 1.045 0.177 "" "" 1.746 0.105 119.29653603595382 -25.94154416654571 7.0822
23226 2548.33 397.659 21.287 0.086 1.038 0.127 "" "" 1.519 0.108 119.30794358219832 -26.10523617117894 6.6653
23227 2308.13 142.512 21.397 0.081 1.285 0.171 "" "" 1.772 0.101 119.34049053021448 -26.135868318564214 6.2805
23228 1583.37 739.403 21.546 0.103 1.044 0.188 "" "" 1.816 0.103 119.43718864342377 -26.06303810280649 6.9524
23232 1088.69 2159.02 21.507 0.094 0.906 0.172 "" "" 1.805 0.103 119.50207363868395 -25.89093918441221 7.7756
23236 2919.84 863.041 21.36 0.074 0.985 0.134 "" "" 1.595 0.083 119.25752622855673 -26.049303334797496 9.6584
23237 3589.27 2869.52 21.357 0.075 0.796 0.126 "" "" 1.534 0.084 119.16539112919244 -25.807303464053447 5.4448
23241 1243.3 2096.52 21.708 0.1 0.228 0.151 "" "" "" "" 119.48137398030033 -25.898636723324557 6.6790
23253 583.126 2379.98 21.524 0.098 0.982 0.181 "" "" 1.808 0.104 119.56974180459389 -25.863762909184906 5.8269
23254 11.414 1013.7 21.845 0.144 0.396 0.204 "" "" 2.065 0.14 119.64804496606216 -26.028443568510447 5.4602
23271 193.174 1013.54 21.56 0.105 0.891 0.186 "" "" 1.842 0.112 119.62362957617776 -26.028628100639537 10.8179
23291 249.934 1692.11 21.442 0.074 0.792 0.139 "" "" 1.649 0.1 119.61525717723181 -25.946632135010354 9.2249
23301 1971.88 824.538 21.265 0.079 1.255 0.147 "" "" 1.453 0.103 119.38490680499196 -26.053097306343414 8.9188
23304 3690.97 96.957 20.019 0.157 2.712 0.607 "" "" -0.014 0.162 119.15478577967127 -26.14263322963522 5.5466
23305 2915.93 1209.71 21.322 0.083 1.033 0.129 "" "" 1.516 0.1 119.25766936104765 -26.00738318895145 9.1075
23309 2765.02 2068.2 21.577 0.108 1.075 0.216 "" "" 1.836 0.111 119.27699467776058 -25.903443924775736 8.8343
23310 2646.5 934.462 21.386 0.114 0.987 0.461 "" "" 1.569 0.123 119.29416488898578 -26.04041923251044 7.1740
23321 2737.95 783.031 21.29 0.073 1.0 0.157 "" "" 1.36 0.094 119.28204744309026 -26.05881223430973 6.2188
23326 3824.59 1793.44 21.382 0.093 2.068 0.367 "" "" 1.607 0.097 119.13496695918317 -25.937628777656325 6.6857
23330 2427.24 1572.79 21.5 0.081 1.321 0.22 "" "" 1.774 0.09 119.32291422406439 -25.96303817402399 5.3122
23350 658.796 2132.09 21.545 0.062 0.783 0.148 "" "" 1.827 0.081 119.55985037937133 -25.89380466230516 6.7330
23351 2647.31 1876.65 21.4 0.096 1.008 0.194 "" "" 1.585 0.105 119.29301762016296 -25.926497724831886 5.9815
23352 2757.19 1493.34 21.42 0.086 1.231 0.177 "" "" 1.635 0.091 119.27868007104057 -25.972944530232866 6.2604
23354 3876.98 3792.44 21.409 0.072 1.069 0.137 "" "" 1.612 0.078 119.12572622203422 -25.695972436047672 7.2069
23356 2115.78 1643.34 22.076 0.177 0.525 0.616 "" "" 2.285 0.174 119.36467445070446 -25.954224742454297 7.0899
23359 1363.46 2660.25 21.497 0.081 0.8 0.134 "" "" 1.708 0.094 119.46461172273138 -25.830583960394193 7.7714
23366 442.006 2210.71 21.614 0.093 1.195 0.181 "" "" 1.97 0.105 119.58888482289402 -25.88410150487494 5.1533
23373 1890.29 2625.56 21.387 0.068 0.925 0.142 "" "" 1.474 0.099 119.3938816213841 -25.83525720349956 7.6641
23377 1592.03 941.09 21.537 0.095 0.841 0.152 "" "" 1.752 0.102 119.43580306197096 -26.038659507181816 10.1713
23388 1249.1 2364.88 21.605 0.086 1.219 0.234 "" "" 1.885 0.097 119.4802990928612 -25.866193933816795 8.9519
23396 1376.87 2115.08 21.513 0.086 0.983 0.169 "" "" 1.733 0.096 119.46341125277566 -25.896513978924983 5.5034
23399 564.97 2093.14 21.677 0.094 0.428 0.163 "" "" 1.861 0.106 119.57249682453106 -25.89842893114919 14.1145
23407 235.68 156.059 21.586 0.109 0.834 0.183 "" "" 1.823 0.122 119.61886490485645 -26.132346845033197 7.3037
23413 2646.17 1368.72 21.299 0.075 1.123 0.16 "" "" 1.385 0.088 119.29373058607122 -25.98791174108987 6.0939
23421 1602.76 433.577 21.588 0.1 0.793 0.184 "" "" 1.825 0.117 119.43492108779402 -26.100033890584236 6.2276
23422 2473.56 2054.96 21.741 0.103 0.993 0.185 "" "" 2.004 0.107 119.31616068424199 -25.904779922294026 6.0806
23432 753.22 426.6 21.592 0.081 0.454 0.373 "" "" 1.804 0.105 119.54904629608289 -26.100105422286052 10.4024
23440 2372.83 546.362 21.623 0.089 1.134 0.184 "" "" 1.88 0.097 119.33135435362894 -26.087096632631795 10.0546
23445 2411.28 2457.36 21.705 0.119 0.851 0.194 "" "" 1.989 0.13 119.32408315137677 -25.85606815811352 5.8384
23451 2299.81 856.474 21.228 0.093 1.411 0.184 "" "" 1.324 0.106 119.34082122809438 -26.04953387443799 5.4761
23465 2828.28 1646.32 21.701 0.105 0.654 0.149 "" "" 1.895 0.112 119.26896203910378 -25.954511953797546 8.5554
23471 1725.37 3454.17 21.478 0.063 0.904 0.143 "" "" 1.592 0.085 119.4151218149734 -25.734918070342015 8.1757
23491 2301.81 223.802 21.463 0.079 0.961 0.139 "" "" 1.592 0.096 119.34124989058787 -26.126033603143362 10.3725
23511 274.88 501.458 21.557 0.103 0.959 0.229 "" "" 1.707 0.115 119.61321853119681 -26.09061943697454 6.2007
23512 1142.05 1305.55 21.808 0.113 1.419 0.349 "" "" 2.06 0.122 119.49584654389236 -25.99418281330898 10.6771
23516 3807.56 511.17 21.513 0.103 1.029 0.178 "" "" 1.671 0.114 119.1386678701489 -26.092655686544312 10.4514
23518 1583.37 1365.45 21.716 0.122 0.889 0.558 "" "" 1.851 0.123 119.43649862568718 -25.987341236601697 5.0563
23520 1558.36 1837.59 21.601 0.102 1.397 0.224 "" "" 1.86 0.116 119.43933779974806 -25.93023091083428 7.7637
23529 215.827 2436.63 21.427 0.243 1.127 0.29 "" "" 1.573 0.235 119.61901812622772 -25.856579413141894 5.2647
23537 3981.25 765.466 21.505 0.083 0.83 0.143 "" "" 1.564 0.104 119.11505605523811 -26.062065990381548 12.0048
23557 1129.69 3127.84 21.631 0.109 1.03 0.19 "" "" 1.771 0.112 119.49549835013867 -25.77383406206518 5.9257
23560 1627.05 2914.72 21.504 0.103 1.189 0.203 "" "" 1.632 0.112 119.42892357495163 -25.800054927899588 7.3789
23568 1790.08 1147.81 21.777 0.115 0.792 0.213 "" "" 1.936 0.121 119.4089714397889 -26.0138444796748 8.8972
23569 851.077 3105.02 21.635 0.082 1.154 0.202 "" "" 1.809 0.092 119.53294919600671 -25.77634007623665 8.6848
23578 2298.28 2477.91 21.572 0.1 1.149 0.185 "" "" 1.76 0.114 119.3392396332729 -25.85348071155817 8.3598
23586 2784.63 2137.16 21.403 0.078 0.918 0.15 "" "" 1.266 0.106 119.27428448745471 -25.895123625221245 6.9602
23589 1950.03 1271.2 21.609 0.088 1.14 0.196 "" "" 1.76 0.099 119.38734958207169 -25.999070459408752 6.5398
23592 1818.44 1363.77 21.705 0.112 1.037 0.203 "" "" 1.856 0.118 119.40492385348347 -25.987758004535337 7.9792
23616 1063.63 1121.5 21.717 0.118 0.748 0.208 "" "" 1.801 0.123 119.50658344925785 -26.0163654774397 7.1425
23641 1635.06 214.551 21.616 0.093 1.375 0.259 "" "" 1.728 0.105 119.43082368054768 -26.126546211937544 6.5060
23642 293.334 2481.94 21.669 0.096 0.576 0.173 "" "" 1.692 0.102 119.60855677960465 -25.851171310276037 7.0359
23651 2903.51 3404.93 21.493 0.096 0.941 0.16 -0.416 0.339 1.48 0.102 119.25691819027546 -25.74194250938375 7.6373
23654 2334.63 860.816 21.63 0.093 0.796 0.162 "" "" 1.672 0.112 119.33613912058776 -26.04904051757608 10.6217
23671 1279.82 1483.55 21.812 0.109 1.072 0.249 "" "" 1.949 0.12 119.47714390435145 -25.972785607546324 7.7491
23687 3628.68 3309.18 21.648 0.094 0.726 0.144 "" "" 1.61 0.118 119.15961265374912 -25.754178919959326 6.1993
23700 3941.64 2721.19 21.474 0.085 1.013 0.174 "" "" 1.359 0.106 119.11822124726565 -25.82555864429933 6.8389
23710 263.005 873.84 21.609 0.279 1.037 0.344 "" "" 1.64 0.273 119.61440325057639 -26.04558303101978 10.1156
23724 1144.16 771.84 21.638 0.09 1.002 0.168 "" "" 1.688 0.115 119.4961513561045 -26.05871690574793 10.4561
23729 3107.35 2186.96 21.449 0.079 1.127 0.16 "" "" 1.34 0.091 119.23087907318089 -25.88939547868121 5.6278
23802 3094.54 223.576 21.315 0.144 1.711 0.236 "" "" "" "" 119.23476382904994 -26.12678137394265 10.8968
23807 3062.11 1522.25 21.671 0.124 1.006 0.202 "" "" 1.597 0.126 119.23768873041877 -25.969726067527272 6.0536
23814 3714.98 3926.0 21.544 0.086 0.964 0.185 "" "" 1.355 0.099 119.14734024771452 -25.679676143476744 8.0778
23819 3907.67 3747.35 22.218 0.162 0.076 0.208 "" "" "" "" 119.12165337470404 -25.701452269190288 6.9884
23821 3293.89 124.754 21.62 0.114 1.029 0.208 "" "" 1.508 0.128 119.20809434258226 -26.13891135462637 8.1446
23831 1412.9 654.93 21.918 0.147 0.971 0.267 "" "" 1.909 0.156 119.46018074439002 -26.073097013171683 7.9632
23832 773.301 3102.64 22.146 0.153 0.443 0.601 "" "" 2.104 0.157 119.54339936034964 -25.776557163864695 8.1899
23851 2955.41 1919.37 21.773 0.107 0.741 0.188 "" "" 1.644 0.118 119.25158389346147 -25.921612351451163 7.7697
23853 3206.09 343.548 21.744 0.117 0.789 0.192 "" "" 1.591 0.135 119.21964724280353 -26.11237664574791 5.2282
23878 1349.69 182.749 21.94 0.139 0.693 0.213 "" "" 1.848 0.155 119.46919208456086 -26.130132120725808 5.2298
23894 2688.68 1281.44 21.858 0.13 0.842 0.233 "" "" 1.695 0.142 119.28811647575444 -25.998503611986887 6.9422
23916 1956.55 1703.76 22.168 0.195 0.509 0.327 "" "" 1.97 0.193 119.38599699975605 -25.946774502680064 6.0477
23931 1286.46 2857.67 21.965 0.123 0.567 0.189 "" "" 1.712 0.135 119.47473743211688 -25.806643449065202 6.6789
23938 2279.53 1921.09 21.996 0.128 0.602 0.218 "" "" 1.776 0.143 119.34237201149537 -25.920790132461104 12.0823
24022 3794.61 1787.89 22.102 0.153 0.62 0.236 "" "" 1.711 0.168 119.1390002477044 -25.938272595400417 8.3734
2325 14.059 1454.47 16.791 0.152 -0.185 0.401 "" "" "" "" 119.64720385815508 -25.975151399046855 8.7681
5431 1886.97 1721.05 17.804 0.117 1.766 0.18 "" "" 2.049 0.155 119.39532452697799 -25.944620691387126 24.6577
7930 3611.54 1477.92 18.908 0.152 0.319 0.251 "" "" "" "" 119.16393342775874 -25.975585445700514 9.2607
10443 538.205 2621.31 19.218 0.025 0.895 0.056 0.547 0.099 1.659 0.035 119.57550999002632 -25.834542286767686 9.5748
12456 797.433 1364.03 19.807 0.04 1.59 0.076 "" "" 2.353 0.05 119.54207400724071 -25.986798661245324 31.7970
14402 229.096 860.937 20.565 0.103 -0.227 0.124 "" "" 0.503 0.168 119.61897242050905 -26.047112347154282 5.9531
16815 3020.63 294.391 20.519 0.058 1.677 0.132 "" "" 2.241 0.069 119.2446140048157 -26.11815178948378 7.2478
18361 3118.28 1957.47 20.91 0.057 0.168 0.085 -0.646 0.096 0.615 0.094 119.22966380133697 -25.917153606370043 18.3700
20319 3756.83 3265.77 20.534 0.085 1.32 0.13 "" "" "" "" 119.14244628945212 -25.759544193283663 6.4340
10012 2942.61 1157.76 18.99 0.031 1.796 0.055 "" "" 2.058 0.046 119.25414273236976 -26.01368883704082 13.6856
18268 2134.34 412.694 21.417 0.066 -0.144 0.104 -0.775 0.111 "" "" 119.3635377077725 -26.10304201259068 19.5716
21135 3870.3 55.425 21.01 0.064 1.157 0.121 "" "" 1.862 0.072 119.13074240775734 -26.14781794254028 5.4105
21750 3307.88 2344.99 21.609 0.083 0.123 0.117 -0.72 0.154 "" "" 119.20376798131397 -25.870469931417556 21.9972
22159 3836.76 2308.83 21.277 0.065 1.135 0.139 "" "" 1.929 0.072 119.13276412654538 -25.875322778869954 9.5852
22235 898.892 742.005 21.786 0.095 -0.344 0.146 "" "" 2.336 0.106 119.52913074663108 -26.062101425062316 9.0493
22545 3536.09 618.495 21.176 0.26 0.893 0.48 "" "" "" "" 119.17501576335434 -26.079432043731053 9.2288
22567 3082.99 113.74 21.202 0.111 1.179 0.16 "" "" 1.74 0.117 119.23643638363593 -26.140051415171175 15.3270
22607 786.203 2826.89 20.907 0.345 1.516 0.564 "" "" "" "" 119.5419701794471 -25.80991049290587 7.2982
22609 1797.16 2366.52 21.22 0.243 1.392 0.302 "" "" 1.707 0.234 119.4066771530757 -25.866493722349773 24.2107
22735 1622.31 7.422 21.11 0.083 1.553 0.256 "" "" 1.482 0.114 119.43276466404664 -26.15157909597322 10.7625
22741 2026.22 401.88 21.271 0.076 1.063 0.153 "" "" 1.745 0.092 119.37807323493972 -26.104251298612287 12.2934
22890 3537.47 1305.84 21.349 0.271 0.793 0.317 "" "" 2.289 0.468 119.17407281059809 -25.996324741346665 12.7804
23101 1285.77 2237.25 21.718 0.135 2.236 0.593 "" "" 2.054 0.135 119.47551393460895 -25.881659313925077 32.5609
23110 862.929 1112.78 21.496 0.077 1.155 0.196 "" "" 1.896 0.089 119.53355294452035 -26.017237433862235 25.5893
23163 1278.61 2177.93 21.512 0.093 1.054 0.202 "" "" 1.821 0.098 119.47654110881734 -25.888825332363044 10.2411
23166 1683.81 1459.8 21.5 0.101 1.073 0.198 "" "" 1.8 0.104 119.4229026702878 -25.97602442984594 8.6087
23218 482.458 1306.69 20.204 0.456 2.243 0.517 "" "" "" "" 119.5844473569642 -25.993445526302335 13.2600
23242 1521.33 1537.2 21.806 0.141 0.976 0.251 "" "" 2.083 0.14 119.44464307223714 -25.96651814330483 12.5515
23247 2613.99 431.357 21.504 0.095 1.526 0.258 "" "" 1.843 0.106 119.2990864250302 -26.101221336763512 15.9908
23257 2309.16 1366.88 21.367 0.098 0.875 0.16 "" "" 1.564 0.109 119.3390026953821 -25.98782794036264 5.0200
