# Binary systems ID's begin with a '2'
ID Gmag (Umag-Bmag) e_Gmag e_(Umag-Bmag) M_ini1 M_ini2
20 14.697869538895183 0.1395381455154244 0.002766541807653479 0.03041129653659347 2.635411882360932 2.469156665036389
21 13.498638398708492 0.1289961247381906 0.002763883084712659 0.028657138927598854 3.444965198089297 2.9652886706033623
12 15.999926543400013 0.31310804373262746 0.0027802659872700397 0.03548854012101562 2.243671807987421 -99.0
23 14.358851645714697 0.14833436817278658 0.0027653649251402697 0.02974069336942678 3.005128417435398 2.615145966439988
24 17.39545351849501 0.3843878580820951 0.002859171607019903 0.05114549784046171 1.4730760139732444 1.118116078986276
25 17.606818405669987 0.41868529837096236 0.002887802104372133 0.055373148074112186 1.3816186282276943 1.314314664986009
26 15.469593046558387 0.32831922357105686 0.002772021324731272 0.032792662594957445 2.244619369495647 2.1551617531554976
27 14.694122342751639 0.18625758783325688 0.0027665259259695616 0.03040287494503549 2.6395559121784897 2.5027452782035193
18 16.238773662500456 0.3561265985640033 0.002786150460627788 0.03711749270451886 2.0992105510163643 -99.0
29 16.1224614104027 0.4089815623227268 0.0027830683352445826 0.036286377731864765 1.929110113404439 1.6833163641609483
210 15.497235402991898 0.32515636166077644 0.0027723309181830005 0.03290737997531021 2.249065845938819 2.028251725333313
211 15.890303674807575 0.38041760038552097 0.002778093935843086 0.03483652547929692 2.0365412147653004 1.9406826566833613
212 15.599111025359182 0.347405910621176 0.0027735676016951796 0.03335215034904367 2.2110789447344894 1.8147992307634544
113 17.58665575056216 0.4178556151107821 0.002884737597100972 0.05493917096085106 1.5312367348502267 -99.0
114 15.540962278304836 0.2639156509553951 0.002772842743136283 0.03309396902705393 2.4879461774545635 -99.0
215 17.28575056552896 0.41787443645533706 0.0028470075172083117 0.04921075673201051 1.533025993056465 1.1185140431878078
216 16.327256971393027 0.4427099934498056 0.002788810008745349 0.037802148515842494 1.8167551878109716 1.6009263586052855
217 14.63366748811939 0.1679798751883187 0.0027662795958448886 0.030270349229803043 2.7517534069423255 2.096750242009671
218 15.248876973761604 0.2734859915336837 0.0027698940719444076 0.0319601159345198 2.317056667358212 2.1356963764334687
219 15.509315303834983 0.3723093504088209 0.0027724695641798847 0.03295829302591733 2.2875672231445576 1.8025947228922354
120 14.964783952024142 0.12114049631280202 0.0027678847330988837 0.03107905514014986 2.890155805877893 -99.0
221 16.794516344546256 0.4853287855596497 0.0028088644255205076 0.042315219178729054 1.6564096070302388 1.4147398856119793
222 13.299441131952875 0.16097024081683683 0.002763712287678798 0.028493950973875037 3.5242158819970695 3.046708521111677
123 16.853605731130255 0.5009272745279357 0.002812326229033184 0.043011991840494805 1.7914786052109646 -99.0
224 13.786059592358283 0.11775314483659732 0.002764216737818094 0.0289420426853805 3.3153879910334036 2.6935875395577162
225 14.513361828412739 0.15915158375285618 0.0027658408303983155 0.030024481761508588 2.7822745815708334 2.7387978348124773
226 17.262893790108023 0.4183358165030967 0.0028446738587582497 0.048828044105926685 1.5270308553831087 1.1537743917522676
227 14.662528446956212 0.19128908408084616 0.002766394902185372 0.03033283845732821 2.749315159824529 2.059773195976951
128 16.616542118514367 0.4157003798172075 0.0027998403885700425 0.04040029053927921 1.9096225297508407 -99.0
229 13.966715781058392 0.11090387507938126 0.0027644957890158883 0.02915665352928236 3.1835191382557713 2.7590891808529503
130 15.719042546155755 0.2716327090550886 0.0027752374199209472 0.03392304762986803 2.361678781230235 -99.0
231 17.41085084323444 0.2663932612581481 0.0028610145181491285 0.05143052024226023 1.445053587094393 1.3316805953756752
132 14.877426006971 0.07724818110557684 0.0027673956907254688 0.03084505242518652 2.9527199432330167 -99.0
233 16.898751797673114 0.3885204259638451 0.0028151465892176267 0.043566381763023604 1.592254099533346 1.337053559236705
234 15.475834153373317 0.2920525716827063 0.0027720903047781086 0.03281834810164873 2.2461018487139532 2.1128492656734235
235 14.425431489173503 0.11656771350924519 0.002765558927992642 0.029858805609250944 2.9690206902058662 2.4150535672582043
236 14.736226530297762 0.14819995354278853 0.002766708669632647 0.030498929908809903 2.717076416488216 2.343084555364959
237 16.94875429281033 0.3357507285554756 0.00281845931770988 0.04420359531208463 1.5804275821008156 1.3664778348169182
238 17.126533806385876 0.42975809715981317 0.0028320398217972767 0.04668113233064924 1.5031103883042967 1.4310151746057205
139 16.355278106071093 0.3862934823556781 0.002789714610847301 0.03802899088756437 2.0506844721123887 -99.0
240 15.250152880270713 0.2815359441980658 0.00276990477873872 0.03196452903750352 2.399341155323523 1.975248684002739
241 16.077683447840016 0.39890975203549384 0.002781994828829966 0.03598595854502736 1.9490625376995607 1.5336895481897672
242 16.239177127530446 0.46616653788764806 0.0027861619404215216 0.0371205087203285 1.889123841846043 1.3876470316782283
243 16.331224230668113 0.4606056477909319 0.002788936190216167 0.037833965006422214 1.7240684617990323 1.6937812741844476
244 15.490909760284605 0.4012308654831778 0.0027722591365049415 0.032880909834889935 2.2632965638041593 1.7986001041788215
245 15.824000000980861 0.3839435572414547 0.0027769159125682653 0.03446834989203809 2.079363696489323 1.7781194638755422
246 14.754386409353724 0.1741238432919689 0.0027667904669515376 0.030541341476475598 2.7335952993421984 2.0458681068273954
247 15.404652333737765 0.3351274663645698 0.002771334225279321 0.032532676460446955 2.230379691724922 2.0062375742578142
248 17.52848597767586 0.3399440977423348 0.0028763119793622075 0.053724662649343474 1.4202039359267435 1.1433102173679963
149 16.772475929810565 0.41045521954962627 0.002807636450101782 0.04206342447512866 1.828945304745475 -99.0
250 14.768981093333222 0.13879368899981026 0.0027668575472168462 0.03057586417159593 2.621235378558007 2.235443295632953
251 17.021254497515635 0.29571841011723904 0.0028236405868421054 0.04517272559947369 1.6284023416631033 1.295510024773293
152 15.676898533786442 0.20478917309131714 0.0027746222870231162 0.03371632947429451 2.3885615726165175 -99.0
253 16.075835552976997 0.38994455990850274 0.0027819517892351373 0.03597378456428016 1.9485722119694648 1.515297436056185
154 13.111660298754574 1.1240859199456925 0.002763585514083004 0.028361652021649208 3.7266486223513127 -99.0
255 14.01413318557373 0.16529980942725625 0.0027645799378745737 0.02921816810279303 3.126230425270309 2.986159111942619
256 15.450904110502309 0.3380960429299907 0.0027718179136803204 0.03271649013300802 2.2684168369023934 1.768037826391461
157 16.519596815628088 0.4235039089997743 0.0027956976519932395 0.039463635760930274 1.9590219969477816 -99.0
258 17.202655163175972 0.39601522817235535 0.002838829779776359 0.047851453038406405 1.5184209487182516 1.3208196997281196
159 16.14323970539486 0.3661571737337656 0.0027835869846109113 0.03642938027323173 2.173191745040702 -99.0
260 15.606168029776345 0.3903747636914072 0.0027736591635448295 0.03338428671583818 2.152636778252206 2.054042571785078
161 14.616762399888811 0.13094080266637037 0.0027662139388565424 0.030234393736819805 3.1056168791623007 -99.0
262 14.883682264544289 0.21104844663088024 0.0027674289886251043 0.030861286693567233 2.544770995823655 2.108472919480329
263 14.565249832419845 0.1336478484038439 0.0027660221125294887 0.030127705815470602 2.8092626248070274 2.3099874541494136
264 14.747998468782065 0.24089462170238699 0.0027667614846063606 0.030526354290312575 2.7201875882767337 2.295956163636874
265 16.486663229828416 0.4610326548737684 0.0027943993757807827 0.03916119966775515 1.6810049773473597 1.5404014813532698
166 17.000482127219513 0.4366042427217877 0.002822108401032351 0.0448894397038891 1.7224265898180922 -99.0
267 17.36947830425225 0.31496404936936595 0.0028561409010673753 0.05067234639439404 1.455986922885859 1.3016084912068213
268 16.084511088203108 0.4193222873548559 0.002782154706389453 0.03603109150225606 1.8657344729761736 1.6394972417322429
269 14.754604188795298 0.15885094578519574 0.0027667914590585882 0.03054185373939244 2.7353213473132993 2.0136729035637706
270 15.481037156757242 0.3258865606421891 0.0027721482186107136 0.03283985689694215 2.27291983319402 1.7324153617642786
