EDR3Name_1 _x_1 _y_1 RA_ICRS_1 DE_ICRS_1 Plx_1 e_Plx_1 pmRA_1 e_pmRA_1 pmDE_1 e_pmDE_1 Gmag_1 e_Gmag_1 BP-RP_1 e_BP-RP V eV BV eBV UB eUB VI eVI probs_final membs_select d_arcsec _r _x_2 _y_2 _p EDR3Name_2 RA_ICRS_2 e_RA_ICRS DE_ICRS_2 e_DE_ICRS Source SolID RandomI Epoch Plx_2 e_Plx_2 RPlx PM pmRA_2 e_pmRA_2 pmDE_2 e_pmDE_2 RADEcor RAPlxcor RApmRAcor RApmDEcor DEPlxcor DEpmRAcor DEpmDEcor PlxpmRAcor PlxpmDEcor pmRApmDEcor NAL NAC NgAL NbAL gofAL chi2AL epsi sepsi Solved APF nueff pscol e_pscol RApscolCorr DEpscolCorr PlxpscolCorr pmRApscolCorr pmDEpscolCorr MatchObsA Nper amax MatchObs NewMatchObs MatchObsrm IPDgofha IPDgofhp IPDfmp IPDfow RUWE SDSk1 SDSk2 SDSk3 SDSk4 SDMk1 SDMk2 SDMk3 SDMk4 Dup o_Gmag FG e_FG RFG Gmag_2 e_Gmag_2 o_BPmag FBP e_FBP RFBP BPmag e_BPmag o_RPmag FRP e_FRP RFRP RPmag e_RPmag NBPcont NBPblend NRPcont NRPblend Mode E_BP_RP_ BP-RP_2 BP-G G-RP RVDR2 e_RVDR2 o_RVDR2 Tefftemp loggtemp __Fe_H_temp GLON GLAT ELON ELAT PS1 SDSSDR13 SkyMapper2 URAT1 GmagCorr e_GmagCorr FGCorr E_BP_RP_Corr RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000 RADEcorJ2000
"Gaia EDR3 5601925985922333312" -0.05114 -0.058362 118.38714354747 -27.01321699431 0.2302 0.0277 -2.594 0.024 3.552 0.028 15.711987 0.002775 0.635229 0.005274235963625443 15.772 0.023 0.389 0.029 0.223 0.029 0.951 0.032 0.99 1 0.0000 0.026988 -0.022900 -0.014280 238.1 "Gaia EDR3 5601925985922333312" 118.38714354747 0.0171 -27.01321699431 0.0209 5601925985922333312 1636042515805110273 1014781910 2016.0 0.2302 0.0277 8.3104 4.398 -2.594 0.024 3.552 0.028 0.0275 -0.0379 -0.2598 -0.0066 0.1679 0.0019 -0.1504 0.0877 -0.0303 -0.0142 574 0 571 3 -1.5482 538.90 0.000 0 31 0 1.595 "" "" "" "" "" "" "" 66 29 0.039421 68 29 0 0.014 5.9 0 0 0.954 0.11 0.19 0.075 0.31 -126.788 -86.250 -21.885 19.806 0 572 9776 2.958 3304.760 15.711987 0.002775 61 5689 10.23 556.065 15.951011 0.003406 56 5927 7.59 780.869 15.315782 0.004027 0 0 0 0 0 1.188 0.635229 0.239024 0.396205 "" "" 0 "" "" "" 243.7949118674 0.2953048415 128.1904839386 -46.7594999593 75581183871364426 "" 44603633 "" 15.711987 0.002775 9776 0.001 118.38715648785 0.3856 -27.01323278112 0.4578 -0.0137
"Gaia EDR3 5601172751738424448" -0.016751 -0.13977 118.42572912833 -27.09463582343 0.2196 0.0382 -2.603 0.03 3.556 0.038 16.219152 0.002788 0.746881 0.005896536017018806 16.248 0.024 0.474 0.03 0.258 0.029 1.078 0.032 0.99 1 0.0000 0.096382 0.011467 -0.095697 173.2 "Gaia EDR3 5601172751738424448" 118.42572912833 0.0228 -27.09463582343 0.0286 5601172751738424448 1636042515805110273 1516683578 2016.0 0.2196 0.0382 5.7483 4.407 -2.603 0.030 3.556 0.038 0.0957 -0.0771 -0.2122 0.0411 0.1696 0.0480 -0.0584 0.0712 -0.0426 0.1064 514 0 513 1 0.5484 547.28 0.028 0.081 31 0 1.572 "" "" "" "" "" "" "" 60 29 0.052748 62 23 0 0.00088 1.4e+02 0 0 1.017 0.15 0.26 0.06 0.43 -96.837 -74.167 59.507 19.560 0 509 6128 2.406 2546.401 16.219152 0.002788 59 3395 9.13 371.856 16.511456 0.004039 57 3920 7.378 531.384 15.764575 0.004296 0 2 0 3 0 1.194 0.746881 0.292303 0.454577 "" "" 0 "" "" "" 243.8824075333 0.2828718616 128.2715927508 -46.8282487334 75481184257336723 "" 44603361 "" 16.219152 0.002788 6128 -0.002 118.42574212222 0.4855 -27.09465162870 0.6071 0.1009
"Gaia EDR3 5601927635189754112" -0.055957 0.023502 118.38178134824 -26.93135137945 0.2161 0.0432 -2.601 0.033 3.549 0.042 16.560963 0.002796 0.820837 0.006111397957914376 16.755 0.029 0.461 0.036 0.292 0.032 1.11 0.037 0.99 1 0.0000 0.073040 -0.027698 0.067584 337.7 "Gaia EDR3 5601927635189754112" 118.38178134824 0.0251 -26.93135137945 0.0323 5601927635189754112 1636042515805110273 1634955775 2016.0 0.2161 0.0432 5.0065 4.400 -2.601 0.033 3.549 0.042 0.0801 0.0260 -0.1792 -0.0357 0.1040 -0.0275 -0.1521 0.0822 -0.0101 0.0508 573 0 569 4 -0.8367 557.72 0.000 0 31 1 1.554 "" "" "" "" "" "" "" 66 28 0.058387 68 30 0 0.0074 1.7e+02 0 0 0.975 0.11 0.26 0.085 0.38 -125.124 -81.926 -35.259 19.587 0 580 4473 1.95 2293.609 16.560963 0.002796 65 2400 6.914 347.145 16.887995 0.004191 64 2967 6.408 462.974 16.067158 0.004448 0 0 0 0 0 1.200 0.820837 0.327032 0.493805 "" "" 0 "" "" "" 243.7222501994 0.3333213926 128.1508449074 -46.6821284295 75681183817832650 "" 44621029 "" 16.560963 0.002796 4473 -0.001 118.38179431361 0.5344 -26.93136715246 0.6765 0.0531
"Gaia EDR3 5601175771085747072" 0.035679 -0.031064 118.48458433803 -26.98592549316 0.2124 0.1173 -2.578 0.084 3.565 0.135 18.139517 0.002935 1.168764 0.021633672942891598 18.471 0.032 0.672 0.038 0.228 0.047 1.474 0.038 0.99 1 0.0000 0.065233 0.063925 0.012995 78.5 "Gaia EDR3 5601175771085747072" 118.48458433803 0.0629 -26.98592549316 0.0917 5601175771085747072 1636042515805110273 1772018546 2016.0 0.2124 0.1173 1.8101 4.400 -2.578 0.084 3.565 0.135 0.0787 0.0144 -0.1687 -0.0428 0.0696 -0.0293 -0.2960 0.0685 0.2203 0.0234 501 0 496 5 0.0488 513.19 0.191 0.48 31 0 1.478 "" "" "" "" "" "" "" 58 25 0.19064 59 28 0 0.015 1.8e+02 0 0 1.001 0.15 0.33 0.058 0.41 -136.597 -83.500 0.423 22.317 0 496 1045 0.9743 1072.680 18.139517 0.002935 51 477.8 8.351 57.223 18.640335 0.019178 51 813.8 6.948 117.126 17.471571 0.010011 0 0 0 0 0 1.236 1.168764 0.500818 0.667946 "" "" 0 "" "" "" 243.8162091369 0.3837870636 128.3012210909 -46.7092776447 75611184846527209 "" 44603901 "" 18.139517 0.002935 1045 0.003 118.48459719633 1.3497 -26.98594133919 2.1955 0.0262
"Gaia EDR3 5601926673117061888" 0.004963 -0.002946 118.45011327374 -26.95781241555 0.2141 0.0217 -2.612 0.018 3.575 0.022 15.127363 0.002769 0.634769 0.004925843785586384 15.298 0.046 0.236 0.05 0.269 0.026 0.979 0.049 0.99 1 0.0000 0.052861 0.033216 0.041122 38.9 "Gaia EDR3 5601926673117061888" 118.45011327374 0.0129 -26.95781241555 0.0162 5601926673117061888 1636042515805110273 1676503263 2016.0 0.2141 0.0217 9.8717 4.427 -2.612 0.018 3.575 0.022 0.0794 0.0087 -0.2283 -0.0174 0.0962 -0.0058 -0.2244 0.1165 -0.0266 0.0673 590 0 590 0 -0.3835 599.25 0.000 0 31 0 1.599 "" "" "" "" "" "" "" 69 28 0.030536 71 32 0 0.014 12 0 0 0.988 0.14 0.24 0.083 0.35 -131.329 -80.390 -23.259 21.676 0 591 1.675e+04 4.189 3998.843 15.127363 0.002769 68 9744 10.74 906.970 15.366659 0.003036 65 1.015e+04 8.17 1242.223 14.731890 0.003879 0 9 0 2 0 1.188 0.634769 0.239296 0.395473 "" "" 0 "" "" "" 243.7762883513 0.3719311192 128.2468386442 -46.6907536952 75651184501110919 "" 44603979 "" 15.127363 0.002769 1.675e+04 0.000 118.45012629767 0.2842 -26.95782830324 0.3526 0.0670
"Gaia EDR3 5601175947194015360" 0.004223 -0.016411 118.44928401153 -26.9712775046 0.2389 0.0236 -2.572 0.02 3.572 0.024 15.277262 0.002772 0.538097 0.005224040007503771 15.439 0.032 0.165 0.036 0.221 0.025 0.898 0.036 0.99 1 0.0000 0.042654 0.032473 0.027657 49.6 "Gaia EDR3 5601175947194015360" 118.44928401153 0.0141 -26.97127750460 0.0179 5601175947194015360 1636042515805110273 111918070 2016.0 0.2389 0.0236 10.1280 4.401 -2.572 0.020 3.572 0.024 0.0924 0.0191 -0.1873 -0.0060 0.0839 0.0017 -0.1950 0.0800 -0.0350 0.0849 583 0 581 2 1.7259 668.18 0.053 0.74 31 0 1.620 "" "" "" "" "" "" "" 68 28 0.034292 70 31 0 0.014 9.4 0 0 1.051 0.12 0.26 0.075 0.36 -128.423 -79.251 -28.980 20.941 0 590 1.459e+04 4.136 3527.349 15.277262 0.002772 67 8804 15.94 552.241 15.476857 0.003413 65 8388 9.001 931.873 14.938760 0.003955 0 1 0 2 0 1.178 0.538097 0.199595 0.338502 "" "" 0 "" "" "" 243.7874511336 0.3643645913 128.2512272919 -46.7038988473 75631184492794753 "" 44603947 "" 15.277262 0.002772 1.459e+04 -0.003 118.44929683638 0.3158 -26.97129337974 0.3957 0.0836
"Gaia EDR3 5601175775395305728" 0.033566 -0.032946 118.48221313327 -26.98780825847 0.2308 0.0121 -2.564 0.01 3.559 0.013 13.154625 0.002765 0.485936 0.004735228399982413 13.275 0.028 0.18 0.033 0.011 0.024 0.84 0.033 0.99 1 0.0000 0.062802 0.061811 0.011114 79.8 "Gaia EDR3 5601175775395305728" 118.48221313327 0.0072 -26.98780825847 0.0092 5601175775395305728 1636042515805110273 135602624 2016.0 0.2308 0.0121 19.1044 4.386 -2.564 0.010 3.559 0.013 0.0884 0.0249 -0.2645 0.0167 0.0744 0.0178 -0.2295 0.1006 0.0667 0.0468 505 0 505 0 1.0719 588.24 0.030 1.1 31 0 1.635 "" "" "" "" "" "" "" 59 27 0.018016 60 28 0 0.0087 19 0 0 1.033 0.16 0.27 0.061 0.35 -128.100 -79.190 -15.977 24.559 0 479 1.031e+05 21.94 4697.317 13.154625 0.002765 55 6.36e+04 27.11 2345.725 13.329935 0.002828 55 5.775e+04 19.72 2929.108 12.843999 0.003798 0 0 0 0 0 1.177 0.485936 0.175310 0.310626 "" "" 0 "" "" "" 243.8167344722 0.3810061225 128.2990194321 -46.7116715056 75611184821124976 "" 44603900 "" 13.154625 0.002765 1.031e+05 -0.001 118.48222592249 0.1551 -26.98782407503 0.2086 0.0443
"Gaia EDR3 5601172957896915456" -0.068758 -0.163414 118.36729576634 -27.11825993437 0.2434 0.0601 -2.62 0.048 3.547 0.06 17.151476 0.003058 1.04793 0.010548208947494357 17.305 0.033 0.686 0.039 0.267 0.04 1.385 0.042 0.98 1 0.0000 0.126028 -0.040545 -0.119328 198.8 "Gaia EDR3 5601172957896915456" 118.36729576634 0.0353 -27.11825993437 0.0445 5601172957896915456 1636042515805110273 258575101 2016.0 0.2434 0.0601 4.0494 4.410 -2.620 0.048 3.547 0.060 0.0908 0.0266 -0.2593 0.0133 0.1877 0.0356 -0.1669 0.1215 -0.0904 0.0641 581 0 581 0 0.0851 602.01 0.000 0 31 0 1.503 "" "" "" "" "" "" "" 68 28 0.084389 70 30 0 0.0084 18 0 0 1.002 0.12 0.26 0.046 0.43 -115.419 -75.449 55.888 21.288 0 595 2596 3.172 818.403 17.151476 0.003058 62 1251 9.05 138.262 17.595213 0.008334 65 1906 9.213 206.938 16.547283 0.006466 0 1 0 2 0 1.216 1.047930 0.443737 0.604193 "" "" 0 "" "" "" 243.8759013452 0.2261149878 128.2080620829 -46.8653378875 75451183673018351 "" 44603164 "" 17.151476 0.003058 2596 -0.005 118.36730884958 0.7741 -27.11827569786 0.9760 0.0607
"Gaia EDR3 5601173816890316160" -0.0469 -0.092161 118.39188683669 -27.04701820549 0.2279 0.0129 -2.579 0.011 3.593 0.013 13.807782 0.002764 0.540614 0.004768001677852054 13.857 0.027 0.278 0.034 -0.029 0.027 0.933 0.036 0.99 1 0.0000 0.051578 -0.018669 -0.048081 201.2 "Gaia EDR3 5601173816890316160" 118.39188683669 0.0079 -27.04701820549 0.0097 5601173816890316160 1636042515805110273 8623322 2016.0 0.2279 0.0129 17.6598 4.423 -2.579 0.011 3.593 0.013 0.0483 -0.0351 -0.2557 0.0347 0.1597 0.0525 -0.1662 0.1295 -0.0950 0.0468 573 18 572 1 1.4531 633.29 0.000 0 31 0 1.622 "" "" "" "" "" "" "" 65 29 0.018153 68 28 0 0.013 3.7 1 0 1.043 "" "" "" "" "" "" "" "" 0 562 5.647e+04 11.6 4867.135 13.807782 0.002764 59 3.418e+04 20.35 1679.696 14.004169 0.002864 57 3.264e+04 15 2175.564 13.463554 0.003812 0 1 0 0 0 1.183 0.540614 0.196386 0.344228 "" "" 0 "" "" "" 243.8260707350 0.2815380877 128.2100429477 -46.7908199434 75541183918783892 "" 44603336 "" 13.807782 0.002764 5.647e+04 0.002 118.39189970871 0.1750 -27.04703417494 0.2101 0.0419
"Gaia EDR3 5601926673117062272" 0.00696 -0.00731 118.45235392326 -26.9621767663 0.2279 0.0353 -2.607 0.028 3.526 0.035 16.151247 0.002785 0.697213 0.005512532358181673 16.32 0.029 0.304 0.033 0.39 0.029 0.998 0.031 0.99 1 0.0000 0.050901 0.035212 0.036757 43.8 "Gaia EDR3 5601926673117062272" 118.45235392326 0.0208 -26.96217676630 0.0263 5601926673117062272 1636042515805110273 296705474 2016.0 0.2279 0.0353 6.4480 4.385 -2.607 0.028 3.526 0.035 0.0513 -0.0093 -0.2014 -0.0018 0.1540 0.0118 -0.1303 0.0738 -0.0250 0.0868 572 0 570 2 0.8964 620.26 0.014 0.024 31 0 1.582 "" "" "" "" "" "" "" 68 28 0.048596 70 31 0 0.011 11 0 0 1.026 0.12 0.24 0.047 0.38 -117.674 -82.748 -29.848 19.391 0 579 6523 2.424 2690.435 16.151247 0.002785 64 3691 6.227 592.663 16.420776 0.003338 66 4071 8.353 487.413 15.723563 0.004387 0 64 0 66 0 1.190 0.697213 0.269529 0.427684 "" "" 0 "" "" "" 243.7810581271 0.3713960168 128.2513949076 -46.6943963962 75641184523555670 "" 44603973 "" 16.151247 0.002785 6523 -0.002 118.45236692043 0.4479 -26.96219243743 0.5612 0.0849
