EDR3Name_1 _x_1 _y_1 RA_ICRS_1 DE_ICRS_1 Plx_1 e_Plx_1 pmRA_1 e_pmRA_1 pmDE_1 e_pmDE_1 Gmag_1 e_Gmag_1 BP-RP_1 e_BP-RP V eV BV eBV UB eUB VI eVI probs_final membs_select d_arcsec _r _x_2 _y_2 _p EDR3Name_2 RA_ICRS_2 e_RA_ICRS DE_ICRS_2 e_DE_ICRS Source SolID RandomI Epoch Plx_2 e_Plx_2 RPlx PM pmRA_2 e_pmRA_2 pmDE_2 e_pmDE_2 RADEcor RAPlxcor RApmRAcor RApmDEcor DEPlxcor DEpmRAcor DEpmDEcor PlxpmRAcor PlxpmDEcor pmRApmDEcor NAL NAC NgAL NbAL gofAL chi2AL epsi sepsi Solved APF nueff pscol e_pscol RApscolCorr DEpscolCorr PlxpscolCorr pmRApscolCorr pmDEpscolCorr MatchObsA Nper amax MatchObs NewMatchObs MatchObsrm IPDgofha IPDgofhp IPDfmp IPDfow RUWE SDSk1 SDSk2 SDSk3 SDSk4 SDMk1 SDMk2 SDMk3 SDMk4 Dup o_Gmag FG e_FG RFG Gmag_2 e_Gmag_2 o_BPmag FBP e_FBP RFBP BPmag e_BPmag o_RPmag FRP e_FRP RFRP RPmag e_RPmag NBPcont NBPblend NRPcont NRPblend Mode E_BP_RP_ BP-RP_2 BP-G G-RP RVDR2 e_RVDR2 o_RVDR2 Tefftemp loggtemp __Fe_H_temp GLON GLAT ELON ELAT PS1 SDSSDR13 SkyMapper2 URAT1 GmagCorr e_GmagCorr FGCorr E_BP_RP_Corr RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000 RADEcorJ2000
"Gaia EDR3 5602103213455842432" 0.021119 -0.029146 119.40829067938 -25.93769802134 0.1645 0.0437 -1.909 0.034 2.221 0.043 16.482845 0.00279 0.628929 0.006029826697343797 16.53 0.02 0.306 0.029 0.245 0.027 1.023 0.026 1.0 1 0.0000 0.021550 0.004769 -0.021016 167.2 "Gaia EDR3 5602103213455842432" 119.40829067938 0.0236 -25.93769802134 0.0309 5602103213455842432 1636042515805110273 84193069 2016.0 0.1645 0.0437 3.7684 2.929 -1.909 0.034 2.221 0.043 0.1406 0.0744 -0.0914 -0.1744 0.1462 -0.1623 -0.0931 0.0694 -0.0723 0.0185 594 0 589 5 -1.4284 558.14 0.000 0 31 0 1.598 "" "" "" "" "" "" "" 69 26 0.059197 73 23 0 0.017 71 0 0 0.958 0.058 0.29 0.12 0.44 135.021 -76.823 -14.198 19.681 0 603 4806 1.941 2475.947 16.482845 0.002790 67 2791 7.5 372.170 16.723982 0.004037 66 2892 6.402 451.687 16.095053 0.004479 0 1 0 1 0 1.182 0.628929 0.241137 0.387793 "" "" 0 "" "" "" 243.3480864043 1.6341859575 129.0271640143 -45.4726941550 76871194082845066 "" 45245376 "" 16.482845 0.002790 4806 -0.005 119.40830011621 0.5400 -25.93770789085 0.6846 0.0334
"Gaia EDR3 5602106477630988800" -0.000267 0.005759 119.3845098914 -25.90279498988 0.1652 0.0444 -1.917 0.033 2.216 0.047 16.368761 0.002785 0.713979 0.005798913174035286 16.416 0.017 0.379 0.027 0.286 0.028 1.137 0.026 1.0 1 0.0000 0.021658 -0.016621 0.013886 309.9 "Gaia EDR3 5602106477630988800" 119.38450989140 0.0224 -25.90279498988 0.0314 5602106477630988800 1636042515805110273 558552940 2016.0 0.1652 0.0444 3.7216 2.930 -1.917 0.033 2.216 0.047 0.2206 0.0301 -0.1095 -0.1001 0.0527 -0.0957 -0.1207 0.0105 -0.1516 0.1777 600 0 598 2 1.4614 670.94 0.089 0.77 31 0 1.577 "" "" "" "" "" "" "" 69 25 0.066924 74 24 0 0.02 84 0 0 1.042 0.029 0.4 0.13 0.49 165.346 -72.839 -13.089 19.372 0 614 5339 2.007 2659.700 16.368761 0.002785 71 3007 7.568 397.358 16.643206 0.003905 68 3369 6.277 536.688 15.929227 0.004287 0 46 0 44 0 1.194 0.713979 0.274445 0.439534 "" "" 0 "" "" "" 243.3071346097 1.6341168300 128.9840246589 -45.4451243611 76911193845026953 "" 45245465 "" 16.368761 0.002785 5339 0.001 119.38451936214 0.5388 -25.90280484088 0.7632 0.1841
"Gaia EDR3 5602103660132392832" 0.052994 -0.010087 119.44372712966 -25.91862894965 0.1348 0.0453 -1.891 0.033 2.243 0.041 16.447985 0.002785 0.695808 0.005812728533141729 16.499 0.02 0.395 0.029 0.352 0.026 1.054 0.027 1.0 1 0.0000 0.036694 0.036642 -0.001953 93.1 "Gaia EDR3 5602103660132392832" 119.44372712966 0.0232 -25.91862894965 0.0308 5602103660132392832 1636042515805110273 912078136 2016.0 0.1348 0.0453 2.9756 2.934 -1.891 0.033 2.243 0.041 0.1790 0.0411 -0.1761 -0.0995 0.1956 -0.0790 -0.2116 0.0804 -0.2451 0.1097 627 0 625 2 1.6235 706.43 0.077 0.55 31 0 1.579 "" "" "" "" "" "" "" 71 25 0.058582 75 29 0 0.011 58 0 0 1.046 0.095 0.31 0.082 0.5 162.525 -75.439 -6.395 20.663 0 615 4963 1.839 2698.704 16.447985 0.002785 64 2803 6.727 416.699 16.719425 0.003818 63 3088 6.315 489.023 16.023617 0.004383 0 0 0 1 0 1.187 0.695808 0.271440 0.424368 "" "" 0 "" "" "" 243.3484252627 1.6713232863 129.0632260541 -45.4455007636 76891194437257950 "" 45245598 "" 16.447985 0.002785 4963 -0.005 119.44373647238 0.5392 -25.91863891917 0.6629 0.1158
"Gaia EDR3 5602103935010309248" 0.027515 0.016561 119.41539165832 -25.89198986286 0.1774 0.1011 -1.896 0.078 2.23 0.101 17.8442 0.002906 0.937603 0.012089260109700677 17.93 0.021 0.596 0.033 0.293 0.038 1.302 0.031 1.0 1 0.0000 0.027096 0.011159 0.024692 24.3 "Gaia EDR3 5602103935010309248" 119.41539165832 0.0495 -25.89198986286 0.0673 5602103935010309248 1636042515805110273 506577798 2016.0 0.1774 0.1011 1.7542 2.927 -1.896 0.078 2.230 0.101 0.2478 -0.0107 0.0182 0.0655 0.1771 0.0547 -0.0191 -0.0908 -0.3054 0.3386 637 0 636 1 1.2063 702.31 0.148 0.42 31 0 1.526 "" "" "" "" "" "" "" 73 25 0.1502 79 26 0 0.009 1.2e+02 0 0 1.034 0.15 0.4 0.093 0.55 107.283 -70.607 -8.104 18.066 0 633 1372 1.169 1173.578 17.844200 0.002906 67 704.4 5.846 120.486 18.219027 0.009433 67 969.6 5.849 165.781 17.281424 0.007561 0 3 0 1 0 1.220 0.937603 0.374826 0.562777 "" "" 0 "" "" "" 243.3123901358 1.6634581302 129.0177658842 -45.4270152786 76921194153849911 "" 45245523 "" 17.844200 0.002906 1372 0.009 119.41540102557 1.2530 -25.89199977396 1.6187 0.3335
"Gaia EDR3 5602103453973991680" 0.028238 -0.014911 119.41620350026 -25.92346220525 0.1678 0.0429 -1.912 0.032 2.202 0.04 16.41193 0.00279 0.578979 0.005800000862068902 16.438 0.02 0.306 0.029 0.206 0.025 0.944 0.027 1.0 1 0.0000 0.013684 0.011886 -0.006781 119.7 "Gaia EDR3 5602103453973991680" 119.41620350026 0.0230 -25.92346220525 0.0303 5602103453973991680 1636042515805110273 1380991029 2016.0 0.1678 0.0429 3.9131 2.916 -1.912 0.032 2.202 0.040 0.2151 0.0804 -0.2174 -0.1284 0.1379 -0.1069 -0.2230 0.0899 -0.1873 0.1012 628 0 627 1 1.6163 707.90 0.055 0.29 31 0 1.609 "" "" "" "" "" "" "" 72 26 0.056935 77 28 0 0.0075 90 0 0 1.046 0.015 0.34 0.075 0.46 162.247 -72.625 -2.721 20.281 0 624 5131 2.081 2465.469 16.411930 0.002790 68 3048 7.692 396.241 16.628620 0.003911 68 3015 5.596 538.796 16.049640 0.004283 0 1 0 1 0 1.182 0.578979 0.216690 0.362289 "" "" 0 "" "" "" 243.3396420355 1.6476785400 129.0312554657 -45.4570396189 76891194161932150 "" 45245420 "" 16.411930 0.002790 5131 -0.002 119.41621294973 0.5134 -25.92347199020 0.6481 0.1101
"Gaia EDR3 5602103896341417216" 0.028511 0.006955 119.41650174952 -25.90159600594 0.1333 0.0253 -1.931 0.019 2.205 0.023 15.353994 0.002771 0.560523 0.005047319288493646 15.404 0.018 0.245 0.026 0.124 0.025 0.982 0.035 1.0 1 0.0000 0.019374 0.012157 0.015085 38.9 "Gaia EDR3 5602103896341417216" 119.41650174952 0.0130 -25.90159600594 0.0178 5602103896341417216 1636042515805110273 395316848 2016.0 0.1333 0.0253 5.2750 2.931 -1.931 0.019 2.205 0.023 0.2241 0.0428 -0.1789 -0.0951 0.1745 -0.0779 -0.2014 0.0770 -0.1520 0.1104 662 0 656 6 -2.6128 588.85 0.000 0 31 0 1.617 "" "" "" "" "" "" "" 76 26 0.033223 80 29 0 0.0045 89 0 0 0.928 0.066 0.36 0.097 0.47 147.708 -72.331 -10.927 19.293 0 645 1.359e+04 3.631 3743.766 15.353994 0.002771 61 8159 9.915 822.923 15.559405 0.003086 61 7936 9.431 841.519 14.998882 0.003994 0 1 0 2 0 1.184 0.560523 0.205411 0.355112 "" "" 0 "" "" "" 243.3211125990 1.6593038782 129.0229434822 -45.4359636495 76911194164928393 "" 45245517 "" 15.353994 0.002771 1.359e+04 0.001 119.41651128814 0.3024 -25.90160580651 0.3791 0.1164
"Gaia EDR3 5602107061747178624" 0.023716 0.037835 119.41116375861 -25.87071698686 0.1527 0.0422 -1.889 0.03 2.266 0.039 16.3295 0.002789 0.573322 0.005928755181317575 16.324 0.018 0.311 0.029 0.217 0.032 0.921 0.029 1.0 1 0.0000 0.046550 0.007357 0.045965 9.1 "Gaia EDR3 5602107061747178624" 119.41116375861 0.0209 -25.87071698686 0.0279 5602107061747178624 1636042515805110273 1205093778 2016.0 0.1527 0.0422 3.6206 2.950 -1.889 0.030 2.266 0.039 0.2299 0.0661 -0.1990 -0.0938 0.1492 -0.0807 -0.1770 0.0103 -0.2703 0.1653 668 0 665 3 0.0328 687.39 0.000 0 31 0 1.610 "" "" "" "" "" "" "" 76 25 0.05627 80 29 0 0.01 87 0 0 1.000 0.071 0.37 0.14 0.51 145.064 -71.027 -9.313 19.700 0 672 5535 2.195 2521.386 16.329500 0.002789 75 3304 8.625 383.120 16.540813 0.003977 73 3252 6.731 483.136 15.967491 0.004397 0 1 0 1 0 1.184 0.573322 0.211313 0.362009 "" "" 0 "" "" "" 243.2922436263 1.6712981719 129.0041267134 -45.4076414329 76951194111575451 "" 45245555 "" 16.329500 0.002789 5535 0.001 119.41117308704 0.4891 -25.87072705659 0.6323 0.1702
"Gaia EDR3 5602103385254566272" -0.00334 -0.031172 119.3810927186 -25.93972629464 0.1655 0.0201 -1.86 0.015 2.22 0.019 14.74547 0.002765 0.600876 0.004811410811809775 14.778 0.023 0.311 0.031 0.043 0.025 0.994 0.03 1.0 1 0.0000 0.030311 -0.019689 -0.023046 220.5 "Gaia EDR3 5602103385254566272" 119.38109271860 0.0103 -25.93972629464 0.0143 5602103385254566272 1636042515805110273 1182468310 2016.0 0.1655 0.0201 8.2149 2.896 -1.860 0.015 2.220 0.019 0.2088 0.0496 -0.1481 -0.1235 0.2355 -0.1211 -0.0970 0.0379 -0.0313 0.0800 633 0 630 3 0.7321 680.00 0.032 0.46 31 0 1.608 "" "" "" "" "" "" "" 73 26 0.026591 78 26 0 0.017 68 0 0 1.020 0.096 0.35 0.12 0.46 142.801 -74.084 -10.699 19.084 0 620 2.381e+04 5.06 4705.531 14.745470 0.002765 72 1.408e+04 9.985 1409.819 14.967280 0.002895 70 1.421e+04 9.147 1553.508 14.366405 0.003843 3 1 2 0 0 1.188 0.600876 0.221810 0.379065 "" "" 0 "" "" "" 243.3370692294 1.6122535151 128.9944681632 -45.4814522495 76871193810842631 "" 45245318 "" 14.745470 0.002765 2.381e+04 0.003 119.38110190954 0.2386 -25.93973616282 0.3067 0.0903
"Gaia EDR3 5602103179096085760" 0.042312 -0.040969 119.43186234438 -25.94951595668 0.1838 0.0787 -1.888 0.059 2.192 0.074 17.551205 0.002884 1.075277 0.009896849448182993 17.689 0.023 0.688 0.038 0.282 0.04 1.382 0.029 1.0 1 0.0000 0.041861 0.025964 -0.032837 141.7 "Gaia EDR3 5602103179096085760" 119.43186234438 0.0420 -25.94951595668 0.0570 5602103179096085760 1636042515805110273 1713452736 2016.0 0.1838 0.0787 2.3371 2.893 -1.888 0.059 2.192 0.074 0.1732 -0.0283 -0.2193 -0.1429 0.1881 -0.1467 -0.2643 0.0272 -0.1457 0.1200 659 0 655 4 1.6160 738.81 0.212 1.4 31 0 1.502 "" "" "" "" "" "" "" 76 25 0.10606 79 31 0 0.01 86 0 0 1.045 0.12 0.34 0.14 0.47 165.233 -76.910 -3.271 19.820 0 663 1797 1.407 1276.771 17.551205 0.002884 73 861.1 5.772 149.178 18.000880 0.007795 67 1346 5.932 226.854 16.925602 0.006098 0 3 0 2 0 1.228 1.075277 0.449675 0.625603 "" "" 0 "" "" "" 243.3692287110 1.6461154551 129.0608908337 -45.4781377505 76861194318660866 "" 45243988 "" 17.551205 0.002884 1797 0.004 119.43187167451 0.9613 -25.94952570006 1.2009 0.1305
"Gaia EDR3 5602103453974008448" 0.017642 -0.019918 119.40442281769 -25.92847147479 0.12 0.0342 -1.933 0.026 2.196 0.032 15.896403 0.002784 0.642811 0.005359448945554011 15.942 0.019 0.347 0.026 0.286 0.023 1.023 0.032 1.0 1 0.0000 0.011860 0.001291 -0.011789 173.8 "Gaia EDR3 5602103453974008448" 119.40442281769 0.0175 -25.92847147479 0.0241 5602103453974008448 1636042515805110273 84834039 2016.0 0.1200 0.0342 3.5064 2.925 -1.933 0.026 2.196 0.032 0.1965 0.0349 -0.1474 -0.1038 0.2496 -0.1025 -0.0671 0.0570 -0.0134 0.0641 603 0 602 1 -0.0777 619.90 0.000 0 31 0 1.596 "" "" "" "" "" "" "" 70 25 0.044109 75 25 0 0.013 69 0 0 0.997 0.097 0.35 0.1 0.46 137.754 -73.485 -8.203 19.330 0 606 8249 3.006 2744.204 15.896403 0.002784 68 4788 7.625 627.925 16.138150 0.003282 66 5024 8.864 566.724 15.495338 0.004237 0 3 0 3 0 1.189 0.642811 0.241746 0.401065 "" "" 0 "" "" "" 243.3383951128 1.6360254383 129.0187363138 -45.4648013523 76881194044166140 "" 45245410 "" 15.896403 0.002784 8249 0.001 119.40443236828 0.4135 -25.92848123420 0.5095 0.0729
